forest,plan,year,live_carbon_t_per_ha,soil_carbon_t_per_ha,product_carbon_t_per_ha,substitution_credit_t_carbon_per_ha,total_co2e_t_per_ha
temperate mixed hardwood community forest,short_30_year,72,55.1358,86.453,72.771,13.0598,833.8715
temperate mixed hardwood community forest,short_30_year,73,56.0188,86.4618,71.3953,12.8804,831.4399
temperate mixed hardwood community forest,short_30_year,74,56.9056,86.4707,70.0856,12.7055,829.2803
temperate mixed hardwood community forest,short_30_year,75,57.7958,86.4796,68.8347,12.5346,827.3637
temperate mixed hardwood community forest,short_30_year,76,58.6892,86.4885,67.6361,12.3676,825.665
temperate mixed hardwood community forest,short_30_year,77,59.5855,86.4975,66.4844,12.2043,824.163
temperate mixed hardwood community forest,short_30_year,78,60.4846,86.5065,65.3752,12.0444,822.8392
temperate mixed hardwood community forest,short_30_year,79,61.3863,86.5155,64.3043,11.8878,821.6776
temperate mixed hardwood community forest,short_30_year,80,62.2901,86.5245,63.2685,11.7344,820.6644
temperate mixed hardwood community forest,short_30_year,81,63.196,86.5336,62.2648,11.584,819.7876
temperate mixed hardwood community forest,short_30_year,82,64.1037,86.5427,61.2907,11.4365,819.0367
temperate mixed hardwood community forest,short_30_year,83,65.013,86.5518,60.3441,11.2918,818.4023
temperate mixed hardwood community forest,short_30_year,84,65.9235,86.5609,59.4231,11.1497,817.8764
temperate mixed hardwood community forest,short_30_year,85,66.8351,86.57,58.526,11.0103,817.4516
temperate mixed hardwood community forest,short_30_year,86,67.7476,86.5791,57.6513,10.8734,817.1215
temperate mixed hardwood community forest,short_30_year,87,68.6606,86.5882,56.7979,10.7389,816.8803
temperate mixed hardwood community forest,short_30_year,88,69.5739,86.5974,55.9645,10.6067,816.7227
temperate mixed hardwood community forest,short_30_year,89,70.4874,86.6065,55.1502,10.4769,816.6439
temperate mixed hardwood community forest,short_30_year,90,71.4008,86.6156,54.3542,10.3493,816.6395
temperate mixed hardwood community forest,short_30_year,91,30.3718,87.5475,90.4844,15.4834,820.9193
temperate mixed hardwood community forest,short_30_year,92,30.8596,87.5524,88.0011,15.2486,812.7592
temperate mixed hardwood community forest,short_30_year,93,31.3503,87.5573,85.7367,15.0231,805.4467
temperate mixed hardwood community forest,short_30_year,94,31.8438,87.5622,83.6598,14.8059,798.8631
temperate mixed hardwood community forest,short_30_year,95,32.34,87.5672,81.7442,14.5962,792.908
temperate mixed hardwood community forest,short_30_year,96,32.8388,87.5722,79.9676,14.3933,787.4966
temperate mixed hardwood community forest,short_30_year,97,33.3401,87.5772,78.311,14.1965,782.5574
temperate mixed hardwood community forest,short_30_year,98,33.8438,87.5822,76.7586,14.0052,778.0295
temperate mixed hardwood community forest,short_30_year,99,34.3498,87.5873,75.2969,13.8191,773.8615
temperate mixed hardwood community forest,short_30_year,100,34.858,87.5924,73.9146,13.6378,770.01
managed pine production forest,no_harvest,0,88.0,58.0,0.0,0.0,535.3333
managed pine production forest,no_harvest,1,90.2094,58.0221,0.0,0.0,543.5153
managed pine production forest,no_harvest,2,92.4148,58.0441,0.0,0.0,551.6827
managed pine production forest,no_harvest,3,94.6137,58.0661,0.0,0.0,559.8262
managed pine production forest,no_harvest,4,96.8039,58.088,0.0,0.0,567.9369
managed pine production forest,no_harvest,5,98.9827,58.1098,0.0,0.0,576.006
managed pine production forest,no_harvest,6,101.148,58.1315,0.0,0.0,584.0248
managed pine production forest,no_harvest,7,103.2975,58.153,0.0,0.0,591.9851
managed pine production forest,no_harvest,8,105.429,58.1743,0.0,0.0,599.8789
managed pine production forest,no_harvest,9,107.5406,58.1954,0.0,0.0,607.6986
managed pine production forest,no_harvest,10,109.6301,58.2163,0.0,0.0,615.4368
managed pine production forest,no_harvest,11,111.6958,58.237,0.0,0.0,623.0866
managed pine production forest,no_harvest,12,113.7358,58.2574,0.0,0.0,630.6416
managed pine production forest,no_harvest,13,115.7486,58.2775,0.0,0.0,638.0956
managed pine production forest,no_harvest,14,117.7326,58.2973,0.0,0.0,645.443
managed pine production forest,no_harvest,15,119.6864,58.3169,0.0,0.0,652.6785
managed pine production forest,no_harvest,16,121.6086,58.3361,0.0,0.0,659.7973
managed pine production forest,no_harvest,17,123.4982,58.355,0.0,0.0,666.7951
managed pine production forest,no_harvest,18,125.3541,58.3735,0.0,0.0,673.668
managed pine production forest,no_harvest,19,127.1753,58.3918,0.0,0.0,680.4126
managed pine production forest,no_harvest,20,128.961,58.4096,0.0,0.0,687.0257
managed pine production forest,no_harvest,21,130.7106,58.4271,0.0,0.0,693.5048
managed pine production forest,no_harvest,22,132.4233,58.4442,0.0,0.0,699.8478
managed pine production forest,no_harvest,23,134.0988,58.461,0.0,0.0,706.0527
managed pine production forest,no_harvest,24,135.7367,58.4774,0.0,0.0,712.1182
managed pine production forest,no_harvest,25,137.3366,58.4934,0.0,0.0,718.0433
managed pine production forest,no_harvest,26,138.8985,58.509,0.0,0.0,723.8273
managed pine production forest,no_harvest,27,140.4221,58.5242,0.0,0.0,729.4698
managed pine production forest,no_harvest,28,141.9076,58.5391,0.0,0.0,734.971
managed pine production forest,no_harvest,29,143.3549,58.5535,0.0,0.0,740.331
managed pine production forest,no_harvest,30,144.7643,58.5676,0.0,0.0,745.5504
managed pine production forest,no_harvest,31,146.1359,58.5814,0.0,0.0,750.63
managed pine production forest,no_harvest,32,147.4701,58.5947,0.0,0.0,755.5711
managed pine production forest,no_harvest,33,148.7673,58.6077,0.0,0.0,760.3748
managed pine production forest,no_harvest,34,150.0277,58.6203,0.0,0.0,765.0426
managed pine production forest,no_harvest,35,151.2519,58.6325,0.0,0.0,769.5763
managed pine production forest,no_harvest,36,152.4404,58.6444,0.0,0.0,773.9778
managed pine production forest,no_harvest,37,153.5938,58.6559,0.0,0.0,778.249
managed pine production forest,no_harvest,38,154.7125,58.6671,0.0,0.0,782.3921
managed pine production forest,no_harvest,39,155.7973,58.678,0.0,0.0,786.4094
managed pine production forest,no_harvest,40,156.8488,58.6885,0.0,0.0,790.3033
managed pine production forest,no_harvest,41,157.8676,58.6987,0.0,0.0,794.0763
managed pine production forest,no_harvest,42,158.8544,58.7085,0.0,0.0,797.7307
managed pine production forest,no_harvest,43,159.8099,58.7181,0.0,0.0,801.2694
managed pine production forest,no_harvest,44,160.7349,58.7273,0.0,0.0,804.6949
managed pine production forest,no_harvest,45,161.63,58.7363,0.0,0.0,808.0099
managed pine production forest,no_harvest,46,162.4961,58.745,0.0,0.0,811.2171
managed pine production forest,no_harvest,47,163.3337,58.7533,0.0,0.0,814.3193
managed pine production forest,no_harvest,48,164.1438,58.7614,0.0,0.0,817.3192
managed pine production forest,no_harvest,49,164.927,58.7693,0.0,0.0,820.2195
managed pine production forest,no_harvest,50,165.684,58.7768,0.0,0.0,823.0231
managed pine production forest,no_harvest,51,166.4156,58.7842,0.0,0.0,825.7325
managed pine production forest,no_harvest,52,167.1225,58.7912,0.0,0.0,828.3505
managed pine production forest,no_harvest,53,167.8055,58.7981,0.0,0.0,830.8797
managed pine production forest,no_harvest,54,168.4652,58.8047,0.0,0.0,833.3229
managed pine production forest,no_harvest,55,169.1024,58.811,0.0,0.0,835.6826
managed pine production forest,no_harvest,56,169.7177,58.8172,0.0,0.0,837.9614
managed pine production forest,no_harvest,57,170.3119,58.8231,0.0,0.0,840.1617
managed pine production forest,no_harvest,58,170.8856,58.8289,0.0,0.0,842.2862
managed pine production forest,no_harvest,59,171.4394,58.8344,0.0,0.0,844.3371
managed pine production forest,no_harvest,60,171.974,58.8397,0.0,0.0,846.3169
managed pine production forest,no_harvest,61,172.49,58.8449,0.0,0.0,848.228
managed pine production forest,no_harvest,62,172.9881,58.8499,0.0,0.0,850.0725
managed pine production forest,no_harvest,63,173.4688,58.8547,0.0,0.0,851.8527
managed pine production forest,no_harvest,64,173.9327,58.8593,0.0,0.0,853.5707
managed pine production forest,no_harvest,65,174.3804,58.8638,0.0,0.0,855.2287
managed pine production forest,no_harvest,66,174.8124,58.8681,0.0,0.0,856.8287
managed pine production forest,no_harvest,67,175.2294,58.8723,0.0,0.0,858.3727
managed pine production forest,no_harvest,68,175.6317,58.8763,0.0,0.0,859.8627
managed pine production forest,no_harvest,69,176.0199,58.8802,0.0,0.0,861.3004
managed pine production forest,no_harvest,70,176.3946,58.8839,0.0,0.0,862.6878
managed pine production forest,no_harvest,71,176.7561,58.8876,0.0,0.0,864.0267
managed pine production forest,no_harvest,72,177.1049,58.891,0.0,0.0,865.3186
managed pine production forest,no_harvest,73,177.4416,58.8944,0.0,0.0,866.5653
managed pine production forest,no_harvest,74,177.7665,58.8977,0.0,0.0,867.7684
managed pine production forest,no_harvest,75,178.08,58.9008,0.0,0.0,868.9295
managed pine production forest,no_harvest,76,178.3825,58.9038,0.0,0.0,870.05
managed pine production forest,no_harvest,77,178.6746,58.9067,0.0,0.0,871.1314
managed pine production forest,no_harvest,78,178.9564,58.9096,0.0,0.0,872.1752
managed pine production forest,no_harvest,79,179.2284,58.9123,0.0,0.0,873.1826
managed pine production forest,no_harvest,80,179.491,58.9149,0.0,0.0,874.155
managed pine production forest,no_harvest,81,179.7445,58.9174,0.0,0.0,875.0937
managed pine production forest,no_harvest,82,179.9892,58.9199,0.0,0.0,875.9998
managed pine production forest,no_harvest,83,180.2254,58.9223,0.0,0.0,876.8746
managed pine production forest,no_harvest,84,180.4534,58.9245,0.0,0.0,877.7192
managed pine production forest,no_harvest,85,180.6736,58.9267,0.0,0.0,878.5347
managed pine production forest,no_harvest,86,180.8863,58.9289,0.0,0.0,879.3222
managed pine production forest,no_harvest,87,181.0916,58.9309,0.0,0.0,880.0826
managed pine production forest,no_harvest,88,181.2899,58.9329,0.0,0.0,880.817
managed pine production forest,no_harvest,89,181.4814,58.9348,0.0,0.0,881.5263
managed pine production forest,no_harvest,90,181.6664,58.9367,0.0,0.0,882.2114
managed pine production forest,no_harvest,91,181.8452,58.9385,0.0,0.0,882.8732
managed pine production forest,no_harvest,92,182.0178,58.9402,0.0,0.0,883.5126
managed pine production forest,no_harvest,93,182.1846,58.9418,0.0,0.0,884.1303
managed pine production forest,no_harvest,94,182.3458,58.9435,0.0,0.0,884.7272
managed pine production forest,no_harvest,95,182.5015,58.945,0.0,0.0,885.304
managed pine production forest,no_harvest,96,182.6521,58.9465,0.0,0.0,885.8615
managed pine production forest,no_harvest,97,182.7975,58.948,0.0,0.0,886.4002
managed pine production forest,no_harvest,98,182.9382,58.9494,0.0,0.0,886.921
managed pine production forest,no_harvest,99,183.0741,58.9507,0.0,0.0,887.4245
managed pine production forest,no_harvest,100,183.2055,58.9521,0.0,0.0,887.9112
managed pine production forest,selective_60_year,0,88.0,58.0,0.0,0.0,535.3333
managed pine production forest,selective_60_year,1,90.2094,58.0221,0.0,0.0,543.5153
managed pine production forest,selective_60_year,2,92.4148,58.0441,0.0,0.0,551.6827
managed pine production forest,selective_60_year,3,94.6137,58.0661,0.0,0.0,559.8262
managed pine production forest,selective_60_year,4,96.8039,58.088,0.0,0.0,567.9369
managed pine production forest,selective_60_year,5,98.9827,58.1098,0.0,0.0,576.006
managed pine production forest,selective_60_year,6,101.148,58.1315,0.0,0.0,584.0248
managed pine production forest,selective_60_year,7,103.2975,58.153,0.0,0.0,591.9851
managed pine production forest,selective_60_year,8,105.429,58.1743,0.0,0.0,599.8789
managed pine production forest,selective_60_year,9,107.5406,58.1954,0.0,0.0,607.6986
managed pine production forest,selective_60_year,10,109.6301,58.2163,0.0,0.0,615.4368
managed pine production forest,selective_60_year,11,111.6958,58.237,0.0,0.0,623.0866
managed pine production forest,selective_60_year,12,113.7358,58.2574,0.0,0.0,630.6416
managed pine production forest,selective_60_year,13,115.7486,58.2775,0.0,0.0,638.0956
managed pine production forest,selective_60_year,14,117.7326,58.2973,0.0,0.0,645.443
managed pine production forest,selective_60_year,15,119.6864,58.3169,0.0,0.0,652.6785
managed pine production forest,selective_60_year,16,121.6086,58.3361,0.0,0.0,659.7973
managed pine production forest,selective_60_year,17,123.4982,58.355,0.0,0.0,666.7951
managed pine production forest,selective_60_year,18,125.3541,58.3735,0.0,0.0,673.668
managed pine production forest,selective_60_year,19,127.1753,58.3918,0.0,0.0,680.4126
managed pine production forest,selective_60_year,20,128.961,58.4096,0.0,0.0,687.0257
managed pine production forest,selective_60_year,21,130.7106,58.4271,0.0,0.0,693.5048
managed pine production forest,selective_60_year,22,132.4233,58.4442,0.0,0.0,699.8478
managed pine production forest,selective_60_year,23,134.0988,58.461,0.0,0.0,706.0527
managed pine production forest,selective_60_year,24,135.7367,58.4774,0.0,0.0,712.1182
managed pine production forest,selective_60_year,25,137.3366,58.4934,0.0,0.0,718.0433
managed pine production forest,selective_60_year,26,138.8985,58.509,0.0,0.0,723.8273
managed pine production forest,selective_60_year,27,140.4221,58.5242,0.0,0.0,729.4698
managed pine production forest,selective_60_year,28,141.9076,58.5391,0.0,0.0,734.971
managed pine production forest,selective_60_year,29,143.3549,58.5535,0.0,0.0,740.331
managed pine production forest,selective_60_year,30,144.7643,58.5676,0.0,0.0,745.5504
managed pine production forest,selective_60_year,31,146.1359,58.5814,0.0,0.0,750.63
managed pine production forest,selective_60_year,32,147.4701,58.5947,0.0,0.0,755.5711
managed pine production forest,selective_60_year,33,148.7673,58.6077,0.0,0.0,760.3748
managed pine production forest,selective_60_year,34,150.0277,58.6203,0.0,0.0,765.0426
managed pine production forest,selective_60_year,35,151.2519,58.6325,0.0,0.0,769.5763
managed pine production forest,selective_60_year,36,152.4404,58.6444,0.0,0.0,773.9778
managed pine production forest,selective_60_year,37,153.5938,58.6559,0.0,0.0,778.249
managed pine production forest,selective_60_year,38,154.7125,58.6671,0.0,0.0,782.3921
managed pine production forest,selective_60_year,39,155.7973,58.678,0.0,0.0,786.4094
managed pine production forest,selective_60_year,40,156.8488,58.6885,0.0,0.0,790.3033
managed pine production forest,selective_60_year,41,157.8676,58.6987,0.0,0.0,794.0763
managed pine production forest,selective_60_year,42,158.8544,58.7085,0.0,0.0,797.7307
managed pine production forest,selective_60_year,43,159.8099,58.7181,0.0,0.0,801.2694
managed pine production forest,selective_60_year,44,160.7349,58.7273,0.0,0.0,804.6949
managed pine production forest,selective_60_year,45,161.63,58.7363,0.0,0.0,808.0099
managed pine production forest,selective_60_year,46,162.4961,58.745,0.0,0.0,811.2171
managed pine production forest,selective_60_year,47,163.3337,58.7533,0.0,0.0,814.3193
managed pine production forest,selective_60_year,48,164.1438,58.7614,0.0,0.0,817.3192
managed pine production forest,selective_60_year,49,164.927,58.7693,0.0,0.0,820.2195
managed pine production forest,selective_60_year,50,165.684,58.7768,0.0,0.0,823.0231
managed pine production forest,selective_60_year,51,166.4156,58.7842,0.0,0.0,825.7325
managed pine production forest,selective_60_year,52,167.1225,58.7912,0.0,0.0,828.3505
managed pine production forest,selective_60_year,53,167.8055,58.7981,0.0,0.0,830.8797
managed pine production forest,selective_60_year,54,168.4652,58.8047,0.0,0.0,833.3229
managed pine production forest,selective_60_year,55,169.1024,58.811,0.0,0.0,835.6826
managed pine production forest,selective_60_year,56,169.7177,58.8172,0.0,0.0,837.9614
managed pine production forest,selective_60_year,57,170.3119,58.8231,0.0,0.0,840.1617
managed pine production forest,selective_60_year,58,170.8856,58.8289,0.0,0.0,842.2862
managed pine production forest,selective_60_year,59,171.4394,58.8344,0.0,0.0,844.3371
managed pine production forest,selective_60_year,60,171.974,58.8397,0.0,0.0,846.3169
managed pine production forest,selective_60_year,61,124.1928,59.9074,43.4675,7.4764,861.8285
managed pine production forest,selective_60_year,62,125.6681,59.9222,42.258,7.3641,862.4452
managed pine production forest,selective_60_year,63,127.118,59.9367,41.1583,7.2563,863.3877
managed pine production forest,selective_60_year,64,128.5424,59.9509,40.1526,7.1527,864.595
managed pine production forest,selective_60_year,65,129.9409,59.9649,39.2276,7.0527,866.0154
managed pine production forest,selective_60_year,66,131.3133,59.9786,38.3719,6.9559,867.6057
managed pine production forest,selective_60_year,67,132.6595,59.9921,37.5761,6.8621,869.3292
managed pine production forest,selective_60_year,68,133.9794,60.0053,36.832,6.771,871.155
managed pine production forest,selective_60_year,69,135.2729,60.0182,36.1329,6.6824,873.0572
managed pine production forest,selective_60_year,70,136.5401,60.0309,35.4731,6.5961,875.0139
managed pine production forest,selective_60_year,71,137.7809,60.0433,34.8476,6.5118,877.0068
managed pine production forest,selective_60_year,72,138.9954,60.0555,34.2524,6.4296,879.0204
managed pine production forest,selective_60_year,73,140.1838,60.0673,33.6839,6.3491,881.0418
managed pine production forest,selective_60_year,74,141.3462,60.079,33.1391,6.2704,883.0603
managed pine production forest,selective_60_year,75,142.4826,60.0903,32.6156,6.1933,885.0667
managed pine production forest,selective_60_year,76,143.5934,60.1014,32.1111,6.1177,887.0535
managed pine production forest,selective_60_year,77,144.6788,60.1123,31.6239,6.0436,889.0147
managed pine production forest,selective_60_year,78,145.739,60.1229,31.1523,5.9709,890.9451
managed pine production forest,selective_60_year,79,146.7742,60.1333,30.695,5.8995,892.8404
managed pine production forest,selective_60_year,80,147.7848,60.1434,30.2508,5.8294,894.6974
managed pine production forest,selective_60_year,81,148.7712,60.1532,29.8188,5.7605,896.5134
managed pine production forest,selective_60_year,82,149.7335,60.1628,29.398,5.6928,898.2861
managed pine production forest,selective_60_year,83,150.6722,60.1722,28.9877,5.6263,900.014
managed pine production forest,selective_60_year,84,151.5876,60.1814,28.5872,5.5608,901.696
managed pine production forest,selective_60_year,85,152.4802,60.1903,28.196,5.4965,903.331
managed pine production forest,selective_60_year,86,153.3502,60.199,27.8136,5.4332,904.9185
managed pine production forest,selective_60_year,87,154.1981,60.2075,27.4394,5.3709,906.4583
managed pine production forest,selective_60_year,88,155.0243,60.2158,27.0732,5.3096,907.9503
managed pine production forest,selective_60_year,89,155.8292,60.2238,26.7145,5.2493,909.3946
managed pine production forest,selective_60_year,90,156.6132,60.2316,26.363,5.1899,910.7914
managed pine production forest,selective_60_year,91,157.3766,60.2393,26.0185,5.1314,912.1411
managed pine production forest,selective_60_year,92,158.1201,60.2467,25.6806,5.0738,913.4443
managed pine production forest,selective_60_year,93,158.8438,60.2539,25.3492,5.0171,914.7015
managed pine production forest,selective_60_year,94,159.5484,60.261,25.024,4.9612,915.9135
managed pine production forest,selective_60_year,95,160.2341,60.2679,24.7048,4.9062,917.081
managed pine production forest,selective_60_year,96,160.9015,60.2745,24.3915,4.852,918.2047
managed pine production forest,selective_60_year,97,161.5509,60.281,24.0838,4.7986,919.2856
managed pine production forest,selective_60_year,98,162.1827,60.2873,23.7816,4.746,920.3245
managed pine production forest,selective_60_year,99,162.7974,60.2935,23.4847,4.6941,921.3223
managed pine production forest,selective_60_year,100,163.3954,60.2995,23.1931,4.643,922.28
managed pine production forest,extended_50_year,0,88.0,58.0,0.0,0.0,535.3333
managed pine production forest,extended_50_year,1,90.2094,58.0221,0.0,0.0,543.5153
managed pine production forest,extended_50_year,2,92.4148,58.0441,0.0,0.0,551.6827
managed pine production forest,extended_50_year,3,94.6137,58.0661,0.0,0.0,559.8262
managed pine production forest,extended_50_year,4,96.8039,58.088,0.0,0.0,567.9369
managed pine production forest,extended_50_year,5,98.9827,58.1098,0.0,0.0,576.006
managed pine production forest,extended_50_year,6,101.148,58.1315,0.0,0.0,584.0248
managed pine production forest,extended_50_year,7,103.2975,58.153,0.0,0.0,591.9851
managed pine production forest,extended_50_year,8,105.429,58.1743,0.0,0.0,599.8789
managed pine production forest,extended_50_year,9,107.5406,58.1954,0.0,0.0,607.6986
managed pine production forest,extended_50_year,10,109.6301,58.2163,0.0,0.0,615.4368
managed pine production forest,extended_50_year,11,111.6958,58.237,0.0,0.0,623.0866
managed pine production forest,extended_50_year,12,113.7358,58.2574,0.0,0.0,630.6416
managed pine production forest,extended_50_year,13,115.7486,58.2775,0.0,0.0,638.0956
managed pine production forest,extended_50_year,14,117.7326,58.2973,0.0,0.0,645.443
managed pine production forest,extended_50_year,15,119.6864,58.3169,0.0,0.0,652.6785
managed pine production forest,extended_50_year,16,121.6086,58.3361,0.0,0.0,659.7973
managed pine production forest,extended_50_year,17,123.4982,58.355,0.0,0.0,666.7951
managed pine production forest,extended_50_year,18,125.3541,58.3735,0.0,0.0,673.668
managed pine production forest,extended_50_year,19,127.1753,58.3918,0.0,0.0,680.4126
managed pine production forest,extended_50_year,20,128.961,58.4096,0.0,0.0,687.0257
managed pine production forest,extended_50_year,21,130.7106,58.4271,0.0,0.0,693.5048
managed pine production forest,extended_50_year,22,132.4233,58.4442,0.0,0.0,699.8478
managed pine production forest,extended_50_year,23,134.0988,58.461,0.0,0.0,706.0527
managed pine production forest,extended_50_year,24,135.7367,58.4774,0.0,0.0,712.1182
managed pine production forest,extended_50_year,25,137.3366,58.4934,0.0,0.0,718.0433
managed pine production forest,extended_50_year,26,138.8985,58.509,0.0,0.0,723.8273
managed pine production forest,extended_50_year,27,140.4221,58.5242,0.0,0.0,729.4698
managed pine production forest,extended_50_year,28,141.9076,58.5391,0.0,0.0,734.971
managed pine production forest,extended_50_year,29,143.3549,58.5535,0.0,0.0,740.331
managed pine production forest,extended_50_year,30,144.7643,58.5676,0.0,0.0,745.5504
managed pine production forest,extended_50_year,31,146.1359,58.5814,0.0,0.0,750.63
managed pine production forest,extended_50_year,32,147.4701,58.5947,0.0,0.0,755.5711
managed pine production forest,extended_50_year,33,148.7673,58.6077,0.0,0.0,760.3748
managed pine production forest,extended_50_year,34,150.0277,58.6203,0.0,0.0,765.0426
managed pine production forest,extended_50_year,35,151.2519,58.6325,0.0,0.0,769.5763
managed pine production forest,extended_50_year,36,152.4404,58.6444,0.0,0.0,773.9778
managed pine production forest,extended_50_year,37,153.5938,58.6559,0.0,0.0,778.249
managed pine production forest,extended_50_year,38,154.7125,58.6671,0.0,0.0,782.3921
managed pine production forest,extended_50_year,39,155.7973,58.678,0.0,0.0,786.4094
managed pine production forest,extended_50_year,40,156.8488,58.6885,0.0,0.0,790.3033
managed pine production forest,extended_50_year,41,157.8676,58.6987,0.0,0.0,794.0763
managed pine production forest,extended_50_year,42,158.8544,58.7085,0.0,0.0,797.7307
managed pine production forest,extended_50_year,43,159.8099,58.7181,0.0,0.0,801.2694
managed pine production forest,extended_50_year,44,160.7349,58.7273,0.0,0.0,804.6949
managed pine production forest,extended_50_year,45,161.63,58.7363,0.0,0.0,808.0099
managed pine production forest,extended_50_year,46,162.4961,58.745,0.0,0.0,811.2171
managed pine production forest,extended_50_year,47,163.3337,58.7533,0.0,0.0,814.3193
managed pine production forest,extended_50_year,48,164.1438,58.7614,0.0,0.0,817.3192
managed pine production forest,extended_50_year,49,164.927,58.7693,0.0,0.0,820.2195
managed pine production forest,extended_50_year,50,165.684,58.7768,0.0,0.0,823.0231
managed pine production forest,extended_50_year,51,96.5211,60.3218,62.9051,10.4143,843.9283
managed pine production forest,extended_50_year,52,98.2588,60.3392,60.9182,10.2458,842.4606
managed pine production forest,extended_50_year,53,99.9849,60.3565,59.1265,10.0851,841.6938
managed pine production forest,extended_50_year,54,101.6981,60.3736,57.5014,9.9312,841.5156
managed pine production forest,extended_50_year,55,103.3974,60.3906,56.0188,9.7834,841.8307
managed pine production forest,extended_50_year,56,105.0818,60.4074,54.6584,9.6411,842.5585
managed pine production forest,extended_50_year,57,106.7503,60.4241,53.4029,9.5036,843.6303
managed pine production forest,extended_50_year,58,108.4019,60.4406,52.238,9.3706,844.9879
managed pine production forest,extended_50_year,59,110.0358,60.457,51.1515,9.2416,846.5816
managed pine production forest,extended_50_year,60,111.6512,60.4731,50.1328,9.1163,848.3693
managed pine production forest,extended_50_year,61,113.2473,60.4891,49.1734,8.9943,850.315
managed pine production forest,extended_50_year,62,114.8233,60.5049,48.2658,8.8754,852.3879
managed pine production forest,extended_50_year,63,116.3787,60.5204,47.4038,8.7594,854.5618
managed pine production forest,extended_50_year,64,117.9127,60.5358,46.582,8.6462,856.8141
managed pine production forest,extended_50_year,65,119.4249,60.5509,45.7958,8.5354,859.1256
managed pine production forest,extended_50_year,66,120.9147,60.5658,45.0416,8.427,861.4799
managed pine production forest,extended_50_year,67,122.3817,60.5804,44.3159,8.3209,863.8627
managed pine production forest,extended_50_year,68,123.8254,60.5949,43.616,8.2169,866.2619
managed pine production forest,extended_50_year,69,125.2457,60.6091,42.9395,8.115,868.667
managed pine production forest,extended_50_year,70,126.642,60.623,42.2843,8.015,871.0692
managed pine production forest,extended_50_year,71,128.0142,60.6368,41.6486,7.9169,873.4606
managed pine production forest,extended_50_year,72,129.3622,60.6502,41.031,7.8205,875.8346
managed pine production forest,extended_50_year,73,130.6856,60.6635,40.4302,7.7259,878.1856
managed pine production forest,extended_50_year,74,131.9844,60.6765,39.8449,7.633,880.5088
managed pine production forest,extended_50_year,75,133.2586,60.6892,39.2742,7.5417,882.7998
managed pine production forest,extended_50_year,76,134.508,60.7017,38.7171,7.4519,885.0554
managed pine production forest,extended_50_year,77,135.7327,60.714,38.1731,7.3637,887.2723
managed pine production forest,extended_50_year,78,136.9327,60.726,37.6413,7.2769,889.4482
managed pine production forest,extended_50_year,79,138.1081,60.7377,37.1211,7.1915,891.5808
managed pine production forest,extended_50_year,80,139.2589,60.7492,36.6121,7.1076,893.6685
managed pine production forest,extended_50_year,81,140.3854,60.7605,36.1137,7.025,895.7098
managed pine production forest,extended_50_year,82,141.4876,60.7715,35.6255,6.9437,897.7036
managed pine production forest,extended_50_year,83,142.5658,60.7823,35.1471,6.8637,899.6489
managed pine production forest,extended_50_year,84,143.62,60.7928,34.6781,6.785,901.5452
managed pine production forest,extended_50_year,85,144.6507,60.8031,34.2183,6.7075,903.3919
managed pine production forest,extended_50_year,86,145.658,60.8132,33.7673,6.6312,905.1887
managed pine production forest,extended_50_year,87,146.6422,60.823,33.3248,6.556,906.9355
managed pine production forest,extended_50_year,88,147.6035,60.8327,32.8906,6.4821,908.6324
managed pine production forest,extended_50_year,89,148.5423,60.842,32.4644,6.4092,910.2793
managed pine production forest,extended_50_year,90,149.4589,60.8512,32.0461,6.3374,911.8765
managed pine production forest,extended_50_year,91,150.3536,60.8602,31.6353,6.2668,913.4244
managed pine production forest,extended_50_year,92,151.2267,60.8689,31.2318,6.1971,914.9234
managed pine production forest,extended_50_year,93,152.0786,60.8774,30.8356,6.1285,916.374
managed pine production forest,extended_50_year,94,152.9097,60.8857,30.4464,6.0609,917.7766
managed pine production forest,extended_50_year,95,153.7202,60.8938,30.064,5.9943,919.132
managed pine production forest,extended_50_year,96,154.5106,60.9017,29.6882,5.9287,920.4408
managed pine production forest,extended_50_year,97,155.2813,60.9094,29.319,5.864,921.7037
managed pine production forest,extended_50_year,98,156.0326,60.917,28.956,5.8003,922.9214
managed pine production forest,extended_50_year,99,156.7649,60.9243,28.5993,5.7374,924.0948
managed pine production forest,extended_50_year,100,157.4785,60.9314,28.2486,5.6755,925.2247
managed pine production forest,current_40_year,0,88.0,58.0,0.0,0.0,535.3333
managed pine production forest,current_40_year,1,90.2094,58.0221,0.0,0.0,543.5153
managed pine production forest,current_40_year,2,92.4148,58.0441,0.0,0.0,551.6827
managed pine production forest,current_40_year,3,94.6137,58.0661,0.0,0.0,559.8262
managed pine production forest,current_40_year,4,96.8039,58.088,0.0,0.0,567.9369
managed pine production forest,current_40_year,5,98.9827,58.1098,0.0,0.0,576.006
managed pine production forest,current_40_year,6,101.148,58.1315,0.0,0.0,584.0248
managed pine production forest,current_40_year,7,103.2975,58.153,0.0,0.0,591.9851
managed pine production forest,current_40_year,8,105.429,58.1743,0.0,0.0,599.8789
managed pine production forest,current_40_year,9,107.5406,58.1954,0.0,0.0,607.6986
managed pine production forest,current_40_year,10,109.6301,58.2163,0.0,0.0,615.4368
managed pine production forest,current_40_year,11,111.6958,58.237,0.0,0.0,623.0866
managed pine production forest,current_40_year,12,113.7358,58.2574,0.0,0.0,630.6416
