task_id,lat,lon,members_within_3km,quota_within_3km,credit_within_3km,nearest_member_km
A0348,23.206365215514,113.335895625293,22,349.0,41696.4551,0.11576578029274763
A0349,23.2363716469651,113.279566039833,24,141.0,5809.6756,0.3270948768757092
A0350,23.1953868141147,113.24107025225,27,151.0,4141.5534,0.27114118479380883
A0351,23.2262087621914,113.309597291327,19,134.0,5842.5051,0.01599643221310497
A0352,23.1570952030703,113.229730924734,26,143.0,1893.4850999999999,0.6968450913533576
A0353,23.1618569962278,113.267647183093,29,202.0,8283.3754,0.3563959301067323
A0354,23.1564503764983,113.25493629847,36,218.0,5436.761,0.7012387861735013
A0355,22.6389990620084,114.067579305816,32,191.0,6771.1765,0.365672626904674
A0356,22.5192435219873,113.919528084477,23,126.0,1515.5456,0.05264262554545215
A0357,22.6705773556367,113.873589422526,2,4.0,13.4122,0.5583799913166854
A0358,22.5878132063265,113.972902100183,13,231.0,39103.1856,0.15632538854130934
A0359,22.5720465259862,114.118813432035,37,141.0,3515.1892999999995,0.15695182403498764
A0360,22.5824326423416,113.959148610744,15,239.0,38704.07629999999,0.06631397389796159
A0361,22.6800886065083,113.834786135085,18,87.0,2279.6762,0.17863901501190985
A0362,22.5635259004334,113.989355615712,12,224.0,39395.061799999996,1.8568650263914177
A0363,23.0121795664196,113.397404768457,1,3.0,19.9231,0.6239071754412081
A0364,22.6873086955968,113.945959701828,22,68.0,566.1110000000001,0.1932695637886899
A0365,23.2177188982725,113.235560013017,14,49.0,241.79160000000002,0.6443176546187931
A0366,23.2737321369292,113.301097836307,16,265.0,32757.446500000002,0.4439123862368245
A0367,23.3008098153715,113.362141773997,6,38.0,313.1458,0.35319551930092846
A0368,23.2617227071835,113.278165851035,13,110.0,6294.4828,0.39225677262786174
A0369,22.5460535462053,114.025973657322,9,40.0,1174.9519999999998,0.8712048002567926
A0370,23.1431172149711,113.225451178099,20,160.0,2405.2394,0.4026784075369808
A0371,23.300429499058,113.362121549546,6,38.0,313.1458,0.376279995617923
A0372,23.199247592595,113.334818026987,23,340.0,41516.3086,0.5839080204064986
A0373,23.0970508132233,113.65815243231,0,0.0,0.0,3.3298672969755354
A0374,23.1292895501859,113.660440161324,3,11.0,20.999100000000002,0.26255606392683983
A0375,22.6415353446723,114.071911743459,28,182.0,6652.1182,0.5301711468438994
A0376,23.0309814250994,113.315793623072,29,319.0,15179.506,0.2540894342771479
A0377,22.9798450837371,113.32124534938,7,20.0,195.60500000000002,0.23104580734108765
A0378,23.1320667530002,113.274983579513,69,346.0,8423.6414,0.28386292910907096
A0379,23.129749076947,113.27520379821,71,348.0,8426.1207,0.27783043952414327
A0380,22.9626785886346,113.44558975742,4,12.0,43.8308,1.5118608678339711
A0381,23.1285800369406,113.301162220558,49,299.0,14275.0011,0.4761697405382682
A0382,23.1424679663343,113.300500023872,36,221.0,10744.8423,0.09305260391946477
A0383,23.1824607136605,113.349796552716,23,405.0,51314.1723,0.07110553057218719
A0384,22.7766539600848,113.593355832336,0,0.0,0.0,3.1659418414479594
A0385,22.6494630437426,113.61298488569,0,0.0,0.0,11.942999930496349
A0386,23.1389117583799,113.327461284846,33,203.0,10210.973,0.22175033647845618
A0387,23.123828970428,113.329808547261,37,144.0,2306.1710000000003,0.21671279845943237
A0388,22.8083933706056,113.553916809104,2,72.0,476.7372,1.7011934229863457
A0389,23.1441611874437,113.293760883836,38,230.0,10878.7778,0.17800080253105763
A0390,22.8277143535964,113.521871138538,0,0.0,0.0,3.5498791574380077
A0391,23.1356204334411,113.304810722521,41,234.0,10870.116,0.2888086549844807
A0392,23.127426434224,113.258166227795,59,314.0,7575.1217,0.08583750673007845
A0393,23.4466609971413,113.220175512121,2,38.0,151.9839,2.410639185923007
A0394,23.0806820394645,113.275790383623,31,132.0,1864.7398,0.63712034678038
A0395,23.4743092941471,113.163008025374,5,47.0,87.6617,0.36731744167397556
A0396,23.120114010906,113.253472000303,52,292.0,7487.7416,0.4478287483211379
A0397,23.4418427444799,113.328650207459,2,13.0,99.6156,0.12499335361570478
A0398,23.378032945333,113.256925866412,3,59.0,435.0432,1.0067344901888515
A0399,23.4422022951455,113.330027902687,2,13.0,99.6156,0.2434879809333975
A0400,23.4032988937471,113.239851353182,11,89.0,278.623,0.5596640624541244
