case,material_id,stage1_cnc,stage1_load_start_s,stage1_unload_start_s,stage2_cnc,stage2_load_start_s,stage2_unload_start_s
3,27,6,3040.0,3527.0,3,3636.0,3845.0
3,28,8,3267.0,3754.0,7,3786.0,4064.0
3,29,2,3409.0,3896.0,1,3928.0,4168.0
3,30,5,3500.0,3987.0,7,4064.0,4273.0
3,31,6,3527.0,4014.0,3,4123.0,4332.0
3,32,8,3754.0,4241.0,7,4273.0,4551.0
3,33,2,3896.0,4383.0,1,4415.0,4655.0
3,34,5,3987.0,4474.0,7,4551.0,4760.0
3,35,6,4014.0,4501.0,3,4610.0,4819.0
3,36,8,4241.0,4728.0,7,4760.0,5038.0
3,37,2,4383.0,4870.0,1,4902.0,5142.0
3,38,5,4474.0,4961.0,7,5038.0,5247.0
3,39,6,4501.0,4988.0,3,5097.0,5306.0
3,40,8,4728.0,5215.0,7,5247.0,5525.0
3,41,2,4870.0,5357.0,1,5389.0,5629.0
3,42,5,4961.0,5448.0,7,5525.0,5734.0
3,43,6,4988.0,5475.0,3,5584.0,5793.0
3,44,8,5215.0,5702.0,7,5734.0,6012.0
3,45,2,5357.0,5844.0,1,5876.0,6116.0
3,46,5,5448.0,5935.0,7,6012.0,6221.0
3,47,6,5475.0,5962.0,3,6071.0,6280.0
3,48,8,5702.0,6189.0,7,6221.0,6499.0
3,49,2,5844.0,6331.0,1,6363.0,6603.0
3,50,5,5935.0,6422.0,7,6499.0,6708.0
3,51,6,5962.0,6449.0,3,6558.0,6767.0
3,52,8,6189.0,6676.0,7,6708.0,6986.0
3,53,2,6331.0,6818.0,1,6850.0,7090.0
3,54,5,6422.0,6909.0,7,6986.0,7195.0
3,55,6,6449.0,6936.0,3,7045.0,7254.0
3,56,8,6676.0,7163.0,7,7195.0,7473.0
3,57,2,6818.0,7305.0,1,7337.0,7577.0
3,58,5,6909.0,7396.0,7,7473.0,7682.0
3,59,6,6936.0,7423.0,3,7532.0,7741.0
3,60,8,7163.0,7650.0,7,7682.0,7960.0
3,61,2,7305.0,7792.0,1,7824.0,8064.0
3,62,5,7396.0,7883.0,7,7960.0,8169.0
3,63,6,7423.0,7910.0,3,8019.0,8228.0
3,64,8,7650.0,8137.0,7,8169.0,8447.0
3,65,2,7792.0,8279.0,1,8311.0,8551.0
3,66,5,7883.0,8370.0,7,8447.0,8656.0
3,67,6,7910.0,8397.0,3,8506.0,8715.0
3,68,8,8137.0,8624.0,7,8656.0,8934.0
3,69,2,8279.0,8766.0,1,8798.0,9038.0
3,70,5,8370.0,8857.0,7,8934.0,9143.0
3,71,6,8397.0,8884.0,3,8993.0,9202.0
3,72,8,8624.0,9111.0,7,9143.0,9421.0
3,73,2,8766.0,9253.0,1,9285.0,9525.0
3,74,5,8857.0,9344.0,7,9421.0,9630.0
3,75,6,8884.0,9371.0,3,9480.0,9689.0
3,76,8,9111.0,9598.0,7,9630.0,9908.0
3,77,2,9253.0,9740.0,1,9772.0,10012.0
3,78,5,9344.0,9831.0,7,9908.0,10117.0
3,79,6,9371.0,9858.0,3,9967.0,10176.0
3,80,8,9598.0,10085.0,7,10117.0,10395.0
3,81,2,9740.0,10227.0,1,10259.0,10499.0
3,82,5,9831.0,10318.0,7,10395.0,10604.0
3,83,6,9858.0,10345.0,3,10454.0,10663.0
3,84,8,10085.0,10572.0,7,10604.0,10882.0
3,85,2,10227.0,10714.0,1,10746.0,10986.0
3,86,5,10318.0,10805.0,7,10882.0,11091.0
3,87,6,10345.0,10832.0,3,10941.0,11150.0
3,88,8,10572.0,11059.0,7,11091.0,11369.0
3,89,2,10714.0,11201.0,1,11233.0,11473.0
3,90,5,10805.0,11292.0,7,11369.0,11578.0
3,91,6,10832.0,11319.0,3,11428.0,11637.0
3,92,8,11059.0,11546.0,7,11578.0,11856.0
3,93,2,11201.0,11688.0,1,11720.0,11960.0
3,94,5,11292.0,11779.0,7,11856.0,12065.0
3,95,6,11319.0,11806.0,3,11915.0,12124.0
3,96,8,11546.0,12033.0,7,12065.0,12343.0
3,97,2,11688.0,12175.0,1,12207.0,12447.0
3,98,5,11779.0,12266.0,7,12343.0,12552.0
3,99,6,11806.0,12293.0,3,12402.0,12611.0
3,100,8,12033.0,12520.0,7,12552.0,12830.0
3,101,2,12175.0,12662.0,1,12694.0,12934.0
3,102,5,12266.0,12753.0,7,12830.0,13039.0
3,103,6,12293.0,12780.0,3,12889.0,13098.0
3,104,8,12520.0,13007.0,7,13039.0,13317.0
3,105,2,12662.0,13149.0,1,13181.0,13421.0
3,106,5,12753.0,13240.0,7,13317.0,13526.0
3,107,6,12780.0,13267.0,3,13376.0,13585.0
3,108,8,13007.0,13494.0,7,13526.0,13804.0
3,109,2,13149.0,13636.0,1,13668.0,13908.0
3,110,5,13240.0,13727.0,7,13804.0,14013.0
3,111,6,13267.0,13754.0,3,13863.0,14072.0
3,112,8,13494.0,13981.0,7,14013.0,14291.0
3,113,2,13636.0,14123.0,1,14155.0,14395.0
3,114,5,13727.0,14214.0,7,14291.0,14500.0
3,115,6,13754.0,14241.0,3,14350.0,14559.0
3,116,8,13981.0,14468.0,7,14500.0,14778.0
3,117,2,14123.0,14610.0,1,14642.0,14882.0
3,118,5,14214.0,14701.0,7,14778.0,14987.0
3,119,6,14241.0,14728.0,3,14837.0,15046.0
3,120,8,14468.0,14955.0,7,14987.0,15265.0
3,121,2,14610.0,15097.0,1,15129.0,15369.0
3,122,5,14701.0,15188.0,7,15265.0,15474.0
3,123,6,14728.0,15215.0,3,15324.0,15533.0
3,124,8,14955.0,15442.0,7,15474.0,15752.0
3,125,2,15097.0,15584.0,1,15616.0,15856.0
3,126,5,15188.0,15675.0,7,15752.0,15961.0
3,127,6,15215.0,15702.0,3,15811.0,16020.0
3,128,8,15442.0,15929.0,7,15961.0,16239.0
3,129,2,15584.0,16071.0,1,16103.0,16343.0
3,130,5,15675.0,16162.0,7,16239.0,16448.0
3,131,6,15702.0,16189.0,3,16298.0,16507.0
3,132,8,15929.0,16416.0,7,16448.0,16726.0
3,133,2,16071.0,16558.0,1,16590.0,16830.0
3,134,5,16162.0,16649.0,7,16726.0,16935.0
3,135,6,16189.0,16676.0,3,16785.0,16994.0
3,136,8,16416.0,16903.0,7,16935.0,17213.0
3,137,2,16558.0,17045.0,1,17077.0,17317.0
3,138,5,16649.0,17136.0,7,17213.0,17422.0
3,139,6,16676.0,17163.0,3,17272.0,17481.0
3,140,8,16903.0,17390.0,7,17422.0,17700.0
3,141,2,17045.0,17532.0,1,17564.0,17804.0
3,142,5,17136.0,17623.0,7,17700.0,17909.0
3,143,6,17163.0,17650.0,3,17759.0,17968.0
3,144,8,17390.0,17877.0,7,17909.0,18187.0
3,145,2,17532.0,18019.0,1,18051.0,18291.0
3,146,5,17623.0,18110.0,7,18187.0,18396.0
3,147,6,17650.0,18137.0,3,18246.0,18455.0
3,148,8,17877.0,18364.0,7,18396.0,18674.0
3,149,2,18019.0,18506.0,1,18538.0,18778.0
3,150,5,18110.0,18597.0,7,18674.0,18883.0
3,151,6,18137.0,18624.0,3,18733.0,18942.0
3,152,8,18364.0,18851.0,7,18883.0,19161.0
3,153,2,18506.0,18993.0,1,19025.0,19265.0
3,154,5,18597.0,19084.0,7,19161.0,19370.0
3,155,6,18624.0,19111.0,3,19220.0,19429.0
3,156,8,18851.0,19338.0,7,19370.0,19648.0
3,157,2,18993.0,19480.0,1,19512.0,19752.0
3,158,5,19084.0,19571.0,7,19648.0,19857.0
3,159,6,19111.0,19598.0,3,19707.0,19916.0
3,160,8,19338.0,19825.0,7,19857.0,20135.0
3,161,2,19480.0,19967.0,1,19999.0,20239.0
3,162,5,19571.0,20058.0,7,20135.0,20344.0
3,163,6,19598.0,20085.0,3,20194.0,20403.0
3,164,8,19825.0,20312.0,7,20344.0,20622.0
3,165,2,19967.0,20454.0,1,20486.0,20726.0
3,166,5,20058.0,20545.0,7,20622.0,20831.0
3,167,6,20085.0,20572.0,3,20681.0,20890.0
3,168,8,20312.0,20799.0,7,20831.0,21109.0
3,169,2,20454.0,20941.0,1,20973.0,21213.0
3,170,5,20545.0,21032.0,7,21109.0,21318.0
3,171,6,20572.0,21059.0,3,21168.0,21377.0
3,172,8,20799.0,21286.0,7,21318.0,21596.0
3,173,2,20941.0,21428.0,1,21460.0,21700.0
3,174,5,21032.0,21519.0,7,21596.0,21805.0
3,175,6,21059.0,21546.0,3,21655.0,21864.0
3,176,8,21286.0,21773.0,7,21805.0,22083.0
3,177,2,21428.0,21915.0,1,21947.0,22187.0
3,178,5,21519.0,22006.0,7,22083.0,22292.0
3,179,6,21546.0,22033.0,3,22142.0,22351.0
3,180,8,21773.0,22260.0,7,22292.0,22570.0
3,181,2,21915.0,22402.0,1,22434.0,22674.0
3,182,5,22006.0,22493.0,7,22570.0,22779.0
3,183,6,22033.0,22520.0,3,22629.0,22838.0
3,184,8,22260.0,22747.0,7,22779.0,23057.0
3,185,2,22402.0,22889.0,1,22921.0,23161.0
3,186,5,22493.0,22980.0,7,23057.0,23266.0
3,187,6,22520.0,23007.0,3,23116.0,23325.0
3,188,8,22747.0,23234.0,7,23266.0,23544.0
3,189,2,22889.0,23376.0,1,23408.0,23648.0
3,190,5,22980.0,23467.0,7,23544.0,23753.0
3,191,6,23007.0,23494.0,3,23603.0,23812.0
3,192,8,23234.0,23721.0,7,23753.0,24031.0
3,193,2,23376.0,23863.0,1,23895.0,24135.0
3,194,5,23467.0,23954.0,7,24031.0,24240.0
3,195,6,23494.0,23981.0,3,24090.0,24299.0
3,196,8,23721.0,24208.0,7,24240.0,24518.0
3,197,2,23863.0,24350.0,1,24382.0,24622.0
3,198,5,23954.0,24441.0,7,24518.0,24727.0
3,199,6,23981.0,24468.0,3,24577.0,24786.0
3,200,8,24208.0,24695.0,7,24727.0,25005.0
3,201,2,24350.0,24837.0,1,24869.0,25109.0
3,202,5,24441.0,24928.0,7,25005.0,25214.0
3,203,6,24468.0,24955.0,3,25064.0,25273.0
3,204,8,24695.0,25182.0,7,25214.0,25492.0
3,205,2,24837.0,25324.0,1,25356.0,25596.0
3,206,5,24928.0,25415.0,7,25492.0,25701.0
3,207,6,24955.0,25442.0,3,25551.0,25760.0
3,208,8,25182.0,25669.0,7,25701.0,25979.0
3,209,2,25324.0,25811.0,1,25843.0,26083.0
3,210,5,25415.0,25902.0,7,25979.0,26188.0
3,211,6,25442.0,25929.0,3,26038.0,26247.0
3,212,8,25669.0,26156.0,7,26188.0,26466.0
3,213,2,25811.0,26298.0,1,26330.0,26570.0
3,214,5,25902.0,26389.0,7,26466.0,26675.0
3,215,6,25929.0,26416.0,3,26525.0,26734.0
3,216,8,26156.0,26643.0,7,26675.0,26953.0
3,217,2,26298.0,26785.0,1,26817.0,27057.0
3,218,5,26389.0,26876.0,7,26953.0,27162.0
3,219,6,26416.0,26903.0,3,27012.0,27221.0
3,220,8,26643.0,27130.0,7,27162.0,27440.0
3,221,2,26785.0,27272.0,1,27304.0,27544.0
3,222,5,26876.0,27363.0,7,27440.0,27649.0
3,223,6,26903.0,27390.0,3,27499.0,27708.0
3,224,8,27130.0,27617.0,7,27649.0,27927.0
3,225,2,27272.0,27759.0,1,27791.0,28031.0
3,226,5,27363.0,27850.0,7,27927.0,28136.0
3,227,6,27390.0,27877.0,3,27986.0,28195.0
3,228,8,27617.0,28104.0,7,28136.0,28414.0
3,229,2,27759.0,28246.0,1,28278.0,28518.0
3,230,5,27850.0,28337.0,7,28414.0,28623.0
3,231,6,27877.0,28364.0,3,28473.0,28682.0
