medicine_id,width_type_id,height_type_id,plane_redundancy_mm2
1359,4,7,8.0
1360,3,6,0.0
1361,3,5,1.0
1362,10,9,72.0
1363,4,6,5.0
1364,1,5,4.0
1365,5,6,10.0
1366,7,8,3.0
1367,1,4,27.0
1368,6,1,1.0
1369,1,7,4.0
1370,1,4,10.0
1371,4,6,10.0
1372,3,5,3.0
1373,7,8,4.0
1374,3,6,5.0
1375,7,8,12.0
1376,3,6,3.0
1377,3,6,0.0
1378,3,6,0.0
1379,3,6,3.0
1380,2,5,4.0
1381,6,7,4.0
1382,7,6,0.0
1383,2,6,0.0
1384,3,5,4.0
1385,4,6,8.0
1386,5,6,4.0
1387,6,3,16.0
1388,6,3,9.0
1389,3,6,1.0
1390,6,7,2.0
1391,2,6,0.0
1392,6,1,4.0
1393,4,5,2.0
1394,3,6,1.0
1395,10,9,84.0
1396,7,9,63.0
1397,2,6,0.0
1398,9,4,20.0
1399,4,6,8.0
1400,3,6,4.0
1401,3,9,16.0
1402,2,6,10.0
1403,9,8,8.0
1404,3,6,5.0
1405,3,6,2.0
1406,3,7,3.0
1407,7,5,2.0
1408,12,4,12.0
1409,2,5,1.0
1410,7,8,12.0
1411,4,8,8.0
1412,2,3,4.0
1413,4,5,4.0
1414,7,4,2.0
1415,3,5,2.0
1416,2,6,4.0
1417,2,6,0.0
1418,3,5,3.0
1419,12,5,4.0
1420,9,9,80.0
1421,5,9,40.0
1422,8,5,0.0
1423,1,5,8.0
1424,2,6,8.0
1425,3,5,2.0
1426,3,6,4.0
1427,7,7,6.0
1428,3,5,1.0
1429,9,1,6.0
1430,3,5,1.0
1431,6,1,4.0
1432,2,4,4.0
1433,2,4,4.0
1434,7,6,9.0
1435,6,6,4.0
1436,7,6,9.0
1437,3,6,4.0
1438,10,4,1.0
1439,1,7,4.0
1440,5,5,8.0
1441,1,4,5.0
1442,7,6,0.0
1443,7,6,3.0
1444,3,5,5.0
1445,5,8,8.0
1446,5,9,44.0
1447,6,7,0.0
1448,5,8,4.0
1449,1,6,0.0
1450,3,6,3.0
1451,3,6,1.0
1452,3,6,1.0
1453,3,6,0.0
1454,7,5,2.0
1455,1,4,16.0
1456,3,6,5.0
1457,3,6,3.0
1458,2,4,0.0
1459,2,4,6.0
1460,2,5,4.0
1461,3,5,1.0
1462,4,6,3.0
1463,2,5,0.0
1464,1,6,8.0
1465,1,4,12.0
1466,1,4,4.0
1467,5,7,2.0
1468,9,9,65.0
1469,11,7,4.0
1470,1,4,1.0
1471,1,4,35.0
1472,3,6,1.0
1473,3,7,4.0
1474,4,6,4.0
1475,4,5,10.0
1476,2,5,5.0
1477,3,5,6.0
1478,4,7,0.0
1479,6,7,8.0
1480,2,6,8.0
1481,6,3,4.0
1482,1,7,7.0
1483,3,5,3.0
1484,4,2,10.0
1485,8,6,10.0
1486,1,4,9.0
1487,6,3,10.0
1488,6,1,6.0
1489,6,3,5.0
1490,1,5,3.0
1491,2,5,0.0
1492,5,6,6.0
1493,7,6,3.0
1494,10,9,75.0
1495,6,3,10.0
1496,7,8,1.0
1497,5,6,2.0
1498,7,5,8.0
1499,9,1,12.0
1500,6,8,2.0
1501,6,8,4.0
1502,10,2,3.0
1503,7,7,2.0
1504,8,9,30.0
1505,6,6,10.0
1506,7,7,0.0
1507,3,7,4.0
1508,12,4,18.0
1509,2,4,0.0
1510,2,4,0.0
1511,2,6,2.0
1512,2,3,0.0
1513,4,6,8.0
1514,8,6,10.0
1515,4,6,4.0
1516,6,6,0.0
1517,9,4,20.0
1518,9,7,4.0
1519,1,5,2.0
1520,4,6,6.0
1521,4,6,8.0
1522,4,7,8.0
1523,5,7,1.0
1524,3,6,5.0
1525,3,5,1.0
1526,4,6,10.0
1527,4,6,8.0
1528,6,6,5.0
1529,9,9,84.0
1530,2,4,0.0
1531,8,6,6.0
1532,5,6,6.0
1533,5,6,6.0
1534,6,3,6.0
1535,1,6,6.0
1536,2,9,32.0
1537,2,9,32.0
1538,2,9,17.0
1539,5,2,3.0
1540,1,4,6.0
1541,8,6,4.0
1542,5,7,8.0
1543,10,3,10.0
1544,6,8,3.0
1545,6,6,0.0
1546,3,8,4.0
1547,1,5,2.0
1548,5,6,2.0
1549,9,3,16.0
1550,3,4,8.0
1551,5,3,6.0
1552,6,1,4.0
1553,1,6,5.0
1554,3,5,5.0
1555,7,7,0.0
1556,3,5,5.0
1557,9,6,12.0
1558,5,7,1.0
1559,10,8,1.0
1560,10,9,25.0
1561,5,7,8.0
1562,5,6,2.0
1563,7,8,0.0
1564,9,9,44.0
1565,1,3,2.0
1566,2,3,2.0
1567,4,6,10.0
1568,11,3,8.0
1569,5,7,2.0
1570,6,8,8.0
1571,2,6,0.0
1572,6,7,0.0
1573,3,7,1.0
1574,3,7,1.0
1575,5,4,3.0
1576,7,2,12.0
1577,6,4,9.0
1578,8,3,8.0
1579,11,5,5.0
1580,4,6,2.0
1581,6,4,18.0
1582,6,3,0.0
1583,5,7,2.0
1584,3,6,3.0
1585,9,6,0.0
1586,10,8,15.0
1587,6,1,12.0
1588,6,3,10.0
1589,6,1,20.0
1590,2,4,0.0
1591,1,5,6.0
1592,1,5,3.0
1593,4,8,2.0
1594,1,6,2.0
1595,7,7,5.0
1596,12,3,30.0
1597,11,3,30.0
1598,6,3,18.0
1599,10,3,4.0
1600,2,5,1.0
1601,4,7,1.0
1602,3,6,4.0
1603,1,5,2.0
1604,1,4,10.0
1605,10,3,11.0
1606,12,3,12.0
1607,8,3,4.0
1608,3,3,3.0
1609,6,1,6.0
1610,2,5,2.0
1611,4,7,4.0
1612,1,5,10.0
1613,11,3,8.0
1614,3,6,2.0
1615,4,5,10.0
1616,11,3,8.0
1617,3,5,6.0
1618,1,4,4.0
1619,7,5,0.0
1620,2,5,4.0
1621,8,5,10.0
1622,8,5,10.0
1623,4,5,2.0
1624,3,5,6.0
1625,5,2,1.0
1626,3,5,1.0
1627,1,6,4.0
1628,2,5,1.0
1629,1,2,1.0
1630,3,6,2.0
1631,2,4,4.0
1632,3,9,24.0
1633,6,6,2.0
1634,12,3,30.0
1635,1,6,8.0
1636,3,1,2.0
1637,3,7,5.0
1638,12,9,125.0
1639,12,9,63.0
1640,10,8,2.0
1641,6,6,4.0
1642,12,3,0.0
1643,2,5,1.0
1644,2,3,8.0
1645,12,3,30.0
1646,6,7,8.0
1647,9,4,3.0
1648,2,6,0.0
1649,5,8,8.0
1650,3,8,4.0
1651,3,6,2.0
1652,1,4,3.0
1653,3,6,4.0
1654,6,1,4.0
1655,7,7,3.0
1656,3,6,3.0
1657,6,8,8.0
1658,6,7,2.0
1659,6,7,0.0
1660,4,8,4.0
1661,2,7,0.0
1662,6,7,0.0
1663,7,9,42.0
1664,3,5,1.0
1665,3,6,5.0
1666,4,5,1.0
1667,6,4,9.0
1668,7,7,3.0
1669,6,7,2.0
1670,8,8,2.0
1671,6,7,0.0
1672,9,9,56.0
1673,4,6,8.0
1674,5,8,2.0
1675,7,7,0.0
1676,7,7,0.0
1677,10,2,20.0
1678,11,3,18.0
1679,6,6,2.0
1680,1,5,1.0
1681,5,8,8.0
1682,4,7,0.0
1683,10,2,6.0
1684,4,6,10.0
1685,4,6,8.0
1686,5,7,6.0
1687,11,7,4.0
1688,7,6,12.0
1689,7,6,0.0
1690,11,3,24.0
1691,8,5,0.0
1692,8,5,0.0
1693,8,5,0.0
1694,5,7,8.0
1695,11,3,18.0
1696,10,2,20.0
1697,4,4,3.0
1698,1,5,5.0
1699,2,5,0.0
1700,10,5,4.0
1701,3,5,1.0
1702,2,6,2.0
1703,3,3,5.0
1704,8,8,12.0
1705,8,7,3.0
1706,7,8,1.0
1707,2,6,0.0
1708,5,6,6.0
1709,10,8,6.0
1710,1,5,1.0
1711,3,6,5.0
1712,3,6,4.0
1713,10,5,30.0
1714,4,5,2.0
1715,10,9,22.0
1716,6,5,2.0
1717,2,5,2.0
1718,3,5,4.0
1719,3,5,3.0
1720,2,5,0.0
1721,4,6,10.0
1722,9,6,4.0
1723,4,9,50.0
1724,10,2,2.0
1725,3,4,5.0
1726,6,6,4.0
1727,8,9,0.0
1728,10,3,50.0
1729,3,4,5.0
1730,4,5,10.0
1731,3,7,4.0
1732,8,6,12.0
1733,10,6,25.0
1734,8,5,10.0
1735,4,7,2.0
1736,3,6,4.0
1737,2,4,5.0
1738,3,5,6.0
1739,3,4,5.0
1740,6,5,2.0
1741,3,6,1.0
1742,11,3,18.0
1743,10,6,4.0
1744,4,6,6.0
1745,4,6,6.0
1746,6,5,2.0
1747,6,1,12.0
1748,5,5,1.0
1749,3,7,3.0
1750,2,7,1.0
1751,1,3,8.0
1752,8,4,3.0
1753,8,4,3.0
1754,2,3,10.0
1755,6,6,2.0
1756,6,1,4.0
1757,12,3,18.0
1758,3,10,13.0
1759,3,1,6.0
1760,3,1,6.0
1761,6,5,2.0
1762,10,2,20.0
1763,5,5,4.0
1764,5,5,5.0
1765,5,5,12.0
1766,7,4,9.0
1767,10,9,55.0
1768,3,6,4.0
1769,4,6,10.0
1770,3,7,5.0
1771,2,3,1.0
1772,12,3,24.0
1773,7,4,16.0
1774,7,7,12.0
1775,4,4,8.0
1776,8,3,12.0
1777,12,3,20.0
1778,11,3,18.0
1779,8,7,12.0
1780,4,6,5.0
1781,2,5,6.0
1782,3,8,4.0
1783,3,8,5.0
1784,9,5,2.0
1785,1,4,18.0
1786,10,5,30.0
1787,10,6,1.0
1788,9,2,24.0
1789,4,3,0.0
1790,7,4,9.0
1791,1,6,6.0
1792,1,6,6.0
1793,8,4,0.0
1794,7,5,5.0
1795,5,6,2.0
1796,6,2,4.0
1797,1,5,5.0
1798,6,1,6.0
1799,11,3,6.0
1800,3,5,6.0
1801,6,1,2.0
1802,3,5,5.0
1803,3,6,4.0
1804,4,6,10.0
1805,3,5,1.0
1806,7,7,10.0
1807,1,3,10.0
1808,11,4,18.0
1809,12,5,36.0
1810,6,5,2.0
1811,7,7,2.0
1812,6,7,2.0
1813,6,5,2.0
1814,9,4,20.0
1815,1,5,2.0
1816,9,4,15.0
1817,7,5,18.0
1818,9,4,16.0
1819,6,6,2.0
1820,6,6,2.0
1821,9,4,15.0
1822,9,4,15.0
1823,9,4,15.0
1824,9,4,16.0
1825,9,4,16.0
1826,9,4,16.0
1827,1,3,0.0
1828,3,5,1.0
1829,6,1,8.0
1830,2,1,8.0
1831,4,5,6.0
1832,12,5,0.0
1833,3,5,1.0
1834,9,2,0.0
1835,4,6,10.0
1836,2,5,0.0
1837,2,7,0.0
1838,10,2,2.0
1839,10,7,25.0
1840,8,4,0.0
1841,8,4,0.0
1842,8,4,0.0
1843,8,4,0.0
1844,8,4,0.0
1845,8,4,5.0
1846,8,4,0.0
1847,8,4,0.0
1848,8,4,0.0
1849,8,4,0.0
1850,8,4,0.0
1851,8,4,0.0
1852,8,4,0.0
1853,8,4,0.0
1854,8,4,5.0
1855,8,4,5.0
1856,8,5,18.0
1857,10,2,20.0
1858,8,6,3.0
1859,8,7,15.0
1860,8,7,5.0
1861,8,6,3.0
1862,8,6,1.0
1863,8,6,3.0
1864,3,6,1.0
1865,3,6,2.0
1866,8,5,18.0
1867,2,8,0.0
1868,2,4,9.0
1869,8,6,1.0
1870,6,5,8.0
1871,7,3,15.0
1872,3,5,6.0
1873,10,4,15.0
1874,6,8,5.0
1875,5,8,5.0
1876,5,7,2.0
1877,5,5,12.0
1878,6,9,23.0
1879,4,8,8.0
1880,5,7,5.0
1881,10,7,12.0
1882,8,4,0.0
1883,3,4,3.0
1884,3,5,6.0
1885,3,4,3.0
1886,4,4,3.0
1887,1,5,6.0
1888,8,3,6.0
1889,4,4,3.0
1890,3,4,3.0
1891,2,7,4.0
1892,6,7,3.0
1893,7,6,15.0
1894,1,6,1.0
1895,11,3,18.0
1896,4,7,5.0
1897,8,10,0.0
1898,8,10,15.0
1899,8,4,5.0
1900,8,5,18.0
1901,8,5,18.0
1902,12,5,36.0
1903,8,4,15.0
1904,8,6,3.0
1905,9,4,12.0
1906,9,4,12.0
1907,9,4,12.0
1908,1,5,7.0
1909,2,5,0.0
1910,9,3,24.0
1911,9,9,60.0
1912,10,5,4.0
1913,8,9,38.0
1914,12,3,30.0
1915,9,6,5.0
1916,8,5,15.0
1917,1,3,18.0
1918,1,5,5.0
1919,6,3,20.0
