medicine_id,width_mm,type_id,spacing_mm,redundancy_mm
996,33,8,37.0,0.0
997,32,8,37.0,1.0
998,18,2,23.0,1.0
999,19,2,23.0,0.0
1000,42,10,49.0,3.0
1001,20,3,25.0,1.0
1002,20,3,25.0,1.0
1003,35,9,43.0,4.0
1004,16,1,21.0,1.0
1005,30,7,34.0,0.0
1006,23,5,29.0,2.0
1007,40,10,49.0,5.0
1008,25,6,31.0,2.0
1009,20,3,25.0,1.0
1010,22,4,27.0,1.0
1011,35,9,43.0,4.0
1012,17,2,23.0,2.0
1013,34,9,43.0,5.0
1014,26,6,31.0,1.0
1015,21,4,27.0,2.0
1016,15,1,21.0,2.0
1017,50,12,60.0,6.0
1018,16,1,21.0,1.0
1019,19,2,23.0,0.0
1020,20,3,25.0,1.0
1021,22,4,27.0,1.0
1022,15,1,21.0,2.0
1023,16,1,21.0,1.0
1024,25,6,31.0,2.0
1025,26,6,31.0,1.0
1026,53,12,60.0,3.0
1027,20,3,25.0,1.0
1028,32,8,37.0,1.0
1029,20,3,25.0,1.0
1030,15,1,21.0,2.0
1031,21,4,27.0,2.0
1032,13,1,21.0,4.0
1033,20,3,25.0,1.0
1034,41,10,49.0,4.0
1035,26,6,31.0,1.0
1036,20,3,25.0,1.0
1037,25,6,31.0,2.0
1038,27,7,34.0,3.0
1039,33,8,37.0,0.0
1040,33,8,37.0,0.0
1041,33,8,37.0,0.0
1042,33,8,37.0,0.0
1043,33,8,37.0,0.0
1044,33,8,37.0,0.0
1045,33,8,37.0,0.0
1046,21,4,27.0,2.0
1047,24,5,29.0,1.0
1048,21,4,27.0,2.0
1049,17,2,23.0,2.0
1050,22,4,27.0,1.0
1051,14,1,21.0,3.0
1052,18,2,23.0,1.0
1053,17,2,23.0,2.0
1054,43,10,49.0,2.0
1055,20,3,25.0,1.0
1056,40,10,49.0,5.0
1057,45,11,52.0,3.0
1058,41,10,49.0,4.0
1059,19,2,23.0,0.0
1060,18,2,23.0,1.0
1061,21,4,27.0,2.0
1062,19,2,23.0,0.0
1063,50,12,60.0,6.0
1064,21,4,27.0,2.0
1065,18,2,23.0,1.0
1066,22,4,27.0,1.0
1067,20,3,25.0,1.0
1068,25,6,31.0,2.0
1069,16,1,21.0,1.0
1070,14,1,21.0,3.0
1071,14,1,21.0,3.0
1072,16,1,21.0,1.0
1073,30,7,34.0,0.0
1074,19,2,23.0,0.0
1075,21,4,27.0,2.0
1076,17,2,23.0,2.0
1077,43,10,49.0,2.0
1078,45,11,52.0,3.0
1079,15,1,21.0,2.0
1080,15,1,21.0,2.0
1081,15,1,21.0,2.0
1082,14,1,21.0,3.0
1083,11,1,21.0,6.0
1084,42,10,49.0,3.0
1085,17,2,23.0,2.0
1086,46,11,52.0,2.0
1087,18,2,23.0,1.0
1088,20,3,25.0,1.0
1089,34,9,43.0,5.0
1090,22,4,27.0,1.0
1091,49,12,60.0,7.0
1092,15,1,21.0,2.0
1093,50,12,60.0,6.0
1094,21,4,27.0,2.0
1095,20,3,25.0,1.0
1096,39,9,43.0,0.0
1097,14,1,21.0,3.0
1098,31,8,37.0,2.0
1099,19,2,23.0,0.0
1100,15,1,21.0,2.0
1101,50,12,60.0,6.0
1102,38,9,43.0,1.0
1103,20,3,25.0,1.0
1104,19,2,23.0,0.0
1105,41,10,49.0,4.0
1106,35,9,43.0,4.0
1107,44,10,49.0,1.0
1108,21,4,27.0,2.0
1109,23,5,29.0,2.0
1110,53,12,60.0,3.0
1111,17,2,23.0,2.0
1112,31,8,37.0,2.0
1113,40,10,49.0,5.0
1114,45,11,52.0,3.0
1115,43,10,49.0,2.0
1116,19,2,23.0,0.0
1117,21,4,27.0,2.0
1118,19,2,23.0,0.0
1119,19,2,23.0,0.0
1120,20,3,25.0,1.0
1121,36,9,43.0,3.0
1122,19,2,23.0,0.0
1123,19,2,23.0,0.0
1124,30,7,34.0,0.0
1125,19,2,23.0,0.0
1126,20,3,25.0,1.0
1127,45,11,52.0,3.0
1128,39,9,43.0,0.0
1129,32,8,37.0,1.0
1130,33,8,37.0,0.0
1131,19,2,23.0,0.0
1132,16,1,21.0,1.0
1133,14,1,21.0,3.0
1134,56,12,60.0,0.0
1135,17,2,23.0,2.0
1136,22,4,27.0,1.0
1137,45,11,52.0,3.0
1138,22,4,27.0,1.0
1139,27,7,34.0,3.0
1140,27,7,34.0,3.0
1141,48,12,60.0,8.0
1142,18,2,23.0,1.0
1143,30,7,34.0,0.0
1144,44,10,49.0,1.0
1145,51,12,60.0,5.0
1146,20,3,25.0,1.0
1147,30,7,34.0,0.0
1148,28,7,34.0,2.0
1149,19,2,23.0,0.0
1150,33,8,37.0,0.0
1151,19,2,23.0,0.0
1152,17,2,23.0,2.0
1153,15,1,21.0,2.0
1154,30,7,34.0,0.0
1155,24,5,29.0,1.0
1156,20,3,25.0,1.0
1157,23,5,29.0,2.0
1158,37,9,43.0,2.0
1159,22,4,27.0,1.0
1160,53,12,60.0,3.0
1161,24,5,29.0,1.0
1162,26,6,31.0,1.0
1163,27,7,34.0,3.0
1164,23,5,29.0,2.0
1165,47,11,52.0,1.0
1166,40,10,49.0,5.0
1167,45,11,52.0,3.0
1168,18,2,23.0,1.0
1169,15,1,21.0,2.0
1170,18,2,23.0,1.0
1171,16,1,21.0,1.0
1172,16,1,21.0,1.0
1173,16,1,21.0,1.0
1174,21,4,27.0,2.0
1175,18,2,23.0,1.0
1176,16,1,21.0,1.0
1177,15,1,21.0,2.0
1178,22,4,27.0,1.0
1179,14,1,21.0,3.0
1180,24,5,29.0,1.0
1181,22,4,27.0,1.0
1182,37,9,43.0,2.0
1183,37,9,43.0,2.0
1184,21,4,27.0,2.0
1185,16,1,21.0,1.0
1186,21,4,27.0,2.0
1187,18,2,23.0,1.0
1188,16,1,21.0,1.0
1189,26,6,31.0,1.0
1190,40,10,49.0,5.0
1191,23,5,29.0,2.0
1192,51,12,60.0,5.0
1193,30,7,34.0,0.0
1194,45,11,52.0,3.0
1195,16,1,21.0,1.0
1196,41,10,49.0,4.0
1197,45,11,52.0,3.0
1198,18,2,23.0,1.0
1199,20,3,25.0,1.0
1200,15,1,21.0,2.0
1201,38,9,43.0,1.0
1202,32,8,37.0,1.0
1203,42,10,49.0,3.0
1204,16,1,21.0,1.0
1205,35,9,43.0,4.0
1206,48,12,60.0,8.0
1207,24,5,29.0,1.0
1208,33,8,37.0,0.0
1209,17,2,23.0,2.0
1210,25,6,31.0,2.0
1211,55,12,60.0,1.0
1212,16,1,21.0,1.0
1213,31,8,37.0,2.0
1214,19,2,23.0,0.0
1215,33,8,37.0,0.0
1216,25,6,31.0,2.0
1217,19,2,23.0,0.0
1218,52,12,60.0,4.0
1219,47,11,52.0,1.0
1220,21,4,27.0,2.0
1221,31,8,37.0,2.0
1222,21,4,27.0,2.0
1223,33,8,37.0,0.0
1224,33,8,37.0,0.0
1225,20,3,25.0,1.0
1226,20,3,25.0,1.0
1227,18,2,23.0,1.0
1228,22,4,27.0,1.0
1229,45,11,52.0,3.0
1230,40,10,49.0,5.0
1231,27,7,34.0,3.0
1232,21,4,27.0,2.0
1233,50,12,60.0,6.0
1234,50,12,60.0,6.0
1235,30,7,34.0,0.0
1236,36,9,43.0,3.0
1237,45,11,52.0,3.0
1238,55,12,60.0,1.0
1239,29,7,34.0,1.0
1240,24,5,29.0,1.0
1241,20,3,25.0,1.0
1242,27,7,34.0,3.0
1243,27,7,34.0,3.0
1244,21,4,27.0,2.0
1245,27,7,34.0,3.0
1246,25,6,31.0,2.0
1247,24,5,29.0,1.0
1248,30,7,34.0,0.0
1249,45,11,52.0,3.0
1250,45,11,52.0,3.0
1251,45,11,52.0,3.0
1252,31,8,37.0,2.0
1253,31,8,37.0,2.0
1254,20,3,25.0,1.0
1255,31,8,37.0,2.0
1256,17,2,23.0,2.0
1257,20,3,25.0,1.0
1258,16,1,21.0,1.0
1259,21,4,27.0,2.0
1260,19,2,23.0,0.0
1261,25,6,31.0,2.0
1262,20,3,25.0,1.0
1263,20,3,25.0,1.0
1264,21,4,27.0,2.0
1265,51,12,60.0,5.0
1266,35,9,43.0,4.0
1267,27,7,34.0,3.0
1268,26,6,31.0,1.0
1269,27,7,34.0,3.0
1270,27,7,34.0,3.0
1271,30,7,34.0,0.0
1272,16,1,21.0,1.0
1273,36,9,43.0,3.0
1274,43,10,49.0,2.0
1275,43,10,49.0,2.0
1276,30,7,34.0,0.0
1277,18,2,23.0,1.0
1278,16,1,21.0,1.0
1279,17,2,23.0,2.0
1280,19,2,23.0,0.0
1281,20,3,25.0,1.0
1282,21,4,27.0,2.0
1283,30,7,34.0,0.0
1284,33,8,37.0,0.0
1285,33,8,37.0,0.0
1286,32,8,37.0,1.0
1287,32,8,37.0,1.0
1288,28,7,34.0,2.0
1289,29,7,34.0,1.0
1290,17,2,23.0,2.0
1291,17,2,23.0,2.0
1292,17,2,23.0,2.0
1293,17,2,23.0,2.0
1294,36,9,43.0,3.0
1295,21,4,27.0,2.0
1296,16,1,21.0,1.0
1297,14,1,21.0,3.0
1298,16,1,21.0,1.0
1299,48,12,60.0,8.0
1300,15,1,21.0,2.0
1301,31,8,37.0,2.0
1302,17,2,23.0,2.0
1303,39,9,43.0,0.0
1304,21,4,27.0,2.0
1305,48,12,60.0,8.0
1306,37,9,43.0,2.0
1307,15,1,21.0,2.0
1308,26,6,31.0,1.0
1309,20,3,25.0,1.0
1310,46,11,52.0,2.0
1311,51,12,60.0,5.0
1312,30,7,34.0,0.0
1313,29,7,34.0,1.0
1314,20,3,25.0,1.0
1315,20,3,25.0,1.0
1316,22,4,27.0,1.0
1317,44,10,49.0,1.0
1318,18,2,23.0,1.0
1319,46,11,52.0,2.0
1320,20,3,25.0,1.0
1321,15,1,21.0,2.0
1322,17,2,23.0,2.0
1323,36,9,43.0,3.0
1324,25,6,31.0,2.0
1325,24,5,29.0,1.0
1326,34,9,43.0,5.0
1327,49,12,60.0,7.0
1328,50,12,60.0,6.0
1329,46,11,52.0,2.0
1330,22,4,27.0,1.0
1331,20,3,25.0,1.0
1332,20,3,25.0,1.0
1333,17,2,23.0,2.0
1334,33,8,37.0,0.0
1335,15,1,21.0,2.0
1336,14,1,21.0,3.0
1337,20,3,25.0,1.0
1338,21,4,27.0,2.0
1339,42,10,49.0,3.0
1340,31,8,37.0,2.0
1341,25,6,31.0,2.0
1342,20,3,25.0,1.0
1343,17,2,23.0,2.0
1344,24,5,29.0,1.0
1345,30,7,34.0,0.0
1346,40,10,49.0,5.0
1347,23,5,29.0,2.0
1348,36,9,43.0,3.0
1349,33,8,37.0,0.0
1350,35,9,43.0,4.0
1351,40,10,49.0,5.0
1352,10,1,21.0,7.0
1353,17,2,23.0,2.0
1354,21,4,27.0,2.0
1355,19,2,23.0,0.0
1356,26,6,31.0,1.0
1357,20,3,25.0,1.0
1358,28,7,34.0,2.0
1359,21,4,27.0,2.0
1360,20,3,25.0,1.0
1361,20,3,25.0,1.0
1362,42,10,49.0,3.0
1363,22,4,27.0,1.0
1364,16,1,21.0,1.0
1365,23,5,29.0,2.0
1366,27,7,34.0,3.0
1367,14,1,21.0,3.0
1368,26,6,31.0,1.0
1369,16,1,21.0,1.0
1370,15,1,21.0,2.0
1371,21,4,27.0,2.0
1372,20,3,25.0,1.0
1373,29,7,34.0,1.0
1374,20,3,25.0,1.0
1375,27,7,34.0,3.0
1376,20,3,25.0,1.0
1377,20,3,25.0,1.0
1378,20,3,25.0,1.0
1379,20,3,25.0,1.0
1380,18,2,23.0,1.0
1381,26,6,31.0,1.0
1382,30,7,34.0,0.0
1383,19,2,23.0,0.0
1384,20,3,25.0,1.0
1385,21,4,27.0,2.0
1386,24,5,29.0,1.0
1387,25,6,31.0,2.0
1388,26,6,31.0,1.0
1389,20,3,25.0,1.0
1390,25,6,31.0,2.0
1391,19,2,23.0,0.0
1392,25,6,31.0,2.0
1393,21,4,27.0,2.0
1394,20,3,25.0,1.0
1395,41,10,49.0,4.0
1396,27,7,34.0,3.0
1397,19,2,23.0,0.0
1398,35,9,43.0,4.0
1399,21,4,27.0,2.0
1400,20,3,25.0,1.0
1401,20,3,25.0,1.0
1402,17,2,23.0,2.0
1403,37,9,43.0,2.0
1404,20,3,25.0,1.0
1405,20,3,25.0,1.0
1406,20,3,25.0,1.0
1407,28,7,34.0,2.0
1408,52,12,60.0,4.0
1409,18,2,23.0,1.0
1410,27,7,34.0,3.0
1411,21,4,27.0,2.0
1412,18,2,23.0,1.0
1413,22,4,27.0,1.0
1414,28,7,34.0,2.0
1415,20,3,25.0,1.0
1416,18,2,23.0,1.0
1417,19,2,23.0,0.0
1418,20,3,25.0,1.0
1419,52,12,60.0,4.0
1420,35,9,43.0,4.0
1421,23,5,29.0,2.0
1422,33,8,37.0,0.0
1423,15,1,21.0,2.0
1424,17,2,23.0,2.0
1425,20,3,25.0,1.0
1426,20,3,25.0,1.0
1427,28,7,34.0,2.0
1428,20,3,25.0,1.0
1429,36,9,43.0,3.0
1430,20,3,25.0,1.0
1431,25,6,31.0,2.0
1432,18,2,23.0,1.0
1433,18,2,23.0,1.0
1434,27,7,34.0,3.0
1435,26,6,31.0,1.0
1436,27,7,34.0,3.0
1437,20,3,25.0,1.0
1438,44,10,49.0,1.0
1439,16,1,21.0,1.0
1440,23,5,29.0,2.0
1441,16,1,21.0,1.0
1442,30,7,34.0,0.0
1443,27,7,34.0,3.0
1444,20,3,25.0,1.0
1445,23,5,29.0,2.0
1446,23,5,29.0,2.0
1447,26,6,31.0,1.0
1448,24,5,29.0,1.0
1449,15,1,21.0,2.0
1450,20,3,25.0,1.0
1451,20,3,25.0,1.0
1452,20,3,25.0,1.0
1453,20,3,25.0,1.0
1454,28,7,34.0,2.0
1455,15,1,21.0,2.0
1456,20,3,25.0,1.0
1457,20,3,25.0,1.0
1458,19,2,23.0,0.0
1459,17,2,23.0,2.0
1460,18,2,23.0,1.0
1461,20,3,25.0,1.0
1462,22,4,27.0,1.0
1463,19,2,23.0,0.0
1464,15,1,21.0,2.0
1465,13,1,21.0,4.0
1466,15,1,21.0,2.0
1467,23,5,29.0,2.0
1468,34,9,43.0,5.0
1469,47,11,52.0,1.0
1470,16,1,21.0,1.0
1471,10,1,21.0,7.0
1472,20,3,25.0,1.0
1473,20,3,25.0,1.0
1474,21,4,27.0,2.0
1475,21,4,27.0,2.0
1476,18,2,23.0,1.0
1477,20,3,25.0,1.0
1478,21,4,27.0,2.0
1479,25,6,31.0,2.0
1480,17,2,23.0,2.0
1481,26,6,31.0,1.0
1482,10,1,21.0,7.0
1483,20,3,25.0,1.0
1484,21,4,27.0,2.0
1485,31,8,37.0,2.0
1486,14,1,21.0,3.0
1487,25,6,31.0,2.0
1488,25,6,31.0,2.0
1489,26,6,31.0,1.0
1490,14,1,21.0,3.0
1491,19,2,23.0,0.0
1492,23,5,29.0,2.0
1493,27,7,34.0,3.0
1494,40,10,49.0,5.0
1495,25,6,31.0,2.0
1496,29,7,34.0,1.0
1497,23,5,29.0,2.0
1498,28,7,34.0,2.0
1499,35,9,43.0,4.0
1500,26,6,31.0,1.0
1501,26,6,31.0,1.0
1502,42,10,49.0,3.0
1503,29,7,34.0,1.0
1504,31,8,37.0,2.0
1505,25,6,31.0,2.0
1506,30,7,34.0,0.0
1507,20,3,25.0,1.0
1508,50,12,60.0,6.0
1509,19,2,23.0,0.0
1510,19,2,23.0,0.0
1511,18,2,23.0,1.0
1512,19,2,23.0,0.0
1513,21,4,27.0,2.0
1514,31,8,37.0,2.0
1515,21,4,27.0,2.0
1516,26,6,31.0,1.0
1517,35,9,43.0,4.0
1518,35,9,43.0,4.0
1519,15,1,21.0,2.0
1520,21,4,27.0,2.0
1521,21,4,27.0,2.0
1522,21,4,27.0,2.0
1523,24,5,29.0,1.0
1524,20,3,25.0,1.0
1525,20,3,25.0,1.0
1526,21,4,27.0,2.0
1527,21,4,27.0,2.0
1528,26,6,31.0,1.0
1529,35,9,43.0,4.0
1530,19,2,23.0,0.0
1531,31,8,37.0,2.0
1532,23,5,29.0,2.0
1533,23,5,29.0,2.0
1534,25,6,31.0,2.0
1535,14,1,21.0,3.0
1536,17,2,23.0,2.0
1537,17,2,23.0,2.0
1538,18,2,23.0,1.0
1539,24,5,29.0,1.0
1540,15,1,21.0,2.0
1541,32,8,37.0,1.0
1542,23,5,29.0,2.0
1543,44,10,49.0,1.0
1544,26,6,31.0,1.0
1545,26,6,31.0,1.0
1546,20,3,25.0,1.0
1547,15,1,21.0,2.0
1548,23,5,29.0,2.0
1549,35,9,43.0,4.0
1550,20,3,25.0,1.0
1551,23,5,29.0,2.0
1552,25,6,31.0,2.0
1553,16,1,21.0,1.0
1554,20,3,25.0,1.0
1555,30,7,34.0,0.0
1556,20,3,25.0,1.0
1557,35,9,43.0,4.0
1558,24,5,29.0,1.0
1559,44,10,49.0,1.0
1560,44,10,49.0,1.0
1561,23,5,29.0,2.0
1562,23,5,29.0,2.0
1563,30,7,34.0,0.0
1564,37,9,43.0,2.0
1565,15,1,21.0,2.0
1566,17,2,23.0,2.0
1567,21,4,27.0,2.0
1568,47,11,52.0,1.0
1569,23,5,29.0,2.0
1570,25,6,31.0,2.0
1571,19,2,23.0,0.0
1572,25,6,31.0,2.0
1573,20,3,25.0,1.0
1574,20,3,25.0,1.0
1575,24,5,29.0,1.0
1576,27,7,34.0,3.0
1577,26,6,31.0,1.0
1578,31,8,37.0,2.0
1579,47,11,52.0,1.0
1580,21,4,27.0,2.0
1581,25,6,31.0,2.0
1582,25,6,31.0,2.0
1583,23,5,29.0,2.0
1584,20,3,25.0,1.0
1585,34,9,43.0,5.0
1586,40,10,49.0,5.0
1587,25,6,31.0,2.0
1588,25,6,31.0,2.0
1589,25,6,31.0,2.0
1590,19,2,23.0,0.0
1591,15,1,21.0,2.0
1592,16,1,21.0,1.0
1593,21,4,27.0,2.0
1594,15,1,21.0,2.0
1595,29,7,34.0,1.0
1596,50,12,60.0,6.0
1597,45,11,52.0,3.0
1598,25,6,31.0,2.0
1599,43,10,49.0,2.0
1600,18,2,23.0,1.0
1601,22,4,27.0,1.0
1602,20,3,25.0,1.0
1603,15,1,21.0,2.0
1604,15,1,21.0,2.0
1605,44,10,49.0,1.0
1606,52,12,60.0,4.0
1607,31,8,37.0,2.0
1608,20,3,25.0,1.0
1609,25,6,31.0,2.0
1610,18,2,23.0,1.0
1611,21,4,27.0,2.0
1612,15,1,21.0,2.0
1613,47,11,52.0,1.0
1614,20,3,25.0,1.0
1615,21,4,27.0,2.0
1616,47,11,52.0,1.0
1617,20,3,25.0,1.0
1618,16,1,21.0,1.0
1619,30,7,34.0,0.0
1620,18,2,23.0,1.0
1621,31,8,37.0,2.0
1622,31,8,37.0,2.0
1623,21,4,27.0,2.0
1624,20,3,25.0,1.0
1625,24,5,29.0,1.0
1626,20,3,25.0,1.0
1627,16,1,21.0,1.0
1628,18,2,23.0,1.0
1629,16,1,21.0,1.0
1630,20,3,25.0,1.0
1631,18,2,23.0,1.0
1632,20,3,25.0,1.0
1633,25,6,31.0,2.0
1634,50,12,60.0,6.0
1635,15,1,21.0,2.0
1636,20,3,25.0,1.0
1637,20,3,25.0,1.0
1638,51,12,60.0,5.0
1639,53,12,60.0,3.0
1640,43,10,49.0,2.0
1641,26,6,31.0,1.0
1642,55,12,60.0,1.0
1643,18,2,23.0,1.0
1644,18,2,23.0,1.0
1645,50,12,60.0,6.0
1646,25,6,31.0,2.0
1647,38,9,43.0,1.0
1648,19,2,23.0,0.0
1649,23,5,29.0,2.0
1650,20,3,25.0,1.0
1651,20,3,25.0,1.0
1652,16,1,21.0,1.0
1653,20,3,25.0,1.0
1654,26,6,31.0,1.0
1655,27,7,34.0,3.0
1656,20,3,25.0,1.0
1657,25,6,31.0,2.0
1658,25,6,31.0,2.0
1659,25,6,31.0,2.0
1660,22,4,27.0,1.0
1661,19,2,23.0,0.0
1662,25,6,31.0,2.0
1663,27,7,34.0,3.0
1664,20,3,25.0,1.0
1665,20,3,25.0,1.0
1666,22,4,27.0,1.0
1667,26,6,31.0,1.0
1668,27,7,34.0,3.0
1669,25,6,31.0,2.0
1670,31,8,37.0,2.0
1671,26,6,31.0,1.0
1672,35,9,43.0,4.0
1673,21,4,27.0,2.0
1674,23,5,29.0,2.0
1675,30,7,34.0,0.0
1676,30,7,34.0,0.0
1677,40,10,49.0,5.0
1678,46,11,52.0,2.0
1679,25,6,31.0,2.0
1680,16,1,21.0,1.0
1681,23,5,29.0,2.0
1682,21,4,27.0,2.0
1683,42,10,49.0,3.0
1684,21,4,27.0,2.0
1685,21,4,27.0,2.0
1686,23,5,29.0,2.0
1687,47,11,52.0,1.0
1688,27,7,34.0,3.0
1689,30,7,34.0,0.0
1690,45,11,52.0,3.0
1691,33,8,37.0,0.0
1692,33,8,37.0,0.0
1693,33,8,37.0,0.0
1694,23,5,29.0,2.0
1695,46,11,52.0,2.0
1696,40,10,49.0,5.0
1697,22,4,27.0,1.0
1698,16,1,21.0,1.0
1699,19,2,23.0,0.0
1700,41,10,49.0,4.0
1701,20,3,25.0,1.0
1702,18,2,23.0,1.0
1703,20,3,25.0,1.0
1704,30,8,37.0,3.0
1705,30,8,37.0,3.0
1706,29,7,34.0,1.0
1707,19,2,23.0,0.0
1708,23,5,29.0,2.0
1709,42,10,49.0,3.0
1710,16,1,21.0,1.0
1711,20,3,25.0,1.0
1712,20,3,25.0,1.0
1713,40,10,49.0,5.0
1714,21,4,27.0,2.0
1715,44,10,49.0,1.0
1716,25,6,31.0,2.0
1717,17,2,23.0,2.0
1718,20,3,25.0,1.0
1719,20,3,25.0,1.0
1720,19,2,23.0,0.0
1721,21,4,27.0,2.0
1722,35,9,43.0,4.0
1723,21,4,27.0,2.0
1724,43,10,49.0,2.0
1725,20,3,25.0,1.0
1726,26,6,31.0,1.0
1727,33,8,37.0,0.0
1728,40,10,49.0,5.0
1729,20,3,25.0,1.0
1730,21,4,27.0,2.0
1731,20,3,25.0,1.0
1732,30,8,37.0,3.0
1733,40,10,49.0,5.0
1734,31,8,37.0,2.0
1735,21,4,27.0,2.0
1736,20,3,25.0,1.0
1737,18,2,23.0,1.0
1738,20,3,25.0,1.0
1739,20,3,25.0,1.0
1740,25,6,31.0,2.0
1741,20,3,25.0,1.0
1742,46,11,52.0,2.0
1743,41,10,49.0,4.0
1744,21,4,27.0,2.0
1745,21,4,27.0,2.0
1746,25,6,31.0,2.0
1747,25,6,31.0,2.0
1748,24,5,29.0,1.0
1749,20,3,25.0,1.0
1750,18,2,23.0,1.0
1751,15,1,21.0,2.0
1752,30,8,37.0,3.0
1753,30,8,37.0,3.0
1754,17,2,23.0,2.0
1755,25,6,31.0,2.0
1756,25,6,31.0,2.0
1757,50,12,60.0,6.0
1758,20,3,25.0,1.0
1759,20,3,25.0,1.0
1760,20,3,25.0,1.0
1761,25,6,31.0,2.0
1762,40,10,49.0,5.0
1763,24,5,29.0,1.0
1764,24,5,29.0,1.0
1765,23,5,29.0,2.0
1766,27,7,34.0,3.0
1767,40,10,49.0,5.0
1768,20,3,25.0,1.0
1769,21,4,27.0,2.0
1770,20,3,25.0,1.0
1771,18,2,23.0,1.0
1772,50,12,60.0,6.0
1773,28,7,34.0,2.0
1774,27,7,34.0,3.0
1775,21,4,27.0,2.0
1776,30,8,37.0,3.0
1777,51,12,60.0,5.0
1778,46,11,52.0,2.0
1779,30,8,37.0,3.0
1780,22,4,27.0,1.0
1781,18,2,23.0,1.0
1782,20,3,25.0,1.0
1783,20,3,25.0,1.0
1784,37,9,43.0,2.0
1785,11,1,21.0,6.0
1786,40,10,49.0,5.0
1787,44,10,49.0,1.0
1788,35,9,43.0,4.0
1789,22,4,27.0,1.0
1790,27,7,34.0,3.0
1791,15,1,21.0,2.0
1792,15,1,21.0,2.0
1793,33,8,37.0,0.0
1794,29,7,34.0,1.0
1795,23,5,29.0,2.0
1796,26,6,31.0,1.0
1797,16,1,21.0,1.0
1798,25,6,31.0,2.0
1799,45,11,52.0,3.0
1800,20,3,25.0,1.0
1801,25,6,31.0,2.0
1802,20,3,25.0,1.0
1803,20,3,25.0,1.0
1804,21,4,27.0,2.0
1805,20,3,25.0,1.0
1806,28,7,34.0,2.0
1807,15,1,21.0,2.0
1808,45,11,52.0,3.0
1809,50,12,60.0,6.0
1810,25,6,31.0,2.0
1811,28,7,34.0,2.0
1812,25,6,31.0,2.0
1813,25,6,31.0,2.0
1814,34,9,43.0,5.0
1815,15,1,21.0,2.0
1816,36,9,43.0,3.0
1817,27,7,34.0,3.0
1818,35,9,43.0,4.0
1819,25,6,31.0,2.0
1820,25,6,31.0,2.0
1821,36,9,43.0,3.0
1822,36,9,43.0,3.0
1823,36,9,43.0,3.0
1824,35,9,43.0,4.0
1825,35,9,43.0,4.0
1826,35,9,43.0,4.0
1827,15,1,21.0,2.0
1828,20,3,25.0,1.0
1829,25,6,31.0,2.0
1830,18,2,23.0,1.0
1831,22,4,27.0,1.0
1832,56,12,60.0,0.0
1833,20,3,25.0,1.0
1834,39,9,43.0,0.0
1835,21,4,27.0,2.0
1836,19,2,23.0,0.0
1837,19,2,23.0,0.0
1838,43,10,49.0,2.0
1839,40,10,49.0,5.0
1840,33,8,37.0,0.0
1841,33,8,37.0,0.0
1842,33,8,37.0,0.0
1843,33,8,37.0,0.0
1844,33,8,37.0,0.0
1845,32,8,37.0,1.0
1846,33,8,37.0,0.0
1847,33,8,37.0,0.0
1848,33,8,37.0,0.0
1849,33,8,37.0,0.0
1850,33,8,37.0,0.0
1851,33,8,37.0,0.0
1852,33,8,37.0,0.0
1853,33,8,37.0,0.0
1854,32,8,37.0,1.0
1855,32,8,37.0,1.0
1856,30,8,37.0,3.0
1857,40,10,49.0,5.0
1858,30,8,37.0,3.0
1859,30,8,37.0,3.0
1860,32,8,37.0,1.0
1861,30,8,37.0,3.0
1862,32,8,37.0,1.0
1863,30,8,37.0,3.0
1864,20,3,25.0,1.0
1865,20,3,25.0,1.0
1866,30,8,37.0,3.0
1867,19,2,23.0,0.0
1868,18,2,23.0,1.0
1869,32,8,37.0,1.0
1870,25,6,31.0,2.0
1871,27,7,34.0,3.0
1872,20,3,25.0,1.0
1873,42,10,49.0,3.0
1874,26,6,31.0,1.0
1875,24,5,29.0,1.0
1876,23,5,29.0,2.0
1877,23,5,29.0,2.0
1878,26,6,31.0,1.0
1879,21,4,27.0,2.0
1880,24,5,29.0,1.0
1881,42,10,49.0,3.0
1882,33,8,37.0,0.0
1883,20,3,25.0,1.0
1884,20,3,25.0,1.0
1885,20,3,25.0,1.0
1886,22,4,27.0,1.0
1887,15,1,21.0,2.0
1888,30,8,37.0,3.0
1889,22,4,27.0,1.0
1890,20,3,25.0,1.0
1891,18,2,23.0,1.0
1892,26,6,31.0,1.0
1893,27,7,34.0,3.0
1894,16,1,21.0,1.0
1895,46,11,52.0,2.0
1896,22,4,27.0,1.0
1897,33,8,37.0,0.0
1898,30,8,37.0,3.0
1899,32,8,37.0,1.0
1900,30,8,37.0,3.0
1901,30,8,37.0,3.0
1902,50,12,60.0,6.0
1903,30,8,37.0,3.0
1904,30,8,37.0,3.0
1905,36,9,43.0,3.0
1906,36,9,43.0,3.0
1907,36,9,43.0,3.0
1908,10,1,21.0,7.0
1909,19,2,23.0,0.0
1910,35,9,43.0,4.0
1911,36,9,43.0,3.0
1912,44,10,49.0,1.0
1913,31,8,37.0,2.0
1914,50,12,60.0,6.0
1915,34,9,43.0,5.0
1916,30,8,37.0,3.0
1917,15,1,21.0,2.0
1918,16,1,21.0,1.0
1919,25,6,31.0,2.0
