supplier_id,material,importance_score,rank,total_supplied_m3,total_product_equivalent_m3,robust_weekly_supply_m3,robust_weekly_product_m3,fulfillment_ratio,reliability_score,stability_score,active_week_ratio,unit_raw_cost_index,raw_per_product_m3
S380,C,0.340756,238,85.0,118.055556,0.070833,0.09838,0.35,0.592409,0.513215,0.104167,1.0,0.72
S101,A,0.340076,239,56.0,93.333333,0.046667,0.077778,0.35,0.556875,0.568003,0.104167,1.2,0.6
S354,A,0.339798,240,57.0,95.0,0.05163,0.086051,0.35,0.533043,0.614191,0.095833,1.2,0.6
S334,C,0.339712,241,148.0,205.555556,0.616667,0.856481,0.35,0.43714,0.827189,0.041667,1.0,0.72
S326,C,0.339376,242,82.0,113.888889,0.113889,0.158179,0.35,0.622821,0.432508,0.125,1.0,0.72
S039,C,0.339055,243,385.0,534.722222,0.0,0.0,0.407407,0.69013,0.254027,0.1875,1.0,0.72
S071,A,0.338954,244,191.0,318.333333,0.895833,1.493056,0.582317,0.533389,0.652939,0.05,1.2,0.6
S350,A,0.33895,245,39.0,65.0,0.0,0.0,0.35,0.52963,0.626845,0.083333,1.2,0.6
S388,B,0.338821,246,114.0,172.727273,0.541667,0.820707,0.35,0.921351,0.456027,0.266667,1.1,0.66
S209,A,0.338377,247,163.0,271.666667,0.0,0.0,0.592727,0.645105,0.358918,0.154167,1.2,0.6
S170,A,0.33825,248,135.0,225.0,0.0,0.0,0.399408,0.620519,0.453403,0.1,1.2,0.6
S148,A,0.337368,249,59.0,98.333333,0.136574,0.227623,0.35,0.546279,0.559256,0.1125,1.2,0.6
S177,C,0.336991,250,47.0,65.277778,0.046627,0.06476,0.35,0.57089,0.540852,0.0875,1.0,0.72
S289,A,0.336927,251,40.0,66.666667,0.0,0.0,0.35,0.551097,0.602575,0.058333,1.2,0.6
S372,A,0.336776,252,29.0,48.333333,0.0625,0.104167,0.35,0.521682,0.667329,0.041667,1.2,0.6
S394,A,0.336774,253,144.0,240.0,0.6,1.0,0.35,0.47307,0.747582,0.041667,1.2,0.6
S089,A,0.336675,254,141.0,235.0,0.0,0.0,0.552941,0.607181,0.460926,0.104167,1.2,0.6
S006,C,0.33634,255,30.0,41.666667,0.048077,0.066774,0.35,0.518296,0.657599,0.054167,1.0,0.72
S241,C,0.336124,256,28.0,38.888889,0.0,0.0,0.35,0.527202,0.649657,0.045833,1.0,0.72
S212,C,0.33607,257,31.0,43.055556,0.0,0.0,0.35,0.516086,0.671974,0.041667,1.0,0.72
S015,A,0.335348,258,28.0,46.666667,0.0,0.0,0.35,0.524724,0.631919,0.0625,1.2,0.6
S373,A,0.33522,259,30.0,50.0,0.0,0.0,0.35,0.535811,0.612574,0.0625,1.2,0.6
S181,A,0.334901,260,36.0,60.0,0.0,0.0,0.35,0.528872,0.617802,0.066667,1.2,0.6
S017,A,0.3342,261,138.0,230.0,0.0,0.0,0.71134,0.608167,0.442798,0.104167,1.2,0.6
S155,A,0.33387,262,40.0,66.666667,0.0,0.0,0.35,0.562291,0.542707,0.079167,1.2,0.6
S283,A,0.333861,263,30.0,50.0,0.0,0.0,0.35,0.527133,0.622137,0.058333,1.2,0.6
S182,C,0.333568,264,153.0,212.5,0.0,0.0,0.768844,0.60653,0.433054,0.1125,1.0,0.72
S167,A,0.333419,265,136.0,226.666667,0.0,0.0,0.604444,0.606283,0.428251,0.116667,1.2,0.6
S323,A,0.333167,266,29.0,48.333333,0.0,0.0,0.35,0.592137,0.517515,0.05,1.2,0.6
S164,C,0.333075,267,72.0,100.0,0.104167,0.144676,0.35,0.531945,0.57535,0.091667,1.0,0.72
S062,A,0.332974,268,75.0,125.0,0.0,0.0,0.986842,0.604925,0.523776,0.020833,1.2,0.6
S368,C,0.332761,269,86.0,119.444444,0.0,0.0,0.666667,0.625427,0.454875,0.054167,1.0,0.72
S051,A,0.331838,270,29.0,48.333333,0.040278,0.06713,0.35,0.535448,0.590634,0.0625,1.2,0.6
S192,C,0.331749,271,30.0,41.666667,0.0,0.0,0.35,0.517035,0.616589,0.066667,1.0,0.72
S042,A,0.331125,272,138.0,230.0,0.0,0.0,0.456954,0.599223,0.437207,0.104167,1.2,0.6
S146,B,0.330722,273,352.0,533.333333,1.648915,2.498356,0.442211,0.73302,0.276999,0.704167,1.1,0.66
S084,C,0.33065,274,70.0,97.222222,0.375,0.520833,0.35,0.523639,0.589706,0.075,1.0,0.72
S231,C,0.328941,275,31.0,43.055556,0.0,0.0,0.35,0.483861,0.653153,0.066667,1.0,0.72
S127,A,0.328912,276,158.0,263.333333,0.0,0.0,0.35,0.5766,0.464196,0.1,1.2,0.6
S093,A,0.32844,277,36.0,60.0,0.0,0.0,0.35,0.517472,0.610395,0.05,1.2,0.6
S100,C,0.327083,278,42.0,58.333333,0.0,0.0,0.35,0.529735,0.564254,0.066667,1.0,0.72
S008,C,0.326932,279,41.0,56.944444,0.0,0.0,0.43617,0.589448,0.467897,0.0625,1.0,0.72
S347,C,0.326664,280,82.0,113.888889,0.122024,0.169478,0.766355,0.595342,0.401896,0.116667,1.0,0.72
S257,C,0.326622,281,31.0,43.055556,0.0,0.0,0.35,0.518704,0.592121,0.054167,1.0,0.72
S384,C,0.326506,282,89.0,123.611111,0.097588,0.135538,0.831776,0.629058,0.382111,0.079167,1.0,0.72
S297,C,0.326496,283,31.0,43.055556,0.0,0.0,0.35,0.505732,0.60874,0.058333,1.0,0.72
S246,C,0.326488,284,44.0,61.111111,0.270833,0.376157,0.35,0.481655,0.63207,0.075,1.0,0.72
S333,B,0.32606,285,178.0,269.69697,2.0,3.030303,0.35,0.69071,0.617472,0.404167,1.1,0.66
S345,C,0.325878,286,87.0,120.833333,0.0,0.0,0.852941,0.617256,0.418436,0.058333,1.0,0.72
S012,A,0.325208,287,29.0,48.333333,0.0,0.0,0.35,0.505479,0.608886,0.05,1.2,0.6
S204,A,0.324173,288,81.0,135.0,0.0,0.0,0.680672,0.524651,0.598853,0.020833,1.2,0.6
S054,B,0.323083,289,413.0,625.757576,1.522861,2.307366,0.826,0.736056,0.453981,0.470833,1.1,0.66
S277,C,0.322907,290,30.0,41.666667,0.0,0.0,0.35,0.493752,0.596448,0.066667,1.0,0.72
S343,C,0.322287,291,28.0,38.888889,0.0,0.0,0.35,0.489525,0.620204,0.045833,1.0,0.72
S162,C,0.322284,292,28.0,38.888889,0.0,0.0,0.35,0.485309,0.61471,0.058333,1.0,0.72
S097,A,0.321174,293,63.0,105.0,0.0,0.0,0.35,0.481311,0.54705,0.125,1.2,0.6
S160,C,0.319971,294,45.0,62.5,0.046875,0.065104,0.35,0.471019,0.598015,0.083333,1.0,0.72
S144,A,0.319285,295,28.0,46.666667,0.5625,0.9375,0.444444,0.545238,0.540637,0.0125,1.2,0.6
S262,C,0.318017,296,28.0,38.888889,0.0,0.0,0.35,0.508311,0.552098,0.054167,1.0,0.72
S103,C,0.317143,297,30.0,41.666667,0.0,0.0,0.35,0.554854,0.447852,0.075,1.0,0.72
S104,A,0.316098,298,155.0,258.333333,0.75,1.25,0.35,0.563591,0.396304,0.104167,1.2,0.6
S135,C,0.316059,299,87.0,120.833333,1.041667,1.446759,1.074074,0.547123,0.507363,0.020833,1.0,0.72
S281,A,0.31421,300,36.0,60.0,0.0,0.0,0.521739,0.601371,0.3632,0.0625,1.2,0.6
S183,C,0.311524,301,28.0,38.888889,0.041667,0.05787,0.35,0.475886,0.554516,0.0625,1.0,0.72
S068,C,0.311124,302,42.0,58.333333,0.0,0.0,0.35,0.530297,0.456919,0.066667,1.0,0.72
S034,C,0.31071,303,30.0,41.666667,0.0,0.0,0.35,0.491529,0.527174,0.058333,1.0,0.72
S161,C,0.310658,304,47.0,65.277778,0.104167,0.144676,0.35,0.454774,0.56299,0.083333,1.0,0.72
S036,B,0.307534,305,124.0,187.878788,0.47449,0.718924,1.24,0.743445,0.606398,0.204167,1.1,0.66
S369,C,0.306457,306,146.0,202.777778,0.0,0.0,0.35,0.503933,0.427514,0.108333,1.0,0.72
S022,A,0.305447,307,140.0,233.333333,0.0,0.0,0.44586,0.522796,0.430888,0.066667,1.2,0.6
S119,A,0.302823,308,29.0,48.333333,0.201389,0.335648,0.35,0.540499,0.413782,0.0375,1.2,0.6
S251,A,0.302188,309,36.0,60.0,0.0,0.0,0.35,0.483292,0.517348,0.025,1.2,0.6
S228,C,0.301305,310,151.0,209.722222,0.0,0.0,0.35,0.480109,0.47868,0.0625,1.0,0.72
S069,B,0.30022,311,169.0,256.060606,0.301786,0.457251,0.453083,0.717009,0.513927,0.291667,1.1,0.66
S285,A,0.299799,312,35.0,58.333333,0.0,0.0,0.35,0.441787,0.516438,0.079167,1.2,0.6
S355,C,0.298198,313,31.0,43.055556,0.0,0.0,0.35,0.48756,0.479541,0.029167,1.0,0.72
S353,B,0.296072,314,68.0,103.030303,0.104167,0.157828,1.152542,0.759762,0.569791,0.1375,1.1,0.66
S188,B,0.292476,315,51.0,77.272727,0.0,0.0,1.214286,0.77207,0.567071,0.095833,1.1,0.66
S050,B,0.292454,316,66.0,100.0,0.104167,0.157828,1.294118,0.738281,0.598153,0.120833,1.1,0.66
S280,B,0.290555,317,127.0,192.424242,0.599722,0.90867,0.35,0.686225,0.480219,0.3125,1.1,0.66
S298,B,0.285063,318,51.0,77.272727,0.0,0.0,1.0625,0.807977,0.499472,0.054167,1.1,0.66
S233,B,0.284849,319,179.0,271.212121,0.65424,0.991272,0.809955,0.690342,0.510005,0.2375,1.1,0.66
S225,B,0.284032,320,32.0,48.484848,0.0,0.0,1.142857,0.757738,0.572282,0.058333,1.1,0.66
S193,B,0.283308,321,101.0,153.030303,0.084167,0.127525,1.202381,0.728063,0.570664,0.104167,1.1,0.66
S117,B,0.282687,322,123.0,186.363636,0.588115,0.891083,0.35,0.707996,0.449836,0.254167,1.1,0.66
S173,C,0.282392,323,372.0,516.666667,0.0,0.0,0.35,0.533645,0.257985,0.066667,1.0,0.72
S386,B,0.282245,324,119.0,180.30303,0.060467,0.091617,1.081818,0.741088,0.475095,0.170833,1.1,0.66
S073,B,0.281148,325,32.0,48.484848,0.0,0.0,1.032258,0.751035,0.551724,0.070833,1.1,0.66
S272,B,0.280093,326,32.0,48.484848,0.0,0.0,0.35,0.734444,0.584842,0.058333,1.1,0.66
S393,B,0.278126,327,33.0,50.0,0.0,0.0,0.458333,0.509978,1.0,0.004167,1.1,0.66
S316,B,0.271536,328,69.0,104.545455,0.0625,0.094697,0.985714,0.66447,0.585863,0.116667,1.1,0.66
S286,B,0.271095,329,67.0,101.515152,0.046528,0.070497,1.116667,0.684394,0.541397,0.125,1.1,0.66
S259,B,0.270727,330,67.0,101.515152,0.046528,0.070497,0.424051,0.667645,0.566856,0.125,1.1,0.66
S327,B,0.27025,331,35.0,53.030303,0.0,0.0,0.522388,0.67599,0.604129,0.070833,1.1,0.66
S230,B,0.268758,332,52.0,78.787879,0.0625,0.094697,0.35,0.614387,0.663419,0.104167,1.1,0.66
S024,B,0.267797,333,124.0,187.878788,0.083333,0.126263,0.52766,0.633843,0.540822,0.1875,1.1,0.66
S293,A,0.267525,334,192.0,320.0,0.0,0.0,0.35,0.471045,0.297313,0.033333,1.2,0.6
S389,B,0.267498,335,69.0,104.545455,0.083333,0.126263,0.35,0.629287,0.605086,0.129167,1.1,0.66
S399,B,0.266111,336,65.0,98.484848,0.0625,0.094697,0.35,0.610709,0.630987,0.125,1.1,0.66
S303,B,0.266034,337,54.0,81.818182,0.0,0.0,1.018868,0.741071,0.500774,0.0375,1.1,0.66
S081,B,0.265044,338,49.0,74.242424,0.0,0.0,1.020833,0.730987,0.452676,0.095833,1.1,0.66
S322,B,0.263242,339,68.0,103.030303,0.097701,0.148032,0.365591,0.654258,0.543429,0.120833,1.1,0.66
S261,B,0.260998,340,69.0,104.545455,0.125,0.189394,0.35,0.624349,0.569976,0.129167,1.1,0.66
S120,B,0.260088,341,33.0,50.0,0.042969,0.065104,0.75,0.626563,0.622936,0.066667,1.1,0.66
S321,B,0.259969,342,33.0,50.0,0.375,0.568182,1.1,0.484848,0.916667,0.008333,1.1,0.66
S249,B,0.259779,343,67.0,101.515152,0.104167,0.157828,0.35,0.626125,0.558905,0.129167,1.1,0.66
S401,B,0.259588,344,67.0,101.515152,0.048132,0.072928,0.35,0.623797,0.569841,0.120833,1.1,0.66
S048,B,0.258558,345,65.0,98.484848,0.052083,0.078914,0.698925,0.630226,0.564776,0.108333,1.1,0.66
S018,B,0.257893,346,66.0,100.0,0.044355,0.067204,0.584071,0.609609,0.573862,0.129167,1.1,0.66
S311,B,0.25619,347,65.0,98.484848,0.043683,0.066186,0.35,0.604306,0.571355,0.129167,1.1,0.66
S124,B,0.255968,348,34.0,51.515152,0.0,0.0,0.539683,0.602976,0.643112,0.058333,1.1,0.66
S029,B,0.253431,349,68.0,103.030303,0.0625,0.094697,0.35,0.582765,0.597175,0.120833,1.1,0.66
S079,B,0.25258,350,64.0,96.969697,0.0,0.0,0.35,0.587754,0.604045,0.1,1.1,0.66
S235,B,0.251538,351,189.0,286.363636,0.254032,0.384897,0.613636,0.736981,0.318478,0.129167,1.1,0.66
S319,B,0.250989,352,66.0,100.0,0.08871,0.134409,0.35,0.611607,0.524504,0.129167,1.1,0.66
S058,B,0.249754,353,34.0,51.515152,0.0,0.0,0.35,0.578557,0.617381,0.083333,1.1,0.66
S358,B,0.24897,354,34.0,51.515152,0.0,0.0,1.172414,0.708081,0.437948,0.041667,1.1,0.66
S315,B,0.248156,355,32.0,48.484848,0.0,0.0,0.35,0.623722,0.564796,0.05,1.1,0.66
S134,B,0.24815,356,52.0,78.787879,0.051587,0.078163,0.35,0.569266,0.617901,0.0875,1.1,0.66
S047,B,0.247904,357,66.0,100.0,0.049107,0.074405,0.35,0.549459,0.620024,0.116667,1.1,0.66
S248,B,0.247789,358,69.0,104.545455,0.047917,0.072601,0.35,0.572343,0.572764,0.125,1.1,0.66
S232,B,0.247091,359,119.0,180.30303,0.0,0.0,0.862319,0.651247,0.452968,0.108333,1.1,0.66
S057,B,0.247025,360,50.0,75.757576,0.142045,0.21522,0.413223,0.578331,0.591134,0.091667,1.1,0.66
S004,B,0.246663,361,64.0,96.969697,0.040404,0.061218,0.35,0.561223,0.571322,0.1375,1.1,0.66
S111,B,0.246661,362,31.0,46.969697,0.0,0.0,0.35,0.587276,0.598912,0.066667,1.1,0.66
S001,B,0.245869,363,49.0,74.242424,0.081667,0.123737,0.35,0.557929,0.604938,0.104167,1.1,0.66
S009,B,0.245436,364,31.0,46.969697,0.0,0.0,0.35,0.574039,0.600313,0.079167,1.1,0.66
S378,B,0.244861,365,49.0,74.242424,0.0,0.0,0.35,0.604371,0.537479,0.0875,1.1,0.66
S199,B,0.244823,366,130.0,196.969697,0.0,0.0,0.35,0.647881,0.42673,0.125,1.1,0.66
S385,B,0.244189,367,53.0,80.30303,0.138021,0.209122,0.35,0.5593,0.595599,0.1,1.1,0.66
S028,B,0.241853,368,106.0,160.606061,0.464912,0.704413,0.726027,0.578077,0.569243,0.079167,1.1,0.66
S166,B,0.241724,369,32.0,48.484848,0.041667,0.063131,0.35,0.584015,0.571429,0.066667,1.1,0.66
S200,B,0.240383,370,65.0,98.484848,0.0625,0.094697,0.35,0.549729,0.561105,0.125,1.1,0.66
S118,B,0.239444,371,66.0,100.0,0.083333,0.126263,0.35,0.548802,0.564718,0.116667,1.1,0.66
S168,B,0.237155,372,31.0,46.969697,0.0,0.0,0.35,0.538111,0.613317,0.070833,1.1,0.66
S264,B,0.236921,373,32.0,48.484848,0.0,0.0,1.103448,0.711905,0.372093,0.020833,1.1,0.66
S125,B,0.236763,374,49.0,74.242424,0.063802,0.09667,0.35,0.538124,0.614741,0.066667,1.1,0.66
S222,B,0.236349,375,32.0,48.484848,0.0,0.0,0.35,0.546417,0.602424,0.0625,1.1,0.66
S045,B,0.235716,376,31.0,46.969697,0.032292,0.048927,0.35,0.573171,0.532787,0.083333,1.1,0.66
S276,B,0.235091,377,52.0,78.787879,0.057018,0.08639,0.35,0.545798,0.578286,0.079167,1.1,0.66
S371,B,0.232482,378,54.0,81.818182,0.09375,0.142045,0.35,0.547773,0.536754,0.1,1.1,0.66
S190,B,0.232439,379,48.0,72.727273,0.0,0.0,0.64,0.520065,0.670185,0.0125,1.1,0.66
S137,B,0.231992,380,33.0,50.0,0.036184,0.054825,0.35,0.521036,0.599012,0.079167,1.1,0.66
S335,B,0.23108,381,50.0,75.757576,0.05787,0.087682,0.35,0.511118,0.613527,0.075,1.1,0.66
S112,B,0.230449,382,123.0,186.363636,0.0,0.0,0.650794,0.611705,0.495401,0.020833,1.1,0.66
S010,B,0.229448,383,170.0,257.575758,0.0,0.0,0.35,0.575266,0.436682,0.133333,1.1,0.66
S095,B,0.229078,384,32.0,48.484848,0.0,0.0,0.35,0.542449,0.568902,0.054167,1.1,0.66
S105,B,0.228693,385,120.0,181.818182,0.1,0.151515,0.677966,0.644601,0.345556,0.104167,1.1,0.66
S179,B,0.22224,386,31.0,46.969697,0.046131,0.069895,0.35,0.498189,0.592918,0.058333,1.1,0.66
S387,B,0.220661,387,33.0,50.0,0.0,0.0,0.35,0.52163,0.547478,0.054167,1.1,0.66
S240,B,0.218891,388,49.0,74.242424,0.583333,0.883838,0.49,0.5235,0.565799,0.020833,1.1,0.66
S142,B,0.214813,389,121.0,183.333333,0.0,0.0,0.508403,0.56947,0.419899,0.0625,1.1,0.66
S147,B,0.210812,390,108.0,163.636364,0.0,0.0,0.683544,0.597151,0.37634,0.033333,1.1,0.66
S328,B,0.209789,391,33.0,50.0,0.0,0.0,0.589286,0.518018,0.518516,0.016667,1.1,0.66
S390,B,0.207203,392,66.0,100.0,0.0,0.0,0.35,0.546407,0.416265,0.054167,1.1,0.66
S215,B,0.204238,393,50.0,75.757576,0.0,0.0,0.35,0.471458,0.517343,0.058333,1.1,0.66
S238,B,0.201661,394,32.0,48.484848,0.0,0.0,0.35,0.433704,0.609029,0.0125,1.1,0.66
S077,B,0.200806,395,128.0,193.939394,0.666667,1.010101,0.481203,0.544584,0.380452,0.05,1.1,0.66
S400,B,0.196779,396,53.0,80.30303,0.0,0.0,0.35,0.483625,0.451489,0.054167,1.1,0.66
S287,B,0.19237,397,66.0,100.0,0.0,0.0,0.35,0.458552,0.49297,0.025,1.1,0.66
S019,B,0.191057,398,109.0,165.151515,0.0,0.0,0.393502,0.507707,0.377036,0.05,1.1,0.66
S344,B,0.186368,399,54.0,81.818182,0.0,0.0,0.35,0.507674,0.358659,0.0375,1.1,0.66
S402,B,0.185325,400,35.0,53.030303,0.0,0.0,0.35,0.467714,0.42259,0.033333,1.1,0.66
S375,B,0.178244,401,112.0,169.69697,0.0,0.0,0.35,0.524803,0.258941,0.054167,1.1,0.66
S153,B,0.159103,402,175.0,265.151515,0.841346,1.274767,0.35,0.453906,0.249115,0.054167,1.1,0.66
