date,discount_intensity,weighted_discount_rate,discount_revenue_share,promotion_revenue_share
2018-05-07,0.078081,0.058827,0.184512,0.0
2018-05-08,0.084992,0.060897,0.211821,0.0
2018-05-09,0.082764,0.062607,0.194695,0.0
2018-05-10,0.136717,0.103542,0.321189,0.0
2018-05-11,0.139319,0.10804,0.318453,0.0
2018-05-12,0.092841,0.073385,0.207359,0.0
2018-05-13,0.092148,0.069098,0.218898,0.0
2018-05-14,0.07808,0.057199,0.190206,0.0
2018-05-15,0.090696,0.065018,0.225917,0.0
2018-05-16,0.111296,0.086499,0.253734,0.0
2018-05-17,0.102772,0.079379,0.236032,0.0
2018-05-18,0.092424,0.068002,0.224113,0.0
2018-05-19,0.12633,0.08901,0.320116,0.0
2018-05-20,0.124358,0.084985,0.324344,0.0
2018-05-21,0.089823,0.072497,0.195377,0.0
2018-05-22,0.106127,0.083224,0.239351,0.0
2018-05-23,0.12078,0.101847,0.247434,0.0
2018-05-24,0.135366,0.115883,0.271239,0.0
2018-05-25,0.111136,0.083339,0.263993,0.0
2018-05-26,0.115827,0.085315,0.280533,0.0
2018-05-27,0.122113,0.089265,0.298138,0.0
2018-05-28,0.128217,0.092045,0.318925,0.0
2018-05-29,0.126615,0.091038,0.314442,0.0
2018-05-30,0.098766,0.071632,0.243121,0.0
2018-05-31,0.087972,0.060062,0.229642,0.0
2018-06-01,0.140203,0.107574,0.324507,0.0
2018-06-02,0.11836,0.085739,0.291713,0.0
2018-06-03,0.127752,0.103125,0.277824,0.0
2018-06-04,0.103811,0.078304,0.244992,0.0
2018-06-05,0.120849,0.088216,0.295485,0.0
2018-06-06,0.112197,0.085652,0.261204,0.0
2018-06-07,0.101478,0.08082,0.224521,0.0
2018-06-08,0.119732,0.094548,0.267741,0.0
2018-06-09,0.113243,0.088224,0.25743,0.0
2018-06-10,0.103845,0.078833,0.243312,0.0
2018-06-11,0.090263,0.068672,0.210961,0.0
2018-06-12,0.123358,0.099653,0.268004,0.0
2018-06-13,0.105671,0.082542,0.239457,0.0
2018-06-14,0.126303,0.100006,0.281495,0.0
2018-06-15,0.153302,0.124173,0.331905,0.0
2018-06-16,0.124104,0.09743,0.279515,0.0
2018-06-17,0.159973,0.118102,0.386506,0.0
2018-06-18,0.153747,0.114126,0.369293,0.0
2018-06-19,0.105697,0.070601,0.281384,0.0
2018-06-20,0.118231,0.085891,0.290535,0.0
2018-06-21,0.094509,0.066541,0.239652,0.0
2018-06-22,0.097811,0.068519,0.249239,0.0
2018-06-23,0.133856,0.103066,0.308552,0.0
2018-06-24,0.098792,0.072071,0.241712,0.0
2018-06-25,0.077462,0.051529,0.206958,0.0
2018-06-26,0.121681,0.086984,0.303961,0.0
2018-06-27,0.085576,0.058136,0.224406,0.0
2018-06-28,0.113744,0.081697,0.282784,0.0
2018-06-29,0.120442,0.077596,0.330625,0.0
2018-06-30,0.133545,0.088239,0.358889,0.0
2018-07-01,0.120435,0.083526,0.309834,0.0
2018-07-02,0.071157,0.044598,0.199695,0.0
2018-07-03,0.104855,0.068502,0.284519,0.0
2018-07-04,0.101514,0.065411,0.278632,0.0
2018-07-05,0.108446,0.079429,0.26423,0.0
2018-07-06,0.133918,0.107765,0.29241,0.0
2018-07-07,0.127536,0.096821,0.298804,0.0
2018-07-08,0.116322,0.083183,0.290471,0.0
2018-07-09,0.118507,0.082048,0.305369,0.0
2018-07-10,0.118468,0.079853,0.312857,0.0
2018-07-11,0.118768,0.085348,0.295123,0.0
2018-07-12,0.144555,0.106434,0.350256,0.0
2018-07-13,0.193296,0.155725,0.421445,0.0
2018-07-14,0.186746,0.148799,0.412932,0.0
2018-07-15,0.173694,0.139912,0.378781,0.0
2018-07-16,0.150073,0.110318,0.36425,0.0
2018-07-17,0.171138,0.129104,0.403826,0.0
2018-07-18,0.14999,0.106751,0.376324,0.0
2018-07-19,0.143738,0.106978,0.344263,0.0
2018-07-20,0.16039,0.121468,0.376813,0.0
2018-07-21,0.203258,0.163999,0.442293,0.0
2018-07-22,0.15035,0.110281,0.365769,0.0
2018-07-23,0.12879,0.095382,0.310113,0.0
2018-07-24,0.15682,0.117159,0.37404,0.0
2018-07-25,0.151241,0.116189,0.349544,0.0
2018-07-26,0.150163,0.109863,0.366293,0.0
2018-07-27,0.161665,0.126374,0.366013,0.0
2018-07-28,0.179383,0.139825,0.407528,0.0
2018-07-29,0.183437,0.145111,0.409294,0.0
2018-07-30,0.114865,0.082561,0.285363,0.0
2018-07-31,0.1813,0.140125,0.416062,0.0
2018-08-01,0.130278,0.09398,0.322462,0.0
2018-08-02,0.157998,0.114942,0.387691,0.0
2018-08-03,0.173551,0.135799,0.392458,0.0
2018-08-04,0.182917,0.136931,0.435328,0.0
2018-08-05,0.194986,0.153658,0.437129,0.0
2018-08-06,0.161284,0.118084,0.393125,0.0
2018-08-07,0.179972,0.129923,0.445129,0.0
2018-08-08,0.162016,0.123175,0.378968,0.0
2018-08-09,0.179581,0.12924,0.445565,0.0
2018-08-10,0.141423,0.098494,0.362387,0.0
2018-08-11,0.161713,0.117587,0.397012,0.0
2018-08-12,0.179257,0.129528,0.442936,0.0
2018-08-13,0.148888,0.105896,0.373805,0.0
2018-08-14,0.181512,0.130837,0.449627,0.0
2018-08-15,0.142809,0.099848,0.364576,0.0
2018-08-16,0.165847,0.120425,0.407748,0.0
2018-08-17,0.156698,0.117145,0.373482,0.0
2018-08-18,0.173019,0.126269,0.423155,0.0
2018-08-19,0.161845,0.120121,0.388801,0.0
2018-08-20,0.150069,0.111248,0.360976,0.0
2018-08-21,0.199904,0.151919,0.467806,0.0
2018-08-22,0.164302,0.124102,0.387151,0.0
2018-08-23,0.15497,0.108096,0.396513,0.0
2018-08-24,0.18543,0.137873,0.444594,0.0
2018-08-25,0.18995,0.141186,0.455597,0.0
2018-08-26,0.182359,0.140812,0.418953,0.0
2018-08-27,0.165649,0.125341,0.389552,0.0
2018-08-28,0.163394,0.120327,0.395825,0.0
2018-08-29,0.171436,0.127269,0.411741,0.0
2018-08-30,0.152949,0.115541,0.360351,0.0
2018-08-31,0.158495,0.124792,0.3557,0.0
2018-09-01,0.155871,0.118254,0.365464,0.0
2018-09-02,0.1573,0.121236,0.362173,0.0
2018-09-03,0.150518,0.11249,0.358877,0.0
2018-09-04,0.190587,0.149955,0.428092,0.0
2018-09-05,0.146155,0.102674,0.371415,0.0
2018-09-06,0.127542,0.090427,0.321217,0.0
2018-09-07,0.170627,0.134048,0.383965,0.0
2018-09-08,0.185773,0.145724,0.418831,0.0
2018-09-09,0.172675,0.135427,0.38938,0.0
2018-09-10,0.158347,0.117317,0.381126,0.0
2018-09-11,0.183465,0.13896,0.430966,0.0
2018-09-12,0.156563,0.115127,0.379869,0.0
2018-09-13,0.160483,0.11348,0.405233,0.0
2018-09-14,0.173542,0.135977,0.391793,0.0
2018-09-15,0.163525,0.12842,0.368154,0.0
2018-09-16,0.162042,0.122225,0.382421,0.0
2018-09-17,0.179678,0.134066,0.429158,0.0
2018-09-18,0.174018,0.139,0.383591,0.0
2018-09-19,0.146273,0.117228,0.321067,0.0
2018-09-20,0.121784,0.091543,0.288518,0.0
2018-09-21,0.166522,0.130844,0.374658,0.0
2018-09-22,0.183592,0.144142,0.413465,0.0
2018-09-23,0.179219,0.138222,0.412316,0.0
2018-09-24,0.149813,0.117261,0.338651,0.0
2018-09-25,0.190319,0.143429,0.449593,0.0
2018-09-26,0.171247,0.121339,0.43155,0.0
2018-09-27,0.156162,0.11109,0.391996,0.0
2018-09-28,0.14267,0.109879,0.328774,0.0
2018-09-29,0.161703,0.121961,0.38165,0.0
2018-09-30,0.166879,0.12113,0.41044,0.0
2018-10-01,0.145422,0.103527,0.364765,0.0
2018-10-02,0.159333,0.114852,0.394682,0.0
2018-10-03,0.158541,0.112812,0.397863,0.0
2018-10-04,0.162406,0.120626,0.389837,0.0
2018-10-05,0.194995,0.140767,0.482291,0.0
2018-10-06,0.166525,0.120997,0.409138,0.0
2018-10-07,0.180871,0.130626,0.447166,0.0
2018-10-08,0.175709,0.12966,0.424736,0.0
2018-10-09,0.164119,0.122858,0.390595,0.0
2018-10-10,0.146138,0.096089,0.394379,0.0
2018-10-11,0.124949,0.088343,0.315545,0.0
2018-10-12,0.177649,0.129938,0.433463,0.0
2018-10-13,0.158504,0.11754,0.381133,0.0
2018-10-14,0.178621,0.133168,0.427017,0.0
2018-10-15,0.190491,0.144014,0.448408,0.0
2018-10-16,0.203704,0.153172,0.48242,0.0
2018-10-17,0.183762,0.138328,0.434662,0.0
2018-10-18,0.199147,0.151996,0.463746,0.0
2018-10-19,0.204562,0.155976,0.476895,0.0
2018-10-20,0.224637,0.167056,0.538492,0.0
2018-10-21,0.210205,0.156969,0.501636,0.0
2018-10-22,0.110149,0.082804,0.260931,0.0
2018-10-23,0.155578,0.121941,0.351096,0.0
2018-10-24,0.149609,0.113274,0.351586,0.0
2018-10-25,0.168206,0.128718,0.390517,0.0
2018-10-26,0.149714,0.111075,0.359805,0.0
2018-10-27,0.139255,0.108688,0.315867,0.0
2018-10-28,0.149658,0.114976,0.345873,0.0
2018-10-29,0.131721,0.105361,0.289842,0.0
2018-10-30,0.152355,0.116195,0.355093,0.0
2018-10-31,0.125997,0.09897,0.283589,0.0
2018-11-01,0.13014,0.09739,0.309835,0.0
2018-11-02,0.138334,0.111408,0.301742,0.0
2018-11-03,0.140706,0.104986,0.336081,0.0
2018-11-04,0.126716,0.097249,0.29321,0.0
2018-11-05,0.104804,0.08099,0.240556,0.0
2018-11-06,0.132866,0.10343,0.302326,0.0
2018-11-07,0.126305,0.095685,0.296627,0.0
2018-11-08,0.145835,0.113553,0.331741,0.0
2018-11-09,0.187253,0.150198,0.410573,0.0
2018-11-10,0.176361,0.137038,0.402172,0.0
2018-11-11,0.152699,0.120562,0.34153,0.0
2018-11-12,0.156657,0.122928,0.353039,0.0
2018-11-13,0.169025,0.129173,0.39302,0.0
2018-11-14,0.123548,0.095003,0.285227,0.0
2018-11-15,0.134685,0.10262,0.314255,0.0
2018-11-16,0.15434,0.118967,0.355314,0.0
2018-11-17,0.15809,0.117392,0.379577,0.0
2018-11-18,0.172777,0.125255,0.425491,0.0
2018-11-19,0.159429,0.117758,0.384993,0.0
2018-11-20,0.174021,0.129205,0.417889,0.0
2018-11-21,0.186675,0.140948,0.440057,0.0
2018-11-22,0.179534,0.1269,0.45352,0.0
2018-11-23,0.18345,0.128783,0.466511,0.0
2018-11-24,0.188687,0.135786,0.468185,0.0
2018-11-25,0.200158,0.142519,0.501976,0.0
2018-11-26,0.180016,0.134026,0.43099,0.0
2018-11-27,0.181417,0.132247,0.44422,0.0
2018-11-28,0.172115,0.127444,0.414521,0.0
2018-11-29,0.172949,0.127983,0.416807,0.0
2018-11-30,0.188271,0.135945,0.465547,0.0
2018-12-01,0.176683,0.124735,0.44684,0.0
2018-12-02,0.18421,0.131085,0.462249,0.0
2018-12-03,0.147742,0.107809,0.36138,0.0
2018-12-04,0.163872,0.120775,0.396649,0.0
2018-12-05,0.184902,0.134884,0.452417,0.0
2018-12-06,0.16742,0.129958,0.38225,0.0
2018-12-07,0.154575,0.11779,0.36061,0.0
2018-12-08,0.162329,0.122091,0.384328,0.0
2018-12-09,0.162334,0.122868,0.381632,0.0
2018-12-10,0.152494,0.118283,0.348478,0.0
2018-12-11,0.21277,0.160785,0.501103,0.0
2018-12-12,0.198129,0.151285,0.461147,0.0
2018-12-13,0.158974,0.119791,0.375598,0.0
2018-12-14,0.194092,0.139126,0.483522,0.0
2018-12-15,0.199461,0.143139,0.496322,0.0
2018-12-16,0.192616,0.137147,0.483067,0.0
