date,revenue,profit,profit_rate
2018-09-30,27627.64,8288.292,0.3
2018-10-01,18864.68,5659.404,0.3
2018-10-02,18686.92,5606.076,0.3
2018-10-03,13382.34,4014.702,0.3
2018-10-04,18341.9,5502.57,0.3
2018-10-05,27008.2,8102.46,0.3
2018-10-06,26009.86,7802.958,0.3
2018-10-07,44209.7,13262.91,0.3
2018-10-08,37921.56,11376.468,0.3
2018-10-09,12622.48,3786.744,0.3
2018-10-10,18350.68,5505.204,0.3
2018-10-11,12105.28,3631.584,0.3
2018-10-12,12471.38,3741.414,0.3
2018-10-13,39639.85,11891.955,0.3
2018-10-14,31425.69,9427.707,0.3
2018-10-15,14099.31,4229.793,0.3
2018-10-16,19838.36,5951.508,0.3
2018-10-17,15781.75,4734.525,0.3
2018-10-18,16311.25,4893.375,0.3
2018-10-19,29760.93,8928.279,0.3
2018-10-20,97745.82,29323.746,0.3
2018-10-21,33707.1,10112.13,0.3
2018-10-22,22108.42,6632.526,0.3
2018-10-23,20883.2,6264.96,0.3
2018-10-24,20077.72,6023.316,0.3
2018-10-25,15233.1,4569.93,0.3
2018-10-26,18440.64,5532.192,0.3
2018-10-27,38109.98,11432.994,0.3
2018-10-28,28698.26,8609.478,0.3
2018-10-29,18299.74,5489.922,0.3
2018-10-30,28646.46,8593.938,0.3
2018-10-31,21000.54,6300.162,0.3
2018-11-01,14988.16,4496.448,0.3
2018-11-02,17566.88,5270.064,0.3
2018-11-03,31790.33,9537.099,0.3
2018-11-04,29331.19,8799.357,0.3
2018-11-05,17688.41,5306.523,0.3
2018-11-06,20986.33,6295.899,0.3
2018-11-07,23277.51,6983.253,0.3
2018-11-08,18015.03,5404.509,0.3
2018-11-09,22015.94,6604.782,0.3
2018-11-10,48418.47,14525.541,0.3
2018-11-11,141097.88,42329.364,0.3
2018-11-12,28675.15,8602.545,0.3
2018-11-13,18104.71,5431.413,0.3
2018-11-14,17759.69,5327.907,0.3
2018-11-15,19479.72,5843.916,0.3
2018-11-16,17498.25,5249.475,0.3
2018-11-17,35705.58,10711.674,0.3
2018-11-18,30635.04,9190.512,0.3
2018-11-19,16963.59,5089.077,0.3
2018-11-20,23881.4,7164.42,0.3
2018-11-21,18020.6,5406.18,0.3
2018-11-22,19120.36,5736.108,0.3
2018-11-23,18714.45,5614.335,0.3
2018-11-24,55278.05,16583.415,0.3
2018-11-25,34034.68,10210.404,0.3
2018-11-26,15282.08,4584.624,0.3
2018-11-27,23416.03,7024.809,0.3
2018-11-28,32121.38,9636.414,0.3
2018-11-29,22137.1,6641.13,0.3
2018-11-30,25537.28,7661.184,0.3
2018-12-01,33527.06,10058.118,0.3
2018-12-02,29429.48,8828.844,0.3
2018-12-03,13659.68,4097.904,0.3
2018-12-04,22595.4,6778.62,0.3
2018-12-05,18232.54,5469.762,0.3
2018-12-06,19243.09,5772.927,0.3
2018-12-07,20079.06,6023.718,0.3
2018-12-08,50666.01,15199.803,0.3
2018-12-09,55188.0,16556.4,0.3
2018-12-10,22591.89,6777.567,0.3
2018-12-11,39577.6,11873.28,0.3
2018-12-12,119203.18,35760.954,0.3
2018-12-13,31317.88,9395.364,0.3
2018-12-14,14540.82,4362.246,0.3
2018-12-15,33297.77,9989.331,0.3
2018-12-16,29009.75,8702.925,0.3
