企业代号,企业名称,inferred_rating,risk_score,base_risk,business_scale,gross_margin_proxy,invalid_ratio,negative_ratio,top_partner_share,growth_proxy
E369,***网络技术有限公司,C,0.465522,0.465522,1807990.182,0.546973,0.065421,0.009346,0.353642,-0.969492
E370,***设计服务部,C,0.502721,0.502721,2072754.834,0.974943,0.25,0.018072,0.660259,-0.123192
E371,***自动化科技有限公司,C,0.459639,0.459639,1348913.908,0.84954,0.1875,0.0,0.315584,-0.134926
E372,***汽车维修有限责任公司,C,0.446941,0.446941,2486467.988,0.702994,0.085324,0.035836,0.294194,-0.958459
E373,个体经营E373 ,C,0.604168,0.604168,13283799.226,-13.966328,0.026786,0.00227,0.484009,11.428081
E374,***建材经营部,C,0.502258,0.502258,1296625.314,0.96284,0.180723,0.0,0.988791,52.063693
E375,***电器经营部,C,0.49843,0.49843,986281.7,0.999463,0.05305,0.0,1.0,-0.668122
E376,***建筑装饰设计有限责任公司,C,0.51524,0.51524,570281.384,0.988782,0.150943,0.0,0.91685,2.374738
E377,***文化传播有限公司,C,0.508832,0.508832,948270.154,0.666436,0.333333,0.022989,0.379691,1.654047
E378,***商贸有限公司,C,0.558896,0.558896,1672672.0,-0.311505,0.176796,0.024862,0.454735,-0.403512
E379,***药业有限公司,C,0.546715,0.546715,3037816.3,0.42736,0.351464,0.007792,0.57253,-0.978783
E380,***建材有限公司,C,0.530741,0.530741,1360015.1,0.901716,0.117021,0.085106,0.933722,-0.279662
E381,***通信网络工程有限公司,C,0.584844,0.584844,52562388.904,-49.506599,0.031267,0.207317,0.237952,1.30677
E382,***教育信息咨询有限公司***分公司,C,0.450895,0.450895,516872.944,0.998644,0.0,0.0,0.622233,-0.495127
E383,***通讯器材经营部,C,0.544145,0.544145,1009850.418,0.669786,0.119048,0.055556,0.932847,-0.973678
E384,个体经营E384 ,C,0.529247,0.529247,3539854.916,-0.265967,0.15625,0.012146,0.767292,507.234444
E385,***装饰工程有限公司,C,0.537762,0.537762,536943.582,0.866533,0.571429,0.035714,0.403045,12.688929
E386,个体经营E386 ,C,0.482739,0.482739,4546751.506,0.893087,0.181818,0.060606,0.515222,-0.924415
E387,***农副产品经营部,C,0.514319,0.514319,825901.832,0.998474,0.085106,0.0,1.0,0.313966
E388,***商贸有限公司,C,0.462924,0.462924,1087577.854,0.90971,0.09887,0.003425,0.551095,0.453826
E389,***清洁服务有限公司,C,0.500226,0.500226,463320.356,0.993853,0.015625,0.0,0.992639,1.966707
E390,***建筑工程有限公司,C,0.498946,0.498946,798214.338,0.991328,0.0,0.0,1.0,0.145584
E391,***五金店,C,0.468229,0.468229,1323617.252,0.992289,0.091429,0.011429,0.629213,-0.63339
E392,***科技有限公司,C,0.445225,0.445225,1066820.302,0.908564,0.126923,0.007692,0.375612,-0.02586
E393,***商贸有限责任公司,C,0.441289,0.441289,1148162.892,0.562916,0.103789,0.016474,0.641658,231.227416
E394,***环保设计研究院（有限合伙）,C,0.529945,0.529945,1532710.984,0.298954,0.734177,0.009074,0.271911,129.534979
E395,***网络科技有限公司,C,0.486411,0.486411,2041689.688,0.877952,0.323741,0.021898,0.332071,-0.769102
E396,***文化传播有限公司,C,0.496758,0.496758,908846.356,0.264933,0.071429,0.042857,0.413896,-0.861017
E397,***大闸蟹经营部,C,0.574559,0.574559,880515.42,0.409681,0.278689,0.0,0.932066,12.112123
E398,***医疗管理咨询有限公司,C,0.485618,0.485618,665501.786,0.874408,0.013514,0.0,0.803221,-0.987904
E399,***装饰工程有限公司,C,0.471462,0.471462,453057.954,0.958919,0.210526,0.0,0.469818,7.514028
E400,***办公用品经营部,C,0.484116,0.484116,853720.052,0.922204,0.089552,0.0,0.701594,-0.393156
E401,***遮阳技术发展中心,C,0.552612,0.552612,413244.61,0.473437,0.493506,0.0,0.457453,14.824685
E402,***商贸有限公司,C,0.596789,0.596789,761198.64,0.110953,0.12,0.08,0.99697,-0.532582
E403,***机械有限公司,C,0.462655,0.462655,1251804.436,0.924489,0.128571,0.0,0.48069,-0.876025
E404,个体经营E404 ,C,0.564627,0.564627,1320100.63,0.016795,0.285714,0.0,0.539265,3.562948
E405,***职业技能服务有限公司,C,0.582759,0.582759,643136.356,0.854298,0.444444,0.0,0.943098,-0.918995
E406,***招投标代理有限公司,C,0.497274,0.497274,976000.226,0.743467,0.225806,0.032258,0.499889,7.254645
E407,***装饰工程有限公司,C,0.507091,0.507091,2267012.738,0.71841,0.295455,0.045455,0.444262,3.70091
E408,***空调制冷有限责任公司,C,0.474357,0.474357,558325.712,0.884504,0.1875,0.0,0.447644,-0.319455
E409,***塑胶有限公司,C,0.482113,0.482113,244666.282,0.782561,0.108911,0.0,0.585366,2.017922
E410,***网络科技有限公司,C,0.45564,0.45564,425929.434,0.938677,0.015152,0.038095,0.586541,7.750746
E411,***机电设备有限公司,C,0.605516,0.605516,427677.144,0.051929,0.309278,0.041237,0.817114,0.316357
E412,***汽车贸易有限公司,C,0.433978,0.433978,360089.924,0.79443,0.080537,0.0,0.245318,-0.943198
E413,***石材工艺品有限公司,C,0.492619,0.492619,301657.096,0.914751,0.175,0.0,0.639308,0.866662
E414,***物流有限责任公司***分公司,C,0.485545,0.485545,382970.202,0.973996,0.214286,0.0,0.547708,-0.909551
E415,***广告设计服务部,C,0.51242,0.51242,99010.576,0.768501,0.0,0.033654,1.0,-0.66731
E416,***科技有限公司,C,0.501915,0.501915,272691.388,0.496395,0.125,0.0,0.98471,101.280046
E417,***园林景观工程有限公司,C,0.521534,0.521534,254691.754,0.041031,0.007812,0.0,0.591641,-0.712916
E418,***营销策划有限公司,C,0.478616,0.478616,453606.298,0.891286,0.130435,0.0,0.57969,-0.700905
E419,***科技有限公司,D,0.641242,0.641242,7145664.384,-225.222489,0.019939,0.009969,0.753586,1.823547
E420,***康药房,C,0.617916,0.617916,1197053.546,-25.185582,0.095238,0.0,0.377497,-0.937396
E421,***保温材料有限公司,C,0.500682,0.500682,263937.046,0.876294,0.034483,0.0,0.92186,7.696588
E422,***童装店,C,0.4935,0.4935,27551.944,0.967046,0.1,0.0,0.787855,-0.358911
E423,***通风设备有限公司,C,0.542114,0.542114,114583.312,0.161295,0.142857,0.047619,0.573337,-0.631158
E424,***贸易有限公司,D,0.690913,0.690913,230708.24,-2.271547,0.139535,0.046512,0.846593,1.139408
E425,***商贸有限公司,D,0.624669,0.624669,119747.914,0.328097,0.444444,0.025424,0.942974,-0.954085
