node_id,x_m,y_m,z_m,target_axis_t_m,axis_error_m
D88,-88.612537,-70.805048,-277.938645,-277.647916,-0.290729
D89,-97.746927,-63.323196,-276.683973,-276.401003,-0.28297
D90,-106.754523,-55.740246,-274.992706,-274.725825,-0.266882
D91,-115.590682,-48.093282,-272.877333,-272.63939,-0.237943
E79,-124.153625,-40.339131,-270.396716,-270.205348,-0.191369
E80,-121.78361,-29.033267,-272.877326,-272.639373,-0.237953
E81,-119.12949,-17.653677,-274.992718,-274.725855,-0.266864
E82,-116.299388,-6.223793,-276.683977,-276.401013,-0.282964
E83,-113.307444,5.198405,-277.938596,-277.647794,-0.290802
E84,-110.072913,16.52747,-278.792414,-278.498157,-0.294256
E85,-106.466642,28.170299,-279.258698,-278.963209,-0.295489
E86,-102.690986,39.790174,-279.25871,-278.963237,-0.295472
E87,-98.765405,51.328195,-278.792425,-278.498185,-0.294239
E88,-94.722784,62.395843,-277.938561,-277.647705,-0.290856
E89,-90.429358,73.395375,-276.683926,-276.400886,-0.283041
E90,-86.001036,84.304924,-274.99271,-274.725834,-0.266876
E91,-81.459411,95.072158,-272.877193,-272.639037,-0.238156
A79,-76.731183,105.611565,-270.396631,-270.205134,-0.191497
A93,-70.770765,114.462024,-268.450497,-268.305095,-0.145402
A94,-59.232557,115.604098,-270.703298,-270.505243,-0.198054
A95,-47.526603,116.525055,-272.582938,-272.34954,-0.233397
A96,-35.749085,117.266785,-274.043439,-273.788105,-0.255334
A97,-23.998036,117.776109,-275.094538,-274.826343,-0.268195
A98,-12.210756,118.105194,-275.723858,-275.449035,-0.274823
A99,0.0,118.202579,-275.950922,-275.673928,-0.276994
A100,12.210756,118.105194,-275.723858,-275.449035,-0.274823
A101,23.998036,117.776109,-275.094538,-274.826343,-0.268195
A102,35.749085,117.266785,-274.043439,-273.788105,-0.255334
A103,47.526603,116.525055,-272.582938,-272.34954,-0.233397
A104,59.232557,115.604098,-270.703298,-270.505243,-0.198054
A105,70.770765,114.462024,-268.450497,-268.305095,-0.145402
B92,82.207445,113.149654,-265.798055,-265.729298,-0.068757
B93,86.989858,102.678242,-268.450497,-268.305094,-0.145403
B94,91.6415,92.057499,-270.703341,-270.505352,-0.197989
B95,96.134619,81.209062,-272.583007,-272.349715,-0.233292
B96,100.47947,70.23678,-274.043568,-273.788428,-0.255139
B97,104.595321,59.218852,-275.094588,-274.826467,-0.268121
B98,108.550713,48.110316,-275.723919,-275.449189,-0.27473
B99,112.416568,36.526783,-275.951044,-275.674234,-0.27681
B100,116.097365,24.883617,-275.723971,-275.449318,-0.274652
B101,119.42699,13.57126,-275.09464,-274.826599,-0.268041
B102,122.573678,2.238623,-274.043576,-273.78845,-0.255126
B103,125.507738,-9.191803,-272.583081,-272.3499,-0.233181
B104,128.249334,-20.610042,-270.703405,-270.505513,-0.197892
B105,130.728651,-31.936579,-268.4506,-268.305354,-0.145247
C92,133.014534,-43.218635,-265.798207,-265.72968,-0.068528
C93,124.533577,-51.002766,-268.450625,-268.305415,-0.14521
C94,115.870232,-58.708642,-270.703444,-270.505611,-0.197833
C95,106.941138,-66.334496,-272.583088,-272.349918,-0.23317
C96,97.848923,-73.856578,-274.043663,-273.788667,-0.254995
C97,88.641613,-81.17672,-275.094632,-274.826579,-0.268053
C98,79.298811,-88.37084,-275.724036,-275.449483,-0.274553
C99,69.477265,-95.626638,-275.951156,-275.674516,-0.276641
C100,59.541319,-102.725401,-275.724059,-275.449541,-0.274518
C101,49.811838,-109.387592,-275.094733,-274.826832,-0.267901
C102,40.005591,-115.882717,-274.043627,-273.788579,-0.255049
C103,30.041427,-122.204955,-272.583192,-272.350179,-0.233013
C104,20.029826,-128.341011,-270.703449,-270.505624,-0.197825
C105,10.023917,-134.199035,-268.450651,-268.305482,-0.145169
D92,0.0,-139.859216,-265.798299,-265.729911,-0.068388
D93,-10.023917,-134.199035,-268.450651,-268.305482,-0.145169
D94,-20.029826,-128.341011,-270.703449,-270.505624,-0.197825
D95,-30.041427,-122.204955,-272.583192,-272.350179,-0.233013
D96,-40.005591,-115.882717,-274.043627,-273.788579,-0.255049
D97,-49.811838,-109.387592,-275.094733,-274.826832,-0.267901
D98,-59.541319,-102.725401,-275.724059,-275.449541,-0.274518
D99,-69.477265,-95.626638,-275.951156,-275.674516,-0.276641
D100,-79.298811,-88.37084,-275.724036,-275.449483,-0.274553
D101,-88.641613,-81.17672,-275.094632,-274.826579,-0.268053
D102,-97.848923,-73.856578,-274.043663,-273.788667,-0.254995
D103,-106.941138,-66.334496,-272.583088,-272.349918,-0.23317
D104,-115.870232,-58.708642,-270.703444,-270.505611,-0.197833
D105,-124.533577,-51.002766,-268.450625,-268.305415,-0.14521
E92,-133.014534,-43.218635,-265.798207,-265.72968,-0.068528
E93,-130.728651,-31.936579,-268.4506,-268.305354,-0.145247
E94,-128.249334,-20.610042,-270.703405,-270.505513,-0.197892
E95,-125.507738,-9.191803,-272.583081,-272.3499,-0.233181
E96,-122.573678,2.238623,-274.043576,-273.78845,-0.255126
E97,-119.42699,13.57126,-275.09464,-274.826599,-0.268041
E98,-116.097365,24.883617,-275.723971,-275.449318,-0.274652
E99,-112.416568,36.526783,-275.951044,-275.674234,-0.27681
E100,-108.550713,48.110316,-275.723919,-275.449189,-0.27473
E101,-104.595321,59.218852,-275.094588,-274.826467,-0.268121
E102,-100.47947,70.23678,-274.043568,-273.788428,-0.255139
E103,-96.134619,81.209062,-272.583007,-272.349715,-0.233292
E104,-91.6415,92.057499,-270.703341,-270.505352,-0.197989
E105,-86.989858,102.678242,-268.450497,-268.305094,-0.145403
A92,-82.207445,113.149654,-265.798055,-265.729298,-0.068757
A107,-76.224551,121.980722,-263.726962,-263.729325,0.002363
A108,-64.720144,123.195528,-266.15533,-266.075338,-0.079992
A109,-53.143545,124.213565,-268.189279,-268.050658,-0.138621
A110,-41.389033,125.035117,-269.841157,-269.661953,-0.179204
A111,-29.674322,125.651999,-271.073587,-270.867951,-0.205636
A112,-17.89527,126.065161,-271.901684,-271.680308,-0.221375
A113,-6.109906,126.273866,-272.31915,-272.090311,-0.228839
A114,6.109906,126.273866,-272.31915,-272.090311,-0.228839
A115,17.89527,126.065161,-271.901684,-271.680308,-0.221375
A116,29.674322,125.651999,-271.073587,-270.867951,-0.205636
A117,41.389033,125.035117,-269.841157,-269.661953,-0.179204
A118,53.143545,124.213565,-268.189279,-268.050658,-0.138621
A119,64.720144,123.195528,-266.15533,-266.075338,-0.079992
A120,76.224551,121.980722,-263.726962,-263.729325,0.002363
B106,87.602883,120.575937,-260.921202,-261.035586,0.114385
B107,92.455335,110.188637,-263.726925,-263.729233,0.002308
B108,97.165624,99.622236,-266.155399,-266.07551,-0.079888
B109,101.711097,88.926659,-268.189396,-268.05095,-0.138445
B110,106.125311,78.001757,-269.841139,-269.661908,-0.179231
B111,110.331726,67.050409,-271.073698,-270.868231,-0.205467
B112,114.364871,55.975885,-271.901716,-271.68039,-0.221326
B113,118.205162,44.832105,-272.319183,-272.090394,-0.228789
B114,121.981267,33.210559,-272.319189,-272.090408,-0.228781
B115,125.42482,21.937198,-271.901714,-271.680385,-0.221329
B116,128.671532,10.606686,-271.073684,-270.868196,-0.205488
B117,131.705207,-0.724682,-269.841192,-269.662043,-0.179149
B118,134.555618,-12.157854,-268.189451,-268.051089,-0.138362
B119,137.164916,-23.483346,-266.155451,-266.075643,-0.079808
B120,139.564795,-34.799223,-263.72709,-263.729648,0.002558
C106,141.74456,-46.055374,-260.921366,-261.036,0.114634
C107,133.365141,-53.88034,-263.727063,-263.72958,0.002516
C108,124.771888,-61.624795,-266.155485,-266.075728,-0.079757
C109,116.004569,-69.252401,-268.189508,-268.051233,-0.138275
C110,106.978165,-76.827294,-269.841213,-269.662094,-0.179119
C111,97.863177,-84.211816,-271.07371,-270.868262,-0.205448
C112,88.576664,-91.469808,-271.901772,-271.680531,-0.221241
C113,79.164784,-98.565321,-272.319332,-272.090768,-0.228564
C114,69.278657,-105.74832,-272.31929,-272.090663,-0.228627
C115,59.621553,-112.506527,-271.901852,-271.680732,-0.22112
C116,49.849025,-119.096331,-271.073687,-270.868203,-0.205484
C117,40.009252,-125.482964,-269.841249,-269.662185,-0.179064
C118,30.016366,-131.72709,-268.189466,-268.051127,-0.138339
C119,20.052335,-137.707772,-266.155574,-266.075952,-0.079622
C120,10.03117,-143.486996,-263.72723,-263.73,0.00277
D106,0.0,-149.038363,-260.921515,-261.036373,0.114858
D107,-10.03117,-143.486996,-263.72723,-263.73,0.00277
D108,-20.052335,-137.707772,-266.155574,-266.075952,-0.079622
D109,-30.016366,-131.72709,-268.189466,-268.051127,-0.138339
D110,-40.009252,-125.482964,-269.841249,-269.662185,-0.179064
D111,-49.849025,-119.096331,-271.073687,-270.868203,-0.205484
D112,-59.621553,-112.506527,-271.901852,-271.680732,-0.22112
D113,-69.278657,-105.74832,-272.31929,-272.090663,-0.228627
D114,-79.164784,-98.565321,-272.319332,-272.090768,-0.228564
D115,-88.576664,-91.469808,-271.901772,-271.680531,-0.221241
D116,-97.863177,-84.211816,-271.07371,-270.868262,-0.205448
D117,-106.978165,-76.827294,-269.841213,-269.662094,-0.179119
D118,-116.004569,-69.252401,-268.189508,-268.051233,-0.138275
D119,-124.771888,-61.624795,-266.155485,-266.075728,-0.079757
D120,-133.365141,-53.88034,-263.727063,-263.72958,0.002516
E106,-141.74456,-46.055374,-260.921366,-261.036,0.114634
E107,-139.564795,-34.799223,-263.72709,-263.729648,0.002558
E108,-137.164916,-23.483346,-266.155451,-266.075643,-0.079808
E109,-134.555618,-12.157854,-268.189451,-268.051089,-0.138362
E110,-131.705207,-0.724682,-269.841192,-269.662043,-0.179149
E111,-128.671532,10.606686,-271.073684,-270.868196,-0.205488
E112,-125.42482,21.937198,-271.901714,-271.680385,-0.221329
E113,-121.981267,33.210559,-272.319189,-272.090408,-0.228781
E114,-118.205162,44.832105,-272.319183,-272.090394,-0.228789
E115,-114.364871,55.975885,-271.901716,-271.68039,-0.221326
E116,-110.331726,67.050409,-271.073698,-270.868231,-0.205467
E117,-106.125311,78.001757,-269.841139,-269.661908,-0.179231
E118,-101.711097,88.926659,-268.189396,-268.05095,-0.138445
E119,-97.165624,99.622236,-266.155399,-266.07551,-0.079888
E120,-92.455335,110.188637,-263.726925,-263.729233,0.002308
A106,-87.602883,120.575937,-260.921202,-261.035586,0.114385
A123,-70.144267,130.663165,-261.326429,-261.423759,0.097329
A124,-58.606528,131.765211,-263.529622,-263.53934,0.009717
A125,-46.986607,132.67123,-265.34246,-265.288688,-0.053772
A126,-35.29961,133.379542,-266.758584,-266.660366,-0.098217
A127,-23.561699,133.886944,-267.773587,-267.646326,-0.127262
A128,-11.789428,134.19251,-268.38382,-268.240116,-0.143704
A129,0.0,134.293835,-268.58757,-268.438797,-0.148773
A130,11.789428,134.19251,-268.38382,-268.240116,-0.143704
A131,23.561699,133.886944,-267.773587,-267.646326,-0.127262
A132,35.29961,133.379542,-266.758584,-266.660366,-0.098217
A133,46.986607,132.67123,-265.34246,-265.288688,-0.053772
A134,58.606528,131.765211,-263.529622,-263.53934,0.009717
A135,70.144267,130.663165,-261.326429,-261.423759,0.097329
B123,102.592347,107.088353,-261.32641,-261.42371,0.0973
B124,107.205403,96.456342,-263.5296,-263.539282,0.009683
B125,111.65815,85.684527,-265.342472,-265.288719,-0.053753
B126,115.943085,74.7888,-266.758585,-266.660368,-0.098216
B127,120.052899,63.78197,-267.77361,-267.646383,-0.127227
B128,123.980967,52.680375,-268.383913,-268.24035,-0.143563
B129,127.721019,41.4998,-268.587524,-268.438682,-0.148842
B130,131.267296,30.255305,-268.383925,-268.24038,-0.143545
B131,134.614922,18.965044,-267.773601,-267.64636,-0.127241
B132,137.759492,7.64514,-266.758615,-266.660444,-0.098171
B133,140.697461,-3.688506,-265.342472,-265.288719,-0.053753
B134,143.426238,-15.020371,-263.529701,-263.539538,0.009836
B135,145.943837,-26.333484,-261.326449,-261.423809,0.09736
C123,133.54978,-64.478875,-261.326439,-261.423782,0.097344
C124,124.863182,-72.151781,-263.529704,-263.539545,0.009841
C125,115.995208,-79.714354,-265.342563,-265.288946,-0.053616
C126,106.956427,-87.156835,-266.758721,-266.660711,-0.09801
C127,97.75851,-94.467343,-267.773636,-267.646449,-0.127188
C128,88.413987,-101.633121,-268.384053,-268.240701,-0.143352
C129,78.935937,-108.645274,-268.587692,-268.439105,-0.148587
C130,69.338194,-115.493182,-268.383946,-268.240433,-0.143513
C131,59.634885,-122.165661,-267.773665,-267.646522,-0.127144
C132,49.840381,-128.654716,-266.758635,-266.660496,-0.09814
C133,39.969258,-134.950962,-265.342533,-265.288873,-0.053661
C134,30.035754,-141.04754,-263.529815,-263.539823,0.010008
C135,20.054042,-146.938207,-261.326493,-261.42392,0.097426
D123,-20.054042,-146.938207,-261.326493,-261.42392,0.097426
D124,-30.035754,-141.04754,-263.529815,-263.539823,0.010008
D125,-39.969258,-134.950962,-265.342533,-265.288873,-0.053661
D126,-49.840381,-128.654716,-266.758635,-266.660496,-0.09814
D127,-59.634885,-122.165661,-267.773665,-267.646522,-0.127144
D128,-69.338194,-115.493182,-268.383946,-268.240433,-0.143513
D129,-78.935937,-108.645274,-268.587692,-268.439105,-0.148587
D130,-88.413987,-101.633121,-268.384053,-268.240701,-0.143352
D131,-97.75851,-94.467343,-267.773636,-267.646449,-0.127188
D132,-106.956427,-87.156835,-266.758721,-266.660711,-0.09801
D133,-115.995208,-79.714354,-265.342563,-265.288946,-0.053616
D134,-124.863182,-72.151781,-263.529704,-263.539545,0.009841
D135,-133.54978,-64.478875,-261.326439,-261.423782,0.097344
E123,-145.943837,-26.333484,-261.326449,-261.423809,0.09736
E124,-143.426238,-15.020371,-263.529701,-263.539538,0.009836
E125,-140.697461,-3.688506,-265.342472,-265.288719,-0.053753
E126,-137.759492,7.64514,-266.758615,-266.660444,-0.098171
E127,-134.614831,18.965045,-267.77362,-267.646408,-0.127212
E128,-131.267296,30.255305,-268.383925,-268.24038,-0.143545
E129,-127.721019,41.4998,-268.587524,-268.438682,-0.148842
E130,-123.980967,52.680375,-268.383913,-268.24035,-0.143563
E131,-120.052899,63.78197,-267.77361,-267.646383,-0.127227
E132,-115.943085,74.7888,-266.758585,-266.660368,-0.098216
E133,-111.65815,85.684527,-265.342472,-265.288719,-0.053753
E134,-107.205403,96.456342,-263.5296,-263.539282,0.009683
E135,-102.592347,107.088353,-261.32641,-261.42371,0.0973
A142,-41.526807,142.4507,-261.282981,-261.382053,0.099072
A143,-29.800375,143.060642,-262.503672,-262.55265,0.048978
A144,-18.00269,143.471292,-263.324849,-263.342323,0.017474
A145,-6.208329,143.679666,-263.740022,-263.74187,0.001849
A146,6.208328,143.679644,-263.740082,-263.74187,0.001788
A147,18.00269,143.471292,-263.324849,-263.342323,0.017474
A148,29.800375,143.060642,-262.503672,-262.55265,0.048978
A149,41.526807,142.4507,-261.282981,-261.382053,0.099072
B142,122.646146,83.513936,-261.283,-261.3821,0.099101
B143,126.849398,72.549978,-262.503785,-262.552934,0.049149
B144,130.886141,61.456696,-263.32485,-263.342325,0.017475
B145,134.728379,50.304254,-263.74013,-263.742142,0.002012
B146,138.565379,38.495189,-263.740193,-263.74215,0.001957
B147,142.012505,27.214189,-263.324805,-263.342212,0.017407
B148,145.267071,15.866963,-262.503774,-262.552907,0.049133
B149,148.311076,4.526135,-261.282994,-261.382087,0.099092
C142,117.326237,-90.83579,-261.283054,-261.382238,0.099183
C143,108.197728,-98.22119,-262.503879,-262.553172,0.049292
C144,98.894856,-105.488646,-263.324898,-263.342446,0.017548
C145,89.475065,-112.589585,-263.740172,-263.742247,0.002075
C146,79.429815,-119.887626,-263.740278,-263.742362,0.002084
C147,69.765853,-126.652542,-263.324823,-263.342258,0.017435
C148,59.979658,-133.25357,-262.503942,-262.553328,0.049386
C149,50.134499,-139.653095,-261.283161,-261.382504,0.099344
D142,-50.134499,-139.653095,-261.283161,-261.382504,0.099344
D143,-59.979658,-133.25357,-262.503942,-262.553328,0.049386
D144,-69.765853,-126.652542,-263.324823,-263.342258,0.017435
D145,-79.429827,-119.887644,-263.740217,-263.742362,0.002144
D146,-89.475052,-112.589569,-263.740232,-263.742247,0.002015
D147,-98.894856,-105.488646,-263.324898,-263.342446,0.017548
D148,-108.197728,-98.22119,-262.503879,-262.553172,0.049292
D149,-117.326237,-90.83579,-261.283054,-261.382238,0.099183
E142,-148.311076,4.526135,-261.282994,-261.382087,0.099092
E143,-145.267071,15.866963,-262.503774,-262.552907,0.049133
E144,-142.012505,27.214189,-263.324805,-263.342212,0.017407
E145,-138.5654,38.495195,-263.740133,-263.74215,0.002017
E146,-134.728359,50.304246,-263.74019,-263.742142,0.001952
E147,-130.886141,61.456696,-263.32485,-263.342325,0.017475
E148,-126.849398,72.549978,-262.503785,-262.552934,0.049149
E149,-122.646146,83.513936,-261.283,-261.3821,0.099101
