shift,worker_id,sequence,event_type,point,point_no,cycle_minutes,depart_center,arrive_point,service_start,service_end,return_center,depart_minute,service_start_minute,return_minute,path_to,path_back,travel_minutes,service_minutes,note
B1:00:00-08:00,B1-W12,10,inspection,XJ-0009,9,35.0,04:28,04:32,04:32,04:36,04:40,268.0,272.0,280.0,XJ-0022->XJ-0023->XJ-0024->XJ-0009,XJ-0009->XJ-0024->XJ-0023->XJ-0022,8.0,4.0,中心往返巡检任务
B1:00:00-08:00,B1-W12,11,inspection,XJ-0003,3,35.0,04:57,05:04,05:04,05:07,05:14,297.0,304.0,314.0,XJ-0022->XJ-0021->XJ-0004->XJ-0002->XJ-0003,XJ-0003->XJ-0002->XJ-0004->XJ-0021->XJ-0022,14.0,3.0,中心往返巡检任务
B1:00:00-08:00,B1-W12,12,inspection,XJ-0002,2,50.0,05:21,05:27,05:27,05:29,05:35,321.272727,327.272727,335.272727,XJ-0022->XJ-0021->XJ-0004->XJ-0002,XJ-0002->XJ-0004->XJ-0021->XJ-0022,12.0,2.0,中心往返巡检任务
B1:00:00-08:00,B1-W12,13,inspection,XJ-0022,22,35.0,05:36,05:36,05:36,05:38,05:38,336.0,336.0,338.0,XJ-0022,XJ-0022,0.0,2.0,中心往返巡检任务
B1:00:00-08:00,B1-W12,14,inspection,XJ-0011,11,35.0,05:53,06:08,06:08,06:11,06:26,353.0,368.0,386.0,XJ-0022->XJ-0021->XJ-0004->XJ-0002->XJ-0003->XJ-0006->XJ-0010->XJ-0011,XJ-0011->XJ-0010->XJ-0006->XJ-0003->XJ-0002->XJ-0004->XJ-0021->XJ-0022,30.0,3.0,中心往返巡检任务
B1:00:00-08:00,B1-W12,15,inspection,XJ-0009,9,35.0,06:36,06:40,06:40,06:44,06:48,396.0,400.0,408.0,XJ-0022->XJ-0023->XJ-0024->XJ-0009,XJ-0009->XJ-0024->XJ-0023->XJ-0022,8.0,4.0,中心往返巡检任务
B1:00:00-08:00,B1-W12,16,inspection,XJ-0002,2,50.0,06:49,06:55,06:55,06:57,07:03,408.545455,414.545455,422.545455,XJ-0022->XJ-0021->XJ-0004->XJ-0002,XJ-0002->XJ-0004->XJ-0021->XJ-0022,12.0,2.0,中心往返巡检任务
B1:00:00-08:00,B1-W12,17,inspection,XJ-0003,3,35.0,07:05,07:12,07:12,07:15,07:22,425.0,432.0,442.0,XJ-0022->XJ-0021->XJ-0004->XJ-0002->XJ-0003,XJ-0003->XJ-0002->XJ-0004->XJ-0021->XJ-0022,14.0,3.0,中心往返巡检任务
B1:00:00-08:00,B1-W12,18,inspection,XJ-0003,3,35.0,07:37,07:44,07:44,07:47,07:54,457.0,464.0,474.0,XJ-0022->XJ-0021->XJ-0004->XJ-0002->XJ-0003,XJ-0003->XJ-0002->XJ-0004->XJ-0021->XJ-0022,14.0,3.0,中心往返巡检任务
B1:00:00-08:00,B1-W13,1,inspection,XJ-0019,19,35.0,00:12,00:16,00:16,00:18,00:22,12.0,16.0,22.0,XJ-0022->XJ-0020->XJ-0019,XJ-0019->XJ-0020->XJ-0022,8.0,2.0,中心往返巡检任务
B1:00:00-08:00,B1-W13,2,inspection,XJ-0006,6,35.0,00:40,00:48,00:48,00:51,00:59,40.0,48.0,59.0,XJ-0022->XJ-0021->XJ-0004->XJ-0002->XJ-0003->XJ-0006,XJ-0006->XJ-0003->XJ-0002->XJ-0004->XJ-0021->XJ-0022,16.0,3.0,中心往返巡检任务
B1:00:00-08:00,B1-W13,3,inspection,XJ-0019,19,35.0,01:16,01:20,01:20,01:22,01:26,76.0,80.0,86.0,XJ-0022->XJ-0020->XJ-0019,XJ-0019->XJ-0020->XJ-0022,8.0,2.0,中心往返巡检任务
B1:00:00-08:00,B1-W13,4,inspection,XJ-0006,6,35.0,01:44,01:52,01:52,01:55,02:03,104.0,112.0,123.0,XJ-0022->XJ-0021->XJ-0004->XJ-0002->XJ-0003->XJ-0006,XJ-0006->XJ-0003->XJ-0002->XJ-0004->XJ-0021->XJ-0022,16.0,3.0,中心往返巡检任务
B1:00:00-08:00,B1-W13,5,inspection,XJ-0025,25,120.0,02:17,02:24,02:24,02:26,02:33,137.0,144.0,153.0,XJ-0022->XJ-0023->XJ-0024->XJ-0009->XJ-0025,XJ-0025->XJ-0009->XJ-0024->XJ-0023->XJ-0022,14.0,2.0,中心往返巡检任务
B1:00:00-08:00,B1-W13,6,inspection,XJ-0003,3,35.0,02:49,02:56,02:56,02:59,03:06,169.0,176.0,186.0,XJ-0022->XJ-0021->XJ-0004->XJ-0002->XJ-0003,XJ-0003->XJ-0002->XJ-0004->XJ-0021->XJ-0022,14.0,3.0,中心往返巡检任务
B1:00:00-08:00,B1-W13,7,inspection,XJ-0009,9,35.0,03:24,03:28,03:28,03:32,03:36,204.0,208.0,216.0,XJ-0022->XJ-0023->XJ-0024->XJ-0009,XJ-0009->XJ-0024->XJ-0023->XJ-0022,8.0,4.0,中心往返巡检任务
B1:00:00-08:00,B1-W13,8,inspection,XJ-0006,6,35.0,03:52,04:00,04:00,04:03,04:11,232.0,240.0,251.0,XJ-0022->XJ-0021->XJ-0004->XJ-0002->XJ-0003->XJ-0006,XJ-0006->XJ-0003->XJ-0002->XJ-0004->XJ-0021->XJ-0022,16.0,3.0,中心往返巡检任务
B1:00:00-08:00,B1-W13,9,inspection,XJ-0019,19,35.0,04:28,04:32,04:32,04:34,04:38,268.0,272.0,278.0,XJ-0022->XJ-0020->XJ-0019,XJ-0019->XJ-0020->XJ-0022,8.0,2.0,中心往返巡检任务
B1:00:00-08:00,B1-W13,10,inspection,XJ-0007,7,80.0,04:59,05:09,05:09,05:11,05:21,298.571429,308.571429,320.571429,XJ-0022->XJ-0021->XJ-0004->XJ-0002->XJ-0003->XJ-0005->XJ-0007,XJ-0007->XJ-0005->XJ-0003->XJ-0002->XJ-0004->XJ-0021->XJ-0022,20.0,2.0,中心往返巡检任务
B1:00:00-08:00,B1-W13,11,inspection,XJ-0006,6,35.0,05:28,05:36,05:36,05:39,05:47,328.0,336.0,347.0,XJ-0022->XJ-0021->XJ-0004->XJ-0002->XJ-0003->XJ-0006,XJ-0006->XJ-0003->XJ-0002->XJ-0004->XJ-0021->XJ-0022,16.0,3.0,中心往返巡检任务
B1:00:00-08:00,B1-W13,12,inspection,XJ-0013,13,80.0,06:00,06:17,06:17,06:22,06:39,360.142857,377.142857,399.142857,XJ-0022->XJ-0021->XJ-0004->XJ-0002->XJ-0003->XJ-0006->XJ-0010->XJ-0011->XJ-0013,XJ-0013->XJ-0011->XJ-0010->XJ-0006->XJ-0003->XJ-0002->XJ-0004->XJ-0021->XJ-0022,34.0,5.0,中心往返巡检任务
B1:00:00-08:00,B1-W13,13,inspection,XJ-0022,22,35.0,06:40,06:40,06:40,06:42,06:42,400.0,400.0,402.0,XJ-0022,XJ-0022,0.0,2.0,中心往返巡检任务
B1:00:00-08:00,B1-W13,14,inspection,XJ-0025,25,120.0,07:05,07:12,07:12,07:14,07:21,425.0,432.0,441.0,XJ-0022->XJ-0023->XJ-0024->XJ-0009->XJ-0025,XJ-0025->XJ-0009->XJ-0024->XJ-0023->XJ-0022,14.0,2.0,中心往返巡检任务
B1:00:00-08:00,B1-W13,15,inspection,XJ-0009,9,35.0,07:40,07:44,07:44,07:48,07:52,460.0,464.0,472.0,XJ-0022->XJ-0023->XJ-0024->XJ-0009,XJ-0009->XJ-0024->XJ-0023->XJ-0022,8.0,4.0,中心往返巡检任务
B1:00:00-08:00,B1-W14,1,inspection,XJ-0004,4,35.0,00:13,00:16,00:16,00:18,00:21,13.0,16.0,21.0,XJ-0022->XJ-0021->XJ-0004,XJ-0004->XJ-0021->XJ-0022,6.0,2.0,中心往返巡检任务
B1:00:00-08:00,B1-W14,2,inspection,XJ-0025,25,120.0,00:41,00:48,00:48,00:50,00:57,41.0,48.0,57.0,XJ-0022->XJ-0023->XJ-0024->XJ-0009->XJ-0025,XJ-0025->XJ-0009->XJ-0024->XJ-0023->XJ-0022,14.0,2.0,中心往返巡检任务
B1:00:00-08:00,B1-W14,3,inspection,XJ-0004,4,35.0,01:17,01:20,01:20,01:22,01:25,77.0,80.0,85.0,XJ-0022->XJ-0021->XJ-0004,XJ-0004->XJ-0021->XJ-0022,6.0,2.0,中心往返巡检任务
B1:00:00-08:00,B1-W14,4,inspection,XJ-0013,13,80.0,01:26,01:43,01:43,01:48,02:05,85.857143,102.857143,124.857143,XJ-0022->XJ-0021->XJ-0004->XJ-0002->XJ-0003->XJ-0006->XJ-0010->XJ-0011->XJ-0013,XJ-0013->XJ-0011->XJ-0010->XJ-0006->XJ-0003->XJ-0002->XJ-0004->XJ-0021->XJ-0022,34.0,5.0,中心往返巡检任务
B1:00:00-08:00,B1-W14,5,inspection,XJ-0009,9,35.0,02:20,02:24,02:24,02:28,02:32,140.0,144.0,152.0,XJ-0022->XJ-0023->XJ-0024->XJ-0009,XJ-0009->XJ-0024->XJ-0023->XJ-0022,8.0,4.0,中心往返巡检任务
B1:00:00-08:00,B1-W14,6,inspection,XJ-0021,21,80.0,02:49,02:51,02:51,02:54,02:56,169.428571,171.428571,176.428571,XJ-0022->XJ-0021,XJ-0021->XJ-0022,4.0,3.0,中心往返巡检任务
B1:00:00-08:00,B1-W14,7,inspection,XJ-0019,19,35.0,03:24,03:28,03:28,03:30,03:34,204.0,208.0,214.0,XJ-0022->XJ-0020->XJ-0019,XJ-0019->XJ-0020->XJ-0022,8.0,2.0,中心往返巡检任务
B1:00:00-08:00,B1-W14,8,inspection,XJ-0003,3,35.0,03:53,04:00,04:00,04:03,04:10,233.0,240.0,250.0,XJ-0022->XJ-0021->XJ-0004->XJ-0002->XJ-0003,XJ-0003->XJ-0002->XJ-0004->XJ-0021->XJ-0022,14.0,3.0,中心往返巡检任务
B1:00:00-08:00,B1-W14,9,inspection,XJ-0004,4,35.0,04:29,04:32,04:32,04:34,04:37,269.0,272.0,277.0,XJ-0022->XJ-0021->XJ-0004,XJ-0004->XJ-0021->XJ-0022,6.0,2.0,中心往返巡检任务
B1:00:00-08:00,B1-W14,10,inspection,XJ-0002,2,50.0,04:38,04:44,04:44,04:46,04:52,277.636364,283.636364,291.636364,XJ-0022->XJ-0021->XJ-0004->XJ-0002,XJ-0002->XJ-0004->XJ-0021->XJ-0022,12.0,2.0,中心往返巡检任务
B1:00:00-08:00,B1-W14,11,inspection,XJ-0009,9,35.0,05:00,05:04,05:04,05:08,05:12,300.0,304.0,312.0,XJ-0022->XJ-0023->XJ-0024->XJ-0009,XJ-0009->XJ-0024->XJ-0023->XJ-0022,8.0,4.0,中心往返巡检任务
B1:00:00-08:00,B1-W14,12,inspection,XJ-0003,3,35.0,05:29,05:36,05:36,05:39,05:46,329.0,336.0,346.0,XJ-0022->XJ-0021->XJ-0004->XJ-0002->XJ-0003,XJ-0003->XJ-0002->XJ-0004->XJ-0021->XJ-0022,14.0,3.0,中心往返巡检任务
B1:00:00-08:00,B1-W14,13,inspection,XJ-0003,3,35.0,06:01,06:08,06:08,06:11,06:18,361.0,368.0,378.0,XJ-0022->XJ-0021->XJ-0004->XJ-0002->XJ-0003,XJ-0003->XJ-0002->XJ-0004->XJ-0021->XJ-0022,14.0,3.0,中心往返巡检任务
B1:00:00-08:00,B1-W14,14,inspection,XJ-0019,19,35.0,06:36,06:40,06:40,06:42,06:46,396.0,400.0,406.0,XJ-0022->XJ-0020->XJ-0019,XJ-0019->XJ-0020->XJ-0022,8.0,2.0,中心往返巡检任务
B1:00:00-08:00,B1-W14,15,inspection,XJ-0009,9,35.0,07:08,07:12,07:12,07:16,07:20,428.0,432.0,440.0,XJ-0022->XJ-0023->XJ-0024->XJ-0009,XJ-0009->XJ-0024->XJ-0023->XJ-0022,8.0,4.0,中心往返巡检任务
B1:00:00-08:00,B1-W14,16,inspection,XJ-0019,19,35.0,07:40,07:44,07:44,07:46,07:50,460.0,464.0,470.0,XJ-0022->XJ-0020->XJ-0019,XJ-0019->XJ-0020->XJ-0022,8.0,2.0,中心往返巡检任务
B1:00:00-08:00,B1-W15,1,inspection,XJ-0020,20,35.0,00:14,00:16,00:16,00:19,00:21,14.0,16.0,21.0,XJ-0022->XJ-0020,XJ-0020->XJ-0022,4.0,3.0,中心往返巡检任务
B1:00:00-08:00,B1-W15,2,inspection,XJ-0009,9,35.0,00:44,00:48,00:48,00:52,00:56,44.0,48.0,56.0,XJ-0022->XJ-0023->XJ-0024->XJ-0009,XJ-0009->XJ-0024->XJ-0023->XJ-0022,8.0,4.0,中心往返巡检任务
B1:00:00-08:00,B1-W15,3,inspection,XJ-0020,20,35.0,01:18,01:20,01:20,01:23,01:25,78.0,80.0,85.0,XJ-0022->XJ-0020,XJ-0020->XJ-0022,4.0,3.0,中心往返巡检任务
B1:00:00-08:00,B1-W15,4,inspection,XJ-0003,3,35.0,01:45,01:52,01:52,01:55,02:02,105.0,112.0,122.0,XJ-0022->XJ-0021->XJ-0004->XJ-0002->XJ-0003,XJ-0003->XJ-0002->XJ-0004->XJ-0021->XJ-0022,14.0,3.0,中心往返巡检任务
B1:00:00-08:00,B1-W15,5,inspection,XJ-0019,19,35.0,02:20,02:24,02:24,02:26,02:30,140.0,144.0,150.0,XJ-0022->XJ-0020->XJ-0019,XJ-0019->XJ-0020->XJ-0022,8.0,2.0,中心往返巡检任务
B1:00:00-08:00,B1-W15,6,inspection,XJ-0009,9,35.0,02:52,02:56,02:56,03:00,03:04,172.0,176.0,184.0,XJ-0022->XJ-0023->XJ-0024->XJ-0009,XJ-0009->XJ-0024->XJ-0023->XJ-0022,8.0,4.0,中心往返巡检任务
B1:00:00-08:00,B1-W15,7,inspection,XJ-0020,20,35.0,03:26,03:28,03:28,03:31,03:33,206.0,208.0,213.0,XJ-0022->XJ-0020,XJ-0020->XJ-0022,4.0,3.0,中心往返巡检任务
B1:00:00-08:00,B1-W15,8,inspection,XJ-0025,25,120.0,03:53,04:00,04:00,04:02,04:09,233.0,240.0,249.0,XJ-0022->XJ-0023->XJ-0024->XJ-0009->XJ-0025,XJ-0025->XJ-0009->XJ-0024->XJ-0023->XJ-0022,14.0,2.0,中心往返巡检任务
B1:00:00-08:00,B1-W15,9,inspection,XJ-0020,20,35.0,04:30,04:32,04:32,04:35,04:37,270.0,272.0,277.0,XJ-0022->XJ-0020,XJ-0020->XJ-0022,4.0,3.0,中心往返巡检任务
B1:00:00-08:00,B1-W15,10,inspection,XJ-0019,19,35.0,05:00,05:04,05:04,05:06,05:10,300.0,304.0,310.0,XJ-0022->XJ-0020->XJ-0019,XJ-0019->XJ-0020->XJ-0022,8.0,2.0,中心往返巡检任务
B1:00:00-08:00,B1-W15,11,inspection,XJ-0025,25,120.0,05:29,05:36,05:36,05:38,05:45,329.0,336.0,345.0,XJ-0022->XJ-0023->XJ-0024->XJ-0009->XJ-0025,XJ-0025->XJ-0009->XJ-0024->XJ-0023->XJ-0022,14.0,2.0,中心往返巡检任务
B1:00:00-08:00,B1-W15,12,inspection,XJ-0009,9,35.0,06:04,06:08,06:08,06:12,06:16,364.0,368.0,376.0,XJ-0022->XJ-0023->XJ-0024->XJ-0009,XJ-0009->XJ-0024->XJ-0023->XJ-0022,8.0,4.0,中心往返巡检任务
B1:00:00-08:00,B1-W15,13,inspection,XJ-0004,4,35.0,06:37,06:40,06:40,06:42,06:45,397.0,400.0,405.0,XJ-0022->XJ-0021->XJ-0004,XJ-0004->XJ-0021->XJ-0022,6.0,2.0,中心往返巡检任务
B1:00:00-08:00,B1-W15,14,inspection,XJ-0019,19,35.0,07:08,07:12,07:12,07:14,07:18,428.0,432.0,438.0,XJ-0022->XJ-0020->XJ-0019,XJ-0019->XJ-0020->XJ-0022,8.0,2.0,中心往返巡检任务
B1:00:00-08:00,B1-W15,15,inspection,XJ-0004,4,35.0,07:41,07:44,07:44,07:46,07:49,461.0,464.0,469.0,XJ-0022->XJ-0021->XJ-0004,XJ-0004->XJ-0021->XJ-0022,6.0,2.0,中心往返巡检任务
B1:00:00-08:00,B1-W16,1,inspection,XJ-0024,24,35.0,00:14,00:16,00:16,00:18,00:20,14.0,16.0,20.0,XJ-0022->XJ-0023->XJ-0024,XJ-0024->XJ-0023->XJ-0022,4.0,2.0,中心往返巡检任务
B1:00:00-08:00,B1-W16,2,inspection,XJ-0019,19,35.0,00:44,00:48,00:48,00:50,00:54,44.0,48.0,54.0,XJ-0022->XJ-0020->XJ-0019,XJ-0019->XJ-0020->XJ-0022,8.0,2.0,中心往返巡检任务
B1:00:00-08:00,B1-W16,3,inspection,XJ-0024,24,35.0,01:18,01:20,01:20,01:22,01:24,78.0,80.0,84.0,XJ-0022->XJ-0023->XJ-0024,XJ-0024->XJ-0023->XJ-0022,4.0,2.0,中心往返巡检任务
B1:00:00-08:00,B1-W16,4,inspection,XJ-0019,19,35.0,01:48,01:52,01:52,01:54,01:58,108.0,112.0,118.0,XJ-0022->XJ-0020->XJ-0019,XJ-0019->XJ-0020->XJ-0022,8.0,2.0,中心往返巡检任务
B1:00:00-08:00,B1-W16,5,inspection,XJ-0004,4,35.0,02:21,02:24,02:24,02:26,02:29,141.0,144.0,149.0,XJ-0022->XJ-0021->XJ-0004,XJ-0004->XJ-0021->XJ-0022,6.0,2.0,中心往返巡检任务
B1:00:00-08:00,B1-W16,6,inspection,XJ-0019,19,35.0,02:52,02:56,02:56,02:58,03:02,172.0,176.0,182.0,XJ-0022->XJ-0020->XJ-0019,XJ-0019->XJ-0020->XJ-0022,8.0,2.0,中心往返巡检任务
B1:00:00-08:00,B1-W16,7,inspection,XJ-0024,24,35.0,03:26,03:28,03:28,03:30,03:32,206.0,208.0,212.0,XJ-0022->XJ-0023->XJ-0024,XJ-0024->XJ-0023->XJ-0022,4.0,2.0,中心往返巡检任务
B1:00:00-08:00,B1-W16,8,inspection,XJ-0002,2,50.0,03:54,04:00,04:00,04:02,04:08,234.0,240.0,248.0,XJ-0022->XJ-0021->XJ-0004->XJ-0002,XJ-0002->XJ-0004->XJ-0021->XJ-0022,12.0,2.0,中心往返巡检任务
B1:00:00-08:00,B1-W16,9,inspection,XJ-0024,24,35.0,04:30,04:32,04:32,04:34,04:36,270.0,272.0,276.0,XJ-0022->XJ-0023->XJ-0024,XJ-0024->XJ-0023->XJ-0022,4.0,2.0,中心往返巡检任务
B1:00:00-08:00,B1-W16,10,inspection,XJ-0004,4,35.0,05:01,05:04,05:04,05:06,05:09,301.0,304.0,309.0,XJ-0022->XJ-0021->XJ-0004,XJ-0004->XJ-0021->XJ-0022,6.0,2.0,中心往返巡检任务
B1:00:00-08:00,B1-W16,11,inspection,XJ-0019,19,35.0,05:32,05:36,05:36,05:38,05:42,332.0,336.0,342.0,XJ-0022->XJ-0020->XJ-0019,XJ-0019->XJ-0020->XJ-0022,8.0,2.0,中心往返巡检任务
B1:00:00-08:00,B1-W16,12,inspection,XJ-0019,19,35.0,06:04,06:08,06:08,06:10,06:14,364.0,368.0,374.0,XJ-0022->XJ-0020->XJ-0019,XJ-0019->XJ-0020->XJ-0022,8.0,2.0,中心往返巡检任务
B1:00:00-08:00,B1-W16,13,inspection,XJ-0020,20,35.0,06:38,06:40,06:40,06:43,06:45,398.0,400.0,405.0,XJ-0022->XJ-0020,XJ-0020->XJ-0022,4.0,3.0,中心往返巡检任务
B1:00:00-08:00,B1-W16,14,inspection,XJ-0013,13,80.0,07:09,07:26,07:26,07:31,07:48,428.714286,445.714286,467.714286,XJ-0022->XJ-0021->XJ-0004->XJ-0002->XJ-0003->XJ-0006->XJ-0010->XJ-0011->XJ-0013,XJ-0013->XJ-0011->XJ-0010->XJ-0006->XJ-0003->XJ-0002->XJ-0004->XJ-0021->XJ-0022,34.0,5.0,中心往返巡检任务
B1:00:00-08:00,B1-W17,1,inspection,XJ-0023,23,35.0,00:15,00:16,00:16,00:19,00:20,15.0,16.0,20.0,XJ-0022->XJ-0023,XJ-0023->XJ-0022,2.0,3.0,中心往返巡检任务
B1:00:00-08:00,B1-W17,2,inspection,XJ-0004,4,35.0,00:45,00:48,00:48,00:50,00:53,45.0,48.0,53.0,XJ-0022->XJ-0021->XJ-0004,XJ-0004->XJ-0021->XJ-0022,6.0,2.0,中心往返巡检任务
B1:00:00-08:00,B1-W17,3,inspection,XJ-0023,23,35.0,01:19,01:20,01:20,01:23,01:24,79.0,80.0,84.0,XJ-0022->XJ-0023,XJ-0023->XJ-0022,2.0,3.0,中心往返巡检任务
B1:00:00-08:00,B1-W17,4,inspection,XJ-0004,4,35.0,01:49,01:52,01:52,01:54,01:57,109.0,112.0,117.0,XJ-0022->XJ-0021->XJ-0004,XJ-0004->XJ-0021->XJ-0022,6.0,2.0,中心往返巡检任务
B1:00:00-08:00,B1-W17,5,inspection,XJ-0020,20,35.0,02:22,02:24,02:24,02:27,02:29,142.0,144.0,149.0,XJ-0022->XJ-0020,XJ-0020->XJ-0022,4.0,3.0,中心往返巡检任务
B1:00:00-08:00,B1-W17,6,inspection,XJ-0004,4,35.0,02:53,02:56,02:56,02:58,03:01,173.0,176.0,181.0,XJ-0022->XJ-0021->XJ-0004,XJ-0004->XJ-0021->XJ-0022,6.0,2.0,中心往返巡检任务
B1:00:00-08:00,B1-W17,7,inspection,XJ-0023,23,35.0,03:27,03:28,03:28,03:31,03:32,207.0,208.0,212.0,XJ-0022->XJ-0023,XJ-0023->XJ-0022,2.0,3.0,中心往返巡检任务
B1:00:00-08:00,B1-W17,8,inspection,XJ-0009,9,35.0,03:56,04:00,04:00,04:04,04:08,236.0,240.0,248.0,XJ-0022->XJ-0023->XJ-0024->XJ-0009,XJ-0009->XJ-0024->XJ-0023->XJ-0022,8.0,4.0,中心往返巡检任务
B1:00:00-08:00,B1-W17,9,inspection,XJ-0023,23,35.0,04:31,04:32,04:32,04:35,04:36,271.0,272.0,276.0,XJ-0022->XJ-0023,XJ-0023->XJ-0022,2.0,3.0,中心往返巡检任务
B1:00:00-08:00,B1-W17,10,inspection,XJ-0020,20,35.0,05:02,05:04,05:04,05:07,05:09,302.0,304.0,309.0,XJ-0022->XJ-0020,XJ-0020->XJ-0022,4.0,3.0,中心往返巡检任务
B1:00:00-08:00,B1-W17,11,inspection,XJ-0004,4,35.0,05:33,05:36,05:36,05:38,05:41,333.0,336.0,341.0,XJ-0022->XJ-0021->XJ-0004,XJ-0004->XJ-0021->XJ-0022,6.0,2.0,中心往返巡检任务
B1:00:00-08:00,B1-W17,12,inspection,XJ-0002,2,50.0,06:05,06:11,06:11,06:13,06:19,364.909091,370.909091,378.909091,XJ-0022->XJ-0021->XJ-0004->XJ-0002,XJ-0002->XJ-0004->XJ-0021->XJ-0022,12.0,2.0,中心往返巡检任务
B1:00:00-08:00,B1-W17,13,inspection,XJ-0024,24,35.0,06:38,06:40,06:40,06:42,06:44,398.0,400.0,404.0,XJ-0022->XJ-0023->XJ-0024,XJ-0024->XJ-0023->XJ-0022,4.0,2.0,中心往返巡检任务
B1:00:00-08:00,B1-W17,14,inspection,XJ-0004,4,35.0,07:09,07:12,07:12,07:14,07:17,429.0,432.0,437.0,XJ-0022->XJ-0021->XJ-0004,XJ-0004->XJ-0021->XJ-0022,6.0,2.0,中心往返巡检任务
B1:00:00-08:00,B1-W17,15,inspection,XJ-0020,20,35.0,07:42,07:44,07:44,07:47,07:49,462.0,464.0,469.0,XJ-0022->XJ-0020,XJ-0020->XJ-0022,4.0,3.0,中心往返巡检任务
B1:00:00-08:00,B1-W18,1,inspection,XJ-0002,2,50.0,00:16,00:22,00:22,00:24,00:30,15.818182,21.818182,29.818182,XJ-0022->XJ-0021->XJ-0004->XJ-0002,XJ-0002->XJ-0004->XJ-0021->XJ-0022,12.0,2.0,中心往返巡检任务
B1:00:00-08:00,B1-W18,2,inspection,XJ-0020,20,35.0,00:46,00:48,00:48,00:51,00:53,46.0,48.0,53.0,XJ-0022->XJ-0020,XJ-0020->XJ-0022,4.0,3.0,中心往返巡检任务
B1:00:00-08:00,B1-W18,3,inspection,XJ-0022,22,35.0,01:20,01:20,01:20,01:22,01:22,80.0,80.0,82.0,XJ-0022,XJ-0022,0.0,2.0,中心往返巡检任务
B1:00:00-08:00,B1-W18,4,inspection,XJ-0020,20,35.0,01:50,01:52,01:52,01:55,01:57,110.0,112.0,117.0,XJ-0022->XJ-0020,XJ-0020->XJ-0022,4.0,3.0,中心往返巡检任务
B1:00:00-08:00,B1-W18,5,inspection,XJ-0024,24,35.0,02:22,02:24,02:24,02:26,02:28,142.0,144.0,148.0,XJ-0022->XJ-0023->XJ-0024,XJ-0024->XJ-0023->XJ-0022,4.0,2.0,中心往返巡检任务
B1:00:00-08:00,B1-W18,6,inspection,XJ-0020,20,35.0,02:54,02:56,02:56,02:59,03:01,174.0,176.0,181.0,XJ-0022->XJ-0020,XJ-0020->XJ-0022,4.0,3.0,中心往返巡检任务
B1:00:00-08:00,B1-W18,7,inspection,XJ-0022,22,35.0,03:28,03:28,03:28,03:30,03:30,208.0,208.0,210.0,XJ-0022,XJ-0022,0.0,2.0,中心往返巡检任务
B1:00:00-08:00,B1-W18,8,inspection,XJ-0019,19,35.0,03:56,04:00,04:00,04:02,04:06,236.0,240.0,246.0,XJ-0022->XJ-0020->XJ-0019,XJ-0019->XJ-0020->XJ-0022,8.0,2.0,中心往返巡检任务
B1:00:00-08:00,B1-W18,9,inspection,XJ-0022,22,35.0,04:32,04:32,04:32,04:34,04:34,272.0,272.0,274.0,XJ-0022,XJ-0022,0.0,2.0,中心往返巡检任务
B1:00:00-08:00,B1-W18,10,inspection,XJ-0024,24,35.0,05:02,05:04,05:04,05:06,05:08,302.0,304.0,308.0,XJ-0022->XJ-0023->XJ-0024,XJ-0024->XJ-0023->XJ-0022,4.0,2.0,中心往返巡检任务
B1:00:00-08:00,B1-W18,11,inspection,XJ-0020,20,35.0,05:34,05:36,05:36,05:39,05:41,334.0,336.0,341.0,XJ-0022->XJ-0020,XJ-0020->XJ-0022,4.0,3.0,中心往返巡检任务
B1:00:00-08:00,B1-W18,12,inspection,XJ-0004,4,35.0,06:05,06:08,06:08,06:10,06:13,365.0,368.0,373.0,XJ-0022->XJ-0021->XJ-0004,XJ-0004->XJ-0021->XJ-0022,6.0,2.0,中心往返巡检任务
B1:00:00-08:00,B1-W18,13,inspection,XJ-0023,23,35.0,06:39,06:40,06:40,06:43,06:44,399.0,400.0,404.0,XJ-0022->XJ-0023,XJ-0023->XJ-0022,2.0,3.0,中心往返巡检任务
B1:00:00-08:00,B1-W18,14,inspection,XJ-0020,20,35.0,07:10,07:12,07:12,07:15,07:17,430.0,432.0,437.0,XJ-0022->XJ-0020,XJ-0020->XJ-0022,4.0,3.0,中心往返巡检任务
B1:00:00-08:00,B1-W18,15,inspection,XJ-0024,24,35.0,07:42,07:44,07:44,07:46,07:48,462.0,464.0,468.0,XJ-0022->XJ-0023->XJ-0024,XJ-0024->XJ-0023->XJ-0022,4.0,2.0,中心往返巡检任务
B1:00:00-08:00,B1-W19,1,inspection,XJ-0022,22,35.0,00:16,00:16,00:16,00:18,00:18,16.0,16.0,18.0,XJ-0022,XJ-0022,0.0,2.0,中心往返巡检任务
B1:00:00-08:00,B1-W19,2,inspection,XJ-0024,24,35.0,00:46,00:48,00:48,00:50,00:52,46.0,48.0,52.0,XJ-0022->XJ-0023->XJ-0024,XJ-0024->XJ-0023->XJ-0022,4.0,2.0,中心往返巡检任务
B1:00:00-08:00,B1-W19,3,inspection,XJ-0024,24,35.0,01:50,01:52,01:52,01:54,01:56,110.0,112.0,116.0,XJ-0022->XJ-0023->XJ-0024,XJ-0024->XJ-0023->XJ-0022,4.0,2.0,中心往返巡检任务
