citizen_id,age,gender_group,education_level,workforce_group,household_type,innovation_role
2180,31,men,graduate,food_and_resource_producers,shared_household,producer
2181,38,nonbinary,secondary,life_support_operators,single,innovator
2182,45,women,technical,habitat_builders,couple_no_children,producer
2183,52,men,bachelor,scientists_and_engineers,family_with_children,producer
2184,22,nonbinary,graduate,care_education_civic,shared_household,producer
2185,29,women,secondary,food_and_resource_producers,single,producer
2186,36,men,technical,life_support_operators,couple_no_children,innovator
2187,43,nonbinary,bachelor,habitat_builders,family_with_children,producer
2188,50,women,graduate,scientists_and_engineers,shared_household,producer
2189,57,men,secondary,care_education_civic,single,producer
2190,27,nonbinary,technical,food_and_resource_producers,couple_no_children,producer
2191,34,women,bachelor,life_support_operators,family_with_children,innovator
2192,41,men,graduate,habitat_builders,shared_household,producer
2193,48,nonbinary,secondary,scientists_and_engineers,single,producer
2194,55,women,technical,care_education_civic,couple_no_children,producer
2195,25,men,bachelor,food_and_resource_producers,family_with_children,producer
2196,32,nonbinary,graduate,life_support_operators,shared_household,innovator
2197,39,women,secondary,habitat_builders,single,producer
2198,46,men,technical,scientists_and_engineers,couple_no_children,producer
2199,53,nonbinary,bachelor,care_education_civic,family_with_children,producer
2200,23,women,graduate,food_and_resource_producers,shared_household,producer
2201,30,men,secondary,life_support_operators,single,innovator
2202,37,nonbinary,technical,habitat_builders,couple_no_children,producer
2203,44,women,bachelor,scientists_and_engineers,family_with_children,producer
2204,51,men,graduate,care_education_civic,shared_household,producer
2205,58,nonbinary,secondary,food_and_resource_producers,single,producer
2206,28,women,technical,life_support_operators,couple_no_children,innovator
2207,35,men,bachelor,habitat_builders,family_with_children,producer
2208,42,nonbinary,graduate,scientists_and_engineers,shared_household,producer
2209,49,women,secondary,care_education_civic,single,producer
2210,56,men,technical,food_and_resource_producers,couple_no_children,producer
2211,26,nonbinary,bachelor,life_support_operators,family_with_children,innovator
2212,33,women,graduate,habitat_builders,shared_household,producer
2213,40,men,secondary,scientists_and_engineers,single,producer
2214,47,nonbinary,technical,care_education_civic,couple_no_children,producer
2215,54,women,bachelor,food_and_resource_producers,family_with_children,producer
2216,24,men,graduate,life_support_operators,shared_household,innovator
2217,31,nonbinary,secondary,habitat_builders,single,producer
2218,38,women,technical,scientists_and_engineers,couple_no_children,producer
2219,45,men,bachelor,care_education_civic,family_with_children,producer
2220,52,nonbinary,graduate,food_and_resource_producers,shared_household,producer
2221,22,women,secondary,life_support_operators,single,innovator
2222,29,men,technical,habitat_builders,couple_no_children,producer
2223,36,nonbinary,bachelor,scientists_and_engineers,family_with_children,producer
2224,43,women,graduate,care_education_civic,shared_household,producer
2225,50,men,secondary,food_and_resource_producers,single,producer
2226,57,nonbinary,technical,life_support_operators,couple_no_children,innovator
2227,27,women,bachelor,habitat_builders,family_with_children,producer
2228,34,men,graduate,scientists_and_engineers,shared_household,producer
2229,41,nonbinary,secondary,care_education_civic,single,producer
2230,48,women,technical,food_and_resource_producers,couple_no_children,producer
2231,55,men,bachelor,life_support_operators,family_with_children,innovator
2232,25,nonbinary,graduate,habitat_builders,shared_household,producer
2233,32,women,secondary,scientists_and_engineers,single,producer
2234,39,men,technical,care_education_civic,couple_no_children,producer
2235,46,nonbinary,bachelor,food_and_resource_producers,family_with_children,producer
2236,53,women,graduate,life_support_operators,shared_household,innovator
2237,23,men,secondary,habitat_builders,single,producer
2238,30,nonbinary,technical,scientists_and_engineers,couple_no_children,producer
2239,37,women,bachelor,care_education_civic,family_with_children,producer
2240,44,men,graduate,food_and_resource_producers,shared_household,producer
2241,51,nonbinary,secondary,life_support_operators,single,innovator
2242,58,women,technical,habitat_builders,couple_no_children,producer
2243,28,men,bachelor,scientists_and_engineers,family_with_children,producer
2244,35,nonbinary,graduate,care_education_civic,shared_household,producer
2245,42,women,secondary,food_and_resource_producers,single,producer
2246,49,men,technical,life_support_operators,couple_no_children,innovator
2247,56,nonbinary,bachelor,habitat_builders,family_with_children,producer
2248,26,women,graduate,scientists_and_engineers,shared_household,producer
2249,33,men,secondary,care_education_civic,single,producer
2250,40,nonbinary,technical,food_and_resource_producers,couple_no_children,producer
2251,47,women,bachelor,life_support_operators,family_with_children,innovator
2252,54,men,graduate,habitat_builders,shared_household,producer
2253,24,nonbinary,secondary,scientists_and_engineers,single,producer
2254,31,women,technical,care_education_civic,couple_no_children,producer
2255,38,men,bachelor,food_and_resource_producers,family_with_children,producer
2256,45,nonbinary,graduate,life_support_operators,shared_household,innovator
2257,52,women,secondary,habitat_builders,single,producer
2258,22,men,technical,scientists_and_engineers,couple_no_children,producer
2259,29,nonbinary,bachelor,care_education_civic,family_with_children,producer
2260,36,women,graduate,food_and_resource_producers,shared_household,producer
2261,43,men,secondary,life_support_operators,single,innovator
2262,50,nonbinary,technical,habitat_builders,couple_no_children,producer
2263,57,women,bachelor,scientists_and_engineers,family_with_children,producer
2264,27,men,graduate,care_education_civic,shared_household,producer
2265,34,nonbinary,secondary,food_and_resource_producers,single,producer
2266,41,women,technical,life_support_operators,couple_no_children,innovator
2267,48,men,bachelor,habitat_builders,family_with_children,producer
2268,55,nonbinary,graduate,scientists_and_engineers,shared_household,producer
2269,25,women,secondary,care_education_civic,single,producer
2270,32,men,technical,food_and_resource_producers,couple_no_children,producer
2271,39,nonbinary,bachelor,life_support_operators,family_with_children,innovator
2272,46,women,graduate,habitat_builders,shared_household,producer
2273,53,men,secondary,scientists_and_engineers,single,producer
2274,23,nonbinary,technical,care_education_civic,couple_no_children,producer
2275,30,women,bachelor,food_and_resource_producers,family_with_children,producer
2276,37,men,graduate,life_support_operators,shared_household,innovator
2277,44,nonbinary,secondary,habitat_builders,single,producer
2278,51,women,technical,scientists_and_engineers,couple_no_children,producer
2279,58,men,bachelor,care_education_civic,family_with_children,producer
2280,28,nonbinary,graduate,food_and_resource_producers,shared_household,producer
2281,35,women,secondary,life_support_operators,single,innovator
2282,42,men,technical,habitat_builders,couple_no_children,producer
2283,49,nonbinary,bachelor,scientists_and_engineers,family_with_children,producer
2284,56,women,graduate,care_education_civic,shared_household,producer
2285,26,men,secondary,food_and_resource_producers,single,producer
2286,33,nonbinary,technical,life_support_operators,couple_no_children,innovator
2287,40,women,bachelor,habitat_builders,family_with_children,producer
2288,47,men,graduate,scientists_and_engineers,shared_household,producer
2289,54,nonbinary,secondary,care_education_civic,single,producer
2290,24,women,technical,food_and_resource_producers,couple_no_children,producer
2291,31,men,bachelor,life_support_operators,family_with_children,innovator
2292,38,nonbinary,graduate,habitat_builders,shared_household,producer
2293,45,women,secondary,scientists_and_engineers,single,producer
2294,52,men,technical,care_education_civic,couple_no_children,producer
2295,22,nonbinary,bachelor,food_and_resource_producers,family_with_children,producer
2296,29,women,graduate,life_support_operators,shared_household,innovator
2297,36,men,secondary,habitat_builders,single,producer
2298,43,nonbinary,technical,scientists_and_engineers,couple_no_children,producer
2299,50,women,bachelor,care_education_civic,family_with_children,producer
2300,57,men,graduate,food_and_resource_producers,shared_household,producer
2301,27,nonbinary,secondary,life_support_operators,single,innovator
2302,34,women,technical,habitat_builders,couple_no_children,producer
2303,41,men,bachelor,scientists_and_engineers,family_with_children,producer
2304,48,nonbinary,graduate,care_education_civic,shared_household,producer
2305,55,women,secondary,food_and_resource_producers,single,producer
2306,25,men,technical,life_support_operators,couple_no_children,innovator
2307,32,nonbinary,bachelor,habitat_builders,family_with_children,producer
2308,39,women,graduate,scientists_and_engineers,shared_household,producer
2309,46,men,secondary,care_education_civic,single,producer
2310,53,nonbinary,technical,food_and_resource_producers,couple_no_children,producer
2311,23,women,bachelor,life_support_operators,family_with_children,innovator
2312,30,men,graduate,habitat_builders,shared_household,producer
2313,37,nonbinary,secondary,scientists_and_engineers,single,producer
2314,44,women,technical,care_education_civic,couple_no_children,producer
2315,51,men,bachelor,food_and_resource_producers,family_with_children,producer
2316,58,nonbinary,graduate,life_support_operators,shared_household,innovator
2317,28,women,secondary,habitat_builders,single,producer
2318,35,men,technical,scientists_and_engineers,couple_no_children,producer
2319,42,nonbinary,bachelor,care_education_civic,family_with_children,producer
2320,49,women,graduate,food_and_resource_producers,shared_household,producer
2321,56,men,secondary,life_support_operators,single,innovator
2322,26,nonbinary,technical,habitat_builders,couple_no_children,producer
2323,33,women,bachelor,scientists_and_engineers,family_with_children,producer
2324,40,men,graduate,care_education_civic,shared_household,producer
2325,47,nonbinary,secondary,food_and_resource_producers,single,producer
2326,54,women,technical,life_support_operators,couple_no_children,innovator
2327,24,men,bachelor,habitat_builders,family_with_children,producer
2328,31,nonbinary,graduate,scientists_and_engineers,shared_household,producer
2329,38,women,secondary,care_education_civic,single,producer
2330,45,men,technical,food_and_resource_producers,couple_no_children,producer
2331,52,nonbinary,bachelor,life_support_operators,family_with_children,innovator
2332,22,women,graduate,habitat_builders,shared_household,producer
2333,29,men,secondary,scientists_and_engineers,single,producer
2334,36,nonbinary,technical,care_education_civic,couple_no_children,producer
2335,43,women,bachelor,food_and_resource_producers,family_with_children,producer
2336,50,men,graduate,life_support_operators,shared_household,innovator
2337,57,nonbinary,secondary,habitat_builders,single,producer
2338,27,women,technical,scientists_and_engineers,couple_no_children,producer
2339,34,men,bachelor,care_education_civic,family_with_children,producer
2340,41,nonbinary,graduate,food_and_resource_producers,shared_household,producer
2341,48,women,secondary,life_support_operators,single,innovator
2342,55,men,technical,habitat_builders,couple_no_children,producer
2343,25,nonbinary,bachelor,scientists_and_engineers,family_with_children,producer
2344,32,women,graduate,care_education_civic,shared_household,producer
2345,39,men,secondary,food_and_resource_producers,single,producer
2346,46,nonbinary,technical,life_support_operators,couple_no_children,innovator
2347,53,women,bachelor,habitat_builders,family_with_children,producer
2348,23,men,graduate,scientists_and_engineers,shared_household,producer
2349,30,nonbinary,secondary,care_education_civic,single,producer
2350,37,women,technical,food_and_resource_producers,couple_no_children,producer
2351,44,men,bachelor,life_support_operators,family_with_children,innovator
2352,51,nonbinary,graduate,habitat_builders,shared_household,producer
2353,58,women,secondary,scientists_and_engineers,single,producer
2354,28,men,technical,care_education_civic,couple_no_children,producer
2355,35,nonbinary,bachelor,food_and_resource_producers,family_with_children,producer
2356,42,women,graduate,life_support_operators,shared_household,innovator
2357,49,men,secondary,habitat_builders,single,producer
2358,56,nonbinary,technical,scientists_and_engineers,couple_no_children,producer
2359,26,women,bachelor,care_education_civic,family_with_children,producer
2360,33,men,graduate,food_and_resource_producers,shared_household,producer
2361,40,nonbinary,secondary,life_support_operators,single,innovator
2362,47,women,technical,habitat_builders,couple_no_children,producer
2363,54,men,bachelor,scientists_and_engineers,family_with_children,producer
2364,24,nonbinary,graduate,care_education_civic,shared_household,producer
2365,31,women,secondary,food_and_resource_producers,single,producer
2366,38,men,technical,life_support_operators,couple_no_children,innovator
2367,45,nonbinary,bachelor,habitat_builders,family_with_children,producer
2368,52,women,graduate,scientists_and_engineers,shared_household,producer
2369,22,men,secondary,care_education_civic,single,producer
2370,29,nonbinary,technical,food_and_resource_producers,couple_no_children,producer
2371,36,women,bachelor,life_support_operators,family_with_children,innovator
2372,43,men,graduate,habitat_builders,shared_household,producer
2373,50,nonbinary,secondary,scientists_and_engineers,single,producer
2374,57,women,technical,care_education_civic,couple_no_children,producer
2375,27,men,bachelor,food_and_resource_producers,family_with_children,producer
2376,34,nonbinary,graduate,life_support_operators,shared_household,innovator
2377,41,women,secondary,habitat_builders,single,producer
2378,48,men,technical,scientists_and_engineers,couple_no_children,producer
2379,55,nonbinary,bachelor,care_education_civic,family_with_children,producer
2380,25,women,graduate,food_and_resource_producers,shared_household,producer
2381,32,men,secondary,life_support_operators,single,innovator
2382,39,nonbinary,technical,habitat_builders,couple_no_children,producer
2383,46,women,bachelor,scientists_and_engineers,family_with_children,producer
2384,53,men,graduate,care_education_civic,shared_household,producer
2385,23,nonbinary,secondary,food_and_resource_producers,single,producer
2386,30,women,technical,life_support_operators,couple_no_children,innovator
2387,37,men,bachelor,habitat_builders,family_with_children,producer
2388,44,nonbinary,graduate,scientists_and_engineers,shared_household,producer
2389,51,women,secondary,care_education_civic,single,producer
2390,58,men,technical,food_and_resource_producers,couple_no_children,producer
2391,28,nonbinary,bachelor,life_support_operators,family_with_children,innovator
2392,35,women,graduate,habitat_builders,shared_household,producer
2393,42,men,secondary,scientists_and_engineers,single,producer
2394,49,nonbinary,technical,care_education_civic,couple_no_children,producer
2395,56,women,bachelor,food_and_resource_producers,family_with_children,producer
2396,26,men,graduate,life_support_operators,shared_household,innovator
2397,33,nonbinary,secondary,habitat_builders,single,producer
2398,40,women,technical,scientists_and_engineers,couple_no_children,producer
2399,47,men,bachelor,care_education_civic,family_with_children,producer
2400,54,nonbinary,graduate,food_and_resource_producers,shared_household,producer
2401,24,women,secondary,life_support_operators,single,innovator
2402,31,men,technical,habitat_builders,couple_no_children,producer
2403,38,nonbinary,bachelor,scientists_and_engineers,family_with_children,producer
2404,45,women,graduate,care_education_civic,shared_household,producer
2405,52,men,secondary,food_and_resource_producers,single,producer
2406,22,nonbinary,technical,life_support_operators,couple_no_children,innovator
2407,29,women,bachelor,habitat_builders,family_with_children,producer
2408,36,men,graduate,scientists_and_engineers,shared_household,producer
2409,43,nonbinary,secondary,care_education_civic,single,producer
2410,50,women,technical,food_and_resource_producers,couple_no_children,producer
2411,57,men,bachelor,life_support_operators,family_with_children,innovator
2412,27,nonbinary,graduate,habitat_builders,shared_household,producer
2413,34,women,secondary,scientists_and_engineers,single,producer
2414,41,men,technical,care_education_civic,couple_no_children,producer
2415,48,nonbinary,bachelor,food_and_resource_producers,family_with_children,producer
2416,55,women,graduate,life_support_operators,shared_household,innovator
2417,25,men,secondary,habitat_builders,single,producer
2418,32,nonbinary,technical,scientists_and_engineers,couple_no_children,producer
2419,39,women,bachelor,care_education_civic,family_with_children,producer
2420,46,men,graduate,food_and_resource_producers,shared_household,producer
2421,53,nonbinary,secondary,life_support_operators,single,innovator
2422,23,women,technical,habitat_builders,couple_no_children,producer
2423,30,men,bachelor,scientists_and_engineers,family_with_children,producer
2424,37,nonbinary,graduate,care_education_civic,shared_household,producer
2425,44,women,secondary,food_and_resource_producers,single,producer
2426,51,men,technical,life_support_operators,couple_no_children,innovator
2427,58,nonbinary,bachelor,habitat_builders,family_with_children,producer
2428,28,women,graduate,scientists_and_engineers,shared_household,producer
2429,35,men,secondary,care_education_civic,single,producer
2430,42,nonbinary,technical,food_and_resource_producers,couple_no_children,producer
2431,49,women,bachelor,life_support_operators,family_with_children,innovator
2432,56,men,graduate,habitat_builders,shared_household,producer
2433,26,nonbinary,secondary,scientists_and_engineers,single,producer
2434,33,women,technical,care_education_civic,couple_no_children,producer
2435,40,men,bachelor,food_and_resource_producers,family_with_children,producer
2436,47,nonbinary,graduate,life_support_operators,shared_household,innovator
2437,54,women,secondary,habitat_builders,single,producer
2438,24,men,technical,scientists_and_engineers,couple_no_children,producer
2439,31,nonbinary,bachelor,care_education_civic,family_with_children,producer
2440,38,women,graduate,food_and_resource_producers,shared_household,producer
2441,45,men,secondary,life_support_operators,single,innovator
2442,52,nonbinary,technical,habitat_builders,couple_no_children,producer
2443,22,women,bachelor,scientists_and_engineers,family_with_children,producer
2444,29,men,graduate,care_education_civic,shared_household,producer
2445,36,nonbinary,secondary,food_and_resource_producers,single,producer
2446,43,women,technical,life_support_operators,couple_no_children,innovator
2447,50,men,bachelor,habitat_builders,family_with_children,producer
2448,57,nonbinary,graduate,scientists_and_engineers,shared_household,producer
2449,27,women,secondary,care_education_civic,single,producer
2450,34,men,technical,food_and_resource_producers,couple_no_children,producer
2451,41,nonbinary,bachelor,life_support_operators,family_with_children,innovator
2452,48,women,graduate,habitat_builders,shared_household,producer
2453,55,men,secondary,scientists_and_engineers,single,producer
2454,25,nonbinary,technical,care_education_civic,couple_no_children,producer
2455,32,women,bachelor,food_and_resource_producers,family_with_children,producer
2456,39,men,graduate,life_support_operators,shared_household,innovator
2457,46,nonbinary,secondary,habitat_builders,single,producer
2458,53,women,technical,scientists_and_engineers,couple_no_children,producer
2459,23,men,bachelor,care_education_civic,family_with_children,producer
2460,30,nonbinary,graduate,food_and_resource_producers,shared_household,producer
2461,37,women,secondary,life_support_operators,single,innovator
2462,44,men,technical,habitat_builders,couple_no_children,producer
2463,51,nonbinary,bachelor,scientists_and_engineers,family_with_children,producer
2464,58,women,graduate,care_education_civic,shared_household,producer
2465,28,men,secondary,food_and_resource_producers,single,producer
2466,35,nonbinary,technical,life_support_operators,couple_no_children,innovator
2467,42,women,bachelor,habitat_builders,family_with_children,producer
2468,49,men,graduate,scientists_and_engineers,shared_household,producer
2469,56,nonbinary,secondary,care_education_civic,single,producer
2470,26,women,technical,food_and_resource_producers,couple_no_children,producer
2471,33,men,bachelor,life_support_operators,family_with_children,innovator
2472,40,nonbinary,graduate,habitat_builders,shared_household,producer
2473,47,women,secondary,scientists_and_engineers,single,producer
2474,54,men,technical,care_education_civic,couple_no_children,producer
2475,24,nonbinary,bachelor,food_and_resource_producers,family_with_children,producer
2476,31,women,graduate,life_support_operators,shared_household,innovator
2477,38,men,secondary,habitat_builders,single,producer
2478,45,nonbinary,technical,scientists_and_engineers,couple_no_children,producer
2479,52,women,bachelor,care_education_civic,family_with_children,producer
2480,22,men,graduate,food_and_resource_producers,shared_household,producer
2481,29,nonbinary,secondary,life_support_operators,single,innovator
2482,36,women,technical,habitat_builders,couple_no_children,producer
2483,43,men,bachelor,scientists_and_engineers,family_with_children,producer
2484,50,nonbinary,graduate,care_education_civic,shared_household,producer
2485,57,women,secondary,food_and_resource_producers,single,producer
2486,27,men,technical,life_support_operators,couple_no_children,innovator
2487,34,nonbinary,bachelor,habitat_builders,family_with_children,producer
2488,41,women,graduate,scientists_and_engineers,shared_household,producer
2489,48,men,secondary,care_education_civic,single,producer
2490,55,nonbinary,technical,food_and_resource_producers,couple_no_children,producer
2491,25,women,bachelor,life_support_operators,family_with_children,innovator
2492,32,men,graduate,habitat_builders,shared_household,producer
2493,39,nonbinary,secondary,scientists_and_engineers,single,producer
2494,46,women,technical,care_education_civic,couple_no_children,producer
2495,53,men,bachelor,food_and_resource_producers,family_with_children,producer
2496,23,nonbinary,graduate,life_support_operators,shared_household,innovator
2497,30,women,secondary,habitat_builders,single,producer
2498,37,men,technical,scientists_and_engineers,couple_no_children,producer
2499,44,nonbinary,bachelor,care_education_civic,family_with_children,producer
2500,51,women,graduate,food_and_resource_producers,shared_household,producer
2501,58,men,secondary,life_support_operators,single,innovator
2502,28,nonbinary,technical,habitat_builders,couple_no_children,producer
2503,35,women,bachelor,scientists_and_engineers,family_with_children,producer
2504,42,men,graduate,care_education_civic,shared_household,producer
2505,49,nonbinary,secondary,food_and_resource_producers,single,producer
2506,56,women,technical,life_support_operators,couple_no_children,innovator
2507,26,men,bachelor,habitat_builders,family_with_children,producer
2508,33,nonbinary,graduate,scientists_and_engineers,shared_household,producer
2509,40,women,secondary,care_education_civic,single,producer
2510,47,men,technical,food_and_resource_producers,couple_no_children,producer
2511,54,nonbinary,bachelor,life_support_operators,family_with_children,innovator
2512,24,women,graduate,habitat_builders,shared_household,producer
2513,31,men,secondary,scientists_and_engineers,single,producer
2514,38,nonbinary,technical,care_education_civic,couple_no_children,producer
2515,45,women,bachelor,food_and_resource_producers,family_with_children,producer
2516,52,men,graduate,life_support_operators,shared_household,innovator
2517,22,nonbinary,secondary,habitat_builders,single,producer
2518,29,women,technical,scientists_and_engineers,couple_no_children,producer
2519,36,men,bachelor,care_education_civic,family_with_children,producer
2520,43,nonbinary,graduate,food_and_resource_producers,shared_household,producer
2521,50,women,secondary,life_support_operators,single,innovator
2522,57,men,technical,habitat_builders,couple_no_children,producer
2523,27,nonbinary,bachelor,scientists_and_engineers,family_with_children,producer
2524,34,women,graduate,care_education_civic,shared_household,producer
2525,41,men,secondary,food_and_resource_producers,single,producer
2526,48,nonbinary,technical,life_support_operators,couple_no_children,innovator
2527,55,women,bachelor,habitat_builders,family_with_children,producer
2528,25,men,graduate,scientists_and_engineers,shared_household,producer
2529,32,nonbinary,secondary,care_education_civic,single,producer
2530,39,women,technical,food_and_resource_producers,couple_no_children,producer
2531,46,men,bachelor,life_support_operators,family_with_children,innovator
2532,53,nonbinary,graduate,habitat_builders,shared_household,producer
2533,23,women,secondary,scientists_and_engineers,single,producer
2534,30,men,technical,care_education_civic,couple_no_children,producer
2535,37,nonbinary,bachelor,food_and_resource_producers,family_with_children,producer
2536,44,women,graduate,life_support_operators,shared_household,innovator
2537,51,men,secondary,habitat_builders,single,producer
2538,58,nonbinary,technical,scientists_and_engineers,couple_no_children,producer
2539,28,women,bachelor,care_education_civic,family_with_children,producer
2540,35,men,graduate,food_and_resource_producers,shared_household,producer
2541,42,nonbinary,secondary,life_support_operators,single,innovator
2542,49,women,technical,habitat_builders,couple_no_children,producer
2543,56,men,bachelor,scientists_and_engineers,family_with_children,producer
2544,26,nonbinary,graduate,care_education_civic,shared_household,producer
2545,33,women,secondary,food_and_resource_producers,single,producer
2546,40,men,technical,life_support_operators,couple_no_children,innovator
2547,47,nonbinary,bachelor,habitat_builders,family_with_children,producer
2548,54,women,graduate,scientists_and_engineers,shared_household,producer
2549,24,men,secondary,care_education_civic,single,producer
2550,31,nonbinary,technical,food_and_resource_producers,couple_no_children,producer
2551,38,women,bachelor,life_support_operators,family_with_children,innovator
2552,45,men,graduate,habitat_builders,shared_household,producer
2553,52,nonbinary,secondary,scientists_and_engineers,single,producer
2554,22,women,technical,care_education_civic,couple_no_children,producer
2555,29,men,bachelor,food_and_resource_producers,family_with_children,producer
2556,36,nonbinary,graduate,life_support_operators,shared_household,innovator
2557,43,women,secondary,habitat_builders,single,producer
2558,50,men,technical,scientists_and_engineers,couple_no_children,producer
2559,57,nonbinary,bachelor,care_education_civic,family_with_children,producer
2560,27,women,graduate,food_and_resource_producers,shared_household,producer
2561,34,men,secondary,life_support_operators,single,innovator
2562,41,nonbinary,technical,habitat_builders,couple_no_children,producer
2563,48,women,bachelor,scientists_and_engineers,family_with_children,producer
2564,55,men,graduate,care_education_civic,shared_household,producer
2565,25,nonbinary,secondary,food_and_resource_producers,single,producer
2566,32,women,technical,life_support_operators,couple_no_children,innovator
2567,39,men,bachelor,habitat_builders,family_with_children,producer
2568,46,nonbinary,graduate,scientists_and_engineers,shared_household,producer
2569,53,women,secondary,care_education_civic,single,producer
2570,23,men,technical,food_and_resource_producers,couple_no_children,producer
2571,30,nonbinary,bachelor,life_support_operators,family_with_children,innovator
2572,37,women,graduate,habitat_builders,shared_household,producer
2573,44,men,secondary,scientists_and_engineers,single,producer
2574,51,nonbinary,technical,care_education_civic,couple_no_children,producer
2575,58,women,bachelor,food_and_resource_producers,family_with_children,producer
2576,28,men,graduate,life_support_operators,shared_household,innovator
2577,35,nonbinary,secondary,habitat_builders,single,producer
2578,42,women,technical,scientists_and_engineers,couple_no_children,producer
2579,49,men,bachelor,care_education_civic,family_with_children,producer
2580,56,nonbinary,graduate,food_and_resource_producers,shared_household,producer
2581,26,women,secondary,life_support_operators,single,innovator
2582,33,men,technical,habitat_builders,couple_no_children,producer
2583,40,nonbinary,bachelor,scientists_and_engineers,family_with_children,producer
2584,47,women,graduate,care_education_civic,shared_household,producer
2585,54,men,secondary,food_and_resource_producers,single,producer
2586,24,nonbinary,technical,life_support_operators,couple_no_children,innovator
2587,31,women,bachelor,habitat_builders,family_with_children,producer
2588,38,men,graduate,scientists_and_engineers,shared_household,producer
2589,45,nonbinary,secondary,care_education_civic,single,producer
2590,52,women,technical,food_and_resource_producers,couple_no_children,producer
2591,22,men,bachelor,life_support_operators,family_with_children,innovator
2592,29,nonbinary,graduate,habitat_builders,shared_household,producer
2593,36,women,secondary,scientists_and_engineers,single,producer
2594,43,men,technical,care_education_civic,couple_no_children,producer
2595,50,nonbinary,bachelor,food_and_resource_producers,family_with_children,producer
2596,57,women,graduate,life_support_operators,shared_household,innovator
2597,27,men,secondary,habitat_builders,single,producer
2598,34,nonbinary,technical,scientists_and_engineers,couple_no_children,producer
2599,41,women,bachelor,care_education_civic,family_with_children,producer
2600,48,men,graduate,food_and_resource_producers,shared_household,producer
2601,55,nonbinary,secondary,life_support_operators,single,innovator
2602,25,women,technical,habitat_builders,couple_no_children,producer
2603,32,men,bachelor,scientists_and_engineers,family_with_children,producer
2604,39,nonbinary,graduate,care_education_civic,shared_household,producer
2605,46,women,secondary,food_and_resource_producers,single,producer
2606,53,men,technical,life_support_operators,couple_no_children,innovator
2607,23,nonbinary,bachelor,habitat_builders,family_with_children,producer
2608,30,women,graduate,scientists_and_engineers,shared_household,producer
2609,37,men,secondary,care_education_civic,single,producer
2610,44,nonbinary,technical,food_and_resource_producers,couple_no_children,producer
2611,51,women,bachelor,life_support_operators,family_with_children,innovator
2612,58,men,graduate,habitat_builders,shared_household,producer
2613,28,nonbinary,secondary,scientists_and_engineers,single,producer
2614,35,women,technical,care_education_civic,couple_no_children,producer
2615,42,men,bachelor,food_and_resource_producers,family_with_children,producer
2616,49,nonbinary,graduate,life_support_operators,shared_household,innovator
2617,56,women,secondary,habitat_builders,single,producer
2618,26,men,technical,scientists_and_engineers,couple_no_children,producer
2619,33,nonbinary,bachelor,care_education_civic,family_with_children,producer
2620,40,women,graduate,food_and_resource_producers,shared_household,producer
2621,47,men,secondary,life_support_operators,single,innovator
2622,54,nonbinary,technical,habitat_builders,couple_no_children,producer
2623,24,women,bachelor,scientists_and_engineers,family_with_children,producer
2624,31,men,graduate,care_education_civic,shared_household,producer
2625,38,nonbinary,secondary,food_and_resource_producers,single,producer
2626,45,women,technical,life_support_operators,couple_no_children,innovator
2627,52,men,bachelor,habitat_builders,family_with_children,producer
2628,22,nonbinary,graduate,scientists_and_engineers,shared_household,producer
2629,29,women,secondary,care_education_civic,single,producer
2630,36,men,technical,food_and_resource_producers,couple_no_children,producer
2631,43,nonbinary,bachelor,life_support_operators,family_with_children,innovator
2632,50,women,graduate,habitat_builders,shared_household,producer
2633,57,men,secondary,scientists_and_engineers,single,producer
2634,27,nonbinary,technical,care_education_civic,couple_no_children,producer
2635,34,women,bachelor,food_and_resource_producers,family_with_children,producer
2636,41,men,graduate,life_support_operators,shared_household,innovator
2637,48,nonbinary,secondary,habitat_builders,single,producer
2638,55,women,technical,scientists_and_engineers,couple_no_children,producer
2639,25,men,bachelor,care_education_civic,family_with_children,producer
2640,32,nonbinary,graduate,food_and_resource_producers,shared_household,producer
2641,39,women,secondary,life_support_operators,single,innovator
2642,46,men,technical,habitat_builders,couple_no_children,producer
2643,53,nonbinary,bachelor,scientists_and_engineers,family_with_children,producer
2644,23,women,graduate,care_education_civic,shared_household,producer
2645,30,men,secondary,food_and_resource_producers,single,producer
2646,37,nonbinary,technical,life_support_operators,couple_no_children,innovator
2647,44,women,bachelor,habitat_builders,family_with_children,producer
2648,51,men,graduate,scientists_and_engineers,shared_household,producer
2649,58,nonbinary,secondary,care_education_civic,single,producer
2650,28,women,technical,food_and_resource_producers,couple_no_children,producer
2651,35,men,bachelor,life_support_operators,family_with_children,innovator
2652,42,nonbinary,graduate,habitat_builders,shared_household,producer
2653,49,women,secondary,scientists_and_engineers,single,producer
2654,56,men,technical,care_education_civic,couple_no_children,producer
2655,26,nonbinary,bachelor,food_and_resource_producers,family_with_children,producer
2656,33,women,graduate,life_support_operators,shared_household,innovator
2657,40,men,secondary,habitat_builders,single,producer
2658,47,nonbinary,technical,scientists_and_engineers,couple_no_children,producer
2659,54,women,bachelor,care_education_civic,family_with_children,producer
2660,24,men,graduate,food_and_resource_producers,shared_household,producer
2661,31,nonbinary,secondary,life_support_operators,single,innovator
2662,38,women,technical,habitat_builders,couple_no_children,producer
2663,45,men,bachelor,scientists_and_engineers,family_with_children,producer
2664,52,nonbinary,graduate,care_education_civic,shared_household,producer
2665,22,women,secondary,food_and_resource_producers,single,producer
