time_s,handle,x_m,y_m,speed_m_s,theta_rad
63,第201节龙身前把手,-3.588539,-10.573792,1.0,127.561686
63,龙尾后把手,4.41546,10.56131,1.0,130.772089
64,龙头前把手,2.386915,7.780664,1.0,92.974644
64,第1节龙身前把手,4.933465,6.511351,1.0,93.325376
64,第51节龙身前把手,-6.635008,-6.095572,1.0,102.929507
64,第101节龙身前把手,1.793982,9.612681,1.0,111.711043
64,第151节龙身前把手,9.351714,-4.755021,1.0,119.850918
64,第201节龙身前把手,-2.626315,-10.844818,1.0,127.4721
64,龙尾后把手,3.474568,10.899076,1.0,130.684704
65,龙头前把手,1.412832,8.004057,1.0,92.851698
65,第1节龙身前把手,4.095582,7.056055,1.0,93.202893
65,第51节龙身前把手,-5.912277,-6.785959,1.0,102.818464
65,第101节龙身前把手,0.802143,9.736709,1.0,111.608737
65,第151节龙身前把手,9.754184,-3.840001,1.0,119.755565
65,第201节龙身前把手,-1.643695,-11.028636,1.0,127.382452
65,龙尾后把手,2.50778,11.153406,1.0,130.597261
66,龙头前把手,0.418699,8.106211,1.0,92.728589
66,第1节龙身前把手,3.197386,7.494222,1.0,93.080248
66,第51节龙身前把手,-5.117452,-7.391948,1.0,102.707301
66,第101节龙身前把手,-0.197177,9.75874,1.0,111.506337
66,第151节龙身前把手,10.067665,-2.890807,1.0,119.660136
66,第201节龙身前把手,-0.648562,-11.123707,1.0,127.292741
66,龙尾后把手,1.52247,11.322298,1.0,130.50976
67,龙头前把手,-0.580452,8.085418,1.0,92.605316
67,第1节龙身前把手,2.252303,7.819125,1.0,92.957442
67,第51节龙身前把手,-4.260271,-7.905961,1.0,102.596018
67,第101节龙身前把手,-1.19351,9.678448,1.0,111.403842
67,第151节龙身前把手,10.289234,-1.916052,1.0,119.564631
67,第201节龙身前把手,0.351087,-11.129203,1.0,127.202966
67,龙尾后把手,0.526166,11.404404,1.0,130.4222
68,龙头前把手,-1.569448,7.941831,1.0,92.481879
68,第1节龙身前把手,1.27452,8.025716,1.0,92.834473
68,第51节龙身前把手,-3.351281,-8.321538,1.0,102.484614
68,第101节龙身前把手,-2.176387,9.496583,1.0,111.301254
68,第151节龙身前把手,10.416796,-0.924605,1.0,119.46905
68,第201节龙身前把手,1.3472,-11.045017,1.0,127.113128
68,龙尾后把手,-0.473499,11.399036,1.0,130.33458
69,龙头前把手,-2.533213,7.677475,1.0,92.358277
69,第1节龙身前把手,0.278773,8.110718,1.0,92.711341
69,第51节龙身前把手,-2.401704,-8.633414,1.0,102.373088
69,第101节龙身前把手,-3.135456,9.214966,1.0,111.19857
69,第151节龙身前把手,10.44911,0.074492,1.0,119.373392
69,第201节龙身前把手,2.331736,-10.871766,1.0,127.023227
69,龙尾后把手,-1.468857,11.306176,1.0,130.246902
70,龙头前把手,-3.456995,7.296226,1.0,92.23451
70,第1节龙身前把手,-0.719869,8.072682,1.0,92.588045
70,第51节龙身前把手,-1.423303,-8.837599,1.0,102.261441
70,第101节龙身前把手,-4.060585,8.836474,1.0,111.095792
70,第151节龙身前把手,10.385807,1.072103,1.0,119.277657
70,第201节龙身前把手,3.296731,-10.610787,1.0,126.933262
70,龙尾后把手,-2.452253,11.12648,1.0,130.159165
71,龙头前把手,-4.326595,6.803767,1.0,92.110576
71,第1节龙身前把手,-1.706236,7.912023,1.0,92.464585
71,第51节龙身前把手,-0.428238,-8.931433,1.0,102.149672
71,第101节龙身前把手,-4.941973,8.365015,1.0,110.992919
71,第151节龙身前把手,10.227389,2.059088,1.0,119.181846
71,第201节龙身前把手,4.234362,-10.264129,1.0,126.843233
71,龙尾后把手,-3.416111,10.861271,1.0,130.071369
72,龙头前把手,-5.128589,6.20751,1.0,91.986475
72,第1节龙身前把手,-2.665281,7.631026,1.0,92.34096
72,第51节龙身前把手,0.571082,-8.913624,1.0,102.03778
72,第101节龙身前把手,-5.770254,7.80549,1.0,110.88995
72,第151节龙身前把手,9.975234,3.026379,1.0,119.085958
72,第201节龙身前把手,5.137013,-9.834541,1.0,126.75314
72,龙尾后把手,-4.352989,10.512538,1.0,129.983513
73,龙头前把手,-5.85054,5.516496,1.0,91.862206
73,第1节龙身前把手,-3.582317,7.233825,1.0,92.217169
73,第51节龙身前把手,1.562154,-8.784272,1.0,101.925766
73,第101节龙身前把手,-6.536599,7.16375,1.0,110.786885
73,第151节龙身前把手,9.631585,3.965069,1.0,118.989992
73,第201节龙身前把手,5.997333,-9.325451,1.0,126.662983
73,龙尾后把手,-5.255641,10.082913,1.0,129.895598
74,龙头前把手,-6.481196,4.741265,1.0,91.73777
74,第1节龙身前把手,-4.44324,6.72635,1.0,92.093212
74,第51节龙身前把手,2.532537,-8.544879,1.0,101.813628
74,第101节龙身前把手,-7.232813,6.446534,1.0,110.683725
74,第151节龙身前把手,9.199533,4.866491,1.0,118.893949
74,第201节龙身前把手,6.8083,-8.740939,1.0,126.572762
74,龙尾后把手,-6.117066,9.575664,1.0,129.807624
75,龙头前把手,-7.010671,3.893702,1.0,91.613164
75,第1节龙身前把手,-5.234752,6.116247,1.0,91.969087
75,第51节龙身前把手,3.47001,-8.198334,1.0,101.701367
75,第101节龙身前把手,-7.851423,5.661401,1.0,110.580468
75,第151节龙身前把手,8.68299,5.722303,1.0,118.797828
75,第201节龙身前把手,7.56328,-8.08571,1.0,126.482476
75,龙尾后把手,-6.930571,8.994662,1.0,129.71959
76,龙头前把手,-7.430612,2.986866,1.0,91.488388
76,第1节龙身前把手,-5.944569,5.412775,1.0,91.844795
76,第51节龙身前把手,4.362726,-7.748884,1.0,101.588982
76,第101节龙身前把手,-8.385764,4.816659,1.0,110.477115
76,第151节龙身前把手,8.086661,6.524563,1.0,118.701629
76,第201节龙身前把手,8.25608,-7.365052,1.0,126.392126
76,龙尾后把手,-7.689821,8.34436,1.0,129.631496
77,龙头前把手,-7.734335,2.034788,1.0,91.363443
77,第1节龙身前把手,-6.561621,4.626673,1.0,91.720335
77,第51节龙身前把手,5.199365,-7.202092,1.0,101.476472
77,第101节龙身前把手,-8.830051,3.921272,1.0,110.373665
77,第151节龙身前把手,7.415999,7.265804,1.0,118.605352
77,第201节龙身前把手,8.881001,-6.5848,1.0,126.301711
77,龙尾后把手,-8.388888,7.629757,1.0,129.543342
78,龙头前把手,-7.916943,1.052266,1.0,91.238326
78,第1节龙身前把手,-7.076228,3.770002,1.0,91.595706
78,第51节龙身前把手,5.969276,-6.564769,1.0,101.363837
78,第101节龙身前把手,-9.179447,2.984774,1.0,110.270118
78,第151节龙身前把手,6.677157,7.939109,1.0,118.508997
78,第201节龙身前把手,9.432888,-5.75129,1.0,126.211232
78,龙尾后把手,-9.0223,6.856361,1.0,129.455128
79,龙头前把手,-7.975412,0.054632,1.0,91.113037
79,第1节龙身前把手,-7.480262,2.855967,1.0,91.470906
79,第51节龙身前把手,6.662622,-5.8449,1.0,101.251078
79,第101节龙身前把手,-9.430117,2.017164,1.0,110.166474
79,第151节龙身前把手,5.87694,8.538173,1.0,118.412564
79,第201节龙身前把手,9.90717,-4.871306,1.0,126.120688
79,龙尾后把手,-9.585083,6.030149,1.0,129.366854
80,龙头前把手,-7.908657,-0.94248,1.0,90.987576
80,第1节龙身前把手,-7.767281,1.898722,1.0,91.345937
80,第51节龙身前把手,7.270505,-5.051543,1.0,101.138192
80,第101节龙身前把手,-9.579277,1.028804,1.0,110.062732
80,第151节龙身前把手,5.022737,9.057365,1.0,118.316052
80,第201节龙身前把手,10.299906,-3.952026,1.0,126.030078
80,龙尾后把手,-10.072805,5.157523,1.0,129.27852
81,龙头前把手,-7.717556,-1.923381,1.0,90.861941
81,第1节龙身前把手,-7.932647,0.913151,1.0,91.220796
81,第51节龙身前把手,7.785087,-4.194722,1.0,101.02518
81,第101节龙身前把手,-9.625228,0.03031,1.0,109.958892
81,第151节龙身前把手,4.122459,9.491787,1.0,118.219461
81,第201节龙身前把手,10.607813,-3.00097,1.0,125.939404
81,龙尾后把手,-10.481611,4.245258,1.0,129.190125
82,龙头前把手,-7.404954,-2.87257,1.0,90.736133
82,第1节龙身前把手,-7.973606,-0.085355,1.0,91.095483
82,第51节龙身前把手,8.199693,-3.285307,1.0,100.912042
82,第101节龙身前把手,-9.567376,-0.967564,1.0,109.854954
82,第151节龙身前把手,3.184466,9.837317,1.0,118.122792
82,第201节龙身前把手,10.828299,-2.025931,1.0,125.848664
82,龙尾后把手,-10.808252,3.300454,1.0,129.10167
83,龙头前把手,-6.97563,-3.774988,1.0,90.61015
83,第1节龙身前把手,-7.889345,-1.08114,1.0,90.969997
83,第51节龙身前把手,8.508907,-2.334877,1.0,100.798777
83,第101节龙身前把手,-9.406249,-1.954041,1.0,109.750918
83,第151节龙身前把手,2.217491,10.090654,1.0,118.026043
83,第201节龙身前把手,10.959486,-1.03492,1.0,125.757858
83,龙尾后把手,-11.050118,2.330481,1.0,129.013154
84,龙头前把手,-6.436233,-4.616253,1.0,90.483991
84,第1节龙身前把手,-7.681018,-2.058526,1.0,90.844338
84,第51节龙身前把手,8.708645,-1.355574,1.0,100.685384
84,第101节龙身前把手,-9.143494,-2.918435,1.0,109.646782
84,第151节龙身前把手,1.230559,10.249352,1.0,117.929215
84,第201节龙身前把手,11.000228,-0.036095,1.0,125.666987
84,龙尾后把手,-11.205255,1.342919,1.0,128.924577
85,龙头前把手,-5.795195,-5.382894,1.0,90.357657
85,第1节龙身前把手,-7.351743,-3.002062,1.0,90.718506
85,第51节龙身前把手,8.796218,-0.359955,1.0,100.571864
85,第101节龙身前把手,-8.781862,-3.85027,1.0,109.542548
85,第151节龙身前把手,0.232906,10.311847,1.0,117.832307
85,第201节龙身前把手,10.950124,0.962304,1.0,125.576051
85,龙尾后把手,-11.272388,0.345503,1.0,128.83594
86,龙头前把手,-5.062599,-6.062579,1.0,90.231145
86,第1节龙身前把手,-6.906566,-3.896766,1.0,90.592498
86,第51节龙身前把手,8.770372,0.639173,1.0,100.458215
86,第101节龙身前把手,-8.325188,-4.739395,1.0,109.438215
86,第151节龙身前把手,-0.766111,10.277473,1.0,117.735319
86,第201节龙身前把手,10.809524,1.952022,1.0,125.485048
86,龙尾后把手,-11.250929,-0.653939,1.0,128.747241
87,龙头前把手,-4.250041,-6.644311,1.0,90.104456
87,第1节龙身前把手,-6.352393,-4.72837,1.0,90.466315
87,第51节龙身前把手,8.631312,1.628912,1.0,100.344437
87,第101节龙身前把手,-7.778352,-5.576091,1.0,109.333782
87,第151节龙身前把手,-1.757097,10.146473,1.0,117.638252
87,第201节龙身前把手,10.579524,2.924858,1.0,125.393979
87,龙尾后把手,-11.140986,-1.647546,1.0,128.658481
88,龙头前把手,-3.370445,-7.11862,1.0,89.977589
88,第1节龙身前把手,-5.697893,-5.483552,1.0,90.339956
88,第51节龙身前把手,8.380711,2.596444,1.0,100.230531
88,第101节龙身前把手,-7.14723,-6.351188,1.0,109.229249
88,第151节龙身前把手,-2.730711,9.920003,1.0,117.541104
88,第201节龙身前把手,10.261969,3.872732,1.0,125.302845
88,龙尾后把手,-10.943364,-2.627489,1.0,128.56966
89,龙头前把手,-2.437869,-7.477726,1.0,89.850542
89,第1节龙身前把手,-4.953373,-6.150151,1.0,90.21342
89,第51节龙身前把手,8.021693,3.529194,1.0,100.116495
89,第101节龙身前把手,-6.438637,-7.056159,1.0,109.124617
89,第151节龙身前把手,-3.677753,9.60012,1.0,117.443876
89,第201节龙身前把手,9.859431,4.787757,1.0,125.211643
89,龙尾后把手,-10.659562,-3.586029,1.0,128.480778
90,龙头前把手,-1.467285,-7.715673,1.0,89.723316
90,第1节龙身前把手,-4.130623,-6.717377,1.0,90.086706
90,第51节龙身前把手,7.558804,4.414997,1.0,100.002329
90,第101节龙身前把手,-5.660254,-7.683221,1.0,109.019883
90,第151节龙身前把手,-4.589249,9.189772,1.0,117.346568
90,第201节龙身前把手,9.375196,5.662299,1.0,125.120376
90,龙尾后把手,-10.291761,-4.515579,1.0,128.391834
91,龙头前把手,-0.474344,-7.82844,1.0,89.595909
91,第1节龙身前把手,-3.24274,-7.175986,1.0,89.959813
91,第51节龙身前把手,6.997955,5.242258,1.0,99.888032
91,第101节龙身前把手,-4.820551,-8.225423,1.0,108.915049
91,第151节龙身前把手,-5.456542,8.692767,1.0,117.249178
91,第201节龙身前把手,8.813238,6.489044,1.0,125.029041
91,龙尾后把手,-9.842813,-5.408767,1.0,128.302829
92,龙头前把手,0.524873,-7.814021,1.0,89.468321
92,第1节龙身前把手,-2.303923,-7.518445,1.0,89.832742
92,第51节龙身前把手,6.346362,6.000107,1.0,99.773604
92,第101节龙身前把手,-3.928695,-8.676727,1.0,108.810114
92,第151节龙身前把手,-6.27137,8.113748,1.0,117.151708
92,第201节龙身前把手,8.178188,7.261064,1.0,124.93764
92,龙尾后把手,-9.316217,-6.258494,1.0,128.213761
93,龙头前把手,1.514117,-7.67247,1.0,89.34055
93,第1节龙身前把手,-1.329255,-7.739064,1.0,89.70549
93,第51节龙身前把手,5.612448,6.678544,1.0,99.659045
93,第101节龙身前把手,-2.994454,-9.032077,1.0,108.705078
93,第151节龙身前把手,-7.025951,7.458145,1.0,117.054157
93,第201节龙身前把手,7.475295,7.97187,1.0,124.846172
93,龙尾后把手,-8.716098,-7.057991,1.0,128.124632
94,龙头前把手,2.47723,-7.405918,1.0,89.212596
94,第1节龙身前把手,-0.33446,-7.834099,1.0,89.578058
94,第51节龙身前把手,4.805749,7.268579,1.0,99.544354
94,第101节龙身前把手,-2.028091,-9.287462,1.0,108.59994
94,第151节龙身前把手,-7.713056,6.732134,1.0,116.956524
94,第201节龙身前把手,6.71039,8.615471,1.0,124.754637
94,龙尾后把手,-8.047169,-7.800871,1.0,128.035441
95,龙头前把手,3.398412,-7.018549,1.0,89.084459
95,第1节龙身前把手,0.66434,-7.80183,1.0,89.450444
95,第51节龙身前把手,3.936789,7.762351,1.0,99.429531
95,第101节龙身前把手,-1.040255,-9.439964,1.0,108.494701
95,第151节龙身前把手,-8.32608,5.942574,1.0,116.85881
95,第201节龙身前把手,5.889835,9.186427,1.0,124.663035
95,龙尾后把手,-7.314704,-8.481189,1.0,127.946187
96,龙头前把手,4.262486,-6.516547,1.0,88.956137
96,第1节龙身前把手,1.650893,-7.642604,1.0,89.322648
96,第51节龙身前把手,3.016951,8.153242,1.0,99.314576
96,第101节龙身前把手,-0.041862,-9.487794,1.0,108.389359
96,第151节龙身前把手,-8.859111,5.096949,1.0,116.761014
96,第201节龙身前把手,5.020474,9.679896,1.0,124.571366
96,龙尾后把手,-6.524493,-9.093481,1.0,127.856871
97,龙头前把手,5.055146,-5.908013,1.0,88.82763
97,第1节龙身前把手,2.609075,-7.358839,1.0,89.194668
97,第51节龙身前把手,2.058326,8.435969,1.0,99.199487
97,第101节龙身前把手,0.956021,-9.430321,1.0,108.283914
97,第151节龙身前把手,-9.306984,4.203298,1.0,116.663135
97,第201节龙身前把手,4.109575,10.091673,1.0,124.479629
97,龙尾后把手,-5.682797,-9.632816,1.0,127.767493
98,龙头前把手,5.763205,-5.202838,1.0,88.698937
98,第1节龙身前把手,3.523158,-6.955004,1.0,89.066505
98,第51节龙身前把手,1.073563,8.606665,1.0,99.084264
98,第101节龙身前把手,1.942302,-9.268081,1.0,108.178367
98,第151节龙身前把手,-9.665339,3.270141,1.0,116.565175
98,第201节龙身前把手,3.164771,10.418236,1.0,124.387824
98,龙尾后把手,-4.796304,-10.094837,1.0,127.678052
99,龙头前把手,6.37482,-4.412557,1.0,88.570056
99,第1节龙身前把手,4.378072,-6.437558,1.0,88.938157
99,第51节龙身前把手,0.075703,8.662934,1.0,98.968907
99,第101节龙身前把手,2.905985,-9.00278,1.0,108.072717
99,第151节龙身前把手,-9.930663,2.306397,1.0,116.467133
99,第201节龙身前把手,2.193999,10.656769,1.0,124.295951
99,龙尾后把手,-3.872072,-10.475794,1.0,127.588549
100,龙头前把手,6.879697,-3.55017,1.0,88.440988
100,第1节龙身前把手,5.159653,-5.814859,1.0,88.809624
100,第51节龙身前把手,-0.921996,8.603896,1.0,98.853416
100,第101节龙身前把手,3.836295,-8.637278,1.0,107.966963
100,第151节龙身前把手,-10.100328,1.321302,1.0,116.369007
100,第201节龙身前把手,1.205431,10.805194,1.0,124.204011
100,龙尾后把手,-2.917478,-10.772579,1.0,127.498983
101,龙头前把手,7.269274,-2.629932,1.0,88.311731
101,第1节龙身前把手,5.85489,-5.097039,1.0,88.680905
101,第51节龙身前把手,-1.90623,8.430203,1.0,98.737789
101,第101节龙身前把手,4.722798,-8.175564,1.0,107.861106
101,第151节龙身前把手,-10.172621,0.324322,1.0,116.270799
101,第201节龙身前把手,0.20741,10.862191,1.0,124.112002
101,龙尾后把手,-1.940157,-10.982753,1.0,127.409353
102,龙头前把手,7.536876,-1.667127,1.0,88.182285
102,第1节龙身前把手,6.452144,-4.29585,1.0,88.551998
102,第51节龙身前把手,-2.863829,8.144044,1.0,98.622027
102,第101节龙身前把手,5.555519,-7.622717,1.0,107.755145
102,第151节龙身前把手,-10.146763,-0.674941,1.0,116.172508
102,第201节龙身前把手,-0.791624,10.82721,1.0,124.019925
102,龙尾后把手,-0.947941,-11.104567,1.0,127.319661
103,龙头前把手,7.677846,-0.677821,1.0,88.052649
103,第1节龙身前把手,6.941352,-3.424479,1.0,88.422904
103,第51节龙身前把手,-3.781935,7.749122,1.0,98.506129
103,第101节龙身前把手,6.325059,-6.984853,1.0,107.649079
103,第151节龙身前把手,-10.02292,-1.666837,1.0,116.074134
103,第201节龙身前把手,-1.783205,10.70048,1.0,123.92778
103,龙尾后把手,0.051197,-11.13698,1.0,127.229905
104,龙头前把手,7.689629,0.321408,1.0,87.922821
104,第1节龙身前把手,7.314209,-2.497341,1.0,88.29362
104,第51节龙身前把手,-4.648171,7.250611,1.0,98.390095
104,第101节龙身前把手,7.022701,-6.269063,1.0,107.542909
104,第151节龙身前把手,-9.802209,-2.641762,1.0,115.975676
104,第201节龙身前把手,-2.758908,10.483008,1.0,123.835566
104,龙尾后把手,1.049217,-11.079667,1.0,127.140087
105,龙头前把手,7.571838,1.313737,1.0,87.792802
105,第1节龙身前把手,7.564317,-1.529845,1.0,88.164148
105,第51节龙身前把手,-5.450819,6.655101,1.0,98.273923
105,第101节龙身前把手,7.640514,-5.483336,1.0,107.436634
105,第151节龙身前把手,-9.486687,-3.590253,1.0,115.877135
105,第201节龙身前把手,-3.710428,10.176575,1.0,123.743284
105,龙尾后把手,2.038067,-10.933028,1.0,127.050204
106,龙头前把手,7.326274,2.282388,1.0,87.662589
106,第1节龙身前把手,7.687305,-0.538142,1.0,88.034484
106,第51节龙身前把手,-6.178974,5.970512,1.0,98.157614
106,第101节龙身前把手,8.171441,-4.636475,1.0,107.330254
106,第151节龙身前把手,-9.079336,-4.503081,1.0,115.77851
106,第201节龙身前把手,-4.629644,9.783726,1.0,123.650932
106,龙尾后把手,3.009753,-10.698184,1.0,126.960258
107,龙头前把手,6.956909,3.21091,1.0,87.532183
107,第1节龙身前把手,7.680921,0.461135,1.0,87.90463
107,第51节龙身前把手,-6.822703,5.205996,1.0,98.041167
107,第101节龙身前把手,8.609392,-3.738002,1.0,107.223768
107,第151节龙身前把手,-8.58404,-5.371338,1.0,115.6798
107,第201节龙身前把手,-5.508695,9.307744,1.0,123.558512
107,龙尾后把手,3.956404,-10.376972,1.0,126.870248
108,龙头前把手,6.46984,4.083459,1.0,87.401583
108,第1节龙身前把手,7.545083,1.451154,1.0,87.774583
108,第51节龙身前把手,-7.373179,4.371824,1.0,97.924582
108,第101节龙身前把手,8.94931,-2.79805,1.0,107.117177
108,第151节龙身前把手,-8.005549,-6.186529,1.0,115.581007
108,第201节龙身前把手,-6.340044,8.752635,1.0,123.466022
108,龙尾后把手,4.870334,-9.971934,1.0,126.780175
109,龙头前把手,5.873196,4.885077,1.0,87.270787
109,第1节龙身前把手,7.281898,2.415167,1.0,87.644344
109,第51节龙身前把手,-7.822812,3.479246,1.0,97.807857
109,第101节龙身前把手,9.187236,-1.827255,1.0,107.010479
109,第151节龙身前把手,-7.349438,-6.940653,1.0,115.482128
109,第201节龙身前把手,-7.116544,8.123084,1.0,123.373463
109,龙尾后把手,5.744106,-9.486295,1.0,126.690037
110,龙头前把手,5.177017,5.60195,1.0,87.139794
110,第1节龙身前把手,6.89564,3.336789,1.0,87.513911
110,第51节龙身前把手,-8.16536,2.540351,1.0,97.690993
110,第101节龙身前把手,9.320362,-0.836636,1.0,106.903675
110,第151节龙身前把手,-6.622052,-7.626287,1.0,115.383166
110,第201节龙身前把手,-7.831504,7.424431,1.0,123.280835
110,龙尾后把手,6.570595,-8.923944,1.0,126.599835
111,龙头前把手,4.393097,6.221655,1.0,87.008605
111,第1节龙身前把手,6.392696,4.200285,1.0,87.383283
111,第51节龙身前把手,-8.396017,1.567903,1.0,97.573989
111,第101节龙身前把手,9.347065,0.162531,1.0,106.796763
111,第151节龙身前把手,-5.830455,-8.23666,1.0,115.284118
111,第201节龙身前把手,-8.478746,6.662615,1.0,123.188137
111,龙尾后把手,7.343042,-8.2894,1.0,126.509569
112,龙头前把手,3.534789,6.733387,1.0,86.877217
112,第1节龙身前把手,5.781471,4.990841,1.0,87.252459
112,第51节龙身前把手,-8.511495,0.575168,1.0,97.456845
112,第101节龙身前把手,9.266935,1.158837,1.0,106.689745
112,第151节龙身前把手,-4.982353,-8.765721,1.0,115.184985
112,第201节龙身前把手,-9.052656,5.844135,1.0,123.095369
112,龙尾后把手,8.055118,-7.587782,1.0,126.419238
113,龙头前把手,2.616793,7.128153,1.0,86.745631
113,第1节龙身前把手,5.072261,5.694823,1.0,87.12144
113,第51节龙身前把手,-8.510071,-0.424258,1.0,97.33956
113,第101节龙身前把手,9.080781,2.140871,1.0,106.58262
113,第151节龙身前把手,-4.086033,-9.208202,1.0,115.085766
113,第201节龙身前把手,-9.548244,4.975991,1.0,123.002531
113,龙尾后把手,8.70097,-6.824765,1.0,126.328843
114,龙头前把手,1.654907,7.398946,1.0,86.613844
114,第1节龙身前把手,4.277089,6.300023,1.0,86.990222
114,第51节龙身前把手,-8.391625,-1.41664,1.0,97.222133
114,第101节龙身前把手,8.790635,3.097353,1.0,106.475386
114,第151节龙身前把手,-3.150273,-9.559673,1.0,114.986462
114,第201节龙身前把手,-9.961178,4.065625,1.0,122.909623
114,龙尾后把手,9.275274,-6.00654,1.0,126.238383
115,龙头前把手,0.665763,7.540876,1.0,86.481857
115,第1节龙身前把手,3.409512,6.795877,1.0,86.858807
115,第51节龙身前把手,-8.15765,-2.38829,1.0,97.104565
115,第101节龙身前把手,8.399727,4.017261,1.0,106.368045
115,第151节龙身前把手,-2.184266,-9.816593,1.0,114.887073
115,第201节龙身前把手,-10.287834,3.120863,1.0,122.816645
115,龙尾后把手,9.773281,-5.139761,1.0,126.147858
116,龙头前把手,-0.333454,7.551278,1.0,86.349668
116,第1节龙身前把手,2.484398,7.173662,1.0,86.727193
116,第51节龙身前把手,-7.811239,-3.325757,1.0,96.986853
116,第101节龙身前把手,7.912458,4.889962,1.0,106.260595
116,第151节龙身前把手,-1.197526,-9.976341,1.0,114.787597
116,第201节龙身前把手,-10.525323,2.149844,1.0,122.723596
116,龙尾后把手,10.190856,-4.231495,1.0,126.057268
117,龙头前把手,-1.325309,7.429771,1.0,86.217276
117,第1节龙身前把手,1.517679,7.426658,1.0,86.595378
117,第51节龙身前把手,-7.357056,-4.216016,1.0,96.868999
117,第101节龙身前把手,7.334358,5.705337,1.0,106.153036
117,第151节龙身前把手,-0.199797,-10.037254,1.0,114.688035
117,第201节龙身前把手,-10.671521,1.160954,1.0,122.630477
117,龙尾后把手,10.524516,-3.289164,1.0,125.966613
118,龙头前把手,-2.292412,7.178281,1.0,86.084681
118,第1节龙身前把手,0.526082,7.550284,1.0,86.463363
118,第51节龙身前把手,-6.801276,-5.046647,1.0,96.751001
118,第101节龙身前把手,6.672018,6.453896,1.0,106.045368
118,第151节龙身前把手,0.799043,-9.998642,1.0,114.588386
118,第201节龙身前把手,-10.725093,0.162752,1.0,122.537287
118,龙尾后把手,10.771458,-2.320488,1.0,125.875893
119,龙头前把手,-3.21773,6.801032,1.0,85.951882
119,第1节龙身前把手,-0.473157,7.542189,1.0,86.331145
119,第51节龙身前把手,-6.151511,-5.806018,1.0,96.632859
119,第101节龙身前把手,5.933032,7.126898,1.0,105.937591
119,第151节龙身前把手,1.78908,-9.860804,1.0,114.488651
119,第201节龙身前把手,-10.685504,-0.836101,1.0,122.444026
119,龙尾后把手,10.929588,-1.333417,1.0,125.785107
120,龙头前把手,-4.084887,6.304479,1.0,85.818876
120,第1节龙身前把手,-1.462588,7.402315,1.0,86.198725
120,第51节龙身前把手,-5.416715,-6.483446,1.0,96.514573
120,第101节龙身前把手,5.125902,7.71645,1.0,105.829704
120,第151节龙身前把手,2.760459,-9.625023,1.0,114.388829
120,第201节龙身前把手,-10.553026,-1.826921,1.0,122.350694
120,龙尾后把手,10.99754,-0.336073,1.0,125.694256
121,龙头前把手,-4.878461,5.69722,1.0,85.685665
121,第1节龙身前把手,-2.424855,7.132913,1.0,86.066102
121,第51节龙身前把手,-4.607061,-7.069356,1.0,96.396141
121,第101节龙身前把手,4.259952,8.215608,1.0,105.721707
121,第151节龙身前把手,3.703487,-9.293563,1.0,114.288919
121,第201节龙身前把手,-10.328742,-2.801072,1.0,122.257291
121,龙尾后把手,10.974688,0.663321,1.0,125.603339
122,龙头前把手,-5.584261,4.989857,1.0,85.552246
122,第1节龙身前把手,-3.342998,6.738522,1.0,85.933273
122,第51节龙身前把手,-3.73381,-7.555423,1.0,96.277564
122,第101节龙身前把手,3.345219,8.61846,1.0,105.6136
122,第151节龙身前把手,4.60873,-8.869649,1.0,114.188922
122,第201节龙身前把手,-10.014541,-3.750045,1.0,122.163816
122,龙尾后把手,10.861155,1.656508,1.0,125.512356
123,龙头前把手,-6.189594,4.194819,1.0,85.418618
123,第1节龙身前把手,-4.200756,6.225905,1.0,85.800239
123,第51节龙身前把手,-2.809158,-7.934691,1.0,96.158841
123,第101节龙身前把手,2.392341,8.920201,1.0,105.505381
123,第151节龙身前把手,5.467104,-8.357439,1.0,114.088838
123,第201节龙身前把手,-9.613097,-4.66553,1.0,122.07027
123,龙尾后把手,10.657815,2.635263,1.0,125.421307
124,龙头前把手,-6.6835,3.326163,1.0,85.284782
124,第1节龙身前把手,-4.982864,5.60395,1.0,85.666999
124,第51节龙身前把手,-1.846071,-8.201686,1.0,96.039971
124,第101节龙身前把手,1.412435,9.117195,1.0,105.397052
124,第151节龙身前把手,6.269972,-7.761984,1.0,113.988665
124,第201节龙身前把手,-9.127856,-5.539493,1.0,121.976652
124,龙尾后把手,10.36629,3.591465,1.0,125.330192
125,龙头前把手,-7.056962,2.399324,1.0,85.150735
125,第1节龙身前把手,-5.675326,4.883524,1.0,85.533551
125,第51节龙身前把手,-0.858105,-8.352498,1.0,95.920953
125,第101节龙身前把手,0.41697,9.207025,1.0,105.288611
125,第151节龙身前把手,7.009231,-7.089185,1.0,113.888405
125,第201节龙身前把手,-8.563006,-6.364243,1.0,121.882962
125,龙尾后把手,9.988933,4.517159,1.0,125.239011
126,龙头前把手,-7.303085,1.430861,1.0,85.016476
126,第1节龙身前把手,-6.265677,4.0773,1.0,85.399894
126,第51节龙身前把手,0.140779,-8.384849,1.0,95.801788
126,第101节龙身前把手,-0.582367,9.188523,1.0,105.180059
126,第151节龙身前把手,7.677397,-6.345737,1.0,113.788056
126,第201节龙身前把手,-7.923444,-7.132506,1.0,121.7892
126,龙尾后把手,9.528821,5.404629,1.0,125.147763
127,龙头前把手,-7.417235,0.438155,1.0,84.882006
127,第1节龙身前把手,-6.743216,3.19954,1.0,85.266028
127,第51节龙身前把手,1.136417,-8.298132,1.0,95.682474
