case,material_id,stage1_cnc,stage1_load_start_s,stage1_unload_start_s,stage2_cnc,stage2_load_start_s,stage2_unload_start_s
3,6,5,578.0,1065.0,7,1142.0,1351.0
3,7,6,605.0,1092.0,3,1201.0,1410.0
3,8,8,805.0,1319.0,7,1351.0,1629.0
3,9,2,974.0,1461.0,1,1493.0,1733.0
3,10,5,1065.0,1552.0,7,1629.0,1838.0
3,11,6,1092.0,1579.0,3,1688.0,1897.0
3,12,8,1319.0,1806.0,7,1838.0,2116.0
3,13,2,1461.0,1948.0,1,1980.0,2220.0
3,14,5,1552.0,2039.0,7,2116.0,2325.0
3,15,6,1579.0,2066.0,3,2175.0,2384.0
3,16,8,1806.0,2293.0,7,2325.0,2603.0
3,17,2,1948.0,2435.0,1,2467.0,2707.0
3,18,5,2039.0,2526.0,7,2603.0,2812.0
3,19,6,2066.0,2553.0,3,2662.0,2871.0
3,20,8,2293.0,2780.0,7,2812.0,3090.0
3,21,2,2435.0,2922.0,1,2954.0,3194.0
3,22,5,2526.0,3013.0,7,3090.0,3299.0
3,23,6,2553.0,3040.0,3,3149.0,3358.0
3,24,8,2780.0,3267.0,7,3299.0,3577.0
3,25,2,2922.0,3409.0,1,3441.0,3681.0
3,26,5,3013.0,3500.0,7,3577.0,3786.0
3,27,6,3040.0,3527.0,3,3636.0,3845.0
3,28,8,3267.0,3754.0,7,3786.0,4064.0
3,29,2,3409.0,3896.0,1,3928.0,4168.0
3,30,5,3500.0,3987.0,7,4064.0,4273.0
3,31,6,3527.0,4014.0,3,4123.0,4332.0
3,32,8,3754.0,4241.0,7,4273.0,4551.0
3,33,2,3896.0,4383.0,1,4415.0,4655.0
3,34,5,3987.0,4474.0,7,4551.0,4760.0
3,35,6,4014.0,4501.0,3,4610.0,4819.0
3,36,8,4241.0,4728.0,7,4760.0,5038.0
3,37,2,4383.0,4870.0,1,4902.0,5142.0
3,38,5,4474.0,4961.0,7,5038.0,5247.0
3,39,6,4501.0,4988.0,3,5097.0,5306.0
3,40,8,4728.0,5215.0,7,5247.0,5525.0
3,41,2,4870.0,5357.0,1,5389.0,5629.0
3,42,5,4961.0,5448.0,7,5525.0,5734.0
3,43,6,4988.0,5475.0,3,5584.0,5793.0
3,44,8,5215.0,5702.0,7,5734.0,6012.0
3,45,2,5357.0,5844.0,1,5876.0,6116.0
3,46,5,5448.0,5935.0,7,6012.0,6221.0
3,47,6,5475.0,5962.0,3,6071.0,6280.0
3,48,8,5702.0,6189.0,7,6221.0,6499.0
3,49,2,5844.0,6331.0,1,6363.0,6603.0
3,50,5,5935.0,6422.0,7,6499.0,6708.0
3,51,6,5962.0,6449.0,3,6558.0,6767.0
3,52,8,6189.0,6676.0,7,6708.0,6986.0
3,53,2,6331.0,6818.0,1,6850.0,7090.0
3,54,5,6422.0,6909.0,7,6986.0,7195.0
3,55,6,6449.0,6936.0,3,7045.0,7254.0
3,56,8,6676.0,7163.0,7,7195.0,7473.0
3,57,2,6818.0,7305.0,1,7337.0,7577.0
3,58,5,6909.0,7396.0,7,7473.0,7682.0
3,59,6,6936.0,7423.0,3,7532.0,7741.0
3,60,8,7163.0,7650.0,7,7682.0,7960.0
3,61,2,7305.0,7792.0,1,7824.0,8064.0
3,62,5,7396.0,7883.0,7,7960.0,8169.0
3,63,6,7423.0,7910.0,3,8019.0,8228.0
3,64,8,7650.0,8137.0,7,8169.0,8447.0
3,65,2,7792.0,8279.0,1,8311.0,8551.0
3,66,5,7883.0,8370.0,7,8447.0,8656.0
3,67,6,7910.0,8397.0,3,8506.0,8715.0
3,68,8,8137.0,8624.0,7,8656.0,8934.0
3,69,2,8279.0,8766.0,1,8798.0,9038.0
3,70,5,8370.0,8857.0,7,8934.0,9143.0
3,71,6,8397.0,8884.0,3,8993.0,9202.0
3,72,8,8624.0,9111.0,7,9143.0,9421.0
3,73,2,8766.0,9253.0,1,9285.0,9525.0
3,74,5,8857.0,9344.0,7,9421.0,9630.0
3,75,6,8884.0,9371.0,3,9480.0,9689.0
3,76,8,9111.0,9598.0,7,9630.0,9908.0
3,77,2,9253.0,9740.0,1,9772.0,10012.0
3,78,5,9344.0,9831.0,7,9908.0,10122.398507
3,80,8,9598.0,10090.398507,7,10122.398507,10395.0
3,81,2,9740.0,10227.0,1,10259.0,10504.0
3,82,5,9831.0,10318.0,7,10395.0,10609.398507
3,83,6,9858.0,10345.0,4,10454.0,10668.398507
3,84,8,10090.398507,10577.398507,7,10609.398507,10886.398507
3,85,2,10227.0,10718.398507,1,10750.398507,10995.398507
3,86,5,10318.0,10809.398507,7,10886.398507,11100.398507
3,87,6,10345.0,10836.398507,4,10945.398507,11159.398507
3,88,8,10577.398507,11068.398507,7,11100.398507,11377.398507
3,89,2,10718.398507,11209.398507,1,11241.398507,11481.398507
3,90,5,10809.398507,11300.398507,7,11377.398507,11587.398507
3,91,6,10836.398507,11327.398507,3,11436.398507,11646.398507
3,92,8,11068.398507,11555.398507,7,11587.398507,11864.398507
3,93,2,11209.398507,11696.398507,1,11728.398507,11968.398507
3,94,5,11300.398507,11787.398507,7,11864.398507,12074.398507
3,95,6,11327.398507,11814.398507,3,11923.398507,12133.398507
3,96,8,11555.398507,12042.398507,7,12074.398507,12351.398507
3,97,2,11696.398507,12183.398507,1,12215.398507,12455.398507
3,98,5,11787.398507,12274.398507,7,12351.398507,12561.398507
3,99,6,11814.398507,12301.398507,3,12410.398507,12620.398507
3,100,8,12042.398507,12529.398507,7,12561.398507,12838.398507
3,101,2,12183.398507,12670.398507,1,12702.398507,12942.398507
3,102,5,12274.398507,12761.398507,7,12838.398507,13048.398507
3,103,6,12301.398507,12788.398507,3,12897.398507,13107.398507
3,104,8,12529.398507,13016.398507,7,13048.398507,13325.398507
3,105,2,12670.398507,13157.398507,1,13189.398507,13429.398507
3,106,5,12761.398507,13248.398507,7,13325.398507,13535.398507
3,107,6,12788.398507,13275.398507,3,13384.398507,13594.398507
3,108,8,13016.398507,13503.398507,7,13535.398507,13812.398507
3,109,2,13157.398507,13644.398507,1,13676.398507,13916.398507
3,110,5,13248.398507,13735.398507,7,13812.398507,14022.398507
3,111,6,13275.398507,13762.398507,3,13871.398507,14081.398507
3,112,8,13503.398507,13990.398507,7,14022.398507,14299.398507
3,113,2,13644.398507,14131.398507,1,14163.398507,14403.398507
3,114,5,13735.398507,14222.398507,7,14299.398507,14509.398507
3,115,6,13762.398507,14249.398507,3,14358.398507,14568.398507
3,116,8,13990.398507,14477.398507,7,14509.398507,14786.398507
3,117,2,14131.398507,14618.398507,1,14650.398507,14890.398507
3,118,5,14222.398507,14709.398507,7,14786.398507,14996.398507
3,119,6,14249.398507,14736.398507,3,14845.398507,15055.398507
3,120,8,14477.398507,14964.398507,7,14996.398507,15273.398507
3,121,2,14618.398507,15105.398507,1,15137.398507,15377.398507
3,122,5,14709.398507,15196.398507,7,15273.398507,15483.398507
3,123,6,14736.398507,15223.398507,3,15332.398507,15542.398507
3,124,8,14964.398507,15451.398507,7,15483.398507,15760.398507
3,125,2,15105.398507,15592.398507,1,15624.398507,15864.398507
3,126,5,15196.398507,15683.398507,7,15760.398507,15970.398507
3,127,6,15223.398507,15710.398507,3,15819.398507,16029.398507
3,128,8,15451.398507,15938.398507,7,15970.398507,16247.398507
3,129,2,15592.398507,16079.398507,1,16111.398507,16351.398507
3,130,5,15683.398507,16170.398507,7,16247.398507,16457.398507
3,131,6,15710.398507,16197.398507,3,16306.398507,16516.398507
3,132,8,15938.398507,16425.398507,7,16457.398507,16734.398507
3,133,2,16079.398507,16566.398507,1,16598.398507,16838.398507
3,134,5,16170.398507,16657.398507,7,16734.398507,16944.398507
3,135,6,16197.398507,16684.398507,3,16793.398507,17003.398507
3,136,8,16425.398507,16912.398507,7,16944.398507,17221.398507
3,137,2,16566.398507,17053.398507,1,17085.398507,17325.398507
3,138,5,16657.398507,17144.398507,7,17221.398507,17431.398507
3,139,6,16684.398507,17171.398507,3,17280.398507,17490.398507
3,140,8,16912.398507,17399.398507,7,17431.398507,17708.398507
3,141,2,17053.398507,17540.398507,1,17572.398507,17812.398507
3,142,5,17144.398507,17631.398507,7,17708.398507,17918.398507
3,143,6,17171.398507,17658.398507,3,17767.398507,17977.398507
3,144,8,17399.398507,17886.398507,7,17918.398507,18195.398507
3,145,2,17540.398507,18027.398507,1,18059.398507,18299.398507
3,146,5,17631.398507,18118.398507,7,18195.398507,18405.398507
3,147,6,17658.398507,18145.398507,3,18254.398507,18464.398507
3,148,8,17886.398507,18373.398507,7,18405.398507,18682.398507
3,149,2,18027.398507,18514.398507,1,18546.398507,18786.398507
3,150,5,18118.398507,18605.398507,7,18682.398507,18892.398507
3,151,6,18145.398507,18632.398507,3,18741.398507,18951.398507
3,152,8,18373.398507,18860.398507,7,18892.398507,19169.398507
3,153,2,18514.398507,19001.398507,1,19033.398507,19273.398507
3,154,5,18605.398507,19092.398507,7,19169.398507,19379.398507
3,155,6,18632.398507,19119.398507,3,19228.398507,19438.398507
3,156,8,18860.398507,19347.398507,7,19379.398507,19656.398507
3,157,2,19001.398507,19488.398507,1,19520.398507,19760.398507
3,158,5,19092.398507,19579.398507,7,19656.398507,19866.398507
3,159,6,19119.398507,19606.398507,3,19715.398507,19925.398507
3,160,8,19347.398507,19834.398507,7,19866.398507,20143.398507
3,161,2,19488.398507,19975.398507,1,20007.398507,20247.398507
3,162,5,19579.398507,20066.398507,7,20143.398507,20353.398507
3,163,6,19606.398507,20093.398507,3,20202.398507,20412.398507
3,164,8,19834.398507,20321.398507,7,20353.398507,20630.398507
3,165,2,19975.398507,20462.398507,1,20494.398507,20734.398507
3,166,5,20066.398507,20553.398507,7,20630.398507,20843.398507
3,167,6,20093.398507,20580.398507,3,20689.398507,20902.398507
3,168,8,20321.398507,20811.398507,7,20843.398507,21054.398507
3,169,2,20462.398507,20949.398507,1,20981.398507,21194.398507
3,171,6,20580.398507,21099.398507,3,21149.398507,21389.398507
3,172,8,20811.398507,21298.398507,7,21330.398507,21572.398507
3,173,2,20949.398507,21436.398507,1,21468.398507,21712.398507
3,174,6,21099.398507,21617.398507,3,21667.398507,21876.398507
3,175,8,21298.398507,21785.398507,7,21817.398507,22059.398507
3,176,2,21436.398507,21923.398507,1,21955.398507,22231.398507
3,178,6,21617.398507,22104.398507,3,22186.398507,22400.398507
3,179,8,21785.398507,22304.398507,4,22368.398507,22608.398507
3,180,2,21923.398507,22445.398507,1,22477.398507,22758.398507
3,181,5,22014.398507,22536.398507,3,22581.398507,22803.398507
3,182,6,22104.398507,22658.398507,4,22708.398507,22953.398507
3,183,8,22304.398507,22862.398507,7,22894.398507,23108.398507
3,184,2,22445.398507,23003.398507,1,23035.398507,23248.398507
3,186,6,22658.398507,23153.398507,3,23203.398507,23440.398507
3,187,8,22862.398507,23349.398507,7,23381.398507,23595.398507
3,188,2,23003.398507,23490.398507,1,23522.398507,23762.398507
3,189,6,23153.398507,23640.398507,3,23717.398507,23927.398507
3,190,8,23349.398507,23836.398507,7,23868.398507,24082.398507
3,191,2,23490.398507,23977.398507,1,24009.398507,24281.398507
3,192,6,23640.398507,24127.398507,3,24204.398507,24445.398507
3,193,5,23672.398507,24159.398507,4,24231.398507,24472.398507
3,194,8,23836.398507,24354.398507,7,24386.398507,24691.398507
3,195,2,23977.398507,24522.398507,1,24554.398507,24795.398507
3,196,6,24127.398507,24614.398507,7,24691.398507,24900.398507
3,197,5,24159.398507,24646.398507,3,24750.398507,24959.398507
3,198,8,24354.398507,24868.398507,7,24900.398507,25178.398507
3,199,2,24522.398507,25009.398507,1,25041.398507,25282.398507
3,200,6,24614.398507,25101.398507,7,25178.398507,25387.398507
3,201,5,24646.398507,25133.398507,3,25237.398507,25446.398507
3,202,8,24868.398507,25355.398507,7,25387.398507,25665.398507
3,203,2,25009.398507,25496.398507,1,25528.398507,25769.398507
3,204,6,25101.398507,25588.398507,7,25665.398507,25874.398507
3,205,5,25133.398507,25620.398507,3,25724.398507,25933.398507
3,206,8,25355.398507,25842.398507,7,25874.398507,26152.398507
3,207,2,25496.398507,25983.398507,1,26015.398507,26256.398507
3,208,6,25588.398507,26075.398507,7,26152.398507,26361.398507
3,209,5,25620.398507,26107.398507,3,26211.398507,26420.398507
3,210,8,25842.398507,26329.398507,7,26361.398507,26639.398507
3,211,2,25983.398507,26470.398507,1,26502.398507,26743.398507
3,212,6,26075.398507,26562.398507,7,26639.398507,26848.398507
3,213,5,26107.398507,26594.398507,3,26698.398507,26907.398507
3,214,8,26329.398507,26816.398507,7,26848.398507,27126.398507
3,215,2,26470.398507,26957.398507,1,26989.398507,27230.398507
3,216,6,26562.398507,27049.398507,7,27126.398507,27335.398507
3,217,5,26594.398507,27081.398507,3,27185.398507,27394.398507
3,218,8,26816.398507,27303.398507,7,27335.398507,27613.398507
3,219,2,26957.398507,27444.398507,1,27476.398507,27717.398507
3,220,6,27049.398507,27536.398507,7,27613.398507,27822.398507
3,221,5,27081.398507,27568.398507,3,27672.398507,27881.398507
3,222,8,27303.398507,27790.398507,7,27822.398507,28100.398507
3,223,2,27444.398507,27931.398507,1,27963.398507,28204.398507
3,224,6,27536.398507,28023.398507,7,28100.398507,28309.398507
3,225,5,27568.398507,28055.398507,3,28159.398507,28368.398507
3,226,8,27790.398507,28277.398507,7,28309.398507,28587.398507
3,227,2,27931.398507,28418.398507,1,28450.398507,28691.398507
3,228,6,28023.398507,28510.398507,7,28587.398507,28796.398507
