case,material_id,cnc,load_start_s,unload_start_s
3,132,6,9413.0,9990.0
3,133,7,9463.0,10040.0
3,134,8,9490.0,10067.0
3,135,4,9726.109077,10303.109077
3,136,1,9776.109077,10353.109077
3,137,3,9821.109077,10398.109077
3,138,2,9866.109077,10443.109077
3,139,5,9943.0,10515.0
3,140,6,9990.0,10567.0
3,141,7,10040.0,10617.0
3,142,8,10067.0,10644.0
3,143,4,10303.109077,10880.109077
3,144,1,10353.109077,10930.109077
3,145,3,10398.109077,10975.109077
3,146,2,10443.109077,11020.109077
3,147,5,10515.0,11087.0
3,148,6,10567.0,11144.0
3,149,7,10617.0,11194.0
3,150,8,10644.0,11221.0
3,151,4,10880.109077,11457.109077
3,152,1,10930.109077,11507.109077
3,153,3,10975.109077,11552.109077
3,154,2,11020.109077,11597.109077
3,156,6,11144.0,11721.0
3,157,7,11194.0,11771.0
3,158,8,11221.0,11798.0
3,159,4,11457.109077,12034.109077
3,160,1,11507.109077,12084.109077
3,162,2,11597.109077,12202.109077
3,163,6,11721.0,12298.0
3,164,7,11771.0,12348.0
3,165,8,11798.0,12375.0
3,166,4,12034.109077,12611.109077
3,167,1,12084.109077,12661.109077
3,168,5,12143.109077,12720.109077
3,169,2,12202.109077,12779.109077
3,170,6,12298.0,12875.0
3,171,7,12348.0,12925.0
3,172,8,12375.0,12952.0
3,173,4,12611.109077,13188.109077
3,174,1,12661.109077,13238.109077
3,175,5,12720.109077,13297.109077
3,176,2,12779.109077,13356.109077
3,177,3,12829.109077,13406.109077
3,178,6,12875.0,13452.0
3,179,7,12925.0,13502.0
3,180,8,12952.0,13529.0
3,181,4,13188.109077,13765.109077
3,182,1,13238.109077,13815.109077
3,183,5,13297.109077,13874.109077
3,184,2,13356.109077,13933.109077
3,185,3,13406.109077,13983.109077
3,186,6,13452.0,14029.0
3,187,7,13502.0,14079.0
3,188,8,13529.0,14106.0
3,189,4,13765.109077,14342.109077
3,190,1,13815.109077,14392.109077
3,191,5,13874.109077,14451.109077
3,192,2,13933.109077,14510.109077
3,193,3,13983.109077,14560.109077
3,194,6,14029.0,14606.0
3,195,7,14079.0,14656.0
3,196,8,14106.0,14683.0
3,197,4,14342.109077,14919.109077
3,198,1,14392.109077,14969.109077
3,199,5,14451.109077,15028.109077
3,200,2,14510.109077,15087.109077
3,201,3,14560.109077,15137.109077
3,202,6,14606.0,15183.0
3,203,7,14656.0,15233.0
3,204,8,14683.0,15260.0
3,205,4,14919.109077,15496.109077
3,206,1,14969.109077,15546.109077
3,207,5,15028.109077,15605.109077
3,208,2,15087.109077,15664.109077
3,209,3,15137.109077,15714.109077
3,210,6,15183.0,15760.0
3,211,7,15233.0,15810.0
3,212,8,15260.0,15837.0
3,213,4,15496.109077,16073.109077
3,214,1,15546.109077,16123.109077
3,215,5,15605.109077,16182.109077
3,216,2,15664.109077,16241.109077
3,217,3,15714.109077,16291.109077
3,218,6,15760.0,16337.0
3,219,7,15810.0,16387.0
3,220,8,15837.0,16414.0
3,221,4,16073.109077,16650.109077
3,222,1,16123.109077,16700.109077
3,223,5,16182.109077,16759.109077
3,224,2,16241.109077,16818.109077
3,225,3,16291.109077,16868.109077
3,226,6,16337.0,16914.0
3,227,7,16387.0,16964.0
3,228,8,16414.0,16991.0
3,229,4,16650.109077,17227.109077
3,230,1,16700.109077,17277.109077
3,231,5,16759.109077,17336.109077
3,232,2,16818.109077,17395.109077
3,233,3,16868.109077,17445.109077
3,234,6,16914.0,17491.0
3,235,7,16964.0,17541.0
3,236,8,16991.0,17568.0
3,237,4,17227.109077,17804.109077
3,238,1,17277.109077,17854.109077
3,239,5,17336.109077,17913.109077
3,240,2,17395.109077,17972.109077
3,241,3,17445.109077,18022.109077
3,242,6,17491.0,18068.0
3,243,7,17541.0,18118.0
3,244,8,17568.0,18145.0
3,245,4,17804.109077,18381.109077
3,246,1,17854.109077,18431.109077
3,247,5,17913.109077,18490.109077
3,248,2,17972.109077,18549.109077
3,249,3,18022.109077,18599.109077
3,250,6,18068.0,18645.0
3,251,7,18118.0,18695.0
3,252,8,18145.0,18722.0
3,253,4,18381.109077,18958.109077
3,254,1,18431.109077,19008.109077
3,255,5,18490.109077,19067.109077
3,256,2,18549.109077,19130.109077
3,257,3,18599.109077,19180.109077
3,258,6,18645.0,19225.109077
3,259,7,18695.0,19275.109077
3,260,8,18722.0,19302.109077
3,262,1,19008.109077,19580.109077
3,263,5,19067.109077,19639.109077
3,264,2,19130.109077,19707.109077
3,265,3,19180.109077,19757.109077
3,266,6,19225.109077,19802.109077
3,267,7,19275.109077,19852.109077
3,268,8,19302.109077,19879.109077
3,269,1,19580.109077,20152.109077
3,270,5,19639.109077,20211.109077
3,271,2,19707.109077,20306.109077
3,272,3,19757.109077,20356.109077
3,273,6,19802.109077,20401.109077
3,274,7,19852.109077,20451.109077
3,275,8,19879.109077,20478.109077
3,276,1,20152.109077,20724.109077
3,277,5,20211.109077,20783.109077
3,278,4,20256.109077,20833.109077
3,279,2,20306.109077,20883.109077
3,280,3,20356.109077,20933.109077
3,281,6,20401.109077,20978.109077
3,282,7,20451.109077,21028.109077
3,283,8,20478.109077,21055.109077
3,284,1,20724.109077,21296.109077
3,285,5,20783.109077,21355.109077
3,286,4,20833.109077,21410.109077
3,287,2,20883.109077,21460.109077
3,288,3,20933.109077,21510.109077
3,289,6,20978.109077,21555.109077
3,290,7,21028.109077,21605.109077
3,291,8,21055.109077,21632.109077
3,292,1,21296.109077,21868.109077
3,293,5,21355.109077,21927.109077
3,294,4,21410.109077,21987.109077
3,295,2,21460.109077,22037.109077
3,296,3,21510.109077,22087.109077
3,297,6,21555.109077,22132.109077
3,298,7,21605.109077,22182.109077
3,299,8,21632.109077,22209.109077
3,300,1,21868.109077,22440.109077
3,301,5,21927.109077,22499.109077
3,302,4,21987.109077,22564.109077
3,303,2,22037.109077,22614.109077
3,304,3,22087.109077,22664.109077
3,305,6,22132.109077,22709.109077
3,306,7,22182.109077,22759.109077
3,307,8,22209.109077,22786.109077
3,308,1,22440.109077,23012.109077
3,309,5,22499.109077,23071.109077
3,310,4,22564.109077,23141.109077
3,311,2,22614.109077,23191.109077
3,312,3,22664.109077,23241.109077
3,313,6,22709.109077,23286.109077
3,314,7,22759.109077,23336.109077
3,315,8,22786.109077,23363.109077
3,316,1,23012.109077,23584.109077
3,317,5,23071.109077,23643.109077
3,318,4,23141.109077,23718.109077
3,319,2,23191.109077,23768.109077
3,320,3,23241.109077,23818.109077
3,321,6,23286.109077,23863.109077
3,322,7,23336.109077,23913.109077
3,323,8,23363.109077,23940.109077
3,324,1,23584.109077,24156.109077
3,325,5,23643.109077,24215.109077
3,326,4,23718.109077,24295.109077
3,327,2,23768.109077,24345.109077
3,328,3,23818.109077,24395.109077
3,329,6,23863.109077,24440.109077
3,330,7,23913.109077,24490.109077
3,331,8,23940.109077,24517.109077
3,332,1,24156.109077,24728.109077
3,333,5,24215.109077,24787.109077
3,334,4,24295.109077,24872.109077
3,335,2,24345.109077,24922.109077
3,336,3,24395.109077,24972.109077
3,337,6,24440.109077,25017.109077
3,338,7,24490.109077,25067.109077
3,339,8,24517.109077,25094.109077
3,340,1,24728.109077,25300.109077
3,341,5,24787.109077,25359.109077
3,342,4,24872.109077,25449.109077
3,343,2,24922.109077,25499.109077
3,344,3,24972.109077,25549.109077
3,345,6,25017.109077,25594.109077
3,346,7,25067.109077,25644.109077
3,347,8,25094.109077,25671.109077
3,348,1,25300.109077,25872.109077
3,349,5,25359.109077,25931.109077
3,350,4,25449.109077,26026.109077
3,351,2,25499.109077,26076.109077
3,352,3,25549.109077,26126.109077
3,353,6,25594.109077,26171.109077
3,354,7,25644.109077,26221.109077
3,355,8,25671.109077,26248.109077
3,356,1,25872.109077,26444.109077
3,357,5,25931.109077,26503.109077
3,358,4,26026.109077,26603.109077
3,359,2,26076.109077,26653.109077
3,360,3,26126.109077,26703.109077
3,361,6,26171.109077,26748.109077
3,362,7,26221.109077,26798.109077
3,363,8,26248.109077,26825.109077
3,364,1,26444.109077,27016.109077
3,365,5,26503.109077,27075.109077
3,366,4,26603.109077,27180.109077
3,367,2,26653.109077,27230.109077
3,368,3,26703.109077,27280.109077
3,369,6,26748.109077,27325.109077
3,370,7,26798.109077,27375.109077
3,371,8,26825.109077,27402.109077
3,372,1,27016.109077,27588.109077
3,373,5,27075.109077,27647.109077
3,374,4,27180.109077,27757.109077
3,375,2,27230.109077,27807.109077
3,376,3,27280.109077,27857.109077
3,377,6,27325.109077,27902.109077
3,378,7,27375.109077,27952.109077
3,379,8,27402.109077,27979.109077
3,380,1,27588.109077,28160.109077
3,381,5,27647.109077,28219.109077
3,382,4,27757.109077,28334.109077
3,383,2,27807.109077,28384.109077
3,384,3,27857.109077,28434.109077
3,385,6,27902.109077,28479.109077
3,386,7,27952.109077,28529.109077
3,387,8,27979.109077,28556.109077
3,388,1,28160.109077,28732.109077
3,389,5,28219.109077,28791.109077
