year,species_count_start,guild_mix,drought_stress,total_biomass,richness_alive,shannon_diversity,pollution_load,habitat_quality
23,6,balanced,0.2874,0.69042,6,1.61705,0.1,0.92
24,6,balanced,0.2326,0.70434,6,1.61186,0.1,0.92
25,6,balanced,0.1907,0.72031,6,1.60882,0.1,0.92
26,6,balanced,0.1812,0.73495,6,1.60719,0.1,0.92
27,6,balanced,0.2086,0.7447,6,1.60543,0.1,0.92
28,6,balanced,0.26,0.74778,6,1.60195,0.1,0.92
29,6,balanced,0.6914,0.71828,6,1.59578,0.1,0.92
30,6,balanced,0.7188,0.69468,6,1.56914,0.1,0.92
31,6,balanced,0.3293,0.70007,6,1.54279,0.1,0.92
32,6,balanced,0.2874,0.70845,6,1.53549,0.1,0.92
33,6,balanced,0.2326,0.7205,6,1.52997,0.1,0.92
34,6,balanced,0.3707,0.71887,6,1.52661,0.1,0.92
35,6,balanced,0.1812,0.73407,6,1.51675,0.1,0.92
36,6,balanced,0.5886,0.71786,6,1.51531,0.1,0.92
37,6,balanced,0.26,0.72647,6,1.49582,0.1,0.92
38,6,balanced,0.3114,0.72941,6,1.49123,0.1,0.92
39,6,balanced,0.3388,0.72963,6,1.48422,0.1,0.92
40,6,balanced,0.3293,0.73077,6,1.47604,0.1,0.92
41,6,balanced,0.2874,0.73542,6,1.46839,0.1,0.92
42,6,balanced,0.2326,0.74412,6,1.46255,0.1,0.92
43,6,balanced,0.5707,0.72917,5,1.45883,0.1,0.92
44,6,balanced,0.1812,0.74238,5,1.4416,0.1,0.92
45,6,balanced,0.2086,0.75131,5,1.44021,0.1,0.92
46,6,balanced,0.44,0.7407,5,1.4374,0.1,0.92
47,6,balanced,0.6914,0.7181,4,1.4256,0.1,0.92
48,6,balanced,0.3388,0.71824,4,1.40516,0.1,0.92
49,6,balanced,0.3293,0.71927,4,1.39871,0.1,0.92
50,6,balanced,0.6674,0.70013,4,1.39273,0.1,0.92
51,6,balanced,0.2326,0.71212,4,1.37544,0.1,0.92
52,6,balanced,0.1907,0.72612,4,1.37357,0.1,0.92
53,6,balanced,0.1812,0.73911,4,1.37274,0.1,0.92
54,6,balanced,0.2086,0.74791,4,1.37184,0.1,0.92
55,6,balanced,0.26,0.75088,4,1.36975,0.1,0.92
56,6,balanced,0.3114,0.74883,4,1.36581,0.1,0.92
57,6,balanced,0.7188,0.72239,4,1.36021,0.1,0.92
58,6,balanced,0.5093,0.71278,4,1.34227,0.1,0.92
59,6,balanced,0.2874,0.71877,4,1.3322,0.1,0.92
60,6,balanced,0.2326,0.72851,4,1.32888,0.1,0.92
61,6,balanced,0.1907,0.74046,4,1.32701,0.1,0.92
62,6,balanced,0.1812,0.75161,4,1.32608,0.1,0.92
63,6,balanced,0.2086,0.75883,4,1.32513,0.1,0.92
64,6,balanced,0.64,0.73614,4,1.3232,0.1,0.92
65,6,balanced,0.3114,0.73695,4,1.30953,0.1,0.92
66,6,balanced,0.3388,0.73539,4,1.30541,0.1,0.92
67,6,balanced,0.3293,0.7349,4,1.30064,0.1,0.92
68,6,balanced,0.2874,0.73802,4,1.29626,0.1,0.92
69,6,balanced,0.2326,0.74527,4,1.29303,0.1,0.92
70,6,balanced,0.3707,0.74022,4,1.29114,0.1,0.92
71,6,balanced,0.5612,0.72606,4,1.28575,0.1,0.92
72,6,balanced,0.2086,0.73697,4,1.27631,0.1,0.92
73,6,balanced,0.26,0.74219,4,1.2754,0.1,0.92
74,6,balanced,0.3114,0.74242,4,1.27311,0.1,0.92
75,6,balanced,0.3388,0.74039,4,1.26959,0.1,0.92
76,6,balanced,0.3293,0.73948,4,1.26552,0.1,0.92
77,6,balanced,0.2874,0.74218,4,1.26178,0.1,0.92
78,6,balanced,0.6126,0.72561,4,1.25905,0.1,0.92
79,6,balanced,0.1907,0.73805,4,1.24971,0.1,0.92
80,6,balanced,0.1812,0.74964,4,1.24938,0.1,0.92
1,7,balanced,0.64,0.85082,7,1.94591,0.1,0.92
2,7,balanced,0.3114,0.81193,7,1.94119,0.1,0.92
3,7,balanced,0.3388,0.78011,7,1.93733,0.1,0.92
4,7,balanced,0.3293,0.75873,7,1.9324,0.1,0.92
5,7,balanced,0.2874,0.74914,7,1.92726,0.1,0.92
6,7,balanced,0.2326,0.74977,7,1.92292,0.1,0.92
7,7,balanced,0.1907,0.75635,7,1.91989,0.1,0.92
8,7,balanced,0.5612,0.71655,7,1.91785,0.1,0.92
9,7,balanced,0.2086,0.72728,7,1.90375,0.1,0.92
10,7,balanced,0.44,0.70861,7,1.90145,0.1,0.92
11,7,balanced,0.3114,0.70813,7,1.89035,0.1,0.92
12,7,balanced,0.3388,0.70464,7,1.88401,0.1,0.92
13,7,balanced,0.7093,0.66904,7,1.87626,0.1,0.92
14,7,balanced,0.2874,0.6793,7,1.85137,0.1,0.92
15,7,balanced,0.6126,0.66008,7,1.84625,0.1,0.92
16,7,balanced,0.1907,0.68225,7,1.82478,0.1,0.92
17,7,balanced,0.1812,0.70242,7,1.82433,0.1,0.92
18,7,balanced,0.2086,0.71662,7,1.82354,0.1,0.92
19,7,balanced,0.26,0.72282,7,1.82069,0.1,0.92
20,7,balanced,0.3114,0.72228,7,1.81472,0.1,0.92
21,7,balanced,0.3388,0.71905,7,1.80575,0.1,0.92
22,7,balanced,0.8893,0.67421,7,1.79517,0.1,0.92
23,7,balanced,0.2874,0.68535,7,1.75274,0.1,0.92
24,7,balanced,0.2326,0.70028,7,1.74651,0.1,0.92
25,7,balanced,0.1907,0.71724,7,1.74281,0.1,0.92
26,7,balanced,0.1812,0.73269,7,1.74078,0.1,0.92
27,7,balanced,0.2086,0.74296,7,1.73857,0.1,0.92
28,7,balanced,0.26,0.74622,7,1.73425,0.1,0.92
29,7,balanced,0.6914,0.71532,7,1.72663,0.1,0.92
30,7,balanced,0.7188,0.69113,7,1.69386,0.1,0.92
31,7,balanced,0.3293,0.69724,7,1.66106,0.1,0.92
32,7,balanced,0.2874,0.70633,7,1.65182,0.1,0.92
33,7,balanced,0.2326,0.71908,7,1.64474,0.1,0.92
34,7,balanced,0.3707,0.71775,7,1.64033,0.1,0.92
35,7,balanced,0.1812,0.73361,7,1.6277,0.1,0.92
36,7,balanced,0.5886,0.71722,7,1.62566,0.1,0.92
37,7,balanced,0.26,0.72635,7,1.60071,0.1,0.92
38,7,balanced,0.3114,0.72965,7,1.59462,0.1,0.92
39,7,balanced,0.3388,0.73016,7,1.58542,0.1,0.92
40,7,balanced,0.3293,0.73159,7,1.57471,0.1,0.92
41,7,balanced,0.2874,0.73658,7,1.56463,0.1,0.92
42,7,balanced,0.2326,0.74559,7,1.55684,0.1,0.92
43,7,balanced,0.5707,0.73076,6,1.55176,0.1,0.92
44,7,balanced,0.1812,0.74433,6,1.52925,0.1,0.92
45,7,balanced,0.2086,0.75351,6,1.52712,0.1,0.92
46,7,balanced,0.44,0.74308,6,1.52318,0.1,0.92
47,7,balanced,0.6914,0.72087,6,1.50761,0.1,0.92
48,7,balanced,0.3388,0.72284,5,1.48083,0.1,0.92
49,7,balanced,0.3293,0.72395,5,1.47213,0.1,0.92
50,7,balanced,0.6674,0.70521,4,1.46396,0.1,0.92
51,7,balanced,0.2326,0.7163,4,1.44114,0.1,0.92
52,7,balanced,0.1907,0.72962,4,1.43824,0.1,0.92
53,7,balanced,0.1812,0.74199,4,1.43673,0.1,0.92
54,7,balanced,0.2086,0.75014,4,1.43519,0.1,0.92
55,7,balanced,0.26,0.75234,4,1.43213,0.1,0.92
56,7,balanced,0.3114,0.74951,4,1.42674,0.1,0.92
57,7,balanced,0.7188,0.72138,4,1.41924,0.1,0.92
58,7,balanced,0.5093,0.71111,4,1.39582,0.1,0.92
59,7,balanced,0.2874,0.71705,4,1.38267,0.1,0.92
60,7,balanced,0.2326,0.72683,4,1.3782,0.1,0.92
61,7,balanced,0.1907,0.7389,4,1.37559,0.1,0.92
62,7,balanced,0.1812,0.75016,4,1.37419,0.1,0.92
63,7,balanced,0.2086,0.75741,4,1.37278,0.1,0.92
64,7,balanced,0.64,0.73395,4,1.37013,0.1,0.92
65,7,balanced,0.3114,0.73478,4,1.35253,0.1,0.92
66,7,balanced,0.3388,0.73319,4,1.34715,0.1,0.92
67,7,balanced,0.3293,0.73272,4,1.34096,0.1,0.92
68,7,balanced,0.2874,0.73592,4,1.33528,0.1,0.92
69,7,balanced,0.2326,0.74332,4,1.33105,0.1,0.92
70,7,balanced,0.3707,0.73821,4,1.3285,0.1,0.92
71,7,balanced,0.5612,0.7238,4,1.3216,0.1,0.92
72,7,balanced,0.2086,0.73493,4,1.30966,0.1,0.92
73,7,balanced,0.26,0.74028,4,1.30833,0.1,0.92
74,7,balanced,0.3114,0.74057,4,1.30533,0.1,0.92
75,7,balanced,0.3388,0.73857,4,1.30082,0.1,0.92
76,7,balanced,0.3293,0.73771,4,1.29564,0.1,0.92
77,7,balanced,0.2874,0.7405,4,1.2909,0.1,0.92
78,7,balanced,0.6126,0.72371,4,1.28739,0.1,0.92
79,7,balanced,0.1907,0.73637,4,1.27581,0.1,0.92
80,7,balanced,0.1812,0.74815,4,1.27523,0.1,0.92
1,8,balanced,0.64,0.86304,8,2.07944,0.1,0.92
2,8,balanced,0.3114,0.82524,8,2.07507,0.1,0.92
3,8,balanced,0.3388,0.79449,8,2.07136,0.1,0.92
4,8,balanced,0.3293,0.77377,8,2.06658,0.1,0.92
5,8,balanced,0.2874,0.76429,8,2.06153,0.1,0.92
6,8,balanced,0.2326,0.76449,8,2.05718,0.1,0.92
7,8,balanced,0.1907,0.77032,8,2.05401,0.1,0.92
8,8,balanced,0.5612,0.73393,8,2.05176,0.1,0.92
9,8,balanced,0.2086,0.74374,8,2.03831,0.1,0.92
10,8,balanced,0.44,0.72653,8,2.03569,0.1,0.92
11,8,balanced,0.3114,0.72601,8,2.02497,0.1,0.92
12,8,balanced,0.3388,0.72274,8,2.01859,0.1,0.92
13,8,balanced,0.7093,0.69081,8,2.01091,0.1,0.92
14,8,balanced,0.2874,0.70041,8,1.98781,0.1,0.92
15,8,balanced,0.6126,0.68321,8,1.9824,0.1,0.92
16,8,balanced,0.1907,0.70401,8,1.96251,0.1,0.92
17,8,balanced,0.1812,0.72278,8,1.96119,0.1,0.92
18,8,balanced,0.2086,0.73587,8,1.95963,0.1,0.92
19,8,balanced,0.26,0.74149,8,1.9563,0.1,0.92
20,8,balanced,0.3114,0.74087,8,1.95026,0.1,0.92
21,8,balanced,0.3388,0.73779,8,1.94162,0.1,0.92
22,8,balanced,0.8893,0.69795,8,1.93161,0.1,0.92
23,8,balanced,0.2874,0.70824,8,1.89433,0.1,0.92
24,8,balanced,0.2326,0.72207,8,1.88804,0.1,0.92
25,8,balanced,0.1907,0.73773,8,1.88396,0.1,0.92
26,8,balanced,0.1812,0.75191,8,1.88134,0.1,0.92
27,8,balanced,0.2086,0.7612,8,1.87864,0.1,0.92
28,8,balanced,0.26,0.76398,8,1.8742,0.1,0.92
29,8,balanced,0.6914,0.73623,8,1.86704,0.1,0.92
30,8,balanced,0.7188,0.71443,8,1.83903,0.1,0.92
31,8,balanced,0.3293,0.71987,8,1.81126,0.1,0.92
32,8,balanced,0.2874,0.72814,8,1.80283,0.1,0.92
33,8,balanced,0.2326,0.73987,8,1.79622,0.1,0.92
34,8,balanced,0.3707,0.7383,8,1.79184,0.1,0.92
35,8,balanced,0.1812,0.75298,8,1.78089,0.1,0.92
36,8,balanced,0.5886,0.73794,7,1.77851,0.1,0.92
37,8,balanced,0.26,0.74508,7,1.75791,0.1,0.92
38,8,balanced,0.3114,0.74662,7,1.75235,0.1,0.92
39,8,balanced,0.3388,0.74564,7,1.74443,0.1,0.92
40,8,balanced,0.3293,0.7458,7,1.7354,0.1,0.92
41,8,balanced,0.2874,0.74968,7,1.72698,0.1,0.92
42,8,balanced,0.2326,0.75771,7,1.72042,0.1,0.92
43,8,balanced,0.5707,0.74234,6,1.71603,0.1,0.92
44,8,balanced,0.1812,0.75515,6,1.69821,0.1,0.92
45,8,balanced,0.2086,0.7636,6,1.69621,0.1,0.92
46,8,balanced,0.44,0.75258,5,1.69284,0.1,0.92
47,8,balanced,0.6914,0.72691,5,1.6806,0.1,0.92
48,8,balanced,0.3388,0.7274,5,1.65981,0.1,0.92
49,8,balanced,0.3293,0.72873,5,1.65304,0.1,0.92
50,8,balanced,0.6674,0.71023,5,1.64674,0.1,0.92
51,8,balanced,0.2326,0.72256,5,1.62943,0.1,0.92
52,8,balanced,0.1907,0.73677,5,1.62716,0.1,0.92
53,8,balanced,0.1812,0.74981,5,1.6259,0.1,0.92
54,8,balanced,0.2086,0.75854,5,1.6246,0.1,0.92
55,8,balanced,0.26,0.76136,5,1.62214,0.1,0.92
56,8,balanced,0.3114,0.75915,5,1.61794,0.1,0.92
57,8,balanced,0.7188,0.73307,5,1.61215,0.1,0.92
58,8,balanced,0.5093,0.72368,5,1.59456,0.1,0.92
59,8,balanced,0.2874,0.72981,5,1.58457,0.1,0.92
60,8,balanced,0.2326,0.73963,5,1.58104,0.1,0.92
61,8,balanced,0.1907,0.75158,5,1.5789,0.1,0.92
62,8,balanced,0.1812,0.76262,5,1.57766,0.1,0.92
63,8,balanced,0.2086,0.76964,5,1.57642,0.1,0.92
64,8,balanced,0.64,0.74701,5,1.57427,0.1,0.92
65,8,balanced,0.3114,0.74775,5,1.56108,0.1,0.92
66,8,balanced,0.3388,0.74611,5,1.55692,0.1,0.92
67,8,balanced,0.3293,0.74558,5,1.55217,0.1,0.92
68,8,balanced,0.2874,0.74868,5,1.5478,0.1,0.92
69,8,balanced,0.2326,0.75592,5,1.54453,0.1,0.92
70,8,balanced,0.3707,0.75074,5,1.5425,0.1,0.92
71,8,balanced,0.5612,0.73673,5,1.53726,0.1,0.92
72,8,balanced,0.2086,0.74775,5,1.5283,0.1,0.92
73,8,balanced,0.26,0.75293,5,1.52723,0.1,0.92
74,8,balanced,0.3114,0.75306,5,1.5249,0.1,0.92
75,8,balanced,0.3388,0.75092,5,1.52145,0.1,0.92
76,8,balanced,0.3293,0.74996,5,1.51751,0.1,0.92
77,8,balanced,0.2874,0.75263,5,1.5139,0.1,0.92
78,8,balanced,0.6126,0.73622,5,1.51123,0.1,0.92
79,8,balanced,0.1907,0.74881,5,1.50255,0.1,0.92
80,8,balanced,0.1812,0.76041,5,1.50209,0.1,0.92
1,9,balanced,0.64,0.86703,9,2.19722,0.1,0.92
2,9,balanced,0.3114,0.82954,9,2.19338,0.1,0.92
3,9,balanced,0.3388,0.7991,9,2.19005,0.1,0.92
4,9,balanced,0.3293,0.7786,9,2.18575,0.1,0.92
5,9,balanced,0.2874,0.7692,9,2.18119,0.1,0.92
6,9,balanced,0.2326,0.76937,9,2.17724,0.1,0.92
7,9,balanced,0.1907,0.77509,9,2.17433,0.1,0.92
8,9,balanced,0.5612,0.73935,9,2.17223,0.1,0.92
9,9,balanced,0.2086,0.74907,9,2.16007,0.1,0.92
10,9,balanced,0.44,0.73204,9,2.15761,0.1,0.92
11,9,balanced,0.3114,0.73151,9,2.14783,0.1,0.92
12,9,balanced,0.3388,0.72823,9,2.14194,0.1,0.92
13,9,balanced,0.7093,0.69671,9,2.13485,0.1,0.92
14,9,balanced,0.2874,0.7063,9,2.11371,0.1,0.92
15,9,balanced,0.6126,0.68921,9,2.10863,0.1,0.92
16,9,balanced,0.1907,0.71001,9,2.09023,0.1,0.92
17,9,balanced,0.1812,0.72867,9,2.0889,0.1,0.92
18,9,balanced,0.2086,0.74158,9,2.08734,0.1,0.92
19,9,balanced,0.26,0.74696,9,2.08414,0.1,0.92
20,9,balanced,0.3114,0.74611,9,2.07842,0.1,0.92
21,9,balanced,0.3388,0.74283,9,2.07027,0.1,0.92
22,9,balanced,0.8893,0.70307,9,2.06081,0.1,0.92
23,9,balanced,0.2874,0.71336,9,2.02582,0.1,0.92
24,9,balanced,0.2326,0.72716,9,2.01976,0.1,0.92
25,9,balanced,0.1907,0.74276,9,2.01579,0.1,0.92
26,9,balanced,0.1812,0.7568,9,2.01322,0.1,0.92
27,9,balanced,0.2086,0.76589,9,2.01055,0.1,0.92
28,9,balanced,0.26,0.76843,9,2.00623,0.1,0.92
29,9,balanced,0.6914,0.74049,9,1.99928,0.1,0.92
30,9,balanced,0.7188,0.71862,9,1.97225,0.1,0.92
31,9,balanced,0.3293,0.72408,9,1.94511,0.1,0.92
32,9,balanced,0.2874,0.73236,9,1.93673,0.1,0.92
33,9,balanced,0.2326,0.7441,9,1.93012,0.1,0.92
34,9,balanced,0.3707,0.74241,8,1.92571,0.1,0.92
35,9,balanced,0.1812,0.75628,8,1.9147,0.1,0.92
36,9,balanced,0.5886,0.73854,8,1.91227,0.1,0.92
37,9,balanced,0.26,0.74621,8,1.89141,0.1,0.92
38,9,balanced,0.3114,0.74817,8,1.88581,0.1,0.92
39,9,balanced,0.3388,0.74752,8,1.87774,0.1,0.92
40,9,balanced,0.3293,0.74798,8,1.86849,0.1,0.92
41,9,balanced,0.2874,0.7521,7,1.85978,0.1,0.92
42,9,balanced,0.2326,0.75928,7,1.85296,0.1,0.92
43,9,balanced,0.5707,0.74164,6,1.84838,0.1,0.92
44,9,balanced,0.1812,0.75436,6,1.82961,0.1,0.92
45,9,balanced,0.2086,0.76257,6,1.8276,0.1,0.92
46,9,balanced,0.44,0.75032,6,1.82412,0.1,0.92
47,9,balanced,0.6914,0.72593,6,1.81109,0.1,0.92
48,9,balanced,0.3388,0.72728,6,1.7888,0.1,0.92
49,9,balanced,0.3293,0.72934,6,1.78146,0.1,0.92
50,9,balanced,0.6674,0.71167,6,1.77456,0.1,0.92
51,9,balanced,0.2326,0.72453,6,1.75534,0.1,0.92
52,9,balanced,0.1907,0.73914,6,1.7528,0.1,0.92
53,9,balanced,0.1812,0.75248,6,1.75139,0.1,0.92
54,9,balanced,0.2086,0.76143,6,1.7499,0.1,0.92
55,9,balanced,0.26,0.76441,6,1.7471,0.1,0.92
56,9,balanced,0.3114,0.76235,6,1.74226,0.1,0.92
57,9,balanced,0.7188,0.73671,6,1.73557,0.1,0.92
58,9,balanced,0.5093,0.72766,6,1.7152,0.1,0.92
59,9,balanced,0.2874,0.73396,6,1.70336,0.1,0.92
60,9,balanced,0.2326,0.7439,6,1.69908,0.1,0.92
61,9,balanced,0.1907,0.75589,6,1.69644,0.1,0.92
62,9,balanced,0.1812,0.76692,6,1.69488,0.1,0.92
63,9,balanced,0.2086,0.7739,6,1.69331,0.1,0.92
64,9,balanced,0.64,0.75163,6,1.69063,0.1,0.92
65,9,balanced,0.3114,0.75243,6,1.67459,0.1,0.92
66,9,balanced,0.3388,0.75087,6,1.66936,0.1,0.92
67,9,balanced,0.3293,0.75042,6,1.66337,0.1,0.92
68,9,balanced,0.2874,0.75357,6,1.65782,0.1,0.92
69,9,balanced,0.2326,0.76079,6,1.6536,0.1,0.92
70,9,balanced,0.3707,0.75572,6,1.65093,0.1,0.92
71,9,balanced,0.5612,0.74211,6,1.64418,0.1,0.92
72,9,balanced,0.2086,0.75308,6,1.63269,0.1,0.92
73,9,balanced,0.26,0.75825,6,1.63115,0.1,0.92
74,9,balanced,0.3114,0.75841,6,1.628,0.1,0.92
75,9,balanced,0.3388,0.75634,6,1.62338,0.1,0.92
76,9,balanced,0.3293,0.75544,6,1.61811,0.1,0.92
77,9,balanced,0.2874,0.75813,6,1.61323,0.1,0.92
78,9,balanced,0.6126,0.7423,6,1.60954,0.1,0.92
79,9,balanced,0.1907,0.75475,6,1.59794,0.1,0.92
80,9,balanced,0.1812,0.76617,6,1.59712,0.1,0.92
1,10,balanced,0.64,0.88054,10,2.30259,0.1,0.92
2,10,balanced,0.3114,0.84437,10,2.29867,0.1,0.92
3,10,balanced,0.3388,0.81506,10,2.29516,0.1,0.92
4,10,balanced,0.3293,0.79513,10,2.29061,0.1,0.92
5,10,balanced,0.2874,0.78552,10,2.28577,0.1,0.92
6,10,balanced,0.2326,0.78477,10,2.28153,0.1,0.92
7,10,balanced,0.1907,0.78921,10,2.27836,0.1,0.92
8,10,balanced,0.5612,0.75769,10,2.27603,0.1,0.92
9,10,balanced,0.2086,0.76577,10,2.2635,0.1,0.92
10,10,balanced,0.44,0.75054,10,2.26075,0.1,0.92
11,10,balanced,0.3114,0.7497,10,2.25064,0.1,0.92
12,10,balanced,0.3388,0.74654,10,2.24442,0.1,0.92
13,10,balanced,0.7093,0.71995,10,2.23704,0.1,0.92
14,10,balanced,0.2874,0.72807,10,2.21583,0.1,0.92
15,10,balanced,0.6126,0.71381,10,2.2104,0.1,0.92
16,10,balanced,0.1907,0.73186,10,2.19202,0.1,0.92
17,10,balanced,0.1812,0.74807,10,2.19027,0.1,0.92
18,10,balanced,0.2086,0.7593,10,2.18836,0.1,0.92
19,10,balanced,0.26,0.76403,10,2.18489,0.1,0.92
20,10,balanced,0.3114,0.7634,10,2.179,0.1,0.92
21,10,balanced,0.3388,0.76069,10,2.17079,0.1,0.92
22,10,balanced,0.8893,0.72882,10,2.16135,0.1,0.92
23,10,balanced,0.2874,0.73741,10,2.12786,0.1,0.92
24,10,balanced,0.2326,0.74915,10,2.1216,0.1,0.92
25,10,balanced,0.1907,0.7625,10,2.11738,0.1,0.92
26,10,balanced,0.1812,0.77456,10,2.11453,0.1,0.92
27,10,balanced,0.2086,0.78243,10,2.11166,0.1,0.92
28,10,balanced,0.26,0.78473,10,2.10727,0.1,0.92
29,10,balanced,0.6914,0.76269,10,2.10044,0.1,0.92
30,10,balanced,0.7188,0.74541,9,2.07512,0.1,0.92
31,10,balanced,0.3293,0.74809,9,2.0498,0.1,0.92
32,10,balanced,0.2874,0.75375,9,2.04156,0.1,0.92
33,10,balanced,0.2326,0.76286,9,2.03506,0.1,0.92
34,10,balanced,0.3707,0.76014,9,2.03067,0.1,0.92
35,10,balanced,0.1812,0.77237,9,2.02035,0.1,0.92
36,10,balanced,0.5886,0.75871,8,2.0179,0.1,0.92
37,10,balanced,0.26,0.76414,8,1.99895,0.1,0.92
38,10,balanced,0.3114,0.76466,7,1.9936,0.1,0.92
39,10,balanced,0.3388,0.76147,7,1.9861,0.1,0.92
40,10,balanced,0.3293,0.75975,7,1.9776,0.1,0.92
41,10,balanced,0.2874,0.76188,7,1.96969,0.1,0.92
42,10,balanced,0.2326,0.76824,7,1.96357,0.1,0.92
43,10,balanced,0.5707,0.75288,7,1.95951,0.1,0.92
44,10,balanced,0.1812,0.76486,7,1.943,0.1,0.92
45,10,balanced,0.2086,0.77288,7,1.94123,0.1,0.92
46,10,balanced,0.44,0.76357,7,1.93815,0.1,0.92
47,10,balanced,0.6914,0.74451,7,1.92674,0.1,0.92
48,10,balanced,0.3388,0.7458,7,1.90733,0.1,0.92
49,10,balanced,0.3293,0.7477,7,1.90075,0.1,0.92
50,10,balanced,0.6674,0.73373,7,1.89457,0.1,0.92
51,10,balanced,0.2326,0.74477,7,1.87784,0.1,0.92
52,10,balanced,0.1907,0.75739,7,1.87543,0.1,0.92
53,10,balanced,0.1812,0.76896,7,1.87402,0.1,0.92
54,10,balanced,0.2086,0.77677,7,1.87259,0.1,0.92
55,10,balanced,0.26,0.77944,7,1.87004,0.1,0.92
56,10,balanced,0.3114,0.77777,7,1.86574,0.1,0.92
57,10,balanced,0.7188,0.75726,7,1.85986,0.1,0.92
58,10,balanced,0.5093,0.74968,7,1.84235,0.1,0.92
59,10,balanced,0.2874,0.75478,7,1.83202,0.1,0.92
60,10,balanced,0.2326,0.76312,7,1.82813,0.1,0.92
61,10,balanced,0.1907,0.77331,7,1.82569,0.1,0.92
62,10,balanced,0.1812,0.78273,7,1.82421,0.1,0.92
63,10,balanced,0.2086,0.78872,7,1.82275,0.1,0.92
64,10,balanced,0.64,0.77076,7,1.82035,0.1,0.92
65,10,balanced,0.3114,0.77114,7,1.80661,0.1,0.92
66,10,balanced,0.3388,0.76952,7,1.80198,0.1,0.92
67,10,balanced,0.3293,0.76891,7,1.7967,0.1,0.92
68,10,balanced,0.2874,0.77145,7,1.79181,0.1,0.92
69,10,balanced,0.2326,0.77755,7,1.78808,0.1,0.92
70,10,balanced,0.3707,0.77314,7,1.78569,0.1,0.92
71,10,balanced,0.5612,0.76214,7,1.77982,0.1,0.92
72,10,balanced,0.2086,0.77138,7,1.76993,0.1,0.92
73,10,balanced,0.26,0.77566,7,1.76849,0.1,0.92
74,10,balanced,0.3114,0.77566,7,1.76569,0.1,0.92
75,10,balanced,0.3388,0.77377,7,1.76164,0.1,0.92
76,10,balanced,0.3293,0.77289,7,1.75703,0.1,0.92
77,10,balanced,0.2874,0.77512,7,1.75275,0.1,0.92
78,10,balanced,0.6126,0.76249,7,1.74951,0.1,0.92
79,10,balanced,0.1907,0.77299,7,1.73955,0.1,0.92
80,10,balanced,0.1812,0.78267,7,1.73874,0.1,0.92
1,11,balanced,0.64,0.8741,11,2.3979,0.1,0.92
2,11,balanced,0.3114,0.83778,11,2.3936,0.1,0.92
3,11,balanced,0.3388,0.80852,11,2.38978,0.1,0.92
4,11,balanced,0.3293,0.7889,11,2.38482,0.1,0.92
5,11,balanced,0.2874,0.77988,11,2.37951,0.1,0.92
6,11,balanced,0.2326,0.77991,11,2.37484,0.1,0.92
7,11,balanced,0.1907,0.78516,11,2.37136,0.1,0.92
8,11,balanced,0.5612,0.75271,11,2.3688,0.1,0.92
9,11,balanced,0.2086,0.76171,11,2.35472,0.1,0.92
10,11,balanced,0.44,0.74639,11,2.35166,0.1,0.92
11,11,balanced,0.3114,0.74605,11,2.3402,0.1,0.92
12,11,balanced,0.3388,0.74326,11,2.33314,0.1,0.92
13,11,balanced,0.7093,0.71607,11,2.3247,0.1,0.92
14,11,balanced,0.2874,0.725,11,2.30027,0.1,0.92
15,11,balanced,0.6126,0.71081,11,2.294,0.1,0.92
16,11,balanced,0.1907,0.72977,11,2.27261,0.1,0.92
17,11,balanced,0.1812,0.74673,11,2.27055,0.1,0.92
18,11,balanced,0.2086,0.75849,11,2.26826,0.1,0.92
19,11,balanced,0.26,0.76355,11,2.26415,0.1,0.92
20,11,balanced,0.3114,0.76312,11,2.25719,0.1,0.92
21,11,balanced,0.3388,0.76059,11,2.24748,0.1,0.92
22,11,balanced,0.8893,0.7285,11,2.23631,0.1,0.92
23,11,balanced,0.2874,0.73765,11,2.19677,0.1,0.92
24,11,balanced,0.2326,0.74985,11,2.18926,0.1,0.92
25,11,balanced,0.1907,0.76359,11,2.18413,0.1,0.92
26,11,balanced,0.1812,0.77594,11,2.18061,0.1,0.92
27,11,balanced,0.2086,0.78402,11,2.17705,0.1,0.92
28,11,balanced,0.26,0.78649,11,2.1717,0.1,0.92
29,11,balanced,0.6914,0.7648,11,2.16347,0.1,0.92
30,11,balanced,0.7188,0.7482,10,2.13334,0.1,0.92
31,11,balanced,0.3293,0.75122,9,2.10322,0.1,0.92
32,11,balanced,0.2874,0.75583,9,2.09325,0.1,0.92
33,11,balanced,0.2326,0.76423,9,2.08532,0.1,0.92
34,11,balanced,0.3707,0.76048,9,2.07993,0.1,0.92
35,11,balanced,0.1812,0.77244,9,2.06759,0.1,0.92
36,11,balanced,0.5886,0.75745,8,2.06456,0.1,0.92
37,11,balanced,0.26,0.7627,8,2.04212,0.1,0.92
38,11,balanced,0.3114,0.76297,7,2.03576,0.1,0.92
39,11,balanced,0.3388,0.75952,7,2.02691,0.1,0.92
40,11,balanced,0.3293,0.75765,7,2.0169,0.1,0.92
41,11,balanced,0.2874,0.75976,7,2.00762,0.1,0.92
42,11,balanced,0.2326,0.7662,7,2.00044,0.1,0.92
43,11,balanced,0.5707,0.75033,7,1.99565,0.1,0.92
44,11,balanced,0.1812,0.76257,7,1.97641,0.1,0.92
45,11,balanced,0.2086,0.77076,7,1.97429,0.1,0.92
46,11,balanced,0.44,0.76126,7,1.97068,0.1,0.92
