node_id,x_m,y_m,z_m,target_axis_t_m,axis_error_m
E96,-122.584817,2.238826,-274.068479,-287.88221,-0.215313
E97,-119.437143,13.572414,-275.118028,-286.987423,-0.228791
E98,-116.103658,24.884966,-275.738916,-285.641274,-0.246151
E99,-112.417781,36.527177,-275.954022,-283.799096,-0.26404
E100,-108.547365,48.108833,-275.715416,-281.495057,-0.276855
E101,-104.589626,59.215628,-275.079609,-278.857955,-0.277946
E102,-100.474687,70.233436,-274.030521,-275.819645,-0.260862
E103,-96.135205,81.209557,-272.584668,-272.387629,-0.217402
E104,-91.652828,92.068878,-270.736801,-268.589182,-0.137781
E105,-87.01788,102.711317,-268.536971,-264.492475,-0.013517
C112,88.634054,-91.529073,-272.077943,-263.027136,0.041248
C113,79.197403,-98.605934,-272.431539,-265.696313,-0.054026
C114,69.294534,-105.772555,-272.381699,-268.083011,-0.124478
C115,59.627095,-112.516985,-271.927126,-270.006848,-0.171159
C116,49.847929,-119.093713,-271.06773,-271.547493,-0.202557
C117,40.003951,-125.466339,-269.805498,-272.691239,-0.222153
C118,30.008648,-131.693217,-268.120502,-273.43657,-0.233328
C119,20.044094,-137.651174,-266.046185,-273.76947,-0.237811
C120,10.025021,-143.399046,-263.56558,-273.69343,-0.23673
D106,0.0,-148.907161,-260.69182,-273.209886,-0.229882
D107,-10.02427,-143.388305,-263.545838,-276.932066,-0.269168
D108,-20.042322,-137.639004,-266.022663,-280.28532,-0.278879
D109,-30.006695,-131.684646,-268.103052,-283.237128,-0.268027
D110,-40.002833,-125.462832,-269.797957,-285.796948,-0.244241
D111,-49.847901,-119.093645,-271.067575,-287.903077,-0.214992
D112,-59.626807,-112.516442,-271.925812,-289.570342,-0.185559
D113,-69.290182,-105.765911,-272.36459,-290.781845,-0.161085
D114,-79.181281,-98.585861,-272.37608,-291.552434,-0.143958
D115,-88.594968,-91.48871,-271.957961,-291.823409,-0.137761
D116,-97.8787,-84.225173,-271.116709,-291.627715,-0.142319
D117,-106.984579,-76.8319,-269.857391,-290.967434,-0.157147
D118,-115.993448,-69.245762,-268.163799,-289.833981,-0.180489
D119,-124.733126,-61.60565,-266.072802,-288.255363,-0.209207
D120,-133.286274,-53.848477,-263.571105,-286.228694,-0.239002
E106,-141.610986,-46.011973,-260.675486,-283.773849,-0.264173
E107,-139.47661,-34.777235,-263.560454,-284.877324,-0.254319
E108,-137.108867,-23.47375,-266.046695,-285.540997,-0.247254
E109,-134.520742,-12.154703,-268.119937,-285.757838,-0.244702
E110,-131.682989,-0.72456,-269.795672,-285.525676,-0.247464
E111,-128.655372,10.605354,-271.03964,-284.847638,-0.254643
E112,-125.410317,21.934661,-271.870274,-283.726659,-0.264585
E113,-121.965922,33.206381,-272.284932,-282.173219,-0.274192
E114,-118.188215,44.825678,-272.280143,-280.116402,-0.279234
E115,-114.347371,55.967319,-271.860108,-277.711912,-0.273815
E116,-110.316167,67.040954,-271.035471,-274.905113,-0.251795
E117,-106.115526,77.994565,-269.816259,-271.722929,-0.205887
E118,-101.712202,88.927625,-268.19231,-268.147537,-0.126296
E119,-97.183535,99.6406,-266.20446,-264.263837,-0.005291
C128,88.475609,-101.703955,-268.571107,-260.95681,0.127762
C129,78.970433,-108.692753,-268.705067,-263.40574,0.026776
C130,69.353986,-115.519485,-268.445071,-265.49411,-0.04755
C131,59.637893,-122.171823,-267.787171,-267.20951,-0.100338
C132,49.834741,-128.640158,-266.728449,-268.540972,-0.136455
C133,39.958034,-134.913066,-265.268022,-269.480591,-0.159322
C134,30.02163,-140.981214,-263.405892,-270.022392,-0.171493
C135,20.040017,-146.835447,-261.143736,-270.162853,-0.174629
C136,10.027902,-152.466128,-258.484828,-269.901493,-0.168819
D121,0.0,-157.86588,-255.43337,-269.239655,-0.153509
D122,-10.026425,-152.443682,-258.446774,-273.09462,-0.228233
D123,-20.035545,-146.802685,-261.08547,-276.589148,-0.266936
D124,-30.014021,-140.945483,-263.339133,-279.701974,-0.278907
D125,-39.947544,-134.877648,-265.198383,-282.413528,-0.272868
D126,-49.821096,-128.604936,-266.655418,-284.70724,-0.255995
D127,-59.619396,-122.13393,-267.704115,-286.569202,-0.234504
D128,-69.326642,-115.473941,-268.339233,-287.987595,-0.213631
D129,-78.927073,-108.633073,-268.557529,-288.95405,-0.196981
D130,-88.405018,-101.622811,-268.356827,-289.462199,-0.187627
D131,-97.744953,-94.454243,-267.736503,-289.508919,-0.186895
D132,-106.93196,-87.136897,-266.697699,-289.094358,-0.194477
D133,-115.951547,-79.684349,-265.242687,-288.220694,-0.209706
D134,-124.78993,-72.109452,-263.375102,-286.893284,-0.230098
D135,-133.434286,-64.423113,-261.100443,-285.120588,-0.251808
D136,-141.872957,-56.638097,-258.42526,-282.913421,-0.270085
E121,-150.095248,-48.768964,-255.357285,-280.285254,-0.279061
E122,-148.066297,-37.568145,-258.420348,-281.577266,-0.276456
E123,-145.809183,-26.309188,-261.085338,-282.43613,-0.272783
E124,-143.32662,-15.009938,-263.346663,-282.856557,-0.270495
E125,-140.621976,-3.686527,-265.200114,-282.835914,-0.270639
E126,-137.699627,7.641818,-266.642691,-282.374407,-0.273153
E127,-134.564335,18.957931,-267.673174,-281.474951,-0.276816
E128,-131.222042,30.244874,-268.2914,-280.142917,-0.279155
E129,-127.67888,41.486107,-268.498907,-278.386429,-0.276588
E130,-123.941678,52.663681,-268.298864,-276.216767,-0.264262
E131,-120.017923,63.763388,-267.695597,-273.646952,-0.236366
E132,-115.915461,74.770981,-266.695027,-270.692743,-0.18597
E133,-111.642334,85.672391,-265.304889,-267.372788,-0.10505
E134,-107.207099,96.457868,-263.533768,-263.706764,0.01507
C147,69.778547,-126.675588,-263.372737,-261.961582,0.084228
C148,59.976194,-133.245874,-262.488781,-263.453376,0.025002
C149,50.119844,-139.612272,-261.206783,-264.558166,-0.015471
C150,40.0722,-145.850348,-259.504751,-265.282858,-0.040579
C151,30.099057,-151.805608,-257.41962,-265.600456,-0.050859
C152,20.063645,-157.555937,-254.932337,-265.522445,-0.048196
C153,10.031435,-163.067942,-252.05707,-265.047864,-0.032569
D137,0.0,-166.660024,-249.898643,-265.024263,-0.031679
D138,-10.028967,-163.027817,-251.995049,-268.181255,-0.127088
D139,-20.055462,-157.491679,-254.828365,-271.840206,-0.207584
D140,-30.083621,-151.727759,-257.287611,-275.139285,-0.254128
D141,-40.048706,-145.764839,-259.352608,-278.04309,-0.27528
D142,-50.087038,-139.520891,-261.035814,-280.568573,-0.278589
D143,-59.931841,-133.147337,-262.294668,-282.641407,-0.271521
D144,-69.718103,-126.565857,-263.144594,-284.283316,-0.25999
D145,-79.381078,-119.814065,-263.578351,-285.477319,-0.247883
D146,-89.422299,-112.523188,-263.584736,-286.245904,-0.238801
D147,-98.833596,-105.423302,-263.161783,-286.508733,-0.23529
D148,-108.121348,-98.151852,-262.318568,-286.312874,-0.237779
D149,-117.226071,-90.75824,-261.059987,-285.659842,-0.24585
D150,-126.262359,-83.137231,-259.367974,-284.539718,-0.257626
D151,-135.003127,-75.495574,-257.282353,-282.98306,-0.269636
D152,-143.564104,-67.731013,-254.788044,-280.985346,-0.278086
D153,-151.894311,-59.894246,-251.903192,-278.568123,-0.277042
E137,-158.409798,-51.470233,-249.750899,-276.507394,-0.266444
E138,-158.092067,-40.824999,-251.906021,-277.252486,-0.271283
E139,-155.956773,-29.58841,-254.787499,-278.337279,-0.276317
E140,-153.590662,-18.274229,-257.274401,-278.991653,-0.278154
E141,-151.005491,-6.955136,-259.351218,-279.209498,-0.278574
E142,-148.170333,4.521839,-261.035043,-278.983075,-0.278191
E143,-145.148082,15.853966,-262.288756,-278.324217,-0.276338
E144,-141.90895,27.194345,-263.132789,-277.230934,-0.27131
E145,-138.473175,38.469573,-263.564594,-275.716212,-0.259967
E146,-134.646017,50.273502,-263.579001,-273.675579,-0.23682
E147,-130.813343,61.422514,-263.17839,-271.32357,-0.198368
E148,-126.788207,72.514981,-262.377157,-268.577297,-0.137412
E149,-122.600268,83.482696,-261.185262,-265.467002,-0.046706
E150,-118.18704,94.473294,-259.591112,-261.963326,0.084126
C168,40.125263,-156.572998,-253.341244,-260.736478,0.137576
C169,30.113909,-162.433305,-251.024905,-260.828461,0.133363
C170,20.056999,-168.049186,-248.331206,-260.545577,0.146165
C171,10.034839,-171.776997,-246.371887,-260.723305,0.13836
D154,0.0,-175.287296,-244.099606,-260.584151,0.144618
D155,-10.03142,-171.718479,-246.287958,-263.802109,0.011995
D156,-20.044549,-167.944866,-248.177048,-266.733292,-0.086345
D157,-30.089415,-162.301185,-250.820727,-270.188042,-0.175243
D158,-40.086643,-156.422298,-253.097405,-273.28001,-0.231012
D159,-50.156711,-150.299945,-254.978661,-275.991706,-0.262094
D160,-60.148679,-143.947915,-256.467881,-278.295803,-0.27604
D161,-69.981549,-137.479032,-257.519438,-280.14207,-0.278978
D162,-79.706857,-130.799003,-258.175161,-281.562867,-0.276374
D163,-89.814705,-123.618599,-258.399067,-282.564196,-0.271953
D164,-99.769013,-116.227545,-258.180745,-283.080034,-0.269113
D165,-109.1289,-109.043357,-257.52764,-283.095374,-0.269035
D166,-118.318804,-101.689505,-256.473447,-282.666751,-0.27161
D167,-127.442751,-94.145399,-254.973442,-281.76596,-0.275818
D168,-136.365216,-86.452719,-253.07094,-280.420979,-0.278945
D169,-145.024455,-78.751077,-250.759912,-278.636675,-0.277232
D170,-153.46255,-70.929186,-248.066178,-276.436404,-0.265834
D171,-160.108241,-62.562316,-246.12398,-274.616454,-0.248482
E154,-166.550326,-54.114596,-243.867486,-272.458323,-0.218338
E155,-166.310558,-43.496149,-246.133818,-273.319825,-0.231703
E156,-165.855618,-32.820938,-248.081756,-273.833705,-0.238763
E157,-163.626077,-21.533284,-250.775066,-274.706778,-0.249602
E158,-161.145386,-10.211377,-253.083258,-275.163338,-0.254577
E159,-158.446513,1.257184,-254.982988,-275.171192,-0.254643
E160,-155.499059,12.72288,-256.482511,-274.751458,-0.250131
E161,-152.389307,24.07523,-257.541195,-273.893448,-0.239694
E162,-149.046241,35.390874,-258.205965,-272.624219,-0.221131
E163,-145.350252,47.227915,-258.447069,-270.832118,-0.188804
E164,-141.412478,58.987717,-258.259619,-268.60864,-0.138192
E165,-137.496607,70.126712,-257.654052,-266.076874,-0.066464
E166,-133.377262,81.166584,-256.670182,-263.183387,0.035042
D174,-20.060317,-176.541355,-242.294924,-262.195529,0.074814
D175,-30.032802,-172.612366,-243.987442,-264.904454,-0.027635
D176,-40.063274,-166.843921,-246.451641,-268.156161,-0.126223
D177,-50.165119,-160.869891,-248.504751,-271.024312,-0.192485
D178,-60.205628,-154.628099,-250.194182,-273.517901,-0.234403
D179,-70.118213,-148.15441,-251.505733,-275.6095,-0.258978
D180,-79.906638,-141.575974,-252.363948,-277.236653,-0.271047
D181,-90.08134,-134.541264,-252.781685,-278.446433,-0.276755
D182,-100.119422,-127.247062,-252.781121,-279.196575,-0.278391
D183,-109.953412,-119.743266,-252.360429,-279.477487,-0.278807
D184,-119.230653,-112.463383,-251.495594,-279.260509,-0.278495
D185,-128.443605,-105.030818,-250.17019,-278.564728,-0.276896
D186,-137.468588,-97.402963,-248.4575,-277.437942,-0.2724
D187,-146.249593,-89.629488,-246.369415,-275.892377,-0.261324
D188,-154.800014,-81.858771,-243.855669,-273.903185,-0.239738
D189,-161.580127,-73.577075,-242.111734,-272.316164,-0.216038
D190,-168.163665,-65.177639,-240.060274,-270.394128,-0.17963
E172,-174.513901,-56.702253,-237.718703,-268.157317,-0.126417
E173,-174.370779,-46.116878,-240.077759,-269.118483,-0.150802
E174,-173.99061,-35.45274,-242.142176,-269.752287,-0.165577
E175,-173.380137,-24.76792,-243.89619,-270.049998,-0.172286
E176,-171.032759,-13.4525,-246.413935,-270.725045,-0.18656
E177,-168.499105,-2.001011,-248.505655,-270.945638,-0.19102
E178,-165.684158,9.477404,-250.223165,-270.758715,-0.187246
E179,-162.604195,20.90851,-251.55722,-270.167377,-0.174879
E180,-159.386327,32.256296,-252.437479,-269.130835,-0.151148
E181,-155.856271,44.115198,-252.884414,-267.572863,-0.110709
E182,-152.044058,55.929481,-252.923796,-265.594519,-0.0509
E183,-147.977081,67.623069,-252.559567,-263.218888,0.033664
E184,-143.961299,78.728062,-251.770735,-260.536547,0.146417
D195,-39.98036,-177.026502,-239.435393,-262.705928,0.053925
D196,-50.114648,-171.175229,-241.663829,-265.723603,-0.054814
D197,-60.169746,-165.073063,-243.532701,-268.377103,-0.131992
D198,-70.130802,-158.724958,-245.034108,-270.649551,-0.184921
D199,-79.982835,-152.136092,-246.161797,-272.527106,-0.219499
D200,-90.223023,-145.222704,-246.778158,-273.941873,-0.240275
D201,-100.311296,-138.066355,-246.981127,-274.906525,-0.251779
D202,-110.230426,-130.677557,-246.768551,-275.414541,-0.256886
D203,-119.963399,-123.069364,-246.139528,-275.461981,-0.257464
D204,-129.263925,-115.727535,-244.993858,-274.971112,-0.25239
D205,-138.363295,-108.205132,-243.466244,-274.056944,-0.241583
D206,-147.248646,-100.514486,-241.560581,-272.725153,-0.222583
D207,-155.907878,-92.668041,-239.282228,-270.984244,-0.191672
D208,-162.819683,-84.46125,-237.738872,-269.629585,-0.162749
D209,-169.526106,-76.145927,-235.893525,-267.945348,-0.120779
D210,-176.020929,-67.732929,-233.750993,-265.940349,-0.061965
E191,-182.299196,-59.231891,-231.316888,-263.62509,0.018334
E192,-182.236544,-48.670394,-233.776685,-264.686856,-0.020196
E193,-181.942923,-38.048446,-235.93986,-265.426396,-0.045285
E194,-181.41797,-27.378755,-237.802627,-265.839683,-0.058759
E195,-180.6616,-16.675296,-239.36208,-265.924711,-0.06148
E196,-178.274719,-5.233967,-241.651112,-266.354778,-0.074933
E197,-175.61347,6.215757,-243.567976,-266.386922,-0.075968
E198,-172.681691,17.654993,-245.109755,-266.021241,-0.064585
E199,-169.484153,29.068939,-246.274867,-265.259755,-0.039814
E200,-166.100551,40.956728,-246.934287,-263.93631,0.006683
E201,-162.443596,52.781494,-247.188844,-262.200553,0.074272
D217,-59.979254,-175.195604,-236.580123,-262.960061,0.044067
D218,-70.022155,-168.947107,-238.269945,-265.406908,-0.044545
D219,-79.93886,-162.471189,-239.587246,-267.466134,-0.107524
D220,-90.243674,-155.81487,-240.308762,-269.006269,-0.148033
D221,-100.415786,-148.768422,-240.713056,-270.179742,-0.175025
D222,-110.453144,-141.467381,-240.703945,-270.907082,-0.190137
D223,-120.287762,-133.960247,-240.279974,-271.179423,-0.19561
D224,-129.789044,-126.204935,-239.535103,-271.060379,-0.193179
D225,-138.992584,-118.76096,-238.187612,-270.352926,-0.178687
D226,-148.010449,-111.12459,-236.457802,-269.227933,-0.153429
D227,-156.788103,-103.345154,-234.357451,-267.697513,-0.113921
D228,-163.842994,-95.31281,-232.965152,-266.540122,-0.08049
D229,-170.693677,-87.064184,-231.316835,-265.085206,-0.033919
D230,-177.354244,-78.694409,-229.363179,-263.303254,0.030557
D231,-183.787668,-70.245965,-227.121418,-261.213685,0.116355
E213,-189.790775,-40.59156,-229.426792,-260.831007,0.133267
E214,-189.342019,-29.905832,-231.405941,-261.358911,0.10996
E215,-188.666844,-19.203216,-233.077806,-261.561368,0.10121
E216,-187.69819,-8.553401,-234.493227,-261.48324,0.104571
E217,-185.181168,2.905734,-236.612058,-261.726221,0.094171
E218,-182.387322,14.392884,-238.362328,-261.576379,0.10057
E219,-179.332508,25.836617,-239.734752,-261.036246,0.124012
D240,-79.778609,-172.578579,-232.659313,-262.08693,0.079145
D241,-90.147013,-166.046365,-233.554846,-263.796575,0.012146
D242,-100.366599,-159.248559,-234.072874,-265.100274,-0.034265
D243,-110.488681,-152.074098,-234.254101,-266.028148,-0.064593
D244,-120.425371,-144.647457,-234.04468,-266.526957,-0.080232
D245,-130.030614,-137.01109,-233.496327,-266.626753,-0.082979
D246,-139.422806,-129.151087,-232.565139,-266.301903,-0.073229
D247,-148.546449,-121.609959,-231.007028,-265.378319,-0.043675
D248,-157.443743,-113.879682,-229.093772,-264.063119,0.002254
D249,-164.629116,-105.936628,-227.887762,-263.12238,0.037615
D250,-171.61105,-97.860123,-226.397595,-261.86891,0.088156
D265,-110.342042,-162.439211,-227.470615,-260.835275,0.133146
D266,-120.381704,-155.124659,-227.451648,-261.536117,0.102461
D267,-130.090342,-147.63957,-227.074209,-261.828907,0.089872
D268,-139.60413,-139.884401,-226.33798,-261.722451,0.094362
D269,-148.859972,-131.910181,-225.24842,-261.218239,0.116171
