source,inspect_part1,inspect_part2,inspect_product,disassemble_defective_product,market_good_probability,defective_to_market_probability,expected_profit,expected_revenue,expected_direct_cost,expected_replacement_loss,expected_salvage_net,case,rank,part_inspection_bits,semi_inspection_bits,final_inspection,semi_disassembly_bits,final_disassembly,final_good_probability
table2,,,,,,0.818309,77.066798,,100.347876,32.732356,10.14703,,159,00100000,000,False,010,True,0.181691
table2,,,,,,0.818309,77.066798,,100.347876,32.732356,10.14703,,160,00000100,000,False,010,True,0.181691
table2,,,,,,0.818309,77.066798,,100.347876,32.732356,10.14703,,161,00000001,000,False,010,True,0.181691
table2,,,,,,0.818309,77.066798,,100.347876,32.732356,10.14703,,162,00100000,000,False,110,True,0.181691
table2,,,,,,0.818309,77.066798,,100.347876,32.732356,10.14703,,163,00000100,000,False,110,True,0.181691
table2,,,,,,0.818309,77.066798,,100.347876,32.732356,10.14703,,164,00000001,000,False,110,True,0.181691
table2,,,,,,0.818309,77.066798,,100.347876,32.732356,10.14703,,165,00100000,000,False,001,True,0.181691
table2,,,,,,0.818309,77.066798,,100.347876,32.732356,10.14703,,166,00000100,000,False,001,True,0.181691
table2,,,,,,0.818309,77.066798,,100.347876,32.732356,10.14703,,167,00000001,000,False,001,True,0.181691
table2,,,,,,0.818309,77.066798,,100.347876,32.732356,10.14703,,168,00100000,000,False,101,True,0.181691
table2,,,,,,0.818309,77.066798,,100.347876,32.732356,10.14703,,169,00000100,000,False,101,True,0.181691
table2,,,,,,0.818309,77.066798,,100.347876,32.732356,10.14703,,170,00000001,000,False,101,True,0.181691
table2,,,,,,0.818309,77.066798,,100.347876,32.732356,10.14703,,171,00100000,000,False,011,True,0.181691
table2,,,,,,0.818309,77.066798,,100.347876,32.732356,10.14703,,172,00000100,000,False,011,True,0.181691
table2,,,,,,0.818309,77.066798,,100.347876,32.732356,10.14703,,173,00000001,000,False,011,True,0.181691
table2,,,,,,0.818309,77.066798,,100.347876,32.732356,10.14703,,174,00100000,000,False,111,True,0.181691
table2,,,,,,0.818309,77.066798,,100.347876,32.732356,10.14703,,175,00000100,000,False,111,True,0.181691
table2,,,,,,0.818309,77.066798,,100.347876,32.732356,10.14703,,176,00000001,000,False,111,True,0.181691
table2,,,,,,0.752258,76.715874,,102.521814,30.090306,9.327995,,177,11001000,000,False,000,True,0.247742
table2,,,,,,0.752258,76.715874,,102.521814,30.090306,9.327995,,178,01011000,000,False,000,True,0.247742
table2,,,,,,0.752258,76.715874,,102.521814,30.090306,9.327995,,179,11000010,000,False,000,True,0.247742
table2,,,,,,0.752258,76.715874,,102.521814,30.090306,9.327995,,180,01010010,000,False,000,True,0.247742
table2,,,,,,0.752258,76.715874,,102.521814,30.090306,9.327995,,181,10001010,000,False,000,True,0.247742
table2,,,,,,0.752258,76.715874,,102.521814,30.090306,9.327995,,182,00011010,000,False,000,True,0.247742
table2,,,,,,0.752258,76.715874,,102.521814,30.090306,9.327995,,183,11001000,000,False,100,True,0.247742
table2,,,,,,0.752258,76.715874,,102.521814,30.090306,9.327995,,184,01011000,000,False,100,True,0.247742
table2,,,,,,0.752258,76.715874,,102.521814,30.090306,9.327995,,185,11000010,000,False,100,True,0.247742
table2,,,,,,0.752258,76.715874,,102.521814,30.090306,9.327995,,186,01010010,000,False,100,True,0.247742
table2,,,,,,0.752258,76.715874,,102.521814,30.090306,9.327995,,187,10001010,000,False,100,True,0.247742
table2,,,,,,0.752258,76.715874,,102.521814,30.090306,9.327995,,188,00011010,000,False,100,True,0.247742
table2,,,,,,0.752258,76.715874,,102.521814,30.090306,9.327995,,189,11001000,000,False,010,True,0.247742
table2,,,,,,0.752258,76.715874,,102.521814,30.090306,9.327995,,190,01011000,000,False,010,True,0.247742
table2,,,,,,0.752258,76.715874,,102.521814,30.090306,9.327995,,191,11000010,000,False,010,True,0.247742
table2,,,,,,0.752258,76.715874,,102.521814,30.090306,9.327995,,192,01010010,000,False,010,True,0.247742
table2,,,,,,0.752258,76.715874,,102.521814,30.090306,9.327995,,193,10001010,000,False,010,True,0.247742
table2,,,,,,0.752258,76.715874,,102.521814,30.090306,9.327995,,194,00011010,000,False,010,True,0.247742
table2,,,,,,0.752258,76.715874,,102.521814,30.090306,9.327995,,195,11001000,000,False,110,True,0.247742
table2,,,,,,0.752258,76.715874,,102.521814,30.090306,9.327995,,196,01011000,000,False,110,True,0.247742
table2,,,,,,0.752258,76.715874,,102.521814,30.090306,9.327995,,197,11000010,000,False,110,True,0.247742
table2,,,,,,0.752258,76.715874,,102.521814,30.090306,9.327995,,198,01010010,000,False,110,True,0.247742
table2,,,,,,0.752258,76.715874,,102.521814,30.090306,9.327995,,199,10001010,000,False,110,True,0.247742
table2,,,,,,0.752258,76.715874,,102.521814,30.090306,9.327995,,200,00011010,000,False,110,True,0.247742
