scenario,month,season,crop,wild_plants,pests,beneficial_insects,bats,birds,soil_health,predators
bats_and_edge_habitat,38,0.93301,1.35,0.82371,0.02,0.6984,1.2,0.90034,0.5468,0.84987
bats_and_edge_habitat,39,1.0,1.35,0.85148,0.02,0.73992,1.2,0.91434,0.56364,0.87803
bats_and_edge_habitat,40,0.93301,1.35,0.87992,0.02,0.78354,1.2,0.92834,0.58118,0.90654
bats_and_edge_habitat,41,0.75,1.35,0.90907,0.02,0.82928,1.2,0.94234,0.59943,0.9354
bats_and_edge_habitat,42,0.5,1.35,0.93895,0.02,0.87721,1.2,0.95634,0.6184,0.9646
bats_and_edge_habitat,43,0.25,1.35,0.96959,0.02,0.92738,1.2,0.97034,0.63813,0.99416
bats_and_edge_habitat,44,0.06699,1.35,1.00101,0.02,0.97985,1.2,0.98434,0.65862,1.02407
bats_and_edge_habitat,45,0.0,1.35,1.00826,0.02,1.03468,1.2,0.99834,0.65989,1.05433
bats_and_edge_habitat,46,0.06699,1.35,1.01555,0.02,1.09005,1.2,1.01234,0.66135,1.08494
bats_and_edge_habitat,47,0.25,1.35,1.0479,0.02,1.14596,1.2,1.02634,0.68299,1.1
bats_and_edge_habitat,48,0.5,1.35,1.08112,0.02,1.2043,1.2,1.04034,0.70543,1.1
bats_and_edge_habitat,49,0.75,1.35,1.11524,0.02,1.26514,1.2,1.05434,0.72871,1.1
bats_and_edge_habitat,50,0.93301,1.35,1.15029,0.02,1.32853,1.2,1.06834,0.75284,1.1
bats_and_edge_habitat,51,1.0,1.35,1.1863,0.02,1.35,1.2,1.08234,0.77785,1.1
bats_and_edge_habitat,52,0.93301,1.35,1.22332,0.02,1.35,1.2,1.09634,0.80376,1.1
bats_and_edge_habitat,53,0.75,1.35,1.25,0.02,1.35,1.2,1.11034,0.83059,1.1
bats_and_edge_habitat,54,0.5,1.35,1.25,0.02,1.35,1.2,1.12434,0.85809,1.1
bats_and_edge_habitat,55,0.25,1.35,1.25,0.02,1.35,1.2,1.13834,0.88559,1.1
bats_and_edge_habitat,56,0.06699,1.35,1.25,0.02,1.35,1.2,1.15234,0.91309,1.1
bats_and_edge_habitat,57,0.0,1.35,1.25,0.02,1.35,1.2,1.16634,0.92059,1.1
bats_and_edge_habitat,58,0.06699,1.35,1.25,0.02,1.35,1.2,1.18034,0.92809,1.1
bats_and_edge_habitat,59,0.25,1.35,1.25,0.02,1.35,1.2,1.19434,0.95559,1.1
bats_and_edge_habitat,60,0.5,1.35,1.25,0.02,1.35,1.2,1.20834,0.98309,1.1
bats_and_edge_habitat,61,0.75,1.35,1.25,0.02,1.35,1.2,1.22234,1.01059,1.1
bats_and_edge_habitat,62,0.93301,1.35,1.25,0.02,1.35,1.2,1.23634,1.03809,1.1
bats_and_edge_habitat,63,1.0,1.35,1.25,0.02,1.35,1.2,1.25,1.06559,1.1
bats_and_edge_habitat,64,0.93301,1.35,1.25,0.02,1.35,1.2,1.25,1.09309,1.1
bats_and_edge_habitat,65,0.75,1.35,1.25,0.02,1.35,1.2,1.25,1.12059,1.1
bats_and_edge_habitat,66,0.5,1.35,1.25,0.02,1.35,1.2,1.25,1.14809,1.1
bats_and_edge_habitat,67,0.25,1.35,1.25,0.02,1.35,1.2,1.25,1.17559,1.1
bats_and_edge_habitat,68,0.06699,1.35,1.25,0.02,1.35,1.2,1.25,1.2,1.1
bats_and_edge_habitat,69,0.0,1.35,1.25,0.02,1.35,1.2,1.25,1.2,1.1
bats_and_edge_habitat,70,0.06699,1.35,1.25,0.02,1.35,1.2,1.25,1.2,1.1
bats_and_edge_habitat,71,0.25,1.35,1.25,0.02,1.35,1.2,1.25,1.2,1.1
bats_and_edge_habitat,72,0.5,1.35,1.25,0.02,1.35,1.2,1.25,1.2,1.1
bats_and_edge_habitat,73,0.75,1.35,1.25,0.02,1.35,1.2,1.25,1.2,1.1
bats_and_edge_habitat,74,0.93301,1.35,1.25,0.02,1.35,1.2,1.25,1.2,1.1
bats_and_edge_habitat,75,1.0,1.35,1.25,0.02,1.35,1.2,1.25,1.2,1.1
bats_and_edge_habitat,76,0.93301,1.35,1.25,0.02,1.35,1.2,1.25,1.2,1.1
bats_and_edge_habitat,77,0.75,1.35,1.25,0.02,1.35,1.2,1.25,1.2,1.1
bats_and_edge_habitat,78,0.5,1.35,1.25,0.02,1.35,1.2,1.25,1.2,1.1
bats_and_edge_habitat,79,0.25,1.35,1.25,0.02,1.35,1.2,1.25,1.2,1.1
bats_and_edge_habitat,80,0.06699,1.35,1.25,0.02,1.35,1.2,1.25,1.2,1.1
bats_and_edge_habitat,81,0.0,1.35,1.25,0.02,1.35,1.2,1.25,1.2,1.1
bats_and_edge_habitat,82,0.06699,1.35,1.25,0.02,1.35,1.2,1.25,1.2,1.1
bats_and_edge_habitat,83,0.25,1.35,1.25,0.02,1.35,1.2,1.25,1.2,1.1
bats_and_edge_habitat,84,0.5,1.35,1.25,0.02,1.35,1.2,1.25,1.2,1.1
bats_and_edge_habitat,85,0.75,1.35,1.25,0.02,1.35,1.2,1.25,1.2,1.1
bats_and_edge_habitat,86,0.93301,1.35,1.25,0.02,1.35,1.2,1.25,1.2,1.1
bats_and_edge_habitat,87,1.0,1.35,1.25,0.02,1.35,1.2,1.25,1.2,1.1
bats_and_edge_habitat,88,0.93301,1.35,1.25,0.02,1.35,1.2,1.25,1.2,1.1
bats_and_edge_habitat,89,0.75,1.35,1.25,0.02,1.35,1.2,1.25,1.2,1.1
bats_and_edge_habitat,90,0.5,1.35,1.25,0.02,1.35,1.2,1.25,1.2,1.1
bats_and_edge_habitat,91,0.25,1.35,1.25,0.02,1.35,1.2,1.25,1.2,1.1
bats_and_edge_habitat,92,0.06699,1.35,1.25,0.02,1.35,1.2,1.25,1.2,1.1
bats_and_edge_habitat,93,0.0,1.35,1.25,0.02,1.35,1.2,1.25,1.2,1.1
bats_and_edge_habitat,94,0.06699,1.35,1.25,0.02,1.35,1.2,1.25,1.2,1.1
bats_and_edge_habitat,95,0.25,1.35,1.25,0.02,1.35,1.2,1.25,1.2,1.1
bats_and_edge_habitat,96,0.5,1.35,1.25,0.02,1.35,1.2,1.25,1.2,1.1
bats_and_edge_habitat,97,0.75,1.35,1.25,0.02,1.35,1.2,1.25,1.2,1.1
bats_and_edge_habitat,98,0.93301,1.35,1.25,0.02,1.35,1.2,1.25,1.2,1.1
bats_and_edge_habitat,99,1.0,1.35,1.25,0.02,1.35,1.2,1.25,1.2,1.1
bats_and_edge_habitat,100,0.93301,1.35,1.25,0.02,1.35,1.2,1.25,1.2,1.1
bats_and_edge_habitat,101,0.75,1.35,1.25,0.02,1.35,1.2,1.25,1.2,1.1
bats_and_edge_habitat,102,0.5,1.35,1.25,0.02,1.35,1.2,1.25,1.2,1.1
bats_and_edge_habitat,103,0.25,1.35,1.25,0.02,1.35,1.2,1.25,1.2,1.1
bats_and_edge_habitat,104,0.06699,1.35,1.25,0.02,1.35,1.2,1.25,1.2,1.1
bats_and_edge_habitat,105,0.0,1.35,1.25,0.02,1.35,1.2,1.25,1.2,1.1
bats_and_edge_habitat,106,0.06699,1.35,1.25,0.02,1.35,1.2,1.25,1.2,1.1
bats_and_edge_habitat,107,0.25,1.35,1.25,0.02,1.35,1.2,1.25,1.2,1.1
bats_and_edge_habitat,108,0.5,1.35,1.25,0.02,1.35,1.2,1.25,1.2,1.1
bats_and_edge_habitat,109,0.75,1.35,1.25,0.02,1.35,1.2,1.25,1.2,1.1
bats_and_edge_habitat,110,0.93301,1.35,1.25,0.02,1.35,1.2,1.25,1.2,1.1
bats_and_edge_habitat,111,1.0,1.35,1.25,0.02,1.35,1.2,1.25,1.2,1.1
bats_and_edge_habitat,112,0.93301,1.35,1.25,0.02,1.35,1.2,1.25,1.2,1.1
bats_and_edge_habitat,113,0.75,1.35,1.25,0.02,1.35,1.2,1.25,1.2,1.1
bats_and_edge_habitat,114,0.5,1.35,1.25,0.02,1.35,1.2,1.25,1.2,1.1
bats_and_edge_habitat,115,0.25,1.35,1.25,0.02,1.35,1.2,1.25,1.2,1.1
bats_and_edge_habitat,116,0.06699,1.35,1.25,0.02,1.35,1.2,1.25,1.2,1.1
bats_and_edge_habitat,117,0.0,1.35,1.25,0.02,1.35,1.2,1.25,1.2,1.1
bats_and_edge_habitat,118,0.06699,1.35,1.25,0.02,1.35,1.2,1.25,1.2,1.1
bats_and_edge_habitat,119,0.25,1.35,1.25,0.02,1.35,1.2,1.25,1.2,1.1
bats_and_edge_habitat,120,0.5,1.35,1.25,0.02,1.35,1.2,1.25,1.2,1.1
organic_partial,0,0.5,0.58,0.12,0.62,0.18,0.05,0.14,0.38,0.08
organic_partial,1,0.75,0.55999,0.1638,0.66345,0.19305,0.09285,0.1761,0.4061,0.0946
organic_partial,2,0.93301,0.55169,0.20864,0.71877,0.20938,0.13853,0.21329,0.4333,0.1101
organic_partial,3,1.0,0.55025,0.25458,0.78497,0.22908,0.1875,0.25186,0.46161,0.12653
organic_partial,4,0.93301,0.54835,0.30164,0.85568,0.25223,0.24016,0.29208,0.49108,0.14393
organic_partial,5,0.75,0.53834,0.34988,0.91915,0.2789,0.29671,0.33407,0.52172,0.16233
organic_partial,6,0.5,0.51479,0.39935,0.96049,0.30919,0.35693,0.37765,0.55356,0.18178
organic_partial,7,0.25,0.47675,0.45009,0.96678,0.34319,0.42007,0.42226,0.58665,0.20233
organic_partial,8,0.06699,0.42864,0.50216,0.93288,0.381,0.48496,0.46703,0.621,0.22398
organic_partial,9,0.0,0.34438,0.5306,0.86395,0.42271,0.55023,0.51095,0.63665,0.24676
organic_partial,10,0.06699,0.26859,0.55967,0.76919,0.46656,0.61394,0.55315,0.65302,0.27063
organic_partial,11,0.25,0.2453,0.61439,0.66201,0.51258,0.6752,0.59298,0.69011,0.29556
organic_partial,12,0.5,0.24591,0.67059,0.55447,0.56271,0.73435,0.63013,0.72857,0.32149
organic_partial,13,0.75,0.27324,0.72833,0.44865,0.61705,0.79142,0.66459,0.76843,0.34834
organic_partial,14,0.93301,0.32939,0.78767,0.34141,0.67573,0.84653,0.69641,0.80974,0.37605
organic_partial,15,1.0,0.41553,0.84866,0.22706,0.73886,0.89966,0.72555,0.85254,0.40456
organic_partial,16,0.93301,0.52981,0.91136,0.10041,0.80655,0.95061,0.75182,0.89685,0.4338
organic_partial,17,0.75,0.66576,0.97584,0.02,0.87896,0.99902,0.77493,0.94274,0.4637
organic_partial,18,0.5,0.80756,1.04215,0.02,0.95619,1.04654,0.79603,0.99023,0.49417
organic_partial,19,0.25,0.93933,1.11036,0.02,1.03841,1.09606,0.81713,1.03939,0.52517
organic_partial,20,0.06699,1.06283,1.18053,0.02,1.12573,1.14762,0.83823,1.09024,0.5567
organic_partial,21,0.0,1.15026,1.22774,0.02,1.21832,1.2,0.85933,1.12286,0.58876
organic_partial,22,0.06699,1.24236,1.25,0.02,1.31445,1.2,0.88043,1.15665,0.62134
organic_partial,23,0.25,1.35,1.25,0.02,1.35,1.2,0.90153,1.2,0.65445
organic_partial,24,0.5,1.35,1.25,0.02,1.35,1.2,0.92263,1.2,0.68809
organic_partial,25,0.75,1.35,1.25,0.02,1.35,1.2,0.94373,1.2,0.72225
organic_partial,26,0.93301,1.35,1.25,0.02,1.35,1.2,0.96483,1.2,0.75695
organic_partial,27,1.0,1.35,1.25,0.02,1.35,1.2,0.98593,1.2,0.79217
organic_partial,28,0.93301,1.35,1.25,0.02,1.35,1.2,1.00703,1.2,0.82792
organic_partial,29,0.75,1.35,1.25,0.02,1.35,1.2,1.02813,1.2,0.86419
organic_partial,30,0.5,1.35,1.25,0.02,1.35,1.2,1.04923,1.2,0.901
organic_partial,31,0.25,1.35,1.25,0.02,1.35,1.2,1.07033,1.2,0.93833
organic_partial,32,0.06699,1.35,1.25,0.02,1.35,1.2,1.09143,1.2,0.97619
organic_partial,33,0.0,1.35,1.25,0.02,1.35,1.2,1.11253,1.2,1.01457
organic_partial,34,0.06699,1.35,1.25,0.02,1.35,1.2,1.13363,1.2,1.05348
organic_partial,35,0.25,1.35,1.25,0.02,1.35,1.2,1.15473,1.2,1.09293
organic_partial,36,0.5,1.35,1.25,0.02,1.35,1.2,1.17583,1.2,1.1
organic_partial,37,0.75,1.35,1.25,0.02,1.35,1.2,1.19693,1.2,1.1
organic_partial,38,0.93301,1.35,1.25,0.02,1.35,1.2,1.21803,1.2,1.1
organic_partial,39,1.0,1.35,1.25,0.02,1.35,1.2,1.23913,1.2,1.1
organic_partial,40,0.93301,1.35,1.25,0.02,1.35,1.2,1.25,1.2,1.1
organic_partial,41,0.75,1.35,1.25,0.02,1.35,1.2,1.25,1.2,1.1
organic_partial,42,0.5,1.35,1.25,0.02,1.35,1.2,1.25,1.2,1.1
organic_partial,43,0.25,1.35,1.25,0.02,1.35,1.2,1.25,1.2,1.1
organic_partial,44,0.06699,1.35,1.25,0.02,1.35,1.2,1.25,1.2,1.1
organic_partial,45,0.0,1.35,1.25,0.02,1.35,1.2,1.25,1.2,1.1
organic_partial,46,0.06699,1.35,1.25,0.02,1.35,1.2,1.25,1.2,1.1
organic_partial,47,0.25,1.35,1.25,0.02,1.35,1.2,1.25,1.2,1.1
organic_partial,48,0.5,1.35,1.25,0.02,1.35,1.2,1.25,1.2,1.1
organic_partial,49,0.75,1.35,1.25,0.02,1.35,1.2,1.25,1.2,1.1
organic_partial,50,0.93301,1.35,1.25,0.02,1.35,1.2,1.25,1.2,1.1
organic_partial,51,1.0,1.35,1.25,0.02,1.35,1.2,1.25,1.2,1.1
organic_partial,52,0.93301,1.35,1.25,0.02,1.35,1.2,1.25,1.2,1.1
organic_partial,53,0.75,1.35,1.25,0.02,1.35,1.2,1.25,1.2,1.1
organic_partial,54,0.5,1.35,1.25,0.02,1.35,1.2,1.25,1.2,1.1
organic_partial,55,0.25,1.35,1.25,0.02,1.35,1.2,1.25,1.2,1.1
organic_partial,56,0.06699,1.35,1.25,0.02,1.35,1.2,1.25,1.2,1.1
organic_partial,57,0.0,1.35,1.25,0.02,1.35,1.2,1.25,1.2,1.1
organic_partial,58,0.06699,1.35,1.25,0.02,1.35,1.2,1.25,1.2,1.1
organic_partial,59,0.25,1.35,1.25,0.02,1.35,1.2,1.25,1.2,1.1
organic_partial,60,0.5,1.35,1.25,0.02,1.35,1.2,1.25,1.2,1.1
organic_partial,61,0.75,1.35,1.25,0.02,1.35,1.2,1.25,1.2,1.1
organic_partial,62,0.93301,1.35,1.25,0.02,1.35,1.2,1.25,1.2,1.1
organic_partial,63,1.0,1.35,1.25,0.02,1.35,1.2,1.25,1.2,1.1
organic_partial,64,0.93301,1.35,1.25,0.02,1.35,1.2,1.25,1.2,1.1
organic_partial,65,0.75,1.35,1.25,0.02,1.35,1.2,1.25,1.2,1.1
organic_partial,66,0.5,1.35,1.25,0.02,1.35,1.2,1.25,1.2,1.1
organic_partial,67,0.25,1.35,1.25,0.02,1.35,1.2,1.25,1.2,1.1
organic_partial,68,0.06699,1.35,1.25,0.02,1.35,1.2,1.25,1.2,1.1
organic_partial,69,0.0,1.35,1.25,0.02,1.35,1.2,1.25,1.2,1.1
organic_partial,70,0.06699,1.35,1.25,0.02,1.35,1.2,1.25,1.2,1.1
organic_partial,71,0.25,1.35,1.25,0.02,1.35,1.2,1.25,1.2,1.1
organic_partial,72,0.5,1.35,1.25,0.02,1.35,1.2,1.25,1.2,1.1
organic_partial,73,0.75,1.35,1.25,0.02,1.35,1.2,1.25,1.2,1.1
organic_partial,74,0.93301,1.35,1.25,0.02,1.35,1.2,1.25,1.2,1.1
organic_partial,75,1.0,1.35,1.25,0.02,1.35,1.2,1.25,1.2,1.1
organic_partial,76,0.93301,1.35,1.25,0.02,1.35,1.2,1.25,1.2,1.1
organic_partial,77,0.75,1.35,1.25,0.02,1.35,1.2,1.25,1.2,1.1
organic_partial,78,0.5,1.35,1.25,0.02,1.35,1.2,1.25,1.2,1.1
organic_partial,79,0.25,1.35,1.25,0.02,1.35,1.2,1.25,1.2,1.1
organic_partial,80,0.06699,1.35,1.25,0.02,1.35,1.2,1.25,1.2,1.1
organic_partial,81,0.0,1.35,1.25,0.02,1.35,1.2,1.25,1.2,1.1
organic_partial,82,0.06699,1.35,1.25,0.02,1.35,1.2,1.25,1.2,1.1
organic_partial,83,0.25,1.35,1.25,0.02,1.35,1.2,1.25,1.2,1.1
organic_partial,84,0.5,1.35,1.25,0.02,1.35,1.2,1.25,1.2,1.1
organic_partial,85,0.75,1.35,1.25,0.02,1.35,1.2,1.25,1.2,1.1
organic_partial,86,0.93301,1.35,1.25,0.02,1.35,1.2,1.25,1.2,1.1
organic_partial,87,1.0,1.35,1.25,0.02,1.35,1.2,1.25,1.2,1.1
organic_partial,88,0.93301,1.35,1.25,0.02,1.35,1.2,1.25,1.2,1.1
organic_partial,89,0.75,1.35,1.25,0.02,1.35,1.2,1.25,1.2,1.1
organic_partial,90,0.5,1.35,1.25,0.02,1.35,1.2,1.25,1.2,1.1
organic_partial,91,0.25,1.35,1.25,0.02,1.35,1.2,1.25,1.2,1.1
organic_partial,92,0.06699,1.35,1.25,0.02,1.35,1.2,1.25,1.2,1.1
organic_partial,93,0.0,1.35,1.25,0.02,1.35,1.2,1.25,1.2,1.1
organic_partial,94,0.06699,1.35,1.25,0.02,1.35,1.2,1.25,1.2,1.1
organic_partial,95,0.25,1.35,1.25,0.02,1.35,1.2,1.25,1.2,1.1
organic_partial,96,0.5,1.35,1.25,0.02,1.35,1.2,1.25,1.2,1.1
organic_partial,97,0.75,1.35,1.25,0.02,1.35,1.2,1.25,1.2,1.1
organic_partial,98,0.93301,1.35,1.25,0.02,1.35,1.2,1.25,1.2,1.1
organic_partial,99,1.0,1.35,1.25,0.02,1.35,1.2,1.25,1.2,1.1
organic_partial,100,0.93301,1.35,1.25,0.02,1.35,1.2,1.25,1.2,1.1
organic_partial,101,0.75,1.35,1.25,0.02,1.35,1.2,1.25,1.2,1.1
organic_partial,102,0.5,1.35,1.25,0.02,1.35,1.2,1.25,1.2,1.1
organic_partial,103,0.25,1.35,1.25,0.02,1.35,1.2,1.25,1.2,1.1
organic_partial,104,0.06699,1.35,1.25,0.02,1.35,1.2,1.25,1.2,1.1
organic_partial,105,0.0,1.35,1.25,0.02,1.35,1.2,1.25,1.2,1.1
organic_partial,106,0.06699,1.35,1.25,0.02,1.35,1.2,1.25,1.2,1.1
organic_partial,107,0.25,1.35,1.25,0.02,1.35,1.2,1.25,1.2,1.1
organic_partial,108,0.5,1.35,1.25,0.02,1.35,1.2,1.25,1.2,1.1
organic_partial,109,0.75,1.35,1.25,0.02,1.35,1.2,1.25,1.2,1.1
organic_partial,110,0.93301,1.35,1.25,0.02,1.35,1.2,1.25,1.2,1.1
organic_partial,111,1.0,1.35,1.25,0.02,1.35,1.2,1.25,1.2,1.1
organic_partial,112,0.93301,1.35,1.25,0.02,1.35,1.2,1.25,1.2,1.1
organic_partial,113,0.75,1.35,1.25,0.02,1.35,1.2,1.25,1.2,1.1
organic_partial,114,0.5,1.35,1.25,0.02,1.35,1.2,1.25,1.2,1.1
organic_partial,115,0.25,1.35,1.25,0.02,1.35,1.2,1.25,1.2,1.1
organic_partial,116,0.06699,1.35,1.25,0.02,1.35,1.2,1.25,1.2,1.1
organic_partial,117,0.0,1.35,1.25,0.02,1.35,1.2,1.25,1.2,1.1
organic_partial,118,0.06699,1.35,1.25,0.02,1.35,1.2,1.25,1.2,1.1
organic_partial,119,0.25,1.35,1.25,0.02,1.35,1.2,1.25,1.2,1.1
organic_partial,120,0.5,1.35,1.25,0.02,1.35,1.2,1.25,1.2,1.1
organic_full,0,0.5,0.58,0.12,0.62,0.18,0.05,0.14,0.38,0.08
organic_full,1,0.75,0.56499,0.1896,0.68025,0.2133,0.1043,0.1883,0.431,0.1029
organic_full,2,0.93301,0.56217,0.26124,0.75124,0.25182,0.1628,0.23811,0.48374,0.12701
organic_full,3,1.0,0.56703,0.33499,0.83234,0.29571,0.22593,0.28969,0.53827,0.15236
organic_full,4,0.93301,0.57245,0.41092,0.91695,0.34514,0.29411,0.3433,0.59465,0.179
organic_full,5,0.75,0.57101,0.48911,0.99235,0.40026,0.36753,0.39902,0.65292,0.20698
organic_full,6,0.5,0.55769,0.56962,1.04218,0.46124,0.44594,0.45663,0.71315,0.23636
organic_full,7,0.25,0.53206,0.65255,1.05215,0.52826,0.5285,0.51548,0.77539,0.26718
organic_full,8,0.06699,0.49914,0.73796,1.01645,0.6015,0.6139,0.57459,0.8397,0.29946
organic_full,9,0.0,0.43344,0.80095,0.94072,0.68115,0.70062,0.6328,0.88615,0.33323
organic_full,10,0.06699,0.38035,0.8658,0.83536,0.76552,0.78657,0.68912,0.93417,0.36845
organic_full,11,0.25,0.38533,0.95757,0.71507,0.85476,0.87078,0.7428,1.00382,0.40508
organic_full,12,0.5,0.42206,1.05212,0.59273,0.95087,0.95354,0.79348,1.07576,0.44305
organic_full,13,0.75,0.49544,1.14955,0.47067,1.05408,1.03485,0.8411,1.15006,0.48228
organic_full,14,0.93301,0.60771,1.24995,0.34555,1.1646,1.11481,0.88566,1.2,0.52271
organic_full,15,1.0,0.75468,1.25,0.21134,1.28264,1.1934,0.9271,1.2,0.56425
organic_full,16,0.93301,0.92378,1.25,0.06235,1.35,1.2,0.96518,1.2,0.60683
organic_full,17,0.75,1.09815,1.25,0.02,1.35,1.2,0.99954,1.2,0.65036
organic_full,18,0.5,1.25416,1.25,0.02,1.35,1.2,1.03284,1.2,0.69475
organic_full,19,0.25,1.35,1.25,0.02,1.35,1.2,1.06614,1.2,0.73997
organic_full,20,0.06699,1.35,1.25,0.02,1.35,1.2,1.09944,1.2,0.78602
organic_full,21,0.0,1.35,1.25,0.02,1.35,1.2,1.13274,1.2,0.83291
organic_full,22,0.06699,1.35,1.25,0.02,1.35,1.2,1.16604,1.2,0.88063
organic_full,23,0.25,1.35,1.25,0.02,1.35,1.2,1.19934,1.2,0.92918
organic_full,24,0.5,1.35,1.25,0.02,1.35,1.2,1.23264,1.2,0.97856
organic_full,25,0.75,1.35,1.25,0.02,1.35,1.2,1.25,1.2,1.02878
organic_full,26,0.93301,1.35,1.25,0.02,1.35,1.2,1.25,1.2,1.07943
organic_full,27,1.0,1.35,1.25,0.02,1.35,1.2,1.25,1.2,1.1
organic_full,28,0.93301,1.35,1.25,0.02,1.35,1.2,1.25,1.2,1.1
organic_full,29,0.75,1.35,1.25,0.02,1.35,1.2,1.25,1.2,1.1
organic_full,30,0.5,1.35,1.25,0.02,1.35,1.2,1.25,1.2,1.1
organic_full,31,0.25,1.35,1.25,0.02,1.35,1.2,1.25,1.2,1.1
organic_full,32,0.06699,1.35,1.25,0.02,1.35,1.2,1.25,1.2,1.1
organic_full,33,0.0,1.35,1.25,0.02,1.35,1.2,1.25,1.2,1.1
organic_full,34,0.06699,1.35,1.25,0.02,1.35,1.2,1.25,1.2,1.1
organic_full,35,0.25,1.35,1.25,0.02,1.35,1.2,1.25,1.2,1.1
organic_full,36,0.5,1.35,1.25,0.02,1.35,1.2,1.25,1.2,1.1
organic_full,37,0.75,1.35,1.25,0.02,1.35,1.2,1.25,1.2,1.1
organic_full,38,0.93301,1.35,1.25,0.02,1.35,1.2,1.25,1.2,1.1
organic_full,39,1.0,1.35,1.25,0.02,1.35,1.2,1.25,1.2,1.1
organic_full,40,0.93301,1.35,1.25,0.02,1.35,1.2,1.25,1.2,1.1
organic_full,41,0.75,1.35,1.25,0.02,1.35,1.2,1.25,1.2,1.1
organic_full,42,0.5,1.35,1.25,0.02,1.35,1.2,1.25,1.2,1.1
organic_full,43,0.25,1.35,1.25,0.02,1.35,1.2,1.25,1.2,1.1
organic_full,44,0.06699,1.35,1.25,0.02,1.35,1.2,1.25,1.2,1.1
organic_full,45,0.0,1.35,1.25,0.02,1.35,1.2,1.25,1.2,1.1
organic_full,46,0.06699,1.35,1.25,0.02,1.35,1.2,1.25,1.2,1.1
organic_full,47,0.25,1.35,1.25,0.02,1.35,1.2,1.25,1.2,1.1
organic_full,48,0.5,1.35,1.25,0.02,1.35,1.2,1.25,1.2,1.1
organic_full,49,0.75,1.35,1.25,0.02,1.35,1.2,1.25,1.2,1.1
organic_full,50,0.93301,1.35,1.25,0.02,1.35,1.2,1.25,1.2,1.1
organic_full,51,1.0,1.35,1.25,0.02,1.35,1.2,1.25,1.2,1.1
organic_full,52,0.93301,1.35,1.25,0.02,1.35,1.2,1.25,1.2,1.1
organic_full,53,0.75,1.35,1.25,0.02,1.35,1.2,1.25,1.2,1.1
organic_full,54,0.5,1.35,1.25,0.02,1.35,1.2,1.25,1.2,1.1
organic_full,55,0.25,1.35,1.25,0.02,1.35,1.2,1.25,1.2,1.1
organic_full,56,0.06699,1.35,1.25,0.02,1.35,1.2,1.25,1.2,1.1
organic_full,57,0.0,1.35,1.25,0.02,1.35,1.2,1.25,1.2,1.1
organic_full,58,0.06699,1.35,1.25,0.02,1.35,1.2,1.25,1.2,1.1
organic_full,59,0.25,1.35,1.25,0.02,1.35,1.2,1.25,1.2,1.1
organic_full,60,0.5,1.35,1.25,0.02,1.35,1.2,1.25,1.2,1.1
organic_full,61,0.75,1.35,1.25,0.02,1.35,1.2,1.25,1.2,1.1
organic_full,62,0.93301,1.35,1.25,0.02,1.35,1.2,1.25,1.2,1.1
organic_full,63,1.0,1.35,1.25,0.02,1.35,1.2,1.25,1.2,1.1
organic_full,64,0.93301,1.35,1.25,0.02,1.35,1.2,1.25,1.2,1.1
organic_full,65,0.75,1.35,1.25,0.02,1.35,1.2,1.25,1.2,1.1
organic_full,66,0.5,1.35,1.25,0.02,1.35,1.2,1.25,1.2,1.1
organic_full,67,0.25,1.35,1.25,0.02,1.35,1.2,1.25,1.2,1.1
organic_full,68,0.06699,1.35,1.25,0.02,1.35,1.2,1.25,1.2,1.1
organic_full,69,0.0,1.35,1.25,0.02,1.35,1.2,1.25,1.2,1.1
organic_full,70,0.06699,1.35,1.25,0.02,1.35,1.2,1.25,1.2,1.1
organic_full,71,0.25,1.35,1.25,0.02,1.35,1.2,1.25,1.2,1.1
organic_full,72,0.5,1.35,1.25,0.02,1.35,1.2,1.25,1.2,1.1
organic_full,73,0.75,1.35,1.25,0.02,1.35,1.2,1.25,1.2,1.1
organic_full,74,0.93301,1.35,1.25,0.02,1.35,1.2,1.25,1.2,1.1
organic_full,75,1.0,1.35,1.25,0.02,1.35,1.2,1.25,1.2,1.1
organic_full,76,0.93301,1.35,1.25,0.02,1.35,1.2,1.25,1.2,1.1
organic_full,77,0.75,1.35,1.25,0.02,1.35,1.2,1.25,1.2,1.1
organic_full,78,0.5,1.35,1.25,0.02,1.35,1.2,1.25,1.2,1.1
organic_full,79,0.25,1.35,1.25,0.02,1.35,1.2,1.25,1.2,1.1
organic_full,80,0.06699,1.35,1.25,0.02,1.35,1.2,1.25,1.2,1.1
organic_full,81,0.0,1.35,1.25,0.02,1.35,1.2,1.25,1.2,1.1
organic_full,82,0.06699,1.35,1.25,0.02,1.35,1.2,1.25,1.2,1.1
organic_full,83,0.25,1.35,1.25,0.02,1.35,1.2,1.25,1.2,1.1
organic_full,84,0.5,1.35,1.25,0.02,1.35,1.2,1.25,1.2,1.1
organic_full,85,0.75,1.35,1.25,0.02,1.35,1.2,1.25,1.2,1.1
organic_full,86,0.93301,1.35,1.25,0.02,1.35,1.2,1.25,1.2,1.1
organic_full,87,1.0,1.35,1.25,0.02,1.35,1.2,1.25,1.2,1.1
organic_full,88,0.93301,1.35,1.25,0.02,1.35,1.2,1.25,1.2,1.1
organic_full,89,0.75,1.35,1.25,0.02,1.35,1.2,1.25,1.2,1.1
organic_full,90,0.5,1.35,1.25,0.02,1.35,1.2,1.25,1.2,1.1
organic_full,91,0.25,1.35,1.25,0.02,1.35,1.2,1.25,1.2,1.1
