lake,control_flow,year,month,date,level_m,target_m,deviation_m,historical_median_flow_cms,recommended_flow_cms,recommended_change_cms,q10_flow_cms,q90_flow_cms
Lake Superior,St. Mary's River,2013,4,2013-04-01,182.92,183.14,-0.21999999999999886,1966.7463912397002,1768.746391239701,-197.9999999999991,1479.4135081753386,2343.1905136951113
Lake Superior,St. Mary's River,2013,5,2013-05-01,183.11,183.24,-0.12999999999999545,2147.9741920306305,2030.9741920306346,-116.99999999999591,1484.5105400725836,2394.189149511434
Lake Superior,St. Mary's River,2013,6,2013-06-01,183.26,183.33,-0.0700000000000216,2411.7455927130554,2348.745592713036,-63.000000000019554,1567.8186947486643,2624.206872296548
Lake Superior,St. Mary's River,2013,7,2013-07-01,183.37,183.4,-0.030000000000001137,2500.094145598634,2473.094145598633,-27.00000000000091,1800.1867155752857,3030.751799789578
Lake Superior,St. Mary's River,2013,8,2013-08-01,183.44,183.42,0.020000000000010232,2619.8743951838896,2637.8743951838987,18.000000000009095,1760.514817308396,3059.3518121018965
Lake Superior,St. Mary's River,2013,9,2013-09-01,183.48,183.42,0.060000000000002274,2547.3832748675177,2601.3832748675195,54.00000000000182,1626.434561566981,2750.5849465043484
Lake Superior,St. Mary's River,2013,10,2013-10-01,183.45,183.44,0.009999999999990905,2580.5139821996095,2589.5139821996013,8.999999999991815,1489.097868780104,2854.1962782377886
Lake Superior,St. Mary's River,2013,11,2013-11-01,183.4,183.36,0.03999999999999204,2308.95544945195,2344.9554494519425,35.999999999992724,1535.395908513412,2848.6178599946925
Lake Superior,St. Mary's River,2013,12,2013-12-01,183.35,183.3,0.04999999999998295,2176.007867465478,2221.0078674654624,44.99999999998454,1518.5757032525037,2467.6147256756344
Lake Superior,St. Mary's River,2014,1,2014-01-01,183.29,183.22,0.06999999999999318,2050.4226648861377,2113.4226648861313,62.99999999999363,1503.9358949698612,2452.748382642004
Lake Superior,St. Mary's River,2014,2,2014-02-01,183.24,183.14,0.10000000000002274,2002.000861862311,2092.0008618623315,90.00000000002046,1437.7594308372982,2451.21927307283
Lake Superior,St. Mary's River,2014,3,2014-03-01,183.23,183.11,0.11999999999997613,1992.9394718227645,2100.939471822743,107.99999999997863,1349.8073137659496,2487.436516387143
Lake Superior,St. Mary's River,2014,4,2014-04-01,183.27,183.14,0.13000000000002387,1966.7463912397002,2083.7463912397216,117.00000000002137,1479.4135081753386,2343.1905136951113
Lake Superior,St. Mary's River,2014,5,2014-05-01,183.47,183.24,0.22999999999998977,2147.9741920306305,2354.9741920306215,206.9999999999909,1484.5105400725836,2394.189149511434
Lake Superior,St. Mary's River,2014,6,2014-06-01,183.6,183.33,0.2699999999999818,2411.7455927130554,2624.206872296548,212.4612795834928,1567.8186947486643,2624.206872296548
Lake Superior,St. Mary's River,2014,7,2014-07-01,183.66,183.4,0.2599999999999909,2500.094145598634,2734.094145598626,233.99999999999181,1800.1867155752857,3030.751799789578
Lake Superior,St. Mary's River,2014,8,2014-08-01,183.67,183.42,0.25,2619.8743951838896,2844.8743951838896,225.0,1760.514817308396,3059.3518121018965
Lake Superior,St. Mary's River,2014,9,2014-09-01,183.7,183.42,0.28000000000000114,2547.3832748675177,2750.5849465043484,203.20167163683072,1626.434561566981,2750.5849465043484
Lake Superior,St. Mary's River,2014,10,2014-10-01,183.71,183.44,0.27000000000001023,2580.5139821996095,2823.5139821996186,243.0000000000091,1489.097868780104,2854.1962782377886
Lake Superior,St. Mary's River,2014,11,2014-11-01,183.67,183.36,0.30999999999997385,2308.95544945195,2587.955449451926,278.99999999997635,1535.395908513412,2848.6178599946925
Lake Superior,St. Mary's River,2014,12,2014-12-01,183.6,183.3,0.29999999999998295,2176.007867465478,2446.0078674654624,269.99999999998454,1518.5757032525037,2467.6147256756344
Lake Superior,St. Mary's River,2015,1,2015-01-01,183.54,183.22,0.3199999999999932,2050.4226648861377,2338.4226648861313,287.99999999999363,1503.9358949698612,2452.748382642004
Lake Superior,St. Mary's River,2015,2,2015-02-01,183.47,183.14,0.3300000000000125,2002.000861862311,2299.0008618623224,297.00000000001137,1437.7594308372982,2451.21927307283
Lake Superior,St. Mary's River,2015,3,2015-03-01,183.42,183.11,0.30999999999997385,1992.9394718227645,2271.939471822741,278.99999999997635,1349.8073137659496,2487.436516387143
Lake Superior,St. Mary's River,2015,4,2015-04-01,183.44,183.14,0.30000000000001137,1966.7463912397002,2236.7463912397106,270.00000000001046,1479.4135081753386,2343.1905136951113
Lake Superior,St. Mary's River,2015,5,2015-05-01,183.53,183.24,0.28999999999999204,2147.9741920306305,2394.189149511434,246.2149574808036,1484.5105400725836,2394.189149511434
Lake Superior,St. Mary's River,2015,6,2015-06-01,183.63,183.33,0.29999999999998295,2411.7455927130554,2624.206872296548,212.4612795834928,1567.8186947486643,2624.206872296548
Lake Superior,St. Mary's River,2015,7,2015-07-01,183.68,183.4,0.28000000000000114,2500.094145598634,2752.094145598635,252.0000000000009,1800.1867155752857,3030.751799789578
Lake Superior,St. Mary's River,2015,8,2015-08-01,183.68,183.42,0.2600000000000193,2619.8743951838896,2853.874395183907,234.00000000001728,1760.514817308396,3059.3518121018965
Lake Superior,St. Mary's River,2015,9,2015-09-01,183.69,183.42,0.27000000000001023,2547.3832748675177,2750.5849465043484,203.20167163683072,1626.434561566981,2750.5849465043484
Lake Superior,St. Mary's River,2015,10,2015-10-01,183.6,183.44,0.1599999999999966,2580.5139821996095,2724.5139821996063,143.99999999999682,1489.097868780104,2854.1962782377886
Lake Superior,St. Mary's River,2015,11,2015-11-01,183.58,183.36,0.21999999999999886,2308.95544945195,2506.955449451949,197.9999999999991,1535.395908513412,2848.6178599946925
Lake Superior,St. Mary's River,2015,12,2015-12-01,183.59,183.3,0.28999999999999204,2176.007867465478,2437.0078674654706,260.9999999999927,1518.5757032525037,2467.6147256756344
Lake Superior,St. Mary's River,2016,1,2016-01-01,183.55,183.22,0.3300000000000125,2050.4226648861377,2347.422664886149,297.00000000001137,1503.9358949698612,2452.748382642004
Lake Superior,St. Mary's River,2016,2,2016-02-01,183.49,183.14,0.35000000000002274,2002.000861862311,2317.0008618623315,315.00000000002046,1437.7594308372982,2451.21927307283
Lake Superior,St. Mary's River,2016,3,2016-03-01,183.46,183.11,0.3499999999999943,1992.9394718227645,2307.9394718227595,314.999999999995,1349.8073137659496,2487.436516387143
Lake Superior,St. Mary's River,2016,4,2016-04-01,183.48,183.14,0.3400000000000034,1966.7463912397002,2272.7463912397034,306.0000000000032,1479.4135081753386,2343.1905136951113
Lake Superior,St. Mary's River,2016,5,2016-05-01,183.5,183.24,0.2599999999999909,2147.9741920306305,2381.9741920306224,233.99999999999181,1484.5105400725836,2394.189149511434
Lake Superior,St. Mary's River,2016,6,2016-06-01,183.61,183.33,0.28000000000000114,2411.7455927130554,2624.206872296548,212.4612795834928,1567.8186947486643,2624.206872296548
Lake Superior,St. Mary's River,2016,7,2016-07-01,183.69,183.4,0.28999999999999204,2500.094145598634,2761.0941455986267,260.9999999999927,1800.1867155752857,3030.751799789578
Lake Superior,St. Mary's River,2016,8,2016-08-01,183.7,183.42,0.28000000000000114,2619.8743951838896,2871.8743951838906,252.0000000000009,1760.514817308396,3059.3518121018965
Lake Superior,St. Mary's River,2016,9,2016-09-01,183.7,183.42,0.28000000000000114,2547.3832748675177,2750.5849465043484,203.20167163683072,1626.434561566981,2750.5849465043484
Lake Superior,St. Mary's River,2016,10,2016-10-01,183.68,183.44,0.2400000000000091,2580.5139821996095,2796.5139821996177,216.00000000000819,1489.097868780104,2854.1962782377886
Lake Superior,St. Mary's River,2016,11,2016-11-01,183.59,183.36,0.22999999999998977,2308.95544945195,2515.9554494519407,206.9999999999909,1535.395908513412,2848.6178599946925
Lake Superior,St. Mary's River,2016,12,2016-12-01,183.54,183.3,0.23999999999998067,2176.007867465478,2392.0078674654605,215.99999999998272,1518.5757032525037,2467.6147256756344
Lake Superior,St. Mary's River,2017,1,2017-01-01,183.47,183.22,0.25,2050.4226648861377,2275.4226648861377,225.0,1503.9358949698612,2452.748382642004
Lake Superior,St. Mary's River,2017,2,2017-02-01,183.43,183.14,0.29000000000002046,2002.000861862311,2263.0008618623297,261.00000000001864,1437.7594308372982,2451.21927307283
Lake Superior,St. Mary's River,2017,3,2017-03-01,183.39,183.11,0.2799999999999727,1992.9394718227645,2244.93947182274,251.99999999997544,1349.8073137659496,2487.436516387143
Lake Superior,St. Mary's River,2017,4,2017-04-01,183.41,183.14,0.27000000000001023,1966.7463912397002,2209.7463912397093,243.0000000000091,1479.4135081753386,2343.1905136951113
Lake Superior,St. Mary's River,2017,5,2017-05-01,183.56,183.24,0.3199999999999932,2147.9741920306305,2394.189149511434,246.2149574808036,1484.5105400725836,2394.189149511434
Lake Superior,St. Mary's River,2017,6,2017-06-01,183.67,183.33,0.339999999999975,2411.7455927130554,2624.206872296548,212.4612795834928,1567.8186947486643,2624.206872296548
Lake Superior,St. Mary's River,2017,7,2017-07-01,183.75,183.4,0.3499999999999943,2500.094145598634,2815.094145598629,314.999999999995,1800.1867155752857,3030.751799789578
Lake Superior,St. Mary's River,2017,8,2017-08-01,183.78,183.42,0.36000000000001364,2619.8743951838896,2943.874395183902,324.0000000000123,1760.514817308396,3059.3518121018965
Lake Superior,St. Mary's River,2017,9,2017-09-01,183.8,183.42,0.3800000000000239,2547.3832748675177,2750.5849465043484,203.20167163683072,1626.434561566981,2750.5849465043484
Lake Superior,St. Mary's River,2017,10,2017-10-01,183.81,183.44,0.37000000000000455,2580.5139821996095,2854.1962782377886,273.6822960381792,1489.097868780104,2854.1962782377886
Lake Superior,St. Mary's River,2017,11,2017-11-01,183.78,183.36,0.4199999999999875,2308.95544945195,2686.9554494519384,377.99999999998863,1535.395908513412,2848.6178599946925
Lake Superior,St. Mary's River,2017,12,2017-12-01,183.72,183.3,0.4199999999999875,2176.007867465478,2467.6147256756344,291.6068582101566,1518.5757032525037,2467.6147256756344
Lake Superior,St. Mary's River,2018,1,2018-01-01,183.65,183.22,0.4300000000000068,2050.4226648861377,2437.422664886144,387.00000000000637,1503.9358949698612,2452.748382642004
Lake Superior,St. Mary's River,2018,2,2018-02-01,183.58,183.14,0.44000000000002615,2002.000861862311,2398.0008618623347,396.00000000002365,1437.7594308372982,2451.21927307283
Lake Superior,St. Mary's River,2018,3,2018-03-01,183.54,183.11,0.4299999999999784,1992.9394718227645,2379.939471822745,386.99999999998045,1349.8073137659496,2487.436516387143
Lake Superior,St. Mary's River,2018,4,2018-04-01,183.47,183.14,0.3300000000000125,1966.7463912397002,2263.7463912397116,297.00000000001137,1479.4135081753386,2343.1905136951113
Lake Superior,St. Mary's River,2018,5,2018-05-01,183.5,183.24,0.2599999999999909,2147.9741920306305,2381.9741920306224,233.99999999999181,1484.5105400725836,2394.189149511434
Lake Superior,St. Mary's River,2018,6,2018-06-01,183.56,183.33,0.22999999999998977,2411.7455927130554,2618.7455927130463,206.9999999999909,1567.8186947486643,2624.206872296548
Lake Superior,St. Mary's River,2018,7,2018-07-01,183.65,183.4,0.25,2500.094145598634,2725.094145598634,225.0,1800.1867155752857,3030.751799789578
Lake Superior,St. Mary's River,2018,8,2018-08-01,183.65,183.42,0.2300000000000182,2619.8743951838896,2826.874395183906,207.00000000001637,1760.514817308396,3059.3518121018965
Lake Superior,St. Mary's River,2018,9,2018-09-01,183.7,183.42,0.28000000000000114,2547.3832748675177,2750.5849465043484,203.20167163683072,1626.434561566981,2750.5849465043484
Lake Superior,St. Mary's River,2018,10,2018-10-01,183.77,183.44,0.3300000000000125,2580.5139821996095,2854.1962782377886,273.6822960381792,1489.097868780104,2854.1962782377886
Lake Superior,St. Mary's River,2018,11,2018-11-01,183.76,183.36,0.39999999999997726,2308.95544945195,2668.9554494519293,359.99999999997954,1535.395908513412,2848.6178599946925
Lake Superior,St. Mary's River,2018,12,2018-12-01,183.67,183.3,0.3699999999999761,2176.007867465478,2467.6147256756344,291.6068582101566,1518.5757032525037,2467.6147256756344
Lake Superior,St. Mary's River,2019,1,2019-01-01,183.62,183.22,0.4000000000000057,2050.4226648861377,2410.4226648861427,360.000000000005,1503.9358949698612,2452.748382642004
Lake Superior,St. Mary's River,2019,2,2019-02-01,183.58,183.14,0.44000000000002615,2002.000861862311,2398.0008618623347,396.00000000002365,1437.7594308372982,2451.21927307283
Lake Superior,St. Mary's River,2019,3,2019-03-01,183.57,183.11,0.45999999999997954,1992.9394718227645,2406.939471822746,413.99999999998136,1349.8073137659496,2487.436516387143
Lake Superior,St. Mary's River,2019,4,2019-04-01,183.61,183.14,0.4700000000000273,1966.7463912397002,2343.1905136951113,376.44412245541116,1479.4135081753386,2343.1905136951113
Lake Superior,St. Mary's River,2019,5,2019-05-01,183.77,183.24,0.5300000000000011,2147.9741920306305,2394.189149511434,246.2149574808036,1484.5105400725836,2394.189149511434
Lake Superior,St. Mary's River,2019,6,2019-06-01,183.84,183.33,0.5099999999999909,2411.7455927130554,2624.206872296548,212.4612795834928,1567.8186947486643,2624.206872296548
Lake Superior,St. Mary's River,2019,7,2019-07-01,183.86,183.4,0.46000000000000796,2500.094145598634,2914.0941455986413,414.0000000000073,1800.1867155752857,3030.751799789578
Lake Superior,St. Mary's River,2019,8,2019-08-01,183.86,183.42,0.44000000000002615,2619.8743951838896,3015.8743951839133,396.00000000002365,1760.514817308396,3059.3518121018965
Lake Superior,St. Mary's River,2019,9,2019-09-01,183.86,183.42,0.44000000000002615,2547.3832748675177,2750.5849465043484,203.20167163683072,1626.434561566981,2750.5849465043484
Lake Superior,St. Mary's River,2019,10,2019-10-01,183.88,183.44,0.4399999999999977,2580.5139821996095,2854.1962782377886,273.6822960381792,1489.097868780104,2854.1962782377886
Lake Superior,St. Mary's River,2019,11,2019-11-01,183.81,183.36,0.44999999999998863,2308.95544945195,2713.95544945194,404.99999999999,1535.395908513412,2848.6178599946925
Lake Superior,St. Mary's River,2019,12,2019-12-01,183.74,183.3,0.4399999999999977,2176.007867465478,2467.6147256756344,291.6068582101566,1518.5757032525037,2467.6147256756344
Lake Superior,St. Mary's River,2020,1,2020-01-01,183.71,183.22,0.4900000000000091,2050.4226648861377,2452.748382642004,402.3257177558662,1503.9358949698612,2452.748382642004
Lake Superior,St. Mary's River,2020,2,2020-02-01,183.64,183.14,0.5,2002.000861862311,2451.21927307283,449.2184112105192,1437.7594308372982,2451.21927307283
Lake Superior,St. Mary's River,2020,3,2020-03-01,183.57,183.11,0.45999999999997954,1992.9394718227645,2406.939471822746,413.99999999998136,1349.8073137659496,2487.436516387143
Lake Superior,St. Mary's River,2020,4,2020-04-01,183.62,183.14,0.4800000000000182,1966.7463912397002,2343.1905136951113,376.44412245541116,1479.4135081753386,2343.1905136951113
Lake Superior,St. Mary's River,2020,5,2020-05-01,183.64,183.24,0.39999999999997726,2147.9741920306305,2394.189149511434,246.2149574808036,1484.5105400725836,2394.189149511434
Lake Superior,St. Mary's River,2020,6,2020-06-01,183.7,183.33,0.3699999999999761,2411.7455927130554,2624.206872296548,212.4612795834928,1567.8186947486643,2624.206872296548
Lake Superior,St. Mary's River,2020,7,2020-07-01,183.76,183.4,0.3599999999999852,2500.094145598634,2824.094145598621,323.9999999999868,1800.1867155752857,3030.751799789578
Lake Superior,St. Mary's River,2020,8,2020-08-01,183.81,183.42,0.3900000000000148,2619.8743951838896,2970.874395183903,351.0000000000132,1760.514817308396,3059.3518121018965
Lake Superior,St. Mary's River,2020,9,2020-09-01,183.79,183.42,0.37000000000000455,2547.3832748675177,2750.5849465043484,203.20167163683072,1626.434561566981,2750.5849465043484
Lake Superior,St. Mary's River,2020,10,2020-10-01,183.76,183.44,0.3199999999999932,2580.5139821996095,2854.1962782377886,273.6822960381792,1489.097868780104,2854.1962782377886
Lake Superior,St. Mary's River,2020,11,2020-11-01,183.71,183.36,0.3499999999999943,2308.95544945195,2623.955449451945,314.999999999995,1535.395908513412,2848.6178599946925
Lake Superior,St. Mary's River,2020,12,2020-12-01,183.63,183.3,0.3299999999999841,2176.007867465478,2467.6147256756344,291.6068582101566,1518.5757032525037,2467.6147256756344
Lake Superior,St. Mary's River,2021,1,2021-01-01,183.54,183.22,0.3199999999999932,2050.4226648861377,2338.4226648861313,287.99999999999363,1503.9358949698612,2452.748382642004
Lake Superior,St. Mary's River,2021,2,2021-02-01,183.46,183.14,0.3200000000000216,2002.000861862311,2290.0008618623306,288.00000000001955,1437.7594308372982,2451.21927307283
Lake Superior,St. Mary's River,2021,3,2021-03-01,183.42,183.11,0.30999999999997385,1992.9394718227645,2271.939471822741,278.99999999997635,1349.8073137659496,2487.436516387143
Lake Superior,St. Mary's River,2021,4,2021-04-01,183.48,183.14,0.3400000000000034,1966.7463912397002,2272.7463912397034,306.0000000000032,1479.4135081753386,2343.1905136951113
Lake Superior,St. Mary's River,2021,5,2021-05-01,183.51,183.24,0.2699999999999818,2147.9741920306305,2390.974192030614,242.99999999998363,1484.5105400725836,2394.189149511434
Lake Superior,St. Mary's River,2021,6,2021-06-01,183.55,183.33,0.21999999999999886,2411.7455927130554,2609.7455927130545,197.9999999999991,1567.8186947486643,2624.206872296548
Lake Superior,St. Mary's River,2021,7,2021-07-01,183.56,183.4,0.1599999999999966,2500.094145598634,2644.094145598631,143.99999999999682,1800.1867155752857,3030.751799789578
Lake Superior,St. Mary's River,2021,8,2021-08-01,183.54,183.42,0.12000000000000455,2619.8743951838896,2727.8743951838937,108.00000000000409,1760.514817308396,3059.3518121018965
Lake Superior,St. Mary's River,2021,9,2021-09-01,183.51,183.42,0.09000000000000341,2547.3832748675177,2628.383274867521,81.00000000000318,1626.434561566981,2750.5849465043484
Lake Superior,St. Mary's River,2021,10,2021-10-01,183.48,183.44,0.03999999999999204,2580.5139821996095,2616.513982199602,35.999999999992724,1489.097868780104,2854.1962782377886
Lake Superior,St. Mary's River,2021,11,2021-11-01,183.38,183.36,0.01999999999998181,2308.95544945195,2326.9554494519334,17.99999999998363,1535.395908513412,2848.6178599946925
Lake Superior,St. Mary's River,2021,12,2021-12-01,183.31,183.3,0.009999999999990905,2176.007867465478,2185.0078674654696,8.999999999991815,1518.5757032525037,2467.6147256756344
Lake Superior,St. Mary's River,2022,1,2022-01-01,183.24,183.22,0.020000000000010232,2050.4226648861377,2068.422664886147,18.000000000009095,1503.9358949698612,2452.748382642004
Lake Superior,St. Mary's River,2022,2,2022-02-01,183.17,183.14,0.030000000000001137,2002.000861862311,2029.000861862312,27.00000000000091,1437.7594308372982,2451.21927307283
Lake Superior,St. Mary's River,2022,3,2022-03-01,183.15,183.11,0.03999999999999204,1992.9394718227645,2028.9394718227572,35.999999999992724,1349.8073137659496,2487.436516387143
Lake Superior,St. Mary's River,2022,4,2022-04-01,183.24,183.14,0.10000000000002274,1966.7463912397002,2056.7463912397207,90.00000000002046,1479.4135081753386,2343.1905136951113
Lake Superior,St. Mary's River,2022,5,2022-05-01,183.44,183.24,0.19999999999998863,2147.9741920306305,2327.9741920306205,179.99999999999,1484.5105400725836,2394.189149511434
Lake Superior,St. Mary's River,2022,6,2022-06-01,183.57,183.33,0.23999999999998067,2411.7455927130554,2624.206872296548,212.4612795834928,1567.8186947486643,2624.206872296548
Lake Superior,St. Mary's River,2022,7,2022-07-01,183.62,183.4,0.21999999999999886,2500.094145598634,2698.094145598633,197.9999999999991,1800.1867155752857,3030.751799789578
Lake Superior,St. Mary's River,2022,8,2022-08-01,183.65,183.42,0.2300000000000182,2619.8743951838896,2826.874395183906,207.00000000001637,1760.514817308396,3059.3518121018965
Lake Superior,St. Mary's River,2022,9,2022-09-01,183.65,183.42,0.2300000000000182,2547.3832748675177,2750.5849465043484,203.20167163683072,1626.434561566981,2750.5849465043484
Lake Superior,St. Mary's River,2022,10,2022-10-01,183.6,183.44,0.1599999999999966,2580.5139821996095,2724.5139821996063,143.99999999999682,1489.097868780104,2854.1962782377886
Lake Superior,St. Mary's River,2022,11,2022-11-01,183.6,183.36,0.23999999999998067,2308.95544945195,2524.9554494519325,215.99999999998272,1535.395908513412,2848.6178599946925
Lake Superior,St. Mary's River,2022,12,2022-12-01,183.57,183.3,0.2699999999999818,2176.007867465478,2419.0078674654615,242.99999999998363,1518.5757032525037,2467.6147256756344
Lake Ontario,St. Lawrence River,2000,1,2000-01-01,74.5,74.63,-0.12999999999999545,6399.606715429735,6282.60671542974,-116.99999999999545,6201.388808314655,8948.122664052196
Lake Ontario,St. Lawrence River,2000,2,2000-02-01,74.45,74.75,-0.29999999999999716,6796.042529659896,6526.042529659899,-269.99999999999727,6512.874090924067,8211.88472333904
Lake Ontario,St. Lawrence River,2000,3,2000-03-01,74.58,74.82,-0.23999999999999488,8126.934191718292,7910.9341917182965,-215.99999999999545,6597.824622544816,8778.221600810699
Lake Ontario,St. Lawrence River,2000,4,2000-04-01,74.82,74.92,-0.10000000000000853,7787.132065235297,7697.13206523529,-90.00000000000728,6342.973027682569,8636.637381442784
Lake Ontario,St. Lawrence River,2000,5,2000-05-01,75.1,75.1,0.0,7730.498377488131,7730.498377488131,0.0,6597.824622544816,8580.003693695618
Lake Ontario,St. Lawrence River,2000,6,2000-06-01,75.26,75.13,0.13000000000000966,8211.88472333904,8328.88472333905,117.0000000000091,6484.557247050484,9542.776385397437
Lake Ontario,St. Lawrence River,2000,7,2000-07-01,75.24,75.09,0.14999999999999147,8381.785786580538,8516.78578658053,134.99999999999272,7249.112031637223,10392.281701604925
Lake Ontario,St. Lawrence River,2000,8,2000-08-01,75.06,74.95,0.10999999999999943,8523.370005948453,8622.370005948453,99.0,7419.013094878719,10392.281701604925
Lake Ontario,St. Lawrence River,2000,9,2000-09-01,74.81,74.78,0.030000000000001137,8155.251035591875,8182.251035591876,27.00000000000091,7390.696251005136,9599.410073144603
Lake Ontario,St. Lawrence River,2000,10,2000-10-01,74.61,74.61,0.0,7843.765752982463,7843.765752982463,0.0,7022.577280648559,8636.637381442784
Lake Ontario,St. Lawrence River,2000,11,2000-11-01,74.46,74.51,-0.05000000000001137,7815.44890910888,7770.44890910887,-45.000000000010004,6654.458310291981,8353.468942706955
Lake Ontario,St. Lawrence River,2000,12,2000-12-01,74.47,74.53,-0.060000000000002274,7688.023111677757,7634.023111677755,-54.00000000000182,6756.39894823688,8523.370005948453
Lake Ontario,St. Lawrence River,2001,1,2001-01-01,74.49,74.63,-0.14000000000000057,6399.606715429735,6273.606715429734,-126.00000000000091,6201.388808314655,8948.122664052196
Lake Ontario,St. Lawrence River,2001,2,2001-02-01,74.55,74.75,-0.20000000000000284,6796.042529659896,6616.042529659893,-180.00000000000273,6512.874090924067,8211.88472333904
Lake Ontario,St. Lawrence River,2001,3,2001-03-01,74.65,74.82,-0.1699999999999875,8126.934191718292,7973.934191718303,-152.9999999999891,6597.824622544816,8778.221600810699
Lake Ontario,St. Lawrence River,2001,4,2001-04-01,74.84,74.92,-0.0799999999999983,7787.132065235297,7715.132065235299,-71.99999999999818,6342.973027682569,8636.637381442784
Lake Ontario,St. Lawrence River,2001,5,2001-05-01,74.93,75.1,-0.1699999999999875,7730.498377488131,7577.498377488142,-152.9999999999891,6597.824622544816,8580.003693695618
Lake Ontario,St. Lawrence River,2001,6,2001-06-01,74.99,75.13,-0.14000000000000057,8211.88472333904,8085.88472333904,-126.00000000000091,6484.557247050484,9542.776385397437
Lake Ontario,St. Lawrence River,2001,7,2001-07-01,74.97,75.09,-0.12000000000000455,8381.785786580538,8273.785786580534,-108.00000000000364,7249.112031637223,10392.281701604925
Lake Ontario,St. Lawrence River,2001,8,2001-08-01,74.82,74.95,-0.13000000000000966,8523.370005948453,8406.370005948444,-117.0000000000091,7419.013094878719,10392.281701604925
Lake Ontario,St. Lawrence River,2001,9,2001-09-01,74.63,74.78,-0.15000000000000568,8155.251035591875,8020.251035591869,-135.00000000000546,7390.696251005136,9599.410073144603
Lake Ontario,St. Lawrence River,2001,10,2001-10-01,74.53,74.61,-0.0799999999999983,7843.765752982463,7771.765752982465,-71.99999999999818,7022.577280648559,8636.637381442784
Lake Ontario,St. Lawrence River,2001,11,2001-11-01,74.47,74.51,-0.04000000000000625,7815.44890910888,7779.448909108874,-36.00000000000546,6654.458310291981,8353.468942706955
Lake Ontario,St. Lawrence River,2001,12,2001-12-01,74.52,74.53,-0.010000000000005116,7688.023111677757,7679.023111677752,-9.000000000004547,6756.39894823688,8523.370005948453
Lake Ontario,St. Lawrence River,2002,1,2002-01-01,74.56,74.63,-0.06999999999999318,6399.606715429735,6336.606715429742,-62.99999999999363,6201.388808314655,8948.122664052196
Lake Ontario,St. Lawrence River,2002,2,2002-02-01,74.68,74.75,-0.06999999999999318,6796.042529659896,6733.042529659902,-62.99999999999363,6512.874090924067,8211.88472333904
Lake Ontario,St. Lawrence River,2002,3,2002-03-01,74.79,74.82,-0.029999999999986926,8126.934191718292,8099.934191718304,-26.999999999988177,6597.824622544816,8778.221600810699
Lake Ontario,St. Lawrence River,2002,4,2002-04-01,74.98,74.92,0.060000000000002274,7787.132065235297,7841.132065235299,54.00000000000182,6342.973027682569,8636.637381442784
Lake Ontario,St. Lawrence River,2002,5,2002-05-01,75.22,75.1,0.12000000000000455,7730.498377488131,7838.498377488135,108.00000000000364,6597.824622544816,8580.003693695618
Lake Ontario,St. Lawrence River,2002,6,2002-06-01,75.33,75.13,0.20000000000000284,8211.88472333904,8391.884723339042,180.00000000000182,6484.557247050484,9542.776385397437
Lake Ontario,St. Lawrence River,2002,7,2002-07-01,75.19,75.09,0.09999999999999432,8381.785786580538,8471.785786580533,89.99999999999454,7249.112031637223,10392.281701604925
Lake Ontario,St. Lawrence River,2002,8,2002-08-01,74.91,74.95,-0.04000000000000625,8523.370005948453,8487.370005948447,-36.00000000000546,7419.013094878719,10392.281701604925
Lake Ontario,St. Lawrence River,2002,9,2002-09-01,74.65,74.78,-0.12999999999999545,8155.251035591875,8038.2510355918785,-116.99999999999636,7390.696251005136,9599.410073144603
Lake Ontario,St. Lawrence River,2002,10,2002-10-01,74.49,74.61,-0.12000000000000455,7843.765752982463,7735.765752982459,-108.00000000000364,7022.577280648559,8636.637381442784
Lake Ontario,St. Lawrence River,2002,11,2002-11-01,74.36,74.51,-0.15000000000000568,7815.44890910888,7680.448909108874,-135.00000000000546,6654.458310291981,8353.468942706955
Lake Ontario,St. Lawrence River,2002,12,2002-12-01,74.32,74.53,-0.21000000000000796,7688.023111677757,7499.0231116777495,-189.00000000000728,6756.39894823688,8523.370005948453
Lake Ontario,St. Lawrence River,2003,1,2003-01-01,74.33,74.63,-0.29999999999999716,6399.606715429735,6201.388808314655,-198.21790711508038,6201.388808314655,8948.122664052196
Lake Ontario,St. Lawrence River,2003,2,2003-02-01,74.29,74.75,-0.45999999999999375,6796.042529659896,6512.874090924067,-283.1684387358291,6512.874090924067,8211.88472333904
Lake Ontario,St. Lawrence River,2003,3,2003-03-01,74.35,74.82,-0.46999999999999886,8126.934191718292,7703.934191718293,-422.9999999999991,6597.824622544816,8778.221600810699
Lake Ontario,St. Lawrence River,2003,4,2003-04-01,74.73,74.92,-0.18999999999999773,7787.132065235297,7616.132065235299,-170.99999999999818,6342.973027682569,8636.637381442784
Lake Ontario,St. Lawrence River,2003,5,2003-05-01,74.95,75.1,-0.14999999999999147,7730.498377488131,7595.498377488138,-134.99999999999272,6597.824622544816,8580.003693695618
Lake Ontario,St. Lawrence River,2003,6,2003-06-01,75.12,75.13,-0.009999999999990905,8211.88472333904,8202.884723339048,-8.999999999992724,6484.557247050484,9542.776385397437
Lake Ontario,St. Lawrence River,2003,7,2003-07-01,75.05,75.09,-0.04000000000000625,8381.785786580538,8345.785786580533,-36.00000000000546,7249.112031637223,10392.281701604925
Lake Ontario,St. Lawrence River,2003,8,2003-08-01,74.99,74.95,0.03999999999999204,8523.370005948453,8559.370005948445,35.999999999992724,7419.013094878719,10392.281701604925
