date,revenue,profit,profit_rate,order_count,sku_quantity
2018-04-29,24396.76,7319.028,0.3,67,1945.0
2018-04-30,18631.54,5589.462,0.3,61,1323.0
2018-05-01,14440.78,4332.234,0.3,59,1279.0
2018-05-02,15354.4,4606.32,0.3,56,1119.0
2018-05-03,14593.43,4378.029,0.3,59,1115.0
2018-05-04,14219.7,4265.91,0.3,56,1076.0
2018-05-05,20997.04,6299.112,0.3,63,1678.0
2018-05-06,20312.4,6093.72,0.3,62,1526.0
2018-05-07,15393.54,4618.062,0.3,55,1134.0
2018-05-08,15603.71,4681.113,0.3,59,1313.0
2018-05-09,13963.86,4189.158,0.3,51,1083.0
2018-05-10,14990.26,4497.078,0.3,56,1293.0
2018-05-11,14169.2,4250.76,0.3,63,1197.0
2018-05-12,25061.52,7518.456,0.3,68,1925.0
2018-05-13,25689.74,7706.922,0.3,70,2064.0
2018-05-14,14132.28,4239.684,0.3,57,1129.0
2018-05-15,15243.5,4573.05,0.3,57,1235.0
2018-05-16,12559.62,3767.886,0.3,62,1128.0
2018-05-17,12000.06,3600.018,0.3,60,980.0
2018-05-18,14255.34,4276.602,0.3,57,1049.0
2018-05-19,19316.77,5795.031,0.3,62,1596.0
2018-05-20,40366.67,12110.001,0.3,72,3142.0
2018-05-21,16685.24,5005.572,0.3,64,1383.0
2018-05-22,15716.72,4715.016,0.3,60,1363.0
2018-05-23,11978.08,3593.424,0.3,53,989.0
2018-05-24,13545.18,4063.554,0.3,58,1116.0
2018-05-25,10216.56,3064.968,0.3,54,966.0
2018-05-26,11890.58,3567.174,0.3,55,1135.0
2018-05-27,16568.92,4970.676,0.3,54,1467.0
2018-05-28,13544.86,4063.458,0.3,57,1146.0
2018-05-29,13649.84,4094.952,0.3,58,1219.0
2018-05-30,9848.28,2954.484,0.3,49,764.0
2018-05-31,12155.52,3646.656,0.3,53,1034.0
2018-06-01,9782.6,2934.78,0.3,57,903.0
2018-06-02,17954.98,5386.494,0.3,59,1543.0
2018-06-03,17776.38,5332.914,0.3,53,1653.0
2018-06-04,11972.3,3591.69,0.3,53,1099.0
2018-06-05,15857.52,4757.256,0.3,57,1185.0
2018-06-06,15135.24,4540.572,0.3,59,1334.0
2018-06-07,16784.92,5035.476,0.3,64,1442.0
2018-06-08,18589.48,5576.844,0.3,66,1549.0
2018-06-09,28080.9,8424.27,0.3,70,2266.0
2018-06-10,34545.0,10363.5,0.3,70,2801.0
2018-06-11,16174.92,4852.476,0.3,61,1490.0
2018-06-12,15446.66,4633.998,0.3,64,1381.0
2018-06-13,15799.52,4739.856,0.3,59,1402.0
2018-06-14,15141.7,4542.51,0.3,57,1183.0
2018-06-15,18822.3,5646.69,0.3,61,1538.0
2018-06-16,22940.36,6882.108,0.3,65,1855.0
2018-06-17,32674.44,9802.332,0.3,68,2600.0
2018-06-18,79536.48,23860.944,0.3,75,5927.0
2018-06-19,15497.13,4649.139,0.3,57,1501.0
2018-06-20,12032.54,3609.762,0.3,56,1060.0
2018-06-21,13036.94,3911.082,0.3,61,1188.0
2018-06-22,11721.86,3516.558,0.3,56,1044.0
2018-06-23,16233.73,4870.119,0.3,65,1329.0
2018-06-24,18635.32,5590.596,0.3,60,1614.0
2018-06-25,8874.21,2662.263,0.3,44,809.0
2018-06-26,10375.66,3112.698,0.3,54,921.0
2018-06-27,11954.83,3586.449,0.3,54,1052.0
2018-06-28,12304.21,3691.263,0.3,58,1046.0
2018-06-29,7474.76,2242.428,0.3,40,775.0
2018-06-30,17037.58,5111.274,0.3,59,2323.0
2018-07-01,22351.48,6705.444,0.3,67,1926.0
2018-07-02,7961.96,2388.588,0.3,38,758.0
2018-07-03,16244.63,4873.389,0.3,57,1275.0
2018-07-04,9039.94,2711.982,0.3,55,803.0
2018-07-05,10060.97,3018.291,0.3,53,813.0
2018-07-06,16766.64,5029.992,0.3,68,1362.0
2018-07-07,36133.39,10840.017,0.3,70,3212.0
2018-07-08,13318.03,3995.409,0.3,45,1142.0
2018-07-09,16108.86,4832.658,0.3,60,1497.0
2018-07-10,21169.64,6350.892,0.3,65,1819.0
2018-07-11,14461.14,4338.342,0.3,45,1305.0
2018-07-12,21665.84,6499.752,0.3,72,1810.0
2018-07-13,24494.86,7348.458,0.3,71,2371.0
2018-07-14,29696.13,8908.839,0.3,72,2885.0
2018-07-15,29470.37,8841.111,0.3,72,2446.0
2018-07-16,13862.52,4158.756,0.3,60,1182.0
2018-07-17,22686.2,6805.86,0.3,70,1945.0
2018-07-18,20306.32,6091.896,0.3,62,1525.0
2018-07-19,17506.42,5251.926,0.3,70,1437.0
2018-07-20,21460.14,6438.042,0.3,71,1945.0
2018-07-21,42957.82,12887.346,0.3,76,3925.0
2018-07-22,30316.86,9095.058,0.3,73,2843.0
2018-07-23,15439.8,4631.94,0.3,57,1435.0
2018-07-24,23082.9,6924.87,0.3,62,2198.0
2018-07-25,14594.62,4378.386,0.3,59,1414.0
2018-07-26,17296.14,5188.842,0.3,61,1492.0
2018-07-27,19190.36,5757.108,0.3,67,1785.0
2018-07-28,35971.2,10791.36,0.3,69,3614.0
2018-07-29,33465.04,10039.512,0.3,68,3442.0
2018-07-30,12006.34,3601.902,0.3,52,1235.0
2018-07-31,31809.26,9542.778,0.3,68,3118.0
2018-08-01,15332.58,4599.774,0.3,61,1459.0
2018-08-02,18823.12,5646.936,0.3,60,1450.0
2018-08-03,17658.86,5297.658,0.3,61,1417.0
2018-08-04,35357.74,10607.322,0.3,74,3341.0
2018-08-05,31885.74,9565.722,0.3,59,2586.0
2018-08-06,19961.72,5988.516,0.3,62,1747.0
2018-08-07,26181.58,7854.474,0.3,65,2066.0
2018-08-08,139772.6,41931.78,0.3,78,10630.0
2018-08-09,20615.2,6184.56,0.3,63,1729.0
2018-08-10,21285.9,6385.77,0.3,63,1694.0
2018-08-11,31237.88,9371.364,0.3,74,2722.0
2018-08-12,31115.78,9334.734,0.3,69,2818.0
2018-08-13,16590.18,4977.054,0.3,61,1350.0
2018-08-14,23409.2,7022.76,0.3,60,2132.0
2018-08-15,19022.6,5706.78,0.3,63,1912.0
2018-08-16,18407.42,5522.226,0.3,61,1682.0
2018-08-17,18968.61,5690.583,0.3,59,1737.0
2018-08-18,31376.22,9412.866,0.3,71,2937.0
2018-08-19,36482.3,10944.69,0.3,72,3782.0
2018-08-20,16929.14,5078.742,0.3,63,1670.0
2018-08-21,20400.16,6120.048,0.3,66,1916.0
2018-08-22,17639.52,5291.856,0.3,57,1672.0
2018-08-23,16456.78,4937.034,0.3,61,1513.0
2018-08-24,19371.44,5811.432,0.3,61,1835.0
2018-08-25,43472.36,13041.708,0.3,70,4403.0
2018-08-26,36374.78,10912.434,0.3,70,3582.0
2018-08-27,18771.46,5631.438,0.3,61,1663.0
2018-08-28,23808.9,7142.67,0.3,66,2208.0
2018-08-29,19813.74,5944.122,0.3,62,1541.0
2018-08-30,20494.34,6148.302,0.3,64,1928.0
2018-08-31,26836.12,8050.836,0.3,68,2364.0
2018-09-01,39065.96,11719.788,0.3,71,3325.0
2018-09-02,32883.08,9864.924,0.3,64,2666.0
2018-09-03,20365.78,6109.734,0.3,64,1534.0
2018-09-04,26384.4,7915.32,0.3,58,2238.0
2018-09-05,14949.58,4484.874,0.3,57,1217.0
2018-09-06,16876.68,5063.004,0.3,59,1275.0
2018-09-07,15285.57,4585.671,0.3,58,1293.0
2018-09-08,44603.81,13381.143,0.3,72,3568.0
2018-09-09,30699.94,9209.982,0.3,63,2541.0
2018-09-10,16535.14,4960.542,0.3,56,1213.0
2018-09-11,25375.48,7612.644,0.3,66,2187.0
2018-09-12,19726.9,5918.07,0.3,62,1609.0
2018-09-13,16603.68,4981.104,0.3,61,1207.0
2018-09-14,20780.28,6234.084,0.3,60,1567.0
2018-09-15,36392.78,10917.834,0.3,71,3742.0
2018-09-16,46221.14,13866.342,0.3,72,3669.0
2018-09-17,14864.28,4459.284,0.3,58,1170.0
2018-09-18,20465.78,6139.734,0.3,61,1887.0
2018-09-19,16825.82,5047.746,0.3,59,1726.0
2018-09-20,16437.52,4931.256,0.3,59,1423.0
2018-09-21,15253.42,4576.026,0.3,62,1284.0
2018-09-22,43689.44,13106.832,0.3,72,3936.0
2018-09-23,33848.82,10154.646,0.3,65,2649.0
2018-09-24,29532.08,8859.624,0.3,68,2210.0
2018-09-25,24617.4,7385.22,0.3,64,2022.0
2018-09-26,23047.92,6914.376,0.3,65,1837.0
2018-09-27,21280.76,6384.228,0.3,62,1739.0
2018-09-28,24035.0,7210.5,0.3,65,1721.0
2018-09-29,27625.18,8287.554,0.3,70,2120.0
2018-09-30,27627.64,8288.292,0.3,70,2117.0
2018-10-01,18864.68,5659.404,0.3,58,1265.0
2018-10-02,18686.92,5606.076,0.3,61,1511.0
2018-10-03,13382.34,4014.702,0.3,58,1203.0
2018-10-04,18341.9,5502.57,0.3,60,1531.0
2018-10-05,27008.2,8102.46,0.3,69,2109.0
2018-10-06,26009.86,7802.958,0.3,66,1858.0
2018-10-07,44209.7,13262.91,0.3,68,3162.0
2018-10-08,37921.56,11376.468,0.3,66,2928.0
2018-10-09,12622.48,3786.744,0.3,51,919.0
2018-10-10,18350.68,5505.204,0.3,60,1292.0
2018-10-11,12105.28,3631.584,0.3,54,687.0
2018-10-12,12471.38,3741.414,0.3,64,946.0
2018-10-13,39639.85,11891.955,0.3,65,2506.0
2018-10-14,31425.69,9427.707,0.3,67,2228.0
2018-10-15,14099.31,4229.793,0.3,51,982.0
2018-10-16,19838.36,5951.508,0.3,58,1357.0
2018-10-17,15781.75,4734.525,0.3,56,1049.0
2018-10-18,16311.25,4893.375,0.3,57,968.0
2018-10-19,29760.93,8928.279,0.3,74,1709.0
2018-10-20,97745.82,29323.746,0.3,76,6064.0
2018-10-21,33707.1,10112.13,0.3,64,2138.0
2018-10-22,22108.42,6632.526,0.3,53,1144.0
2018-10-23,20883.2,6264.96,0.3,61,1723.0
2018-10-24,20077.72,6023.316,0.3,62,1637.0
2018-10-25,15233.1,4569.93,0.3,58,1146.0
2018-10-26,18440.64,5532.192,0.3,60,1271.0
2018-10-27,38109.98,11432.994,0.3,64,2544.0
2018-10-28,28698.26,8609.478,0.3,63,2045.0
2018-10-29,18299.74,5489.922,0.3,60,2017.0
2018-10-30,28646.46,8593.938,0.3,72,2383.0
2018-10-31,21000.54,6300.162,0.3,56,1305.0
2018-11-01,14988.16,4496.448,0.3,55,1044.0
2018-11-02,17566.88,5270.064,0.3,63,1438.0
2018-11-03,31790.33,9537.099,0.3,65,2222.0
2018-11-04,29331.19,8799.357,0.3,63,1965.0
2018-11-05,17688.41,5306.523,0.3,60,2536.0
2018-11-06,20986.33,6295.899,0.3,61,2352.0
2018-11-07,23277.51,6983.253,0.3,64,2817.0
2018-11-08,18015.03,5404.509,0.3,63,1291.0
2018-11-09,22015.94,6604.782,0.3,62,1553.0
2018-11-10,48418.47,14525.541,0.3,67,3820.0
2018-11-11,141097.88,42329.364,0.3,79,7769.0
2018-11-12,28675.15,8602.545,0.3,65,1792.0
2018-11-13,18104.71,5431.413,0.3,58,1182.0
2018-11-14,17759.69,5327.907,0.3,56,1227.0
2018-11-15,19479.72,5843.916,0.3,64,1463.0
2018-11-16,17498.25,5249.475,0.3,58,1245.0
2018-11-17,35705.58,10711.674,0.3,63,2328.0
2018-11-18,30635.04,9190.512,0.3,61,1963.0
2018-11-19,16963.59,5089.077,0.3,59,1219.0
2018-11-20,23881.4,7164.42,0.3,70,1869.0
2018-11-21,18020.6,5406.18,0.3,55,1337.0
2018-11-22,19120.36,5736.108,0.3,64,1354.0
2018-11-23,18714.45,5614.335,0.3,62,1430.0
2018-11-24,55278.05,16583.415,0.3,71,4170.0
2018-11-25,34034.68,10210.404,0.3,68,2633.0
2018-11-26,15282.08,4584.624,0.3,56,1041.0
2018-11-27,23416.03,7024.809,0.3,70,1613.0
2018-11-28,32121.38,9636.414,0.3,66,2075.0
2018-11-29,22137.1,6641.13,0.3,63,1476.0
2018-11-30,25537.28,7661.184,0.3,63,1661.0
2018-12-01,33527.06,10058.118,0.3,66,2346.0
2018-12-02,29429.48,8828.844,0.3,65,2191.0
2018-12-03,13659.68,4097.904,0.3,50,936.0
2018-12-04,22595.4,6778.62,0.3,71,1757.0
2018-12-05,18232.54,5469.762,0.3,56,1195.0
2018-12-06,19243.09,5772.927,0.3,63,1126.0
2018-12-07,20079.06,6023.718,0.3,67,1190.0
2018-12-08,50666.01,15199.803,0.3,70,3175.0
2018-12-09,55188.0,16556.4,0.3,69,3262.0
2018-12-10,22591.89,6777.567,0.3,58,1172.0
2018-12-11,39577.6,11873.28,0.3,67,2380.0
2018-12-12,119203.18,35760.954,0.3,81,6000.0
2018-12-13,31317.88,9395.364,0.3,61,1761.0
2018-12-14,14540.82,4362.246,0.3,54,912.0
2018-12-15,33297.77,9989.331,0.3,65,2258.0
2018-12-16,29009.75,8702.925,0.3,64,1917.0
