catalyst_id,catalyst_combination,temperature_c,predicted_c4_yield_percent,co_wt_percent,co_sio2_mg,hap_mg,ethanol_flow_ml_min,loading_mode_b
A12,50mg 1wt%Co/SiO2- 50mg HAP-乙醇浓度1.68ml/min,360.0,6.984583,1.0,50.0,50.0,1.68,0.0
A12,50mg 1wt%Co/SiO2- 50mg HAP-乙醇浓度1.68ml/min,361.0,7.163659,1.0,50.0,50.0,1.68,0.0
A12,50mg 1wt%Co/SiO2- 50mg HAP-乙醇浓度1.68ml/min,362.0,7.344918,1.0,50.0,50.0,1.68,0.0
A12,50mg 1wt%Co/SiO2- 50mg HAP-乙醇浓度1.68ml/min,363.0,7.528359,1.0,50.0,50.0,1.68,0.0
A12,50mg 1wt%Co/SiO2- 50mg HAP-乙醇浓度1.68ml/min,364.0,7.713983,1.0,50.0,50.0,1.68,0.0
A12,50mg 1wt%Co/SiO2- 50mg HAP-乙醇浓度1.68ml/min,365.0,7.901788,1.0,50.0,50.0,1.68,0.0
A12,50mg 1wt%Co/SiO2- 50mg HAP-乙醇浓度1.68ml/min,366.0,8.091776,1.0,50.0,50.0,1.68,0.0
A12,50mg 1wt%Co/SiO2- 50mg HAP-乙醇浓度1.68ml/min,367.0,8.283946,1.0,50.0,50.0,1.68,0.0
A12,50mg 1wt%Co/SiO2- 50mg HAP-乙醇浓度1.68ml/min,368.0,8.478298,1.0,50.0,50.0,1.68,0.0
A12,50mg 1wt%Co/SiO2- 50mg HAP-乙醇浓度1.68ml/min,369.0,8.674833,1.0,50.0,50.0,1.68,0.0
A12,50mg 1wt%Co/SiO2- 50mg HAP-乙醇浓度1.68ml/min,370.0,8.87355,1.0,50.0,50.0,1.68,0.0
A12,50mg 1wt%Co/SiO2- 50mg HAP-乙醇浓度1.68ml/min,371.0,9.074449,1.0,50.0,50.0,1.68,0.0
A12,50mg 1wt%Co/SiO2- 50mg HAP-乙醇浓度1.68ml/min,372.0,9.27753,1.0,50.0,50.0,1.68,0.0
A12,50mg 1wt%Co/SiO2- 50mg HAP-乙醇浓度1.68ml/min,373.0,9.482794,1.0,50.0,50.0,1.68,0.0
A12,50mg 1wt%Co/SiO2- 50mg HAP-乙醇浓度1.68ml/min,374.0,9.69024,1.0,50.0,50.0,1.68,0.0
A12,50mg 1wt%Co/SiO2- 50mg HAP-乙醇浓度1.68ml/min,375.0,9.899868,1.0,50.0,50.0,1.68,0.0
A12,50mg 1wt%Co/SiO2- 50mg HAP-乙醇浓度1.68ml/min,376.0,10.111678,1.0,50.0,50.0,1.68,0.0
A12,50mg 1wt%Co/SiO2- 50mg HAP-乙醇浓度1.68ml/min,377.0,10.325671,1.0,50.0,50.0,1.68,0.0
A12,50mg 1wt%Co/SiO2- 50mg HAP-乙醇浓度1.68ml/min,378.0,10.541845,1.0,50.0,50.0,1.68,0.0
A12,50mg 1wt%Co/SiO2- 50mg HAP-乙醇浓度1.68ml/min,379.0,10.760202,1.0,50.0,50.0,1.68,0.0
A12,50mg 1wt%Co/SiO2- 50mg HAP-乙醇浓度1.68ml/min,380.0,10.980742,1.0,50.0,50.0,1.68,0.0
A12,50mg 1wt%Co/SiO2- 50mg HAP-乙醇浓度1.68ml/min,381.0,11.203463,1.0,50.0,50.0,1.68,0.0
A12,50mg 1wt%Co/SiO2- 50mg HAP-乙醇浓度1.68ml/min,382.0,11.428367,1.0,50.0,50.0,1.68,0.0
A12,50mg 1wt%Co/SiO2- 50mg HAP-乙醇浓度1.68ml/min,383.0,11.655453,1.0,50.0,50.0,1.68,0.0
A12,50mg 1wt%Co/SiO2- 50mg HAP-乙醇浓度1.68ml/min,384.0,11.884721,1.0,50.0,50.0,1.68,0.0
A12,50mg 1wt%Co/SiO2- 50mg HAP-乙醇浓度1.68ml/min,385.0,12.116172,1.0,50.0,50.0,1.68,0.0
A12,50mg 1wt%Co/SiO2- 50mg HAP-乙醇浓度1.68ml/min,386.0,12.349805,1.0,50.0,50.0,1.68,0.0
A12,50mg 1wt%Co/SiO2- 50mg HAP-乙醇浓度1.68ml/min,387.0,12.58562,1.0,50.0,50.0,1.68,0.0
A12,50mg 1wt%Co/SiO2- 50mg HAP-乙醇浓度1.68ml/min,388.0,12.823617,1.0,50.0,50.0,1.68,0.0
A12,50mg 1wt%Co/SiO2- 50mg HAP-乙醇浓度1.68ml/min,389.0,13.063797,1.0,50.0,50.0,1.68,0.0
A12,50mg 1wt%Co/SiO2- 50mg HAP-乙醇浓度1.68ml/min,390.0,13.306159,1.0,50.0,50.0,1.68,0.0
A12,50mg 1wt%Co/SiO2- 50mg HAP-乙醇浓度1.68ml/min,391.0,13.550703,1.0,50.0,50.0,1.68,0.0
A12,50mg 1wt%Co/SiO2- 50mg HAP-乙醇浓度1.68ml/min,392.0,13.797429,1.0,50.0,50.0,1.68,0.0
A12,50mg 1wt%Co/SiO2- 50mg HAP-乙醇浓度1.68ml/min,393.0,14.046337,1.0,50.0,50.0,1.68,0.0
A12,50mg 1wt%Co/SiO2- 50mg HAP-乙醇浓度1.68ml/min,394.0,14.297428,1.0,50.0,50.0,1.68,0.0
A12,50mg 1wt%Co/SiO2- 50mg HAP-乙醇浓度1.68ml/min,395.0,14.550701,1.0,50.0,50.0,1.68,0.0
A12,50mg 1wt%Co/SiO2- 50mg HAP-乙醇浓度1.68ml/min,396.0,14.806157,1.0,50.0,50.0,1.68,0.0
A12,50mg 1wt%Co/SiO2- 50mg HAP-乙醇浓度1.68ml/min,397.0,15.063794,1.0,50.0,50.0,1.68,0.0
A12,50mg 1wt%Co/SiO2- 50mg HAP-乙醇浓度1.68ml/min,398.0,15.323614,1.0,50.0,50.0,1.68,0.0
A12,50mg 1wt%Co/SiO2- 50mg HAP-乙醇浓度1.68ml/min,399.0,15.585616,1.0,50.0,50.0,1.68,0.0
A12,50mg 1wt%Co/SiO2- 50mg HAP-乙醇浓度1.68ml/min,400.0,15.8498,1.0,50.0,50.0,1.68,0.0
A13,67mg 1wt%Co/SiO2- 33mg HAP-乙醇浓度1.68ml/min     ,250.0,0.339366,1.0,67.0,33.0,1.68,0.0
A13,67mg 1wt%Co/SiO2- 33mg HAP-乙醇浓度1.68ml/min     ,251.0,0.303065,1.0,67.0,33.0,1.68,0.0
A13,67mg 1wt%Co/SiO2- 33mg HAP-乙醇浓度1.68ml/min     ,252.0,0.268208,1.0,67.0,33.0,1.68,0.0
A13,67mg 1wt%Co/SiO2- 33mg HAP-乙醇浓度1.68ml/min     ,253.0,0.234794,1.0,67.0,33.0,1.68,0.0
A13,67mg 1wt%Co/SiO2- 33mg HAP-乙醇浓度1.68ml/min     ,254.0,0.202823,1.0,67.0,33.0,1.68,0.0
A13,67mg 1wt%Co/SiO2- 33mg HAP-乙醇浓度1.68ml/min     ,255.0,0.172296,1.0,67.0,33.0,1.68,0.0
A13,67mg 1wt%Co/SiO2- 33mg HAP-乙醇浓度1.68ml/min     ,256.0,0.143212,1.0,67.0,33.0,1.68,0.0
A13,67mg 1wt%Co/SiO2- 33mg HAP-乙醇浓度1.68ml/min     ,257.0,0.115572,1.0,67.0,33.0,1.68,0.0
A13,67mg 1wt%Co/SiO2- 33mg HAP-乙醇浓度1.68ml/min     ,258.0,0.089375,1.0,67.0,33.0,1.68,0.0
A13,67mg 1wt%Co/SiO2- 33mg HAP-乙醇浓度1.68ml/min     ,259.0,0.064621,1.0,67.0,33.0,1.68,0.0
A13,67mg 1wt%Co/SiO2- 33mg HAP-乙醇浓度1.68ml/min     ,260.0,0.041311,1.0,67.0,33.0,1.68,0.0
A13,67mg 1wt%Co/SiO2- 33mg HAP-乙醇浓度1.68ml/min     ,261.0,0.019444,1.0,67.0,33.0,1.68,0.0
A13,67mg 1wt%Co/SiO2- 33mg HAP-乙醇浓度1.68ml/min     ,262.0,0.0,1.0,67.0,33.0,1.68,0.0
A13,67mg 1wt%Co/SiO2- 33mg HAP-乙醇浓度1.68ml/min     ,263.0,0.0,1.0,67.0,33.0,1.68,0.0
A13,67mg 1wt%Co/SiO2- 33mg HAP-乙醇浓度1.68ml/min     ,264.0,0.0,1.0,67.0,33.0,1.68,0.0
A13,67mg 1wt%Co/SiO2- 33mg HAP-乙醇浓度1.68ml/min     ,265.0,0.0,1.0,67.0,33.0,1.68,0.0
A13,67mg 1wt%Co/SiO2- 33mg HAP-乙醇浓度1.68ml/min     ,266.0,0.0,1.0,67.0,33.0,1.68,0.0
A13,67mg 1wt%Co/SiO2- 33mg HAP-乙醇浓度1.68ml/min     ,267.0,0.0,1.0,67.0,33.0,1.68,0.0
A13,67mg 1wt%Co/SiO2- 33mg HAP-乙醇浓度1.68ml/min     ,268.0,0.0,1.0,67.0,33.0,1.68,0.0
A13,67mg 1wt%Co/SiO2- 33mg HAP-乙醇浓度1.68ml/min     ,269.0,0.0,1.0,67.0,33.0,1.68,0.0
A13,67mg 1wt%Co/SiO2- 33mg HAP-乙醇浓度1.68ml/min     ,270.0,0.0,1.0,67.0,33.0,1.68,0.0
A13,67mg 1wt%Co/SiO2- 33mg HAP-乙醇浓度1.68ml/min     ,271.0,0.0,1.0,67.0,33.0,1.68,0.0
A13,67mg 1wt%Co/SiO2- 33mg HAP-乙醇浓度1.68ml/min     ,272.0,0.0,1.0,67.0,33.0,1.68,0.0
A13,67mg 1wt%Co/SiO2- 33mg HAP-乙醇浓度1.68ml/min     ,273.0,0.0,1.0,67.0,33.0,1.68,0.0
A13,67mg 1wt%Co/SiO2- 33mg HAP-乙醇浓度1.68ml/min     ,274.0,0.0,1.0,67.0,33.0,1.68,0.0
A13,67mg 1wt%Co/SiO2- 33mg HAP-乙醇浓度1.68ml/min     ,275.0,0.0,1.0,67.0,33.0,1.68,0.0
A13,67mg 1wt%Co/SiO2- 33mg HAP-乙醇浓度1.68ml/min     ,276.0,0.0,1.0,67.0,33.0,1.68,0.0
A13,67mg 1wt%Co/SiO2- 33mg HAP-乙醇浓度1.68ml/min     ,277.0,0.0,1.0,67.0,33.0,1.68,0.0
A13,67mg 1wt%Co/SiO2- 33mg HAP-乙醇浓度1.68ml/min     ,278.0,0.0,1.0,67.0,33.0,1.68,0.0
A13,67mg 1wt%Co/SiO2- 33mg HAP-乙醇浓度1.68ml/min     ,279.0,0.0,1.0,67.0,33.0,1.68,0.0
A13,67mg 1wt%Co/SiO2- 33mg HAP-乙醇浓度1.68ml/min     ,280.0,0.0,1.0,67.0,33.0,1.68,0.0
A13,67mg 1wt%Co/SiO2- 33mg HAP-乙醇浓度1.68ml/min     ,281.0,0.0,1.0,67.0,33.0,1.68,0.0
A13,67mg 1wt%Co/SiO2- 33mg HAP-乙醇浓度1.68ml/min     ,282.0,0.0,1.0,67.0,33.0,1.68,0.0
A13,67mg 1wt%Co/SiO2- 33mg HAP-乙醇浓度1.68ml/min     ,283.0,0.0,1.0,67.0,33.0,1.68,0.0
A13,67mg 1wt%Co/SiO2- 33mg HAP-乙醇浓度1.68ml/min     ,284.0,0.0,1.0,67.0,33.0,1.68,0.0
A13,67mg 1wt%Co/SiO2- 33mg HAP-乙醇浓度1.68ml/min     ,285.0,0.0,1.0,67.0,33.0,1.68,0.0
A13,67mg 1wt%Co/SiO2- 33mg HAP-乙醇浓度1.68ml/min     ,286.0,0.0,1.0,67.0,33.0,1.68,0.0
A13,67mg 1wt%Co/SiO2- 33mg HAP-乙醇浓度1.68ml/min     ,287.0,0.0,1.0,67.0,33.0,1.68,0.0
A13,67mg 1wt%Co/SiO2- 33mg HAP-乙醇浓度1.68ml/min     ,288.0,0.0,1.0,67.0,33.0,1.68,0.0
A13,67mg 1wt%Co/SiO2- 33mg HAP-乙醇浓度1.68ml/min     ,289.0,0.0,1.0,67.0,33.0,1.68,0.0
A13,67mg 1wt%Co/SiO2- 33mg HAP-乙醇浓度1.68ml/min     ,290.0,0.013187,1.0,67.0,33.0,1.68,0.0
A13,67mg 1wt%Co/SiO2- 33mg HAP-乙醇浓度1.68ml/min     ,291.0,0.034622,1.0,67.0,33.0,1.68,0.0
A13,67mg 1wt%Co/SiO2- 33mg HAP-乙醇浓度1.68ml/min     ,292.0,0.057501,1.0,67.0,33.0,1.68,0.0
A13,67mg 1wt%Co/SiO2- 33mg HAP-乙醇浓度1.68ml/min     ,293.0,0.081823,1.0,67.0,33.0,1.68,0.0
A13,67mg 1wt%Co/SiO2- 33mg HAP-乙醇浓度1.68ml/min     ,294.0,0.107588,1.0,67.0,33.0,1.68,0.0
A13,67mg 1wt%Co/SiO2- 33mg HAP-乙醇浓度1.68ml/min     ,295.0,0.134797,1.0,67.0,33.0,1.68,0.0
A13,67mg 1wt%Co/SiO2- 33mg HAP-乙醇浓度1.68ml/min     ,296.0,0.163449,1.0,67.0,33.0,1.68,0.0
A13,67mg 1wt%Co/SiO2- 33mg HAP-乙醇浓度1.68ml/min     ,297.0,0.193545,1.0,67.0,33.0,1.68,0.0
A13,67mg 1wt%Co/SiO2- 33mg HAP-乙醇浓度1.68ml/min     ,298.0,0.225084,1.0,67.0,33.0,1.68,0.0
A13,67mg 1wt%Co/SiO2- 33mg HAP-乙醇浓度1.68ml/min     ,299.0,0.258066,1.0,67.0,33.0,1.68,0.0
A13,67mg 1wt%Co/SiO2- 33mg HAP-乙醇浓度1.68ml/min     ,300.0,0.292492,1.0,67.0,33.0,1.68,0.0
A13,67mg 1wt%Co/SiO2- 33mg HAP-乙醇浓度1.68ml/min     ,301.0,0.328361,1.0,67.0,33.0,1.68,0.0
A13,67mg 1wt%Co/SiO2- 33mg HAP-乙醇浓度1.68ml/min     ,302.0,0.365674,1.0,67.0,33.0,1.68,0.0
A13,67mg 1wt%Co/SiO2- 33mg HAP-乙醇浓度1.68ml/min     ,303.0,0.40443,1.0,67.0,33.0,1.68,0.0
A13,67mg 1wt%Co/SiO2- 33mg HAP-乙醇浓度1.68ml/min     ,304.0,0.44463,1.0,67.0,33.0,1.68,0.0
A13,67mg 1wt%Co/SiO2- 33mg HAP-乙醇浓度1.68ml/min     ,305.0,0.486273,1.0,67.0,33.0,1.68,0.0
A13,67mg 1wt%Co/SiO2- 33mg HAP-乙醇浓度1.68ml/min     ,306.0,0.529359,1.0,67.0,33.0,1.68,0.0
A13,67mg 1wt%Co/SiO2- 33mg HAP-乙醇浓度1.68ml/min     ,307.0,0.573888,1.0,67.0,33.0,1.68,0.0
A13,67mg 1wt%Co/SiO2- 33mg HAP-乙醇浓度1.68ml/min     ,308.0,0.619862,1.0,67.0,33.0,1.68,0.0
A13,67mg 1wt%Co/SiO2- 33mg HAP-乙醇浓度1.68ml/min     ,309.0,0.667278,1.0,67.0,33.0,1.68,0.0
A13,67mg 1wt%Co/SiO2- 33mg HAP-乙醇浓度1.68ml/min     ,310.0,0.716138,1.0,67.0,33.0,1.68,0.0
A13,67mg 1wt%Co/SiO2- 33mg HAP-乙醇浓度1.68ml/min     ,311.0,0.766441,1.0,67.0,33.0,1.68,0.0
A13,67mg 1wt%Co/SiO2- 33mg HAP-乙醇浓度1.68ml/min     ,312.0,0.818188,1.0,67.0,33.0,1.68,0.0
A13,67mg 1wt%Co/SiO2- 33mg HAP-乙醇浓度1.68ml/min     ,313.0,0.871378,1.0,67.0,33.0,1.68,0.0
A13,67mg 1wt%Co/SiO2- 33mg HAP-乙醇浓度1.68ml/min     ,314.0,0.926011,1.0,67.0,33.0,1.68,0.0
A13,67mg 1wt%Co/SiO2- 33mg HAP-乙醇浓度1.68ml/min     ,315.0,0.982088,1.0,67.0,33.0,1.68,0.0
A13,67mg 1wt%Co/SiO2- 33mg HAP-乙醇浓度1.68ml/min     ,316.0,1.039609,1.0,67.0,33.0,1.68,0.0
A13,67mg 1wt%Co/SiO2- 33mg HAP-乙醇浓度1.68ml/min     ,317.0,1.098572,1.0,67.0,33.0,1.68,0.0
A13,67mg 1wt%Co/SiO2- 33mg HAP-乙醇浓度1.68ml/min     ,318.0,1.158979,1.0,67.0,33.0,1.68,0.0
A13,67mg 1wt%Co/SiO2- 33mg HAP-乙醇浓度1.68ml/min     ,319.0,1.22083,1.0,67.0,33.0,1.68,0.0
A13,67mg 1wt%Co/SiO2- 33mg HAP-乙醇浓度1.68ml/min     ,320.0,1.284124,1.0,67.0,33.0,1.68,0.0
A13,67mg 1wt%Co/SiO2- 33mg HAP-乙醇浓度1.68ml/min     ,321.0,1.348861,1.0,67.0,33.0,1.68,0.0
A13,67mg 1wt%Co/SiO2- 33mg HAP-乙醇浓度1.68ml/min     ,322.0,1.415042,1.0,67.0,33.0,1.68,0.0
A13,67mg 1wt%Co/SiO2- 33mg HAP-乙醇浓度1.68ml/min     ,323.0,1.482666,1.0,67.0,33.0,1.68,0.0
A13,67mg 1wt%Co/SiO2- 33mg HAP-乙醇浓度1.68ml/min     ,324.0,1.551733,1.0,67.0,33.0,1.68,0.0
A13,67mg 1wt%Co/SiO2- 33mg HAP-乙醇浓度1.68ml/min     ,325.0,1.622244,1.0,67.0,33.0,1.68,0.0
A13,67mg 1wt%Co/SiO2- 33mg HAP-乙醇浓度1.68ml/min     ,326.0,1.694198,1.0,67.0,33.0,1.68,0.0
A13,67mg 1wt%Co/SiO2- 33mg HAP-乙醇浓度1.68ml/min     ,327.0,1.767596,1.0,67.0,33.0,1.68,0.0
A13,67mg 1wt%Co/SiO2- 33mg HAP-乙醇浓度1.68ml/min     ,328.0,1.842437,1.0,67.0,33.0,1.68,0.0
A13,67mg 1wt%Co/SiO2- 33mg HAP-乙醇浓度1.68ml/min     ,329.0,1.918722,1.0,67.0,33.0,1.68,0.0
A13,67mg 1wt%Co/SiO2- 33mg HAP-乙醇浓度1.68ml/min     ,330.0,1.99645,1.0,67.0,33.0,1.68,0.0
A13,67mg 1wt%Co/SiO2- 33mg HAP-乙醇浓度1.68ml/min     ,331.0,2.075621,1.0,67.0,33.0,1.68,0.0
A13,67mg 1wt%Co/SiO2- 33mg HAP-乙醇浓度1.68ml/min     ,332.0,2.156236,1.0,67.0,33.0,1.68,0.0
A13,67mg 1wt%Co/SiO2- 33mg HAP-乙醇浓度1.68ml/min     ,333.0,2.238294,1.0,67.0,33.0,1.68,0.0
A13,67mg 1wt%Co/SiO2- 33mg HAP-乙醇浓度1.68ml/min     ,334.0,2.321795,1.0,67.0,33.0,1.68,0.0
A13,67mg 1wt%Co/SiO2- 33mg HAP-乙醇浓度1.68ml/min     ,335.0,2.40674,1.0,67.0,33.0,1.68,0.0
A13,67mg 1wt%Co/SiO2- 33mg HAP-乙醇浓度1.68ml/min     ,336.0,2.493129,1.0,67.0,33.0,1.68,0.0
A13,67mg 1wt%Co/SiO2- 33mg HAP-乙醇浓度1.68ml/min     ,337.0,2.58096,1.0,67.0,33.0,1.68,0.0
A13,67mg 1wt%Co/SiO2- 33mg HAP-乙醇浓度1.68ml/min     ,338.0,2.670235,1.0,67.0,33.0,1.68,0.0
A13,67mg 1wt%Co/SiO2- 33mg HAP-乙醇浓度1.68ml/min     ,339.0,2.760954,1.0,67.0,33.0,1.68,0.0
A13,67mg 1wt%Co/SiO2- 33mg HAP-乙醇浓度1.68ml/min     ,340.0,2.853116,1.0,67.0,33.0,1.68,0.0
A13,67mg 1wt%Co/SiO2- 33mg HAP-乙醇浓度1.68ml/min     ,341.0,2.946721,1.0,67.0,33.0,1.68,0.0
A13,67mg 1wt%Co/SiO2- 33mg HAP-乙醇浓度1.68ml/min     ,342.0,3.04177,1.0,67.0,33.0,1.68,0.0
A13,67mg 1wt%Co/SiO2- 33mg HAP-乙醇浓度1.68ml/min     ,343.0,3.138262,1.0,67.0,33.0,1.68,0.0
A13,67mg 1wt%Co/SiO2- 33mg HAP-乙醇浓度1.68ml/min     ,344.0,3.236197,1.0,67.0,33.0,1.68,0.0
A13,67mg 1wt%Co/SiO2- 33mg HAP-乙醇浓度1.68ml/min     ,345.0,3.335576,1.0,67.0,33.0,1.68,0.0
A13,67mg 1wt%Co/SiO2- 33mg HAP-乙醇浓度1.68ml/min     ,346.0,3.436399,1.0,67.0,33.0,1.68,0.0
A13,67mg 1wt%Co/SiO2- 33mg HAP-乙醇浓度1.68ml/min     ,347.0,3.538664,1.0,67.0,33.0,1.68,0.0
A13,67mg 1wt%Co/SiO2- 33mg HAP-乙醇浓度1.68ml/min     ,348.0,3.642374,1.0,67.0,33.0,1.68,0.0
A13,67mg 1wt%Co/SiO2- 33mg HAP-乙醇浓度1.68ml/min     ,349.0,3.747526,1.0,67.0,33.0,1.68,0.0
A13,67mg 1wt%Co/SiO2- 33mg HAP-乙醇浓度1.68ml/min     ,350.0,3.854122,1.0,67.0,33.0,1.68,0.0
A13,67mg 1wt%Co/SiO2- 33mg HAP-乙醇浓度1.68ml/min     ,351.0,3.962161,1.0,67.0,33.0,1.68,0.0
A13,67mg 1wt%Co/SiO2- 33mg HAP-乙醇浓度1.68ml/min     ,352.0,4.071644,1.0,67.0,33.0,1.68,0.0
A13,67mg 1wt%Co/SiO2- 33mg HAP-乙醇浓度1.68ml/min     ,353.0,4.18257,1.0,67.0,33.0,1.68,0.0
A13,67mg 1wt%Co/SiO2- 33mg HAP-乙醇浓度1.68ml/min     ,354.0,4.29494,1.0,67.0,33.0,1.68,0.0
A13,67mg 1wt%Co/SiO2- 33mg HAP-乙醇浓度1.68ml/min     ,355.0,4.408753,1.0,67.0,33.0,1.68,0.0
A13,67mg 1wt%Co/SiO2- 33mg HAP-乙醇浓度1.68ml/min     ,356.0,4.524009,1.0,67.0,33.0,1.68,0.0
A13,67mg 1wt%Co/SiO2- 33mg HAP-乙醇浓度1.68ml/min     ,357.0,4.640709,1.0,67.0,33.0,1.68,0.0
A13,67mg 1wt%Co/SiO2- 33mg HAP-乙醇浓度1.68ml/min     ,358.0,4.758852,1.0,67.0,33.0,1.68,0.0
A13,67mg 1wt%Co/SiO2- 33mg HAP-乙醇浓度1.68ml/min     ,359.0,4.878438,1.0,67.0,33.0,1.68,0.0
A13,67mg 1wt%Co/SiO2- 33mg HAP-乙醇浓度1.68ml/min     ,360.0,4.999468,1.0,67.0,33.0,1.68,0.0
A13,67mg 1wt%Co/SiO2- 33mg HAP-乙醇浓度1.68ml/min     ,361.0,5.121942,1.0,67.0,33.0,1.68,0.0
A13,67mg 1wt%Co/SiO2- 33mg HAP-乙醇浓度1.68ml/min     ,362.0,5.245858,1.0,67.0,33.0,1.68,0.0
A13,67mg 1wt%Co/SiO2- 33mg HAP-乙醇浓度1.68ml/min     ,363.0,5.371219,1.0,67.0,33.0,1.68,0.0
A13,67mg 1wt%Co/SiO2- 33mg HAP-乙醇浓度1.68ml/min     ,364.0,5.498022,1.0,67.0,33.0,1.68,0.0
A13,67mg 1wt%Co/SiO2- 33mg HAP-乙醇浓度1.68ml/min     ,365.0,5.626269,1.0,67.0,33.0,1.68,0.0
A13,67mg 1wt%Co/SiO2- 33mg HAP-乙醇浓度1.68ml/min     ,366.0,5.755959,1.0,67.0,33.0,1.68,0.0
A13,67mg 1wt%Co/SiO2- 33mg HAP-乙醇浓度1.68ml/min     ,367.0,5.887093,1.0,67.0,33.0,1.68,0.0
A13,67mg 1wt%Co/SiO2- 33mg HAP-乙醇浓度1.68ml/min     ,368.0,6.01967,1.0,67.0,33.0,1.68,0.0
A13,67mg 1wt%Co/SiO2- 33mg HAP-乙醇浓度1.68ml/min     ,369.0,6.153691,1.0,67.0,33.0,1.68,0.0
A13,67mg 1wt%Co/SiO2- 33mg HAP-乙醇浓度1.68ml/min     ,370.0,6.289155,1.0,67.0,33.0,1.68,0.0
A13,67mg 1wt%Co/SiO2- 33mg HAP-乙醇浓度1.68ml/min     ,371.0,6.426062,1.0,67.0,33.0,1.68,0.0
A13,67mg 1wt%Co/SiO2- 33mg HAP-乙醇浓度1.68ml/min     ,372.0,6.564413,1.0,67.0,33.0,1.68,0.0
A13,67mg 1wt%Co/SiO2- 33mg HAP-乙醇浓度1.68ml/min     ,373.0,6.704207,1.0,67.0,33.0,1.68,0.0
A13,67mg 1wt%Co/SiO2- 33mg HAP-乙醇浓度1.68ml/min     ,374.0,6.845445,1.0,67.0,33.0,1.68,0.0
A13,67mg 1wt%Co/SiO2- 33mg HAP-乙醇浓度1.68ml/min     ,375.0,6.988126,1.0,67.0,33.0,1.68,0.0
A13,67mg 1wt%Co/SiO2- 33mg HAP-乙醇浓度1.68ml/min     ,376.0,7.13225,1.0,67.0,33.0,1.68,0.0
A13,67mg 1wt%Co/SiO2- 33mg HAP-乙醇浓度1.68ml/min     ,377.0,7.277818,1.0,67.0,33.0,1.68,0.0
A13,67mg 1wt%Co/SiO2- 33mg HAP-乙醇浓度1.68ml/min     ,378.0,7.424829,1.0,67.0,33.0,1.68,0.0
A13,67mg 1wt%Co/SiO2- 33mg HAP-乙醇浓度1.68ml/min     ,379.0,7.573284,1.0,67.0,33.0,1.68,0.0
A13,67mg 1wt%Co/SiO2- 33mg HAP-乙醇浓度1.68ml/min     ,380.0,7.723182,1.0,67.0,33.0,1.68,0.0
A13,67mg 1wt%Co/SiO2- 33mg HAP-乙醇浓度1.68ml/min     ,381.0,7.874523,1.0,67.0,33.0,1.68,0.0
A13,67mg 1wt%Co/SiO2- 33mg HAP-乙醇浓度1.68ml/min     ,382.0,8.027308,1.0,67.0,33.0,1.68,0.0
A13,67mg 1wt%Co/SiO2- 33mg HAP-乙醇浓度1.68ml/min     ,383.0,8.181536,1.0,67.0,33.0,1.68,0.0
A13,67mg 1wt%Co/SiO2- 33mg HAP-乙醇浓度1.68ml/min     ,384.0,8.337207,1.0,67.0,33.0,1.68,0.0
A13,67mg 1wt%Co/SiO2- 33mg HAP-乙醇浓度1.68ml/min     ,385.0,8.494322,1.0,67.0,33.0,1.68,0.0
A13,67mg 1wt%Co/SiO2- 33mg HAP-乙醇浓度1.68ml/min     ,386.0,8.652881,1.0,67.0,33.0,1.68,0.0
A13,67mg 1wt%Co/SiO2- 33mg HAP-乙醇浓度1.68ml/min     ,387.0,8.812883,1.0,67.0,33.0,1.68,0.0
A13,67mg 1wt%Co/SiO2- 33mg HAP-乙醇浓度1.68ml/min     ,388.0,8.974328,1.0,67.0,33.0,1.68,0.0
A13,67mg 1wt%Co/SiO2- 33mg HAP-乙醇浓度1.68ml/min     ,389.0,9.137216,1.0,67.0,33.0,1.68,0.0
A13,67mg 1wt%Co/SiO2- 33mg HAP-乙醇浓度1.68ml/min     ,390.0,9.301548,1.0,67.0,33.0,1.68,0.0
A13,67mg 1wt%Co/SiO2- 33mg HAP-乙醇浓度1.68ml/min     ,391.0,9.467324,1.0,67.0,33.0,1.68,0.0
A13,67mg 1wt%Co/SiO2- 33mg HAP-乙醇浓度1.68ml/min     ,392.0,9.634543,1.0,67.0,33.0,1.68,0.0
A13,67mg 1wt%Co/SiO2- 33mg HAP-乙醇浓度1.68ml/min     ,393.0,9.803205,1.0,67.0,33.0,1.68,0.0
A13,67mg 1wt%Co/SiO2- 33mg HAP-乙醇浓度1.68ml/min     ,394.0,9.97331,1.0,67.0,33.0,1.68,0.0
A13,67mg 1wt%Co/SiO2- 33mg HAP-乙醇浓度1.68ml/min     ,395.0,10.144859,1.0,67.0,33.0,1.68,0.0
A13,67mg 1wt%Co/SiO2- 33mg HAP-乙醇浓度1.68ml/min     ,396.0,10.317852,1.0,67.0,33.0,1.68,0.0
A13,67mg 1wt%Co/SiO2- 33mg HAP-乙醇浓度1.68ml/min     ,397.0,10.492287,1.0,67.0,33.0,1.68,0.0
A13,67mg 1wt%Co/SiO2- 33mg HAP-乙醇浓度1.68ml/min     ,398.0,10.668167,1.0,67.0,33.0,1.68,0.0
A13,67mg 1wt%Co/SiO2- 33mg HAP-乙醇浓度1.68ml/min     ,399.0,10.845489,1.0,67.0,33.0,1.68,0.0
A13,67mg 1wt%Co/SiO2- 33mg HAP-乙醇浓度1.68ml/min     ,400.0,11.024255,1.0,67.0,33.0,1.68,0.0
