medicine_id,length_mm,height_mm,width_mm,daily_demand,boxes_per_slot,required_slots,width_type_id,height_type_id,width_spacing_mm,height_spacing_mm,plane_redundancy_mm2
385,76.0,48.0,30.0,11,19,1,2,1,43.0,59.0,63.0
386,136.0,41.0,23.0,11,11,1,2,1,43.0,59.0,224.0
387,131.0,40.0,30.0,11,11,1,2,1,43.0,59.0,135.0
388,95.0,52.0,52.0,11,15,1,3,1,60.0,59.0,12.0
389,56.0,42.0,42.0,11,26,1,3,1,60.0,59.0,182.0
390,120.0,82.0,19.0,11,12,1,1,2,23.0,115.0,0.0
391,90.0,53.0,31.0,11,16,1,2,1,43.0,59.0,16.0
392,111.0,62.0,16.0,11,13,1,1,2,23.0,115.0,147.0
393,130.0,80.0,26.0,11,11,1,2,2,43.0,115.0,403.0
394,105.0,50.0,20.0,11,14,1,2,1,43.0,59.0,95.0
395,75.0,47.0,47.0,11,20,1,3,1,60.0,59.0,72.0
396,110.0,66.0,16.0,11,13,1,1,2,23.0,115.0,135.0
397,64.0,39.0,40.0,10,23,1,3,1,60.0,59.0,256.0
398,96.0,56.0,14.0,10,15,1,1,2,23.0,115.0,275.0
399,85.0,45.0,45.0,10,17,1,3,1,60.0,59.0,110.0
400,73.0,43.0,43.0,10,20,1,3,1,60.0,59.0,156.0
401,116.0,72.0,20.0,10,12,1,2,2,43.0,115.0,741.0
402,92.0,67.0,20.0,10,16,1,2,2,43.0,115.0,836.0
403,130.0,80.0,35.0,10,11,1,2,2,43.0,115.0,124.0
404,90.0,48.0,48.0,10,16,1,3,1,60.0,59.0,56.0
405,102.0,57.0,12.0,10,14,1,1,2,23.0,115.0,378.0
406,102.0,50.0,17.0,10,14,1,1,1,23.0,59.0,10.0
407,69.0,56.0,24.0,10,21,1,2,2,43.0,115.0,825.0
408,137.0,80.0,23.0,10,10,1,2,2,43.0,115.0,496.0
409,84.0,37.0,30.0,10,17,1,2,1,43.0,59.0,162.0
410,70.0,37.0,30.0,10,21,1,2,1,43.0,59.0,162.0
411,92.0,50.0,50.0,10,16,1,3,1,60.0,59.0,30.0
412,92.0,45.0,15.0,10,16,1,1,1,23.0,59.0,40.0
413,116.0,82.0,20.0,10,12,1,2,2,43.0,115.0,551.0
414,124.0,62.0,22.0,10,12,1,2,2,43.0,115.0,833.0
415,136.0,76.0,21.0,10,11,1,2,2,43.0,115.0,630.0
416,135.0,76.0,21.0,10,11,1,2,2,43.0,115.0,630.0
417,95.0,45.0,45.0,10,15,1,3,1,60.0,59.0,110.0
418,79.0,46.0,46.0,10,18,1,3,1,60.0,59.0,90.0
419,67.0,43.0,43.0,10,22,1,3,1,60.0,59.0,156.0
420,106.0,31.0,19.0,10,14,1,1,1,23.0,59.0,0.0
421,38.0,38.0,38.0,10,39,1,2,1,43.0,59.0,17.0
422,86.0,50.0,50.0,10,17,1,3,1,60.0,59.0,30.0
423,60.0,37.0,37.0,10,25,1,2,1,43.0,59.0,36.0
424,115.0,71.0,17.0,10,13,1,1,2,23.0,115.0,80.0
425,110.0,32.0,19.0,10,13,1,1,1,23.0,59.0,0.0
426,105.0,65.0,19.0,10,14,1,1,2,23.0,115.0,0.0
427,71.0,52.0,26.0,10,21,1,2,1,43.0,59.0,39.0
428,104.0,64.0,20.0,10,14,1,2,2,43.0,115.0,893.0
429,69.0,40.0,40.0,10,21,1,3,1,60.0,59.0,240.0
430,70.0,40.0,40.0,10,21,1,3,1,60.0,59.0,240.0
431,73.0,44.0,44.0,10,20,1,3,1,60.0,59.0,132.0
432,97.0,65.0,43.0,10,15,1,3,2,60.0,115.0,598.0
433,70.0,43.0,43.0,10,21,1,3,1,60.0,59.0,156.0
434,90.0,60.0,16.0,9,16,1,1,2,23.0,115.0,153.0
435,107.0,60.0,27.0,9,14,1,2,2,43.0,115.0,612.0
436,125.0,72.0,19.0,9,12,1,1,2,23.0,115.0,0.0
437,81.0,46.0,46.0,9,18,1,3,1,60.0,59.0,90.0
438,80.0,46.0,46.0,9,18,1,3,1,60.0,59.0,90.0
439,100.0,61.0,19.0,9,15,1,1,2,23.0,115.0,0.0
440,115.0,31.0,20.0,9,13,1,2,1,43.0,59.0,456.0
441,75.0,65.0,56.0,9,20,1,3,2,60.0,115.0,0.0
442,80.0,46.0,45.0,9,18,1,3,1,60.0,59.0,99.0
443,100.0,65.0,55.0,9,15,1,3,2,60.0,115.0,46.0
444,101.0,67.0,56.0,9,14,1,3,2,60.0,115.0,0.0
445,100.0,66.0,56.0,9,15,1,3,2,60.0,115.0,0.0
446,70.0,53.0,31.0,9,21,1,2,1,43.0,59.0,16.0
447,50.0,35.0,35.0,9,30,1,2,1,43.0,59.0,80.0
448,121.0,32.0,29.0,9,12,1,2,1,43.0,59.0,230.0
449,110.0,31.0,19.0,9,13,1,1,1,23.0,59.0,0.0
450,125.0,65.0,47.0,9,12,1,3,2,60.0,115.0,414.0
451,71.0,39.0,26.0,9,21,1,2,1,43.0,59.0,208.0
452,70.0,60.0,40.0,9,21,1,3,2,60.0,115.0,816.0
453,108.0,32.0,18.0,9,13,1,1,1,23.0,59.0,23.0
454,118.0,61.0,18.0,9,12,1,1,2,23.0,115.0,50.0
455,73.0,43.0,43.0,9,20,1,3,1,60.0,59.0,156.0
456,112.0,66.0,14.0,9,13,1,1,2,23.0,115.0,225.0
457,85.0,62.0,43.0,9,17,1,3,2,60.0,115.0,637.0
458,85.0,62.0,42.0,9,17,1,3,2,60.0,115.0,686.0
459,105.0,76.0,21.0,9,14,1,2,2,43.0,115.0,630.0
460,106.0,66.0,25.0,9,14,1,2,2,43.0,115.0,630.0
461,75.0,44.0,17.0,9,20,1,1,1,23.0,59.0,22.0
462,68.0,38.0,38.0,9,22,1,2,1,43.0,59.0,17.0
463,107.0,69.0,31.0,9,14,1,2,2,43.0,115.0,336.0
464,112.0,57.0,20.0,9,13,1,2,2,43.0,115.0,1026.0
465,100.0,72.0,40.0,9,15,1,3,2,60.0,115.0,624.0
466,128.0,79.0,28.0,9,11,1,2,2,43.0,115.0,352.0
467,91.0,50.0,50.0,9,16,1,3,1,60.0,59.0,30.0
468,60.0,33.0,33.0,9,25,1,2,1,43.0,59.0,132.0
469,83.0,57.0,27.0,9,18,1,2,2,43.0,115.0,648.0
470,70.0,60.0,40.0,9,21,1,3,2,60.0,115.0,816.0
471,127.0,64.0,13.0,9,11,1,1,2,23.0,115.0,282.0
472,100.0,62.0,16.0,9,15,1,1,2,23.0,115.0,147.0
473,111.0,76.0,20.0,9,13,1,2,2,43.0,115.0,665.0
474,77.0,55.0,32.0,9,19,1,2,1,43.0,59.0,0.0
475,119.0,55.0,21.0,9,12,1,2,1,43.0,59.0,0.0
476,105.0,46.0,14.0,9,14,1,1,1,23.0,59.0,45.0
477,74.0,49.0,48.0,9,20,1,3,1,60.0,59.0,48.0
478,117.0,74.0,24.0,9,12,1,2,2,43.0,115.0,555.0
479,65.0,49.0,49.0,9,23,1,3,1,60.0,59.0,42.0
480,116.0,75.0,30.0,9,12,1,2,2,43.0,115.0,324.0
481,116.0,75.0,30.0,9,12,1,2,2,43.0,115.0,324.0
482,60.0,35.0,35.0,9,25,1,2,1,43.0,59.0,80.0
483,70.0,37.0,25.0,9,21,1,2,1,43.0,59.0,252.0
484,73.0,43.0,43.0,9,20,1,3,1,60.0,59.0,156.0
485,115.0,65.0,18.0,8,13,1,1,2,23.0,115.0,46.0
486,70.0,46.0,26.0,8,21,1,2,1,43.0,59.0,117.0
487,77.0,43.0,43.0,8,19,1,3,1,60.0,59.0,156.0
488,104.0,31.0,28.0,8,14,1,2,1,43.0,59.0,264.0
489,130.0,80.0,27.0,8,11,1,2,2,43.0,115.0,372.0
490,120.0,70.0,18.0,8,12,1,1,2,23.0,115.0,41.0
491,76.0,60.0,46.0,8,19,1,3,2,60.0,115.0,510.0
492,69.0,45.0,45.0,8,21,1,3,1,60.0,59.0,110.0
493,105.0,34.0,27.0,8,14,1,2,1,43.0,59.0,252.0
494,93.0,61.0,20.0,8,16,1,2,2,43.0,115.0,950.0
495,55.0,31.0,31.0,8,27,1,2,1,43.0,59.0,192.0
496,76.0,32.0,20.0,8,19,1,2,1,43.0,59.0,437.0
497,98.0,52.0,34.0,8,15,1,2,1,43.0,59.0,15.0
498,126.0,82.0,21.0,8,11,1,2,2,43.0,115.0,522.0
499,133.0,90.0,45.0,8,11,1,3,2,60.0,115.0,231.0
500,95.0,55.0,37.0,8,15,1,2,1,43.0,59.0,0.0
501,80.0,45.0,45.0,8,18,1,3,1,60.0,59.0,110.0
502,91.0,61.0,21.0,8,16,1,2,2,43.0,115.0,900.0
503,105.0,52.0,25.0,8,14,1,2,1,43.0,59.0,42.0
504,128.0,79.0,29.0,8,11,1,2,2,43.0,115.0,320.0
505,120.0,71.0,15.0,8,12,1,1,2,23.0,115.0,160.0
506,116.0,73.0,23.0,8,12,1,2,2,43.0,115.0,608.0
507,120.0,68.0,19.0,8,12,1,1,2,23.0,115.0,0.0
508,86.0,49.0,49.0,8,17,1,3,1,60.0,59.0,42.0
509,95.0,77.0,55.0,8,15,1,3,2,60.0,115.0,34.0
510,135.0,60.0,23.0,8,11,1,2,2,43.0,115.0,816.0
511,76.0,51.0,51.0,8,19,1,3,1,60.0,59.0,20.0
512,74.0,44.0,17.0,8,20,1,1,1,23.0,59.0,22.0
513,108.0,31.0,18.0,8,13,1,1,1,23.0,59.0,24.0
514,82.0,46.0,46.0,8,18,1,3,1,60.0,59.0,90.0
515,120.0,70.0,16.0,8,12,1,1,2,23.0,115.0,123.0
516,130.0,70.0,20.0,8,11,1,2,2,43.0,115.0,779.0
517,110.0,31.0,19.0,8,13,1,1,1,23.0,59.0,0.0
518,110.0,72.0,17.0,8,13,1,1,2,23.0,115.0,78.0
519,98.0,47.0,47.0,8,15,1,3,1,60.0,59.0,72.0
520,100.0,45.0,15.0,8,15,1,1,1,23.0,59.0,40.0
521,116.0,78.0,16.0,8,12,1,1,2,23.0,115.0,99.0
522,65.0,47.0,25.0,8,23,1,2,1,43.0,59.0,112.0
523,130.0,81.0,20.0,8,11,1,2,2,43.0,115.0,570.0
524,115.0,78.0,21.0,8,13,1,2,2,43.0,115.0,594.0
525,127.0,51.0,16.0,8,11,1,1,1,23.0,59.0,12.0
526,108.0,31.0,19.0,8,13,1,1,1,23.0,59.0,0.0
527,81.0,56.0,14.0,8,18,1,1,2,23.0,115.0,275.0
528,106.0,69.0,23.0,8,14,1,2,2,43.0,115.0,672.0
529,75.0,45.0,45.0,8,20,1,3,1,60.0,59.0,110.0
530,126.0,67.0,19.0,8,11,1,1,2,23.0,115.0,0.0
531,65.0,47.0,25.0,8,23,1,2,1,43.0,59.0,112.0
532,65.0,48.0,25.0,8,23,1,2,1,43.0,59.0,98.0
533,65.0,47.0,25.0,8,23,1,2,1,43.0,59.0,112.0
534,65.0,48.0,25.0,8,23,1,2,1,43.0,59.0,98.0
535,67.0,48.0,25.0,8,22,1,2,1,43.0,59.0,98.0
536,65.0,47.0,25.0,8,23,1,2,1,43.0,59.0,112.0
537,102.0,57.0,21.0,8,14,1,2,2,43.0,115.0,972.0
538,135.0,36.0,20.0,8,11,1,2,1,43.0,59.0,361.0
539,116.0,62.0,15.0,8,12,1,1,2,23.0,115.0,196.0
540,120.0,69.0,21.0,8,12,1,2,2,43.0,115.0,756.0
541,120.0,71.0,21.0,8,12,1,2,2,43.0,115.0,720.0
542,76.0,32.0,20.0,8,19,1,2,1,43.0,59.0,437.0
543,112.0,73.0,19.0,8,13,1,1,2,23.0,115.0,0.0
544,114.0,31.0,21.0,8,13,1,2,1,43.0,59.0,432.0
545,90.0,54.0,30.0,8,16,1,2,1,43.0,59.0,9.0
546,112.0,77.0,18.0,8,13,1,1,2,23.0,115.0,34.0
547,100.0,49.0,49.0,8,15,1,3,1,60.0,59.0,42.0
548,108.0,70.0,20.0,8,13,1,2,2,43.0,115.0,779.0
549,106.0,71.0,21.0,8,14,1,2,2,43.0,115.0,720.0
550,134.0,70.0,23.0,7,11,1,2,2,43.0,115.0,656.0
551,118.0,62.0,21.0,7,12,1,2,2,43.0,115.0,882.0
552,117.0,63.0,20.0,7,12,1,2,2,43.0,115.0,912.0
553,67.0,43.0,43.0,7,22,1,3,1,60.0,59.0,156.0
554,77.0,29.0,25.0,7,19,1,2,1,43.0,59.0,364.0
555,111.0,62.0,18.0,7,13,1,1,2,23.0,115.0,49.0
556,76.0,72.0,55.0,7,19,1,3,2,60.0,115.0,39.0
557,137.0,50.0,15.0,7,10,1,1,1,23.0,59.0,20.0
558,105.0,47.0,30.0,7,14,1,2,1,43.0,59.0,72.0
559,120.0,60.0,30.0,7,12,1,2,2,43.0,115.0,459.0
560,120.0,65.0,30.0,7,12,1,2,2,43.0,115.0,414.0
561,120.0,65.0,30.0,7,12,1,2,2,43.0,115.0,414.0
562,120.0,67.0,30.0,7,12,1,2,2,43.0,115.0,396.0
563,120.0,65.0,30.0,7,12,1,2,2,43.0,115.0,414.0
564,72.0,55.0,21.0,7,20,1,2,1,43.0,59.0,0.0
565,115.0,50.0,27.0,7,13,1,2,1,43.0,59.0,60.0
566,56.0,34.0,34.0,7,26,1,2,1,43.0,59.0,105.0
567,123.0,79.0,30.0,7,12,1,2,2,43.0,115.0,288.0
568,68.0,38.0,38.0,7,22,1,2,1,43.0,59.0,17.0
569,130.0,67.0,19.0,7,11,1,1,2,23.0,115.0,0.0
570,103.0,46.0,15.0,7,14,1,1,1,23.0,59.0,36.0
571,102.0,46.0,15.0,7,14,1,1,1,23.0,59.0,36.0
572,132.0,69.0,15.0,7,11,1,1,2,23.0,115.0,168.0
573,82.0,45.0,45.0,7,18,1,3,1,60.0,59.0,110.0
574,74.0,52.0,25.0,7,20,1,2,1,43.0,59.0,42.0
575,112.0,66.0,28.0,7,13,1,2,2,43.0,115.0,495.0
576,110.0,44.0,16.0,7,13,1,1,1,23.0,59.0,33.0
577,115.0,53.0,18.0,7,13,1,1,1,23.0,59.0,2.0
578,103.0,66.0,35.0,7,14,1,2,2,43.0,115.0,180.0
579,132.0,64.0,30.0,7,11,1,2,2,43.0,115.0,423.0
580,137.0,80.0,23.0,7,10,1,2,2,43.0,115.0,496.0
581,110.0,35.0,35.0,7,13,1,2,1,43.0,59.0,80.0
582,115.0,75.0,21.0,7,13,1,2,2,43.0,115.0,648.0
583,111.0,66.0,23.0,7,13,1,2,2,43.0,115.0,720.0
584,135.0,86.0,37.0,7,11,1,2,2,43.0,115.0,50.0
585,65.0,40.0,40.0,7,23,1,3,1,60.0,59.0,240.0
586,137.0,65.0,32.0,7,10,1,2,2,43.0,115.0,322.0
587,117.0,42.0,32.0,7,12,1,2,1,43.0,59.0,91.0
588,131.0,96.0,40.0,7,11,1,3,2,60.0,115.0,240.0
589,63.0,40.0,40.0,7,23,1,3,1,60.0,59.0,240.0
590,95.0,70.0,27.0,7,15,1,2,2,43.0,115.0,492.0
591,95.0,92.0,35.0,7,15,1,2,2,43.0,115.0,76.0
592,131.0,112.0,26.0,7,11,1,2,3,43.0,129.0,169.0
593,121.0,72.0,19.0,7,12,1,1,2,23.0,115.0,0.0
594,97.0,50.0,30.0,7,15,1,2,1,43.0,59.0,45.0
595,98.0,68.0,19.0,7,15,1,1,2,23.0,115.0,0.0
596,106.0,63.0,17.0,7,14,1,1,2,23.0,115.0,96.0
597,102.0,71.0,27.0,7,14,1,2,2,43.0,115.0,480.0
598,61.0,38.0,38.0,7,24,1,2,1,43.0,59.0,17.0
599,77.0,60.0,45.0,7,19,1,3,2,60.0,115.0,561.0
600,83.0,51.0,41.0,7,18,1,3,1,60.0,59.0,60.0
601,106.0,62.0,18.0,7,14,1,1,2,23.0,115.0,49.0
602,85.0,47.0,47.0,7,17,1,3,1,60.0,59.0,72.0
603,120.0,76.0,14.0,7,12,1,1,2,23.0,115.0,175.0
604,127.0,86.0,30.0,7,11,1,2,2,43.0,115.0,225.0
605,119.0,68.0,21.0,7,12,1,2,2,43.0,115.0,774.0
606,108.0,32.0,18.0,7,13,1,1,1,23.0,59.0,23.0
607,135.0,35.0,20.0,7,11,1,2,1,43.0,59.0,380.0
608,97.0,66.0,42.0,7,15,1,3,2,60.0,115.0,630.0
609,85.0,62.0,15.0,7,17,1,1,2,23.0,115.0,196.0
610,101.0,56.0,21.0,7,14,1,2,2,43.0,115.0,990.0
611,83.0,83.0,38.0,7,18,1,2,2,43.0,115.0,28.0
612,110.0,47.0,14.0,7,13,1,1,1,23.0,59.0,40.0
613,72.0,40.0,40.0,7,20,1,3,1,60.0,59.0,240.0
614,72.0,41.0,41.0,7,20,1,3,1,60.0,59.0,210.0
615,73.0,43.0,43.0,7,20,1,3,1,60.0,59.0,156.0
616,89.0,79.0,22.0,7,16,1,2,2,43.0,115.0,544.0
617,113.0,57.0,19.0,7,13,1,1,2,23.0,115.0,0.0
618,120.0,60.0,23.0,7,12,1,2,2,43.0,115.0,816.0
619,106.0,51.0,17.0,7,14,1,1,1,23.0,59.0,8.0
620,120.0,72.0,15.0,7,12,1,1,2,23.0,115.0,156.0
621,120.0,64.0,30.0,7,12,1,2,2,43.0,115.0,423.0
622,120.0,71.0,35.0,7,12,1,2,2,43.0,115.0,160.0
623,94.0,64.0,51.0,7,15,1,3,2,60.0,115.0,235.0
624,116.0,67.0,19.0,7,12,1,1,2,23.0,115.0,0.0
625,130.0,81.0,21.0,7,11,1,2,2,43.0,115.0,540.0
626,125.0,76.0,25.0,7,12,1,2,2,43.0,115.0,490.0
627,130.0,77.0,26.0,7,11,1,2,2,43.0,115.0,442.0
628,85.0,61.0,44.0,7,17,1,3,2,60.0,115.0,600.0
629,61.0,38.0,36.0,7,24,1,2,1,43.0,59.0,51.0
630,60.0,35.0,35.0,6,25,1,2,1,43.0,59.0,80.0
631,115.0,72.0,20.0,6,13,1,2,2,43.0,115.0,741.0
632,116.0,77.0,21.0,6,12,1,2,2,43.0,115.0,612.0
633,128.0,110.0,19.0,6,11,1,1,2,23.0,115.0,0.0
634,75.0,44.0,44.0,6,20,1,3,1,60.0,59.0,132.0
635,85.0,70.0,25.0,6,17,1,2,2,43.0,115.0,574.0
636,90.0,47.0,47.0,6,16,1,3,1,60.0,59.0,72.0
637,100.0,70.0,20.0,6,15,1,2,2,43.0,115.0,779.0
638,100.0,56.0,20.0,6,15,1,2,2,43.0,115.0,1045.0
639,75.0,52.0,52.0,6,20,1,3,1,60.0,59.0,12.0
640,80.0,45.0,45.0,6,18,1,3,1,60.0,59.0,110.0
641,115.0,66.0,17.0,6,13,1,1,2,23.0,115.0,90.0
642,65.0,39.0,37.0,6,23,1,2,1,43.0,59.0,32.0
643,75.0,51.0,51.0,6,20,1,3,1,60.0,59.0,20.0
644,55.0,31.0,30.0,6,27,1,2,1,43.0,59.0,216.0
645,73.0,44.0,44.0,6,20,1,3,1,60.0,59.0,132.0
646,73.0,43.0,43.0,6,20,1,3,1,60.0,59.0,156.0
647,125.0,66.0,19.0,6,12,1,1,2,23.0,115.0,0.0
648,112.0,75.0,45.0,6,13,1,3,2,60.0,115.0,396.0
649,66.0,43.0,43.0,6,22,1,3,1,60.0,59.0,156.0
650,135.0,78.0,20.0,6,11,1,2,2,43.0,115.0,627.0
651,97.0,65.0,30.0,6,15,1,2,2,43.0,115.0,414.0
652,120.0,77.0,22.0,6,12,1,2,2,43.0,115.0,578.0
653,137.0,81.0,23.0,6,10,1,2,2,43.0,115.0,480.0
654,130.0,76.0,26.0,6,11,1,2,2,43.0,115.0,455.0
655,87.0,68.0,45.0,6,17,1,3,2,60.0,115.0,473.0
656,75.0,51.0,30.0,6,20,1,2,1,43.0,59.0,36.0
657,60.0,33.0,33.0,6,25,1,2,1,43.0,59.0,132.0
658,68.0,38.0,38.0,6,22,1,2,1,43.0,59.0,17.0
659,60.0,32.0,32.0,6,25,1,2,1,43.0,59.0,161.0
660,63.0,39.0,39.0,6,23,1,2,1,43.0,59.0,0.0
661,92.0,61.0,21.0,6,16,1,2,2,43.0,115.0,900.0
662,100.0,75.0,20.0,6,15,1,2,2,43.0,115.0,684.0
663,111.0,77.0,25.0,6,13,1,2,2,43.0,115.0,476.0
664,123.0,78.0,23.0,6,12,1,2,2,43.0,115.0,528.0
665,119.0,67.0,19.0,6,12,1,1,2,23.0,115.0,0.0
666,60.0,35.0,35.0,6,25,1,2,1,43.0,59.0,80.0
667,126.0,69.0,26.0,6,11,1,2,2,43.0,115.0,546.0
668,100.0,100.0,12.0,6,15,1,1,2,23.0,115.0,77.0
669,100.0,100.0,10.0,6,15,1,1,2,23.0,115.0,99.0
670,126.0,79.0,21.0,6,11,1,2,2,43.0,115.0,576.0
671,40.0,37.0,37.0,6,37,1,2,1,43.0,59.0,36.0
672,62.0,39.0,39.0,6,24,1,2,1,43.0,59.0,0.0
673,115.0,62.0,18.0,6,13,1,1,2,23.0,115.0,49.0
674,100.0,61.0,20.0,6,15,1,2,2,43.0,115.0,950.0
675,86.0,73.0,23.0,6,17,1,2,2,43.0,115.0,608.0
676,101.0,61.0,30.0,6,14,1,2,2,43.0,115.0,450.0
677,90.0,56.0,30.0,6,16,1,2,2,43.0,115.0,495.0
678,60.0,38.0,38.0,6,25,1,2,1,43.0,59.0,17.0
679,83.0,57.0,18.0,6,18,1,1,2,23.0,115.0,54.0
680,120.0,61.0,18.0,6,12,1,1,2,23.0,115.0,50.0
681,126.0,81.0,22.0,6,11,1,2,2,43.0,115.0,510.0
682,100.0,62.0,21.0,6,15,1,2,2,43.0,115.0,882.0
683,128.0,101.0,20.0,6,11,1,2,2,43.0,115.0,190.0
684,115.0,71.0,17.0,6,13,1,1,2,23.0,115.0,80.0
685,115.0,66.0,16.0,6,13,1,1,2,23.0,115.0,135.0
686,116.0,66.0,15.0,6,12,1,1,2,23.0,115.0,180.0
687,115.0,66.0,15.0,6,13,1,1,2,23.0,115.0,180.0
688,70.0,40.0,40.0,6,21,1,3,1,60.0,59.0,240.0
689,66.0,36.0,25.0,6,22,1,2,1,43.0,59.0,266.0
690,98.0,48.0,48.0,6,15,1,3,1,60.0,59.0,56.0
691,101.0,31.0,19.0,6,14,1,1,1,23.0,59.0,0.0
692,107.0,31.0,19.0,6,14,1,1,1,23.0,59.0,0.0
693,108.0,31.0,19.0,6,13,1,1,1,23.0,59.0,0.0
694,107.0,31.0,19.0,6,14,1,1,1,23.0,59.0,0.0
695,107.0,31.0,19.0,6,14,1,1,1,23.0,59.0,0.0
696,117.0,55.0,17.0,6,12,1,1,1,23.0,59.0,0.0
697,94.0,52.0,16.0,6,15,1,1,1,23.0,59.0,9.0
698,80.0,57.0,20.0,6,18,1,2,2,43.0,115.0,1026.0
699,135.0,77.0,15.0,6,11,1,1,2,23.0,115.0,136.0
700,106.0,64.0,17.0,6,14,1,1,2,23.0,115.0,94.0
701,101.0,51.0,35.0,6,14,1,2,1,43.0,59.0,16.0
702,111.0,56.0,15.0,6,13,1,1,2,23.0,115.0,220.0
703,80.0,45.0,45.0,6,18,1,3,1,60.0,59.0,110.0
704,111.0,61.0,19.0,6,13,1,1,2,23.0,115.0,0.0
705,90.0,79.0,22.0,6,16,1,2,2,43.0,115.0,544.0
706,120.0,76.0,23.0,6,12,1,2,2,43.0,115.0,560.0
707,113.0,67.0,19.0,6,13,1,1,2,23.0,115.0,0.0
708,110.0,37.0,25.0,6,13,1,2,1,43.0,59.0,252.0
709,73.0,47.0,47.0,6,20,1,3,1,60.0,59.0,72.0
710,120.0,73.0,21.0,6,12,1,2,2,43.0,115.0,684.0
711,81.0,55.0,53.0,6,18,1,3,1,60.0,59.0,0.0
712,115.0,60.0,20.0,6,13,1,2,2,43.0,115.0,969.0
713,116.0,61.0,20.0,6,12,1,2,2,43.0,115.0,950.0
714,115.0,66.0,20.0,6,13,1,2,2,43.0,115.0,855.0
715,101.0,61.0,22.0,6,14,1,2,2,43.0,115.0,850.0
716,130.0,80.0,24.0,6,11,1,2,2,43.0,115.0,465.0
717,105.0,58.0,16.0,6,14,1,1,2,23.0,115.0,159.0
718,117.0,70.0,16.0,6,12,1,1,2,23.0,115.0,123.0
719,81.0,53.0,41.0,6,18,1,3,1,60.0,59.0,30.0
720,90.0,56.0,32.0,6,16,1,2,2,43.0,115.0,385.0
721,131.0,82.0,24.0,6,11,1,2,2,43.0,115.0,435.0
722,127.0,87.0,22.0,6,11,1,2,2,43.0,115.0,408.0
723,135.0,86.0,15.0,6,11,1,1,2,23.0,115.0,100.0
724,120.0,66.0,17.0,6,12,1,1,2,23.0,115.0,90.0
725,103.0,79.0,16.0,6,14,1,1,2,23.0,115.0,96.0
726,96.0,60.0,24.0,6,15,1,2,2,43.0,115.0,765.0
727,106.0,66.0,23.0,6,14,1,2,2,43.0,115.0,720.0
728,131.0,81.0,23.0,6,11,1,2,2,43.0,115.0,480.0
729,135.0,41.0,24.0,6,11,1,2,1,43.0,59.0,210.0
730,132.0,82.0,22.0,6,11,1,2,2,43.0,115.0,493.0
731,110.0,55.0,15.0,6,13,1,1,1,23.0,59.0,0.0
732,125.0,65.0,28.0,6,12,1,2,2,43.0,115.0,506.0
733,120.0,68.0,18.0,6,12,1,1,2,23.0,115.0,43.0
734,127.0,70.0,17.0,6,11,1,1,2,23.0,115.0,82.0
735,120.0,70.0,19.0,6,12,1,1,2,23.0,115.0,0.0
736,84.0,48.0,48.0,6,17,1,3,1,60.0,59.0,56.0
737,130.0,77.0,19.0,6,11,1,1,2,23.0,115.0,0.0
738,126.0,76.0,25.0,6,11,1,2,2,43.0,115.0,490.0
739,137.0,89.0,34.0,6,10,1,2,2,43.0,115.0,110.0
740,131.0,82.0,27.0,6,11,1,2,2,43.0,115.0,348.0
741,130.0,80.0,25.0,5,11,1,2,2,43.0,115.0,434.0
742,120.0,82.0,20.0,5,12,1,2,2,43.0,115.0,551.0
743,120.0,70.0,17.0,5,12,1,1,2,23.0,115.0,82.0
744,96.0,75.0,54.0,5,15,1,3,2,60.0,115.0,72.0
745,131.0,81.0,20.0,5,11,1,2,2,43.0,115.0,570.0
746,91.0,67.0,30.0,5,16,1,2,2,43.0,115.0,396.0
747,71.0,41.0,41.0,5,21,1,3,1,60.0,59.0,210.0
748,70.0,39.0,26.0,5,21,1,2,1,43.0,59.0,208.0
749,100.0,42.0,42.0,5,15,1,3,1,60.0,59.0,182.0
750,125.0,121.0,40.0,5,12,1,3,3,60.0,129.0,64.0
751,136.0,76.0,24.0,5,11,1,2,2,43.0,115.0,525.0
752,125.0,81.0,21.0,5,12,1,2,2,43.0,115.0,540.0
753,105.0,72.0,19.0,5,14,1,1,2,23.0,115.0,0.0
754,119.0,61.0,23.0,5,12,1,2,2,43.0,115.0,800.0
755,80.0,80.0,43.0,5,18,1,3,2,60.0,115.0,403.0
756,132.0,37.0,25.0,5,11,1,2,1,43.0,59.0,252.0
757,76.0,45.0,21.0,5,19,1,2,1,43.0,59.0,180.0
758,106.0,76.0,18.0,5,14,1,1,2,23.0,115.0,35.0
759,75.0,45.0,45.0,5,20,1,3,1,60.0,59.0,110.0
760,110.0,50.0,34.0,5,13,1,2,1,43.0,59.0,25.0
761,106.0,71.0,19.0,5,14,1,1,2,23.0,115.0,0.0
762,111.0,30.0,23.0,5,13,1,2,1,43.0,59.0,400.0
763,128.0,50.0,50.0,5,11,1,3,1,60.0,59.0,30.0
764,130.0,82.0,23.0,5,11,1,2,2,43.0,115.0,464.0
765,130.0,82.0,20.0,5,11,1,2,2,43.0,115.0,551.0
766,126.0,77.0,19.0,5,11,1,1,2,23.0,115.0,0.0
767,135.0,42.0,23.0,5,11,1,2,1,43.0,59.0,208.0
768,107.0,75.0,23.0,5,14,1,2,2,43.0,115.0,576.0
769,135.0,74.0,18.0,5,11,1,1,2,23.0,115.0,37.0
770,103.0,70.0,19.0,5,14,1,1,2,23.0,115.0,0.0
