medicine_id,width_type_id,height_type_id,plane_redundancy_mm2
1358,2,2,506.0
1359,2,2,612.0
1360,2,2,665.0
1361,2,2,779.0
1362,3,2,336.0
1363,2,2,680.0
1364,1,2,132.0
1365,2,2,640.0
1366,2,2,312.0
1367,1,2,275.0
1368,2,1,234.0
1369,1,2,102.0
1370,1,2,204.0
1371,2,2,720.0
1372,2,2,817.0
1373,2,2,290.0
1374,2,2,760.0
1375,2,2,348.0
1376,2,2,722.0
1377,2,2,665.0
1378,2,2,665.0
1379,2,2,722.0
1380,1,2,44.0
1381,2,2,442.0
1382,2,2,342.0
1383,1,2,0.0
1384,2,2,836.0
1385,2,2,702.0
1386,2,2,585.0
1387,2,1,112.0
1388,2,1,117.0
1389,2,2,684.0
1390,2,2,434.0
1391,1,2,0.0
1392,2,1,266.0
1393,2,2,738.0
1394,2,2,684.0
1395,3,2,315.0
1396,2,2,252.0
1397,1,2,0.0
1398,2,2,204.0
1399,2,2,702.0
1400,2,2,741.0
1401,2,2,304.0
1402,1,2,80.0
1403,2,2,58.0
1404,2,2,760.0
1405,2,2,703.0
1406,2,2,627.0
1407,2,2,451.0
1408,3,2,196.0
1409,1,2,41.0
1410,2,2,348.0
1411,2,2,522.0
1412,1,1,4.0
1413,2,2,748.0
1414,2,2,517.0
1415,2,2,798.0
1416,1,2,39.0
1417,1,2,0.0
1418,2,2,817.0
1419,3,2,164.0
1420,2,2,80.0
1421,2,2,320.0
1422,2,2,264.0
1423,1,2,176.0
1424,1,2,78.0
1425,2,2,798.0
1426,2,2,741.0
1427,2,2,363.0
1428,2,2,779.0
1429,2,1,57.0
1430,2,2,779.0
1431,2,1,266.0
1432,1,2,50.0
1433,1,2,50.0
1434,2,2,456.0
1435,2,2,507.0
1436,2,2,456.0
1437,2,2,741.0
1438,3,2,564.0
1439,1,2,102.0
1440,2,2,704.0
1441,1,2,153.0
1442,2,2,315.0
1443,2,2,432.0
1444,2,2,855.0
1445,2,2,464.0
1446,2,2,352.0
1447,2,2,390.0
1448,2,2,435.0
1449,1,2,140.0
1450,2,2,722.0
1451,2,2,684.0
1452,2,2,684.0
1453,2,2,665.0
1454,2,2,451.0
1455,1,2,216.0
1456,2,2,760.0
1457,2,2,722.0
1458,1,2,0.0
1459,1,2,98.0
1460,1,2,44.0
1461,2,2,779.0
1462,2,2,646.0
1463,1,2,0.0
1464,1,2,156.0
1465,1,2,294.0
1466,1,2,192.0
1467,2,2,496.0
1468,2,2,65.0
1469,3,2,306.0
1470,1,2,141.0
1471,1,2,459.0
1472,2,2,684.0
1473,2,2,646.0
1474,2,2,666.0
1475,2,2,810.0
1476,1,2,45.0
1477,2,2,874.0
1478,2,2,540.0
1479,2,2,476.0
1480,1,2,78.0
1481,2,1,52.0
1482,1,2,279.0
1483,2,2,817.0
1484,2,1,288.0
1485,2,2,320.0
1486,1,2,245.0
1487,2,1,70.0
1488,2,1,280.0
1489,2,1,65.0
1490,1,2,205.0
1491,1,2,0.0
1492,2,2,608.0
1493,2,2,432.0
1494,3,2,240.0
1495,2,1,70.0
1496,2,2,260.0
1497,2,2,576.0
1498,2,2,484.0
1499,2,1,80.0
1500,2,2,351.0
1501,2,2,377.0
1502,3,1,168.0
1503,2,2,320.0
1504,2,2,120.0
1505,2,2,560.0
1506,2,2,279.0
1507,2,2,646.0
1508,3,2,294.0
1509,1,2,0.0
1510,1,2,0.0
1511,1,2,37.0
1512,1,1,0.0
1513,2,2,702.0
1514,2,2,320.0
1515,2,2,666.0
1516,2,2,455.0
1517,2,2,204.0
1518,2,2,124.0
1519,1,2,164.0
1520,2,2,684.0
1521,2,2,702.0
1522,2,2,612.0
1523,2,2,465.0
1524,2,2,760.0
1525,2,2,779.0
1526,2,2,720.0
1527,2,2,702.0
1528,2,2,520.0
1529,2,2,84.0
1530,1,2,0.0
1531,2,2,304.0
1532,2,2,608.0
1533,2,2,608.0
1534,2,1,42.0
1535,1,2,185.0
1536,1,2,32.0
1537,1,2,32.0
1538,1,2,17.0
1539,2,1,210.0
1540,1,2,196.0
1541,2,2,273.0
1542,2,2,544.0
1543,3,1,120.0
1544,2,2,364.0
1545,2,2,455.0
1546,2,2,551.0
1547,1,2,164.0
1548,2,2,576.0
1549,2,1,16.0
1550,2,2,1026.0
1551,2,1,48.0
1552,2,1,266.0
1553,1,2,120.0
1554,2,2,855.0
1555,2,2,306.0
1556,2,2,855.0
1557,2,2,152.0
1558,2,2,465.0
1559,3,2,312.0
1560,3,2,300.0
1561,2,2,544.0
1562,2,2,576.0
1563,2,2,261.0
1564,2,2,44.0
1565,1,1,4.0
1566,1,1,2.0
1567,2,2,720.0
1568,3,1,72.0
1569,2,2,496.0
1570,2,2,406.0
1571,1,2,0.0
1572,2,2,420.0
1573,2,2,589.0
1574,2,2,589.0
1575,2,2,735.0
1576,2,1,180.0
1577,2,2,715.0
1578,2,1,32.0
1579,3,2,405.0
1580,2,2,648.0
1581,2,2,770.0
1582,2,1,0.0
1583,2,2,496.0
1584,2,2,722.0
1585,2,2,175.0
1586,3,2,448.0
1587,2,1,322.0
1588,2,1,70.0
1589,2,1,378.0
1590,1,2,0.0
1591,1,2,172.0
1592,1,2,129.0
1593,2,2,468.0
1594,1,2,144.0
1595,2,2,350.0
1596,3,1,30.0
1597,3,1,110.0
1598,2,1,126.0
1599,3,1,26.0
1600,1,2,41.0
1601,2,2,527.0
1602,2,2,741.0
1603,1,2,164.0
1604,1,2,204.0
1605,3,1,132.0
1606,3,1,12.0
1607,2,1,16.0
1608,2,1,57.0
1609,2,1,280.0
1610,1,2,42.0
1611,2,2,576.0
1612,1,2,180.0
1613,3,1,72.0
1614,2,2,703.0
1615,2,2,810.0
1616,3,1,72.0
1617,2,2,874.0
1618,1,2,150.0
1619,2,2,369.0
1620,1,2,44.0
1621,2,2,360.0
1622,2,2,360.0
1623,2,2,738.0
1624,2,2,874.0
1625,2,1,180.0
1626,2,2,779.0
1627,1,2,117.0
1628,1,2,41.0
1629,1,1,36.0
1630,2,2,703.0
1631,1,2,50.0
1632,2,2,456.0
1633,2,2,504.0
1634,3,1,30.0
1635,1,2,156.0
1636,2,1,361.0
1637,2,2,665.0
1638,3,2,125.0
1639,3,2,63.0
1640,3,2,338.0
1641,2,2,507.0
1642,3,1,0.0
1643,1,2,41.0
1644,1,1,8.0
1645,3,1,30.0
1646,2,2,476.0
1647,2,2,49.0
1648,1,2,0.0
1649,2,2,464.0
1650,2,2,551.0
1651,2,2,703.0
1652,1,2,147.0
1653,2,2,741.0
1654,2,1,273.0
1655,2,2,372.0
1656,2,2,722.0
1657,2,2,406.0
1658,2,2,434.0
1659,2,2,420.0
1660,2,2,493.0
1661,1,2,0.0
1662,2,2,420.0
1663,2,2,168.0
1664,2,2,779.0
1665,2,2,760.0
1666,2,2,697.0
1667,2,2,715.0
1668,2,2,372.0
1669,2,2,434.0
1670,2,2,208.0
1671,2,2,390.0
1672,2,2,56.0
1673,2,2,702.0
1674,2,2,416.0
1675,2,2,279.0
1676,2,2,279.0
1677,3,1,240.0
1678,3,1,90.0
1679,2,2,504.0
1680,1,2,123.0
1681,2,2,464.0
1682,2,2,540.0
1683,3,1,182.0
1684,2,2,720.0
1685,2,2,702.0
1686,2,2,528.0
1687,3,2,306.0
1688,2,2,468.0
1689,2,2,324.0
1690,3,1,88.0
1691,2,2,246.0
1692,2,2,252.0
1693,2,2,246.0
1694,2,2,544.0
1695,3,1,90.0
1696,3,1,240.0
1697,2,2,833.0
1698,1,2,135.0
1699,1,2,0.0
1700,3,2,615.0
1701,2,2,779.0
1702,1,2,37.0
1703,2,1,95.0
1704,2,2,261.0
1705,2,2,279.0
1706,2,2,260.0
1707,1,2,0.0
1708,2,2,608.0
1709,3,2,378.0
1710,1,2,123.0
1711,2,2,760.0
1712,2,2,741.0
1713,3,2,736.0
1714,2,2,738.0
1715,3,2,264.0
1716,2,2,574.0
1717,1,2,82.0
1718,2,2,836.0
1719,2,2,817.0
1720,1,2,0.0
1721,2,2,720.0
1722,2,2,144.0
1723,2,2,450.0
1724,3,1,156.0
1725,2,2,969.0
1726,2,2,507.0
1727,2,2,126.0
1728,3,1,160.0
1729,2,2,969.0
1730,2,2,810.0
1731,2,2,646.0
1732,2,2,351.0
1733,3,2,640.0
1734,2,2,360.0
1735,2,2,558.0
1736,2,2,741.0
1737,1,2,51.0
1738,2,2,874.0
1739,2,2,969.0
1740,2,2,574.0
1741,2,2,684.0
1742,3,1,90.0
1743,3,2,540.0
1744,2,2,684.0
1745,2,2,684.0
1746,2,2,574.0
1747,2,1,322.0
1748,2,2,615.0
1749,2,2,627.0
1750,1,2,31.0
1751,1,1,16.0
1752,2,2,423.0
1753,2,2,423.0
1754,1,1,10.0
1755,2,2,504.0
1756,2,1,266.0
1757,3,1,18.0
1758,2,3,247.0
1759,2,1,437.0
1760,2,1,437.0
1761,2,2,574.0
1762,3,1,240.0
1763,2,2,660.0
1764,2,2,675.0
1765,2,2,736.0
1766,2,2,588.0
1767,3,2,176.0
1768,2,2,741.0
1769,2,2,720.0
1770,2,2,665.0
1771,1,1,1.0
1772,3,1,24.0
1773,2,2,594.0
1774,2,2,408.0
1775,2,2,900.0
1776,2,1,36.0
1777,3,1,20.0
1778,3,1,90.0
1779,2,2,306.0
1780,2,2,680.0
1781,1,2,46.0
1782,2,2,551.0
1783,2,2,570.0
1784,2,2,82.0
1785,1,2,392.0
1786,3,2,736.0
1787,3,2,432.0
1788,2,1,68.0
1789,2,1,0.0
1790,2,2,588.0
1791,1,2,152.0
1792,1,2,152.0
1793,2,2,306.0
1794,2,2,450.0
1795,2,2,576.0
1796,2,1,195.0
1797,1,2,135.0
1798,2,1,280.0
1799,3,1,22.0
1800,2,2,874.0
1801,2,1,252.0
1802,2,2,855.0
1803,2,2,741.0
1804,2,2,720.0
1805,2,2,779.0
1806,2,2,385.0
1807,1,1,20.0
1808,3,2,572.0
1809,3,2,276.0
1810,2,2,574.0
1811,2,2,341.0
1812,2,2,434.0
1813,2,2,574.0
1814,2,2,250.0
1815,1,2,164.0
1816,2,2,153.0
1817,2,2,552.0
1818,2,2,200.0
1819,2,2,504.0
1820,2,2,504.0
1821,2,2,153.0
1822,2,2,153.0
1823,2,2,153.0
1824,2,2,200.0
1825,2,2,200.0
1826,2,2,200.0
1827,1,1,0.0
1828,2,2,779.0
1829,2,1,294.0
1830,1,1,25.0
1831,2,2,782.0
1832,3,2,0.0
1833,2,2,779.0
1834,2,1,0.0
1835,2,2,720.0
1836,1,2,0.0
1837,1,2,0.0
1838,3,1,156.0
1839,3,2,560.0
1840,2,2,306.0
1841,2,2,306.0
1842,2,2,306.0
1843,2,2,306.0
1844,2,2,306.0
1845,2,2,357.0
1846,2,2,306.0
1847,2,2,306.0
1848,2,2,306.0
1849,2,2,306.0
1850,2,2,306.0
1851,2,2,306.0
1852,2,2,306.0
1853,2,2,306.0
1854,2,2,357.0
1855,2,2,357.0
1856,2,2,414.0
1857,3,1,240.0
1858,2,2,324.0
1859,2,2,315.0
1860,2,2,245.0
1861,2,2,324.0
1862,2,2,252.0
1863,2,2,324.0
1864,2,2,684.0
1865,2,2,703.0
1866,2,2,414.0
1867,1,2,0.0
1868,1,2,55.0
1869,2,2,252.0
1870,2,2,616.0
1871,2,1,60.0
1872,2,2,874.0
1873,3,2,714.0
1874,2,2,390.0
1875,2,2,450.0
1876,2,2,496.0
1877,2,2,736.0
1878,2,2,299.0
1879,2,2,522.0
1880,2,2,525.0
1881,3,2,476.0
1882,2,2,294.0
1883,2,2,931.0
1884,2,2,874.0
1885,2,2,931.0
1886,2,2,833.0
1887,1,2,172.0
1888,2,1,18.0
1889,2,2,833.0
1890,2,2,931.0
1891,1,2,34.0
1892,2,2,429.0
1893,2,2,480.0
1894,1,2,108.0
1895,3,1,90.0
1896,2,2,595.0
1897,2,3,0.0
1898,2,3,45.0
1899,2,2,357.0
1900,2,2,414.0
1901,2,2,414.0
1902,3,2,276.0
1903,2,2,459.0
1904,2,2,324.0
1905,2,2,150.0
1906,2,2,150.0
1907,2,2,150.0
1908,1,2,369.0
1909,1,2,0.0
1910,2,1,24.0
1911,2,2,60.0
1912,3,2,528.0
1913,2,2,152.0
1914,3,1,30.0
1915,2,2,180.0
1916,2,2,405.0
1917,1,1,36.0
1918,1,2,135.0
1919,2,1,140.0
