bundle_id,task_count,task_ids,center_lat,center_lon,single_price_sum,bundle_price,expected_completion_prob,pricing_rule
S10315,1,A0540,23.179349,112.899403,82.0,82.0,0.723458,单点任务保留单独报价
S10316,1,A0541,23.174553,113.068851,74.0,74.0,0.72023,单点任务保留单独报价
S10317,1,A0542,23.176778,112.878402,83.5,83.5,0.723968,单点任务保留单独报价
S10318,1,A0544,23.26153,113.024752,80.0,80.0,0.72365,单点任务保留单独报价
S10319,1,A0545,23.168652,112.893813,82.0,82.0,0.723296,单点任务保留单独报价
S10320,1,A0546,23.163218,112.9149,78.5,78.5,0.721139,单点任务保留单独报价
S10321,1,A0547,23.07058,112.844541,81.0,81.0,0.724507,单点任务保留单独报价
S10322,1,A0548,22.904223,112.901983,81.0,81.0,0.720398,单点任务保留单独报价
S10323,1,A0550,23.203005,113.171393,81.5,81.5,0.722222,单点任务保留单独报价
S10324,1,A0552,22.877943,113.226558,74.5,74.5,0.723853,单点任务保留单独报价
S10325,1,A0553,23.188286,113.205158,91.0,91.0,0.721065,单点任务保留单独报价
S10326,1,A0554,23.117653,113.177421,85.5,85.5,0.720912,单点任务保留单独报价
S10327,1,A0556,23.122328,113.191485,90.5,90.5,0.724469,单点任务保留单独报价
S10328,1,A0558,23.104354,113.199121,87.5,87.5,0.724013,单点任务保留单独报价
S10329,1,A0559,23.185857,113.092755,83.0,83.0,0.722317,单点任务保留单独报价
S10330,1,A0561,23.044037,112.921451,79.5,79.5,0.722276,单点任务保留单独报价
S10331,1,A0562,22.836616,113.000032,78.5,78.5,0.722583,单点任务保留单独报价
S10332,1,A0563,23.007074,113.008964,72.5,72.5,0.72044,单点任务保留单独报价
S10333,1,A0564,22.953438,112.971287,75.5,75.5,0.721593,单点任务保留单独报价
S10334,1,A0565,23.078265,113.041381,76.0,76.0,0.720071,单点任务保留单独报价
S10335,1,A0566,23.1136,113.015289,78.0,78.0,0.720253,单点任务保留单独报价
S10336,1,A0568,23.069596,113.156189,84.5,84.5,0.722437,单点任务保留单独报价
S10337,1,A0571,22.91056,112.884142,79.5,79.5,0.721776,单点任务保留单独报价
S10338,1,A0572,23.03863,113.170455,89.5,89.5,0.724392,单点任务保留单独报价
S10339,1,A0574,23.156664,112.904941,82.0,82.0,0.722927,单点任务保留单独报价
S10340,1,A0576,23.072399,113.089683,81.5,81.5,0.724298,单点任务保留单独报价
S10341,1,A0577,23.037912,113.156352,89.0,89.0,0.724084,单点任务保留单独报价
S10342,1,A0579,23.335556,113.307529,86.5,86.5,0.720625,单点任务保留单独报价
S10343,1,A0580,23.072399,113.089683,81.5,81.5,0.724298,单点任务保留单独报价
S10344,1,A0581,23.068176,112.970763,84.0,84.0,0.721517,单点任务保留单独报价
S10345,1,A0582,23.043728,113.147041,88.5,88.5,0.721722,单点任务保留单独报价
S10346,1,A0583,23.039646,113.154622,87.0,87.0,0.721062,单点任务保留单独报价
S10347,1,A0584,22.98796,113.017086,79.0,79.0,0.72452,单点任务保留单独报价
S10348,1,A0585,23.096861,113.041882,71.0,71.0,0.724243,单点任务保留单独报价
S10349,1,A0586,23.014795,113.165182,84.0,84.0,0.724208,单点任务保留单独报价
S10350,1,A0587,22.824523,112.683258,67.0,67.0,0.7227,单点任务保留单独报价
S10351,1,A0588,23.041125,113.13734,92.5,92.5,0.720761,单点任务保留单独报价
S10352,1,A0589,23.000223,113.108061,80.0,80.0,0.723063,单点任务保留单独报价
S10353,1,A0594,23.005736,112.97079,68.5,68.5,0.720993,单点任务保留单独报价
S10354,1,A0595,23.039057,113.072597,88.0,88.0,0.720968,单点任务保留单独报价
S10355,1,A0596,22.940817,113.062678,78.0,78.0,0.720429,单点任务保留单独报价
S10356,1,A0599,23.00421,113.070423,82.5,82.5,0.723596,单点任务保留单独报价
S10357,1,A0600,23.048861,113.071886,86.0,86.0,0.724496,单点任务保留单独报价
S10358,1,A0601,23.034293,113.064007,84.0,84.0,0.720344,单点任务保留单独报价
S10359,1,A0603,23.02085,113.139315,89.5,89.5,0.720243,单点任务保留单独报价
S10360,1,A0604,22.990832,113.07231,79.0,79.0,0.724061,单点任务保留单独报价
S10361,1,A0605,23.026306,113.140349,91.0,91.0,0.721409,单点任务保留单独报价
S10362,1,A0607,23.029915,113.057659,84.5,84.5,0.724547,单点任务保留单独报价
S10363,1,A0608,23.01281,113.120233,81.5,81.5,0.721524,单点任务保留单独报价
S10364,1,A0609,23.045164,113.121005,88.0,88.0,0.720095,单点任务保留单独报价
S10365,1,A0610,23.002403,113.065187,80.0,80.0,0.722698,单点任务保留单独报价
S10366,1,A0611,23.030044,113.129866,87.5,87.5,0.724568,单点任务保留单独报价
S10367,1,A0612,22.914525,113.676098,82.5,82.5,0.722455,单点任务保留单独报价
S10368,1,A0613,22.856157,114.153991,82.0,82.0,0.724218,单点任务保留单独报价
S10369,1,A0615,22.979946,114.002085,91.0,91.0,0.720104,单点任务保留单独报价
S10370,1,A0616,23.010394,113.146297,90.0,90.0,0.724206,单点任务保留单独报价
S10371,1,A0619,23.080433,113.96782,84.5,84.5,0.722814,单点任务保留单独报价
S10372,1,A0620,22.93225,113.940334,84.5,84.5,0.723597,单点任务保留单独报价
S10373,1,A0621,22.7934,114.160894,83.5,83.5,0.722135,单点任务保留单独报价
S10374,1,A0622,22.800185,113.78269,95.0,95.0,0.714271,单点任务保留单独报价
S10375,1,A0623,22.978923,113.956267,86.5,86.5,0.721795,单点任务保留单独报价
S10376,1,A0624,22.831108,113.780172,84.0,84.0,0.723713,单点任务保留单独报价
S10377,1,A0625,22.728318,114.196704,83.5,83.5,0.723075,单点任务保留单独报价
S10378,1,A0626,22.781082,114.057401,81.5,81.5,0.722304,单点任务保留单独报价
S10379,1,A0627,22.796331,114.063233,84.0,84.0,0.720941,单点任务保留单独报价
S10380,1,A0629,23.048837,113.855766,80.5,80.5,0.724522,单点任务保留单独报价
S10381,1,A0631,22.92277,113.66895,95.0,95.0,0.671453,单点任务保留单独报价
S10382,1,A0632,22.838703,113.706688,87.0,87.0,0.723792,单点任务保留单独报价
S10383,1,A0633,23.031288,113.833431,77.0,77.0,0.720888,单点任务保留单独报价
S10384,1,A0634,22.998891,113.620643,71.0,71.0,0.722075,单点任务保留单独报价
S10385,1,A0635,22.792092,114.101788,86.0,86.0,0.721564,单点任务保留单独报价
S10386,1,A0636,22.969211,113.763837,84.5,84.5,0.721424,单点任务保留单独报价
S10387,1,A0637,22.767813,114.042169,85.5,85.5,0.722074,单点任务保留单独报价
S10388,1,A0638,23.050298,113.756616,70.0,70.0,0.724161,单点任务保留单独报价
S10389,1,A0640,22.882454,114.006817,81.5,81.5,0.72379,单点任务保留单独报价
S10390,1,A0641,22.74069,114.166445,86.5,86.5,0.722811,单点任务保留单独报价
S10391,1,A0642,22.965473,114.154279,83.5,83.5,0.722599,单点任务保留单独报价
S10392,1,A0643,22.697968,114.178714,82.0,82.0,0.723979,单点任务保留单独报价
S10393,1,A0644,22.969205,114.174155,81.0,81.0,0.721676,单点任务保留单独报价
S10394,1,A0645,23.035041,113.856111,78.5,78.5,0.720993,单点任务保留单独报价
S10395,1,A0646,23.028745,113.831152,78.0,78.0,0.720311,单点任务保留单独报价
S10396,1,A0647,23.102146,113.803077,83.0,83.0,0.722372,单点任务保留单独报价
S10397,1,A0654,22.857609,113.053125,75.5,75.5,0.722134,单点任务保留单独报价
S10398,1,A0655,22.98796,113.017086,79.0,79.0,0.72452,单点任务保留单独报价
S10399,1,A0656,22.84851,113.18703,78.5,78.5,0.720449,单点任务保留单独报价
S10400,1,A0658,22.913895,113.224088,84.0,84.0,0.72354,单点任务保留单独报价
S10401,1,A0659,22.965296,113.246073,76.5,76.5,0.721576,单点任务保留单独报价
S10402,1,A0660,22.878523,113.055362,79.0,79.0,0.720204,单点任务保留单独报价
S10403,1,A0661,22.878523,113.055362,79.0,79.0,0.720204,单点任务保留单独报价
S10404,1,A0662,22.709902,113.168231,78.0,78.0,0.721234,单点任务保留单独报价
S10405,1,A0664,22.803631,113.252398,78.0,78.0,0.72095,单点任务保留单独报价
S10406,1,A0665,22.720363,113.155094,80.0,80.0,0.72281,单点任务保留单独报价
S10407,1,A0666,22.857272,113.267791,79.0,79.0,0.722179,单点任务保留单独报价
S10408,1,A0667,22.7679,113.292417,79.0,79.0,0.722182,单点任务保留单独报价
S10409,1,A0668,22.846901,113.277975,80.5,80.5,0.724232,单点任务保留单独报价
S10410,1,A0669,22.909533,113.180925,78.0,78.0,0.722537,单点任务保留单独报价
S10411,1,A0670,22.930172,113.218367,82.0,82.0,0.720473,单点任务保留单独报价
S10412,1,A0671,22.866363,113.138383,81.0,81.0,0.724379,单点任务保留单独报价
S10413,1,A0672,22.857376,113.053482,75.5,75.5,0.721824,单点任务保留单独报价
S10414,1,A0673,22.822505,113.241833,81.5,81.5,0.72321,单点任务保留单独报价
S10415,1,A0676,22.852714,113.256555,79.0,79.0,0.724118,单点任务保留单独报价
S10416,1,A0678,23.101032,113.211687,95.0,95.0,0.690673,单点任务保留单独报价
S10417,1,A0679,22.805746,113.275592,75.5,75.5,0.72282,单点任务保留单独报价
S10418,1,A0683,22.822505,113.241833,81.5,81.5,0.72321,单点任务保留单独报价
S10419,1,A0685,22.817829,113.728878,94.5,94.5,0.720492,单点任务保留单独报价
S10420,1,A0686,22.913346,113.625676,85.0,85.0,0.721803,单点任务保留单独报价
S10421,1,A0687,23.104259,113.864424,83.0,83.0,0.723548,单点任务保留单独报价
S10422,1,A0688,23.254343,113.141673,77.5,77.5,0.720595,单点任务保留单独报价
S10423,1,A0689,22.804615,113.738958,95.0,95.0,0.68311,单点任务保留单独报价
S10424,1,A0694,23.035096,113.215227,83.0,83.0,0.721933,单点任务保留单独报价
S10425,1,A0695,23.067122,113.711025,82.0,82.0,0.722632,单点任务保留单独报价
S10426,1,A0696,22.968943,113.985753,87.0,87.0,0.723191,单点任务保留单独报价
S10427,1,A0697,22.824952,114.147305,81.0,81.0,0.723538,单点任务保留单独报价
S10428,1,A0698,23.029867,113.806949,86.0,86.0,0.720059,单点任务保留单独报价
S10429,1,A0699,23.063974,113.107355,88.5,88.5,0.722148,单点任务保留单独报价
S10430,1,A0700,22.924637,113.663224,85.0,85.0,0.722061,单点任务保留单独报价
S10431,1,A0703,22.781082,114.057401,81.5,81.5,0.722304,单点任务保留单独报价
S10432,1,A0704,22.917897,114.014809,87.5,87.5,0.722938,单点任务保留单独报价
S10433,1,A0706,22.788498,114.109162,82.5,82.5,0.723458,单点任务保留单独报价
S10434,1,A0707,23.109044,113.824964,79.5,79.5,0.723105,单点任务保留单独报价
S10435,1,A0708,22.888649,113.668795,82.0,82.0,0.720713,单点任务保留单独报价
S10436,1,A0710,23.021471,113.97673,85.5,85.5,0.721289,单点任务保留单独报价
S10437,1,A0711,22.841581,113.983753,76.0,76.0,0.721656,单点任务保留单独报价
S10438,1,A0712,22.801937,113.721548,93.0,93.0,0.722705,单点任务保留单独报价
S10439,1,A0715,23.000784,113.950923,89.0,89.0,0.722146,单点任务保留单独报价
S10440,1,A0716,22.743945,114.144,86.5,86.5,0.724544,单点任务保留单独报价
S10441,1,A0717,22.838703,113.706688,87.0,87.0,0.723792,单点任务保留单独报价
S10442,1,A0718,22.702286,114.173668,84.5,84.5,0.722678,单点任务保留单独报价
S10443,1,A0719,22.829152,113.734765,91.5,91.5,0.723808,单点任务保留单独报价
S10444,1,A0720,23.025061,114.103597,79.5,79.5,0.721173,单点任务保留单独报价
S10445,1,A0721,22.748299,114.139154,88.0,88.0,0.724155,单点任务保留单独报价
S10446,1,A0722,22.876609,113.675044,82.0,82.0,0.723894,单点任务保留单独报价
S10447,1,A0725,22.965473,114.154279,83.5,83.5,0.722599,单点任务保留单独报价
S10448,1,A0726,22.835863,114.112858,83.5,83.5,0.72028,单点任务保留单独报价
S10449,1,A0727,22.945659,113.950584,83.0,83.0,0.722587,单点任务保留单独报价
S10450,1,A0728,23.005617,113.938166,92.5,92.5,0.724108,单点任务保留单独报价
S10451,1,A0730,22.76676,113.26295,80.5,80.5,0.722123,单点任务保留单独报价
S10452,1,A0731,22.884799,113.258954,71.5,71.5,0.722546,单点任务保留单独报价
S10453,1,A0733,22.951192,113.267033,84.5,84.5,0.723676,单点任务保留单独报价
S10454,1,A0734,22.711299,113.161417,80.0,80.0,0.721297,单点任务保留单独报价
S10455,1,A0735,23.204459,113.163389,81.0,81.0,0.722737,单点任务保留单独报价
S10456,1,A0736,22.783604,113.291566,77.5,77.5,0.723307,单点任务保留单独报价
S10457,1,A0737,23.26048,113.023625,80.5,80.5,0.723961,单点任务保留单独报价
S10458,1,A0738,22.987064,113.768943,79.0,79.0,0.721794,单点任务保留单独报价
S10459,1,A0739,23.095542,113.184765,88.0,88.0,0.723788,单点任务保留单独报价
S10460,1,A0740,23.103508,113.183698,88.5,88.5,0.721831,单点任务保留单独报价
S10461,1,A0742,22.989656,113.889739,84.0,84.0,0.720969,单点任务保留单独报价
S10462,1,A0744,22.833992,114.09681,83.0,83.0,0.722951,单点任务保留单独报价
S10463,1,A0745,23.221139,112.924846,69.5,69.5,0.720337,单点任务保留单独报价
S10464,1,A0746,23.024294,113.791301,90.5,90.5,0.723826,单点任务保留单独报价
S10465,1,A0749,22.970496,113.919336,86.0,86.0,0.72298,单点任务保留单独报价
S10466,1,A0750,23.029415,113.995517,85.5,85.5,0.720564,单点任务保留单独报价
S10467,1,A0751,23.117598,113.883637,82.0,82.0,0.723163,单点任务保留单独报价
S10468,1,A0753,22.962945,113.678641,95.0,95.0,0.64359,单点任务保留单独报价
S10469,1,A0754,23.063545,113.771058,69.0,69.0,0.72148,单点任务保留单独报价
S10470,1,A0755,22.800297,113.747257,95.0,95.0,0.681655,单点任务保留单独报价
S10471,1,A0757,23.059832,113.587232,80.5,80.5,0.721852,单点任务保留单独报价
S10472,1,A0759,23.042353,113.731837,89.5,89.5,0.720418,单点任务保留单独报价
S10473,1,A0760,22.808698,114.100226,86.0,86.0,0.721443,单点任务保留单独报价
S10474,1,A0761,23.10501,113.819816,78.5,78.5,0.721534,单点任务保留单独报价
S10475,1,A0763,23.057148,113.663448,70.0,70.0,0.720304,单点任务保留单独报价
S10476,1,A0764,23.042296,113.807776,91.0,91.0,0.723734,单点任务保留单独报价
S10477,1,A0765,23.003716,113.881268,80.5,80.5,0.720931,单点任务保留单独报价
S10478,1,A0766,23.008777,113.738186,85.5,85.5,0.723305,单点任务保留单独报价
S10479,1,A0767,22.93816,113.887041,79.5,79.5,0.72289,单点任务保留单独报价
S10480,1,A0768,23.050803,113.715672,82.0,82.0,0.72233,单点任务保留单独报价
S10481,1,A0769,23.083225,113.728526,82.0,82.0,0.722096,单点任务保留单独报价
S10482,1,A0770,23.054343,113.754891,69.0,69.0,0.720351,单点任务保留单独报价
S10483,1,A0771,22.916693,114.024871,87.0,87.0,0.720473,单点任务保留单独报价
S10484,1,A0772,23.0261,113.746608,86.5,86.5,0.722724,单点任务保留单独报价
S10485,1,A0773,23.073284,114.023447,83.0,83.0,0.724474,单点任务保留单独报价
S10486,1,A0774,23.086369,113.950534,79.0,79.0,0.72075,单点任务保留单独报价
S10487,1,A0775,23.138717,113.111198,82.0,82.0,0.722948,单点任务保留单独报价
S10488,1,A0776,22.988079,114.020858,91.5,91.5,0.722358,单点任务保留单独报价
S10489,1,A0777,23.043264,112.926081,78.5,78.5,0.724451,单点任务保留单独报价
S10490,1,A0778,23.061023,112.922148,79.0,79.0,0.72156,单点任务保留单独报价
S10491,1,A0779,22.940812,113.945323,84.5,84.5,0.723003,单点任务保留单独报价
S10492,1,A0780,22.995871,113.762143,79.5,79.5,0.72142,单点任务保留单独报价
S10493,1,A0781,22.913341,113.848369,86.0,86.0,0.720718,单点任务保留单独报价
S10494,1,A0782,22.973333,113.730314,83.0,83.0,0.723573,单点任务保留单独报价
S10495,1,A0783,23.112761,112.929911,70.0,70.0,0.721171,单点任务保留单独报价
S10496,1,A0784,23.123587,113.164835,85.5,85.5,0.72416,单点任务保留单独报价
S10497,1,A0786,23.068128,113.025536,73.5,73.5,0.723105,单点任务保留单独报价
S10498,1,A0787,23.097244,113.752358,78.0,78.0,0.72064,单点任务保留单独报价
S10499,1,A0788,23.198854,113.185161,80.5,80.5,0.722682,单点任务保留单独报价
S10500,1,A0789,23.093483,113.182622,89.0,89.0,0.720294,单点任务保留单独报价
S10501,1,A0792,23.062334,113.105684,87.0,87.0,0.722229,单点任务保留单独报价
S10502,1,A0793,23.10971,113.18084,87.0,87.0,0.720621,单点任务保留单独报价
S10503,1,A0795,23.115019,112.930564,69.5,69.5,0.720458,单点任务保留单独报价
S10504,1,A0796,23.115268,113.11694,78.0,78.0,0.720512,单点任务保留单独报价
S10505,1,A0797,22.802569,113.287398,75.5,75.5,0.723155,单点任务保留单独报价
S10506,1,A0798,23.060075,112.92169,79.5,79.5,0.723607,单点任务保留单独报价
S10507,1,A0800,23.110656,113.130969,81.5,81.5,0.724393,单点任务保留单独报价
S10508,1,A0802,22.935952,113.899085,78.0,78.0,0.723476,单点任务保留单独报价
S10509,1,A0803,23.114584,113.861314,84.0,84.0,0.720812,单点任务保留单独报价
S10510,1,A0804,22.90673,113.847587,85.5,85.5,0.722982,单点任务保留单独报价
S10511,1,A0805,22.909766,114.07404,80.0,80.0,0.720164,单点任务保留单独报价
S10512,1,A0806,23.114653,113.836965,84.5,84.5,0.722314,单点任务保留单独报价
S10513,1,A0807,23.039098,113.773178,79.5,79.5,0.723902,单点任务保留单独报价
S10514,1,A0808,22.846704,114.159286,83.0,83.0,0.720833,单点任务保留单独报价
S10515,1,A0809,23.115268,113.11694,78.0,78.0,0.720512,单点任务保留单独报价
S10516,1,A0810,22.86403,113.13984,81.5,81.5,0.721015,单点任务保留单独报价
S10517,1,A0814,22.889674,113.081987,84.0,84.0,0.721752,单点任务保留单独报价
S10518,1,A0815,23.112752,113.125391,79.5,79.5,0.722352,单点任务保留单独报价
S10519,1,A0817,22.9605,113.107184,86.5,86.5,0.720996,单点任务保留单独报价
S10520,1,A0821,22.789821,113.164104,72.5,72.5,0.720117,单点任务保留单独报价
S10521,1,A0824,22.994567,113.140926,83.5,83.5,0.723151,单点任务保留单独报价
S10522,1,A0825,22.978882,113.016651,82.0,82.0,0.722132,单点任务保留单独报价
S10523,1,A0826,22.945638,113.090041,87.0,87.0,0.720739,单点任务保留单独报价
S10524,1,A0827,23.066672,113.15487,85.0,85.0,0.723097,单点任务保留单独报价
S10525,1,A0828,23.012808,113.760312,82.5,82.5,0.722361,单点任务保留单独报价
S10526,1,A0829,23.17903,112.876192,84.5,84.5,0.724247,单点任务保留单独报价
S10527,1,A0830,23.123411,113.151775,82.0,82.0,0.723291,单点任务保留单独报价
S10528,1,A0831,23.044062,113.125784,90.5,90.5,0.723693,单点任务保留单独报价
S10529,1,A0832,22.833262,113.280152,80.0,80.0,0.723481,单点任务保留单独报价
S10530,1,A0833,22.814676,113.827731,91.5,91.5,0.724254,单点任务保留单独报价
S10531,1,A0834,23.063674,113.771188,69.0,69.0,0.721144,单点任务保留单独报价
S10532,1,A0835,23.123294,113.110382,84.5,84.5,0.721764,单点任务保留单独报价
G000,3,A0002;A0364;A0446,22.685024,113.94423,285.0,269.4,0.713692,0.8km内密集任务打包，按单价和94%折扣加密度补贴发布
G001,3,A0007;A0013;A0019,22.547672,113.975046,269.5,254.83,0.792327,0.8km内密集任务打包，按单价和94%折扣加密度补贴发布
G002,3,A0010;A0016;A0124,22.541832,113.922245,285.0,269.4,0.709779,0.8km内密集任务打包，按单价和94%折扣加密度补贴发布
G003,8,A0011;A0012;A0017;A0022;A0023;A0027;A0036;A0356,22.521288,113.930405,760.0,718.4,0.724901,0.8km内密集任务打包，按单价和94%折扣加密度补贴发布
G004,3,A0015;A0020;A0026,22.496813,113.936564,268.0,253.42,0.792971,0.8km内密集任务打包，按单价和94%折扣加密度补贴发布
G005,4,A0001;A0029;A0362;A0444,22.56455,113.985741,355.0,335.7,0.793392,0.8km内密集任务打包，按单价和94%折扣加密度补贴发布
G006,4,A0041;A0052;A0061;A0068,22.660468,114.074745,377.5,356.85,0.78131,0.8km内密集任务打包，按单价和94%折扣加密度补贴发布
G007,3,A0060;A0355;A0375,22.63939,114.069136,285.0,269.4,0.686059,0.8km内密集任务打包，按单价和94%折扣加密度补贴发布
G008,3,A0067;A0084;A0456,22.663158,114.024563,285.0,269.4,0.406521,0.8km内密集任务打包，按单价和94%折扣加密度补贴发布
G009,3,A0087;A0099;A0452,22.733515,113.83137,285.0,269.4,0.743197,0.8km内密集任务打包，按单价和94%折扣加密度补贴发布
G010,3,A0093;A0097;A0361,22.679911,113.83417,285.0,269.4,0.779007,0.8km内密集任务打包，按单价和94%折扣加密度补贴发布
G011,4,A0092;A0096;A0101;A0117,22.727213,114.064608,340.0,321.6,0.792695,0.8km内密集任务打包，按单价和94%折扣加密度补贴发布
G012,4,A0104;A0112;A0120;A0467,22.563599,113.89523,365.0,345.1,0.792172,0.8km内密集任务打包，按单价和94%折扣加密度补贴发布
G013,3,A0077;A0121;A0723,22.736461,114.280715,261.0,246.84,0.791868,0.8km内密集任务打包，按单价和94%折扣加密度补贴发布
G014,3,A0057;A0119;A0123,22.584973,113.90874,279.5,264.23,0.791548,0.8km内密集任务打包，按单价和94%折扣加密度补贴发布
G015,4,A0128;A0143;A0147;A0195,23.162719,113.339061,380.0,359.2,0.758072,0.8km内密集任务打包，按单价和94%折扣加密度补贴发布
G016,3,A0130;A0187;A0188,23.131072,113.350547,285.0,269.4,0.636055,0.8km内密集任务打包，按单价和94%折扣加密度补贴发布
G017,6,A0131;A0134;A0142;A0182;A0474;A0477,23.127023,113.413602,570.0,538.8,0.564398,0.8km内密集任务打包，按单价和94%折扣加密度补贴发布
G018,3,A0132;A0144;A0191,23.137162,113.390272,285.0,269.4,0.521445,0.8km内密集任务打包，按单价和94%折扣加密度补贴发布
G019,3,A0135;A0183;A0197,23.138654,113.373038,285.0,269.4,0.554464,0.8km内密集任务打包，按单价和94%折扣加密度补贴发布
G020,4,A0141;A0151;A0155;A0210,23.108712,113.492885,318.0,300.92,0.791357,0.8km内密集任务打包，按单价和94%折扣加密度补贴发布
G021,5,A0145;A0190;A0192;A0386;A0469,23.136801,113.332367,475.0,449.0,0.641872,0.8km内密集任务打包，按单价和94%折扣加密度补贴发布
G022,3,A0160;A0268;A0278,22.934591,113.4168,241.5,228.51,0.791983,0.8km内密集任务打包，按单价和94%折扣加密度补贴发布
G023,4,A0164;A0270;A0380;A0415,22.961613,113.443295,311.0,294.34,0.792971,0.8km内密集任务打包，按单价和94%折扣加密度补贴发布
G024,4,A0165;A0172;A0319;A0328,23.214955,113.253053,377.0,356.38,0.774386,0.8km内密集任务打包，按单价和94%折扣加密度补贴发布
G025,4,A0166;A0321;A0335;A0341,23.294514,113.331306,334.0,315.96,0.791417,0.8km内密集任务打包，按单价和94%折扣加密度补贴发布
G026,3,A0178;A0207;A0209,22.751131,113.582945,236.5,223.81,0.792432,0.8km内密集任务打包，按单价和94%折扣加密度补贴发布
G027,3,A0180;A0378;A0379,23.131192,113.275315,285.0,269.4,0.274614,0.8km内密集任务打包，按单价和94%折扣加密度补贴发布
G028,4,A0181;A0185;A0382;A0389,23.142811,113.294133,380.0,359.2,0.576163,0.8km内密集任务打包，按单价和94%折扣加密度补贴发布
G029,5,A0184;A0186;A0381;A0391;A0472,23.134012,113.30445,475.0,449.0,0.565824,0.8km内密集任务打包，按单价和94%折扣加密度补贴发布
G030,3,A0189;A0271;A0405,22.890419,113.462101,220.0,208.3,0.792851,0.8km内密集任务打包，按单价和94%折扣加密度补贴发布
G031,4,A0204;A0205;A0206;A0388,22.80766,113.553504,280.5,265.67,0.791276,0.8km内密集任务打包，按单价和94%折扣加密度补贴发布
G032,3,A0211;A0215;A0370,23.143034,113.225753,281.5,266.11,0.792957,0.8km内密集任务打包，按单价和94%折扣加密度补贴发布
G033,7,A0214;A0217;A0223;A0395;A0438;A0439;A0457,23.469427,113.161776,544.5,515.33,0.792557,0.8km内密集任务打包，按单价和94%折扣加密度补贴发布
G034,6,A0220;A0224;A0228;A0234;A0236;A0240,23.393905,113.215546,526.0,497.44,0.791377,0.8km内密集任务打包，按单价和94%折扣加密度补贴发布
G035,3,A0229;A0235;A0238,23.405736,113.21347,261.0,246.84,0.793651,0.8km内密集任务打包，按单价和94%折扣加密度补贴发布
G036,8,A0239;A0241;A0253;A0255;A0256;A0257;A0260;A0262,23.089116,113.336267,760.0,718.4,0.714051,0.8km内密集任务打包，按单价和94%折扣加密度补贴发布
G037,3,A0259;A0363;A0404,23.013189,113.397441,235.5,222.87,0.790954,0.8km内密集任务打包，按单价和94%折扣加密度补贴发布
G038,5,A0263;A0275;A0284;A0289;A0291,22.941635,113.363485,473.5,447.59,0.781079,0.8km内密集任务打包，按单价和94%折扣加密度补贴发布
G039,3,A0276;A0293;A0419,22.944235,113.404777,262.5,248.25,0.792801,0.8km内密集任务打包，按单价和94%折扣加密度补贴发布
G040,3,A0281;A0287;A0416,22.966397,113.406309,264.5,250.13,0.793666,0.8km内密集任务打包，按单价和94%折扣加密度补贴发布
G041,4,A0285;A0286;A0288;A0413,22.953067,113.363343,374.5,354.03,0.79199,0.8km内密集任务打包，按单价和94%折扣加密度补贴发布
G042,13,A0292;A0299;A0300;A0301;A0302;A0304;A0306;A0307;A0311;A0418;A0424;A0429;A0431,23.551815,113.595801,954.0,903.26,0.792205,0.8km内密集任务打包，按单价和94%折扣加密度补贴发布
G043,6,A0309;A0317;A0320;A0333;A0337;A0433,23.216642,113.283403,570.0,538.8,0.766188,0.8km内密集任务打包，按单价和94%折扣加密度补贴发布
G044,4,A0322;A0326;A0343;A0349,23.236738,113.280869,380.0,359.2,0.758285,0.8km内密集任务打包，按单价和94%折扣加密度补贴发布
G045,5,A0329;A0339;A0340;A0346;A0365,23.218839,113.234838,442.5,418.45,0.791628,0.8km内密集任务打包，按单价和94%折扣加密度补贴发布
G046,3,A0330;A0345;A0432,23.210889,113.264587,285.0,269.4,0.77089,0.8km内密集任务打包，按单价和94%折扣加密度补贴发布
G047,3,A0175;A0325;A0350,23.19701,113.242688,285.0,269.4,0.690897,0.8km内密集任务打包，按单价和94%折扣加密度补贴发布
G048,3,A0367;A0371;A0425,23.300018,113.362402,249.0,235.56,0.791119,0.8km内密集任务打包，按单价和94%折扣加密度补贴发布
G049,3,A0373;A0713;A0748,23.097745,113.6586,210.5,199.37,0.791738,0.8km内密集任务打包，按单价和94%折扣加密度补贴发布
G050,4,A0376;A0402;A0408;A0412,23.029114,113.317288,378.5,357.79,0.775318,0.8km内密集任务打包，按单价和94%折扣加密度补贴发布
G051,3,A0212;A0221;A0435,23.45661,113.188028,235.0,222.4,0.794126,0.8km内密集任务打包，按单价和94%折扣加密度补贴发布
G052,3,A0202;A0231;A0436,23.376104,113.21196,263.0,248.72,0.792853,0.8km内密集任务打包，按单价和94%折扣加密度补贴发布
G053,4,A0482;A0485;A0591;A0617,23.006107,113.128273,331.5,313.61,0.79259,0.8km内密集任务打包，按单价和94%折扣加密度补贴发布
G054,3,A0484;A0490;A0602,23.031455,113.120784,253.0,239.32,0.792227,0.8km内密集任务打包，按单价和94%折扣加密度补贴发布
G055,5,A0502;A0503;A0649;A0652;A0702,22.846951,114.172006,409.5,387.43,0.792448,0.8km内密集任务打包，按单价和94%折扣加密度补贴发布
G056,5,A0509;A0524;A0628;A0630;A0752,22.819992,113.807569,428.0,404.82,0.792839,0.8km内密集任务打包，按单价和94%折扣加密度补贴发布
G057,3,A0526;A0762;A0785,23.058138,113.740645,205.0,194.2,0.792771,0.8km内密集任务打包，按单价和94%折扣加密度补贴发布
