layer_ii_thickness_mm,layer_iv_thickness_mm,total_variable_thickness_mm,max_skin_temperature_c,minutes_above_44_c,final_temperature_c,feasible
5.0,3.6,8.6,51.482768,27.6,51.482768,False
5.0,3.7,8.7,51.334619,27.55,51.334619,False
5.0,3.8,8.8,51.189464,27.516667,51.189464,False
5.0,3.9,8.9,51.047216,27.466667,51.047216,False
5.0,4.0,9.0,50.907786,27.416667,50.907786,False
5.0,4.1,9.1,50.771091,27.366667,50.771091,False
5.0,4.2,9.2,50.637054,27.316667,50.637054,False
5.0,4.3,9.3,50.505596,27.266667,50.505596,False
5.0,4.4,9.4,50.376644,27.216667,50.376644,False
5.0,4.5,9.5,50.250127,27.15,50.250127,False
5.0,4.6,9.6,50.125976,27.1,50.125976,False
5.0,4.7,9.7,50.004127,27.05,50.004127,False
5.0,4.8,9.8,49.884516,27.0,49.884516,False
5.0,4.9,9.9,49.767081,26.95,49.767081,False
5.0,5.0,10.0,49.651764,26.883333,49.651764,False
5.0,5.1,10.1,49.538508,26.833333,49.538508,False
5.0,5.2,10.2,49.427258,26.783333,49.427258,False
5.0,5.3,10.3,49.317962,26.716667,49.317962,False
5.0,5.4,10.4,49.210568,26.666667,49.210568,False
5.0,5.5,10.5,49.105028,26.6,49.105028,False
5.0,5.6,10.6,49.001294,26.55,49.001294,False
5.0,5.7,10.7,48.89932,26.483333,48.89932,False
5.0,5.8,10.8,48.799061,26.433333,48.799061,False
5.0,5.9,10.9,48.700475,26.366667,48.700475,False
5.0,6.0,11.0,48.603521,26.3,48.603521,False
5.0,6.1,11.1,48.508157,26.25,48.508157,False
5.0,6.2,11.2,48.414346,26.183333,48.414346,False
5.0,6.3,11.3,48.322049,26.116667,48.322049,False
5.0,6.4,11.4,48.231231,26.05,48.231231,False
5.1,0.6,5.7,57.961728,28.85,57.961728,False
5.1,0.7,5.8,57.653115,28.8,57.653115,False
5.1,0.8,5.9,57.353447,28.766667,57.353447,False
5.1,0.9,6.0,57.06234,28.733333,57.06234,False
5.1,1.0,6.1,56.779432,28.683333,56.779432,False
5.1,1.1,6.2,56.504381,28.65,56.504381,False
5.1,1.2,6.3,56.236865,28.616667,56.236865,False
5.1,1.3,6.4,55.976577,28.566667,55.976577,False
5.1,1.4,6.5,55.723229,28.533333,55.723229,False
5.1,1.5,6.6,55.476546,28.483333,55.476546,False
5.1,1.6,6.7,55.236268,28.45,55.236268,False
5.1,1.7,6.8,55.002149,28.416667,55.002149,False
5.1,1.8,6.9,54.773956,28.366667,54.773956,False
5.1,1.9,7.0,54.551466,28.333333,54.551466,False
5.1,2.0,7.1,54.334468,28.283333,54.334468,False
5.1,2.1,7.2,54.12276,28.233333,54.12276,False
5.1,2.2,7.3,53.916153,28.2,53.916153,False
5.1,2.3,7.4,53.714463,28.15,53.714463,False
5.1,2.4,7.5,53.517517,28.116667,53.517517,False
5.1,2.5,7.6,53.32515,28.066667,53.32515,False
5.1,2.6,7.7,53.137204,28.016667,53.137204,False
5.1,2.7,7.8,52.953528,27.983333,52.953528,False
5.1,2.8,7.9,52.773979,27.933333,52.773979,False
5.1,2.9,8.0,52.598419,27.883333,52.598419,False
5.1,3.0,8.1,52.426716,27.833333,52.426716,False
5.1,3.1,8.2,52.258745,27.8,52.258745,False
5.1,3.2,8.3,52.094386,27.75,52.094386,False
5.1,3.3,8.4,51.933523,27.7,51.933523,False
5.1,3.4,8.5,51.776046,27.65,51.776046,False
5.1,3.5,8.6,51.621849,27.6,51.621849,False
5.1,3.6,8.7,51.470831,27.55,51.470831,False
5.1,3.7,8.8,51.322895,27.516667,51.322895,False
5.1,3.8,8.9,51.177947,27.466667,51.177947,False
5.1,3.9,9.0,51.035898,27.416667,51.035898,False
5.1,4.0,9.1,50.896662,27.366667,50.896662,False
5.1,4.1,9.2,50.760156,27.3,50.760156,False
5.1,4.2,9.3,50.626301,27.25,50.626301,False
5.1,4.3,9.4,50.495019,27.2,50.495019,False
5.1,4.4,9.5,50.366239,27.15,50.366239,False
5.1,4.5,9.6,50.239889,27.1,50.239889,False
5.1,4.6,9.7,50.1159,27.05,50.1159,False
5.1,4.7,9.8,49.994208,27.0,49.994208,False
5.1,4.8,9.9,49.874749,26.933333,49.874749,False
5.1,4.9,10.0,49.757463,26.883333,49.757463,False
5.1,5.0,10.1,49.64229,26.833333,49.64229,False
5.1,5.1,10.2,49.529175,26.766667,49.529175,False
5.1,5.2,10.3,49.418062,26.716667,49.418062,False
5.1,5.3,10.4,49.308899,26.65,49.308899,False
5.1,5.4,10.5,49.201635,26.6,49.201635,False
5.1,5.5,10.6,49.096221,26.533333,49.096221,False
5.1,5.6,10.7,48.992609,26.483333,48.992609,False
5.1,5.7,10.8,48.890755,26.416667,48.890755,False
5.1,5.8,10.9,48.790613,26.35,48.790613,False
5.1,5.9,11.0,48.692141,26.3,48.692141,False
5.1,6.0,11.1,48.595297,26.233333,48.595297,False
5.1,6.1,11.2,48.500041,26.166667,48.500041,False
5.1,6.2,11.3,48.406335,26.1,48.406335,False
5.1,6.3,11.4,48.314142,26.033333,48.314142,False
5.1,6.4,11.5,48.223424,25.966667,48.223424,False
5.2,0.6,5.8,57.937928,28.816667,57.937928,False
5.2,0.7,5.9,57.629991,28.783333,57.629991,False
5.2,0.8,6.0,57.330968,28.75,57.330968,False
5.2,0.9,6.1,57.040478,28.7,57.040478,False
5.2,1.0,6.2,56.75816,28.666667,56.75816,False
5.2,1.1,6.3,56.483673,28.616667,56.483673,False
5.2,1.2,6.4,56.216696,28.583333,56.216696,False
5.2,1.3,6.5,55.956925,28.55,55.956925,False
5.2,1.4,6.6,55.704072,28.5,55.704072,False
5.2,1.5,6.7,55.457863,28.466667,55.457863,False
5.2,1.6,6.8,55.218041,28.416667,55.218041,False
5.2,1.7,6.9,54.984359,28.383333,54.984359,False
5.2,1.8,7.0,54.756585,28.333333,54.756585,False
5.2,1.9,7.1,54.534498,28.283333,54.534498,False
5.2,2.0,7.2,54.317887,28.25,54.317887,False
5.2,2.1,7.3,54.106551,28.2,54.106551,False
5.2,2.2,7.4,53.900302,28.166667,53.900302,False
5.2,2.3,7.5,53.698957,28.116667,53.698957,False
5.2,2.4,7.6,53.502343,28.066667,53.502343,False
5.2,2.5,7.7,53.310296,28.033333,53.310296,False
5.2,2.6,7.8,53.122658,27.983333,53.122658,False
5.2,2.7,7.9,52.939279,27.933333,52.939279,False
5.2,2.8,8.0,52.760016,27.9,52.760016,False
5.2,2.9,8.1,52.584733,27.85,52.584733,False
5.2,3.0,8.2,52.413297,27.8,52.413297,False
5.2,3.1,8.3,52.245584,27.75,52.245584,False
5.2,3.2,8.4,52.081474,27.7,52.081474,False
5.2,3.3,8.5,51.920852,27.65,51.920852,False
5.2,3.4,8.6,51.763608,27.6,51.763608,False
5.2,3.5,8.7,51.609636,27.566667,51.609636,False
5.2,3.6,8.8,51.458837,27.516667,51.458837,False
5.2,3.7,8.9,51.311112,27.466667,51.311112,False
5.2,3.8,9.0,51.166369,27.416667,51.166369,False
5.2,3.9,9.1,51.024518,27.35,51.024518,False
5.2,4.0,9.2,50.885474,27.3,50.885474,False
5.2,4.1,9.3,50.749154,27.25,50.749154,False
5.2,4.2,9.4,50.615479,27.2,50.615479,False
5.2,4.3,9.5,50.484373,27.15,50.484373,False
5.2,4.4,9.6,50.355763,27.1,50.355763,False
5.2,4.5,9.7,50.229578,27.05,50.229578,False
5.2,4.6,9.8,50.10575,26.983333,50.10575,False
5.2,4.7,9.9,49.984214,26.933333,49.984214,False
5.2,4.8,10.0,49.864906,26.883333,49.864906,False
5.2,4.9,10.1,49.747767,26.816667,49.747767,False
5.2,5.0,10.2,49.632737,26.766667,49.632737,False
5.2,5.1,10.3,49.519761,26.7,49.519761,False
5.2,5.2,10.4,49.408784,26.65,49.408784,False
5.2,5.3,10.5,49.299753,26.583333,49.299753,False
5.2,5.4,10.6,49.192617,26.533333,49.192617,False
5.2,5.5,10.7,49.087328,26.466667,49.087328,False
5.2,5.6,10.8,48.983839,26.416667,48.983839,False
5.2,5.7,10.9,48.882103,26.35,48.882103,False
5.2,5.8,11.0,48.782076,26.283333,48.782076,False
5.2,5.9,11.1,48.683717,26.216667,48.683717,False
5.2,6.0,11.2,48.586983,26.166667,48.586983,False
5.2,6.1,11.3,48.491835,26.1,48.491835,False
5.2,6.2,11.4,48.398233,26.033333,48.398233,False
5.2,6.3,11.5,48.306142,25.966667,48.306142,False
5.2,6.4,11.6,48.215524,25.9,48.215524,False
5.3,0.6,5.9,57.91416,28.8,57.91416,False
5.3,0.7,6.0,57.606895,28.75,57.606895,False
5.3,0.8,6.1,57.308513,28.716667,57.308513,False
5.3,0.9,6.2,57.018635,28.683333,57.018635,False
5.3,1.0,6.3,56.736902,28.633333,56.736902,False
5.3,1.1,6.4,56.462975,28.6,56.462975,False
5.3,1.2,6.5,56.196534,28.55,56.196534,False
5.3,1.3,6.6,55.937276,28.516667,55.937276,False
5.3,1.4,6.7,55.684914,28.466667,55.684914,False
5.3,1.5,6.8,55.439176,28.433333,55.439176,False
5.3,1.6,6.9,55.199805,28.383333,55.199805,False
5.3,1.7,7.0,54.966556,28.35,54.966556,False
5.3,1.8,7.1,54.739198,28.3,54.739198,False
5.3,1.9,7.2,54.517511,28.25,54.517511,False
5.3,2.0,7.3,54.301283,28.216667,54.301283,False
5.3,2.1,7.4,54.090317,28.166667,54.090317,False
5.3,2.2,7.5,53.884423,28.133333,53.884423,False
5.3,2.3,7.6,53.683419,28.083333,53.683419,False
5.3,2.4,7.7,53.487134,28.033333,53.487134,False
5.3,2.5,7.8,53.295404,27.983333,53.295404,False
5.3,2.6,7.9,53.108072,27.95,53.108072,False
5.3,2.7,8.0,52.924987,27.9,52.924987,False
5.3,2.8,8.1,52.746009,27.85,52.746009,False
5.3,2.9,8.2,52.570999,27.8,52.570999,False
5.3,3.0,8.3,52.399828,27.75,52.399828,False
5.3,3.1,8.4,52.232371,27.7,52.232371,False
5.3,3.2,8.5,52.068508,27.666667,52.068508,False
5.3,3.3,8.6,51.908124,27.616667,51.908124,False
5.3,3.4,8.7,51.751111,27.566667,51.751111,False
5.3,3.5,8.8,51.597363,27.516667,51.597363,False
5.3,3.6,8.9,51.44678,27.466667,51.44678,False
5.3,3.7,9.0,51.299264,27.416667,51.299264,False
5.3,3.8,9.1,51.154723,27.366667,51.154723,False
5.3,3.9,9.2,51.013069,27.3,51.013069,False
5.3,4.0,9.3,50.874215,27.25,50.874215,False
5.3,4.1,9.4,50.73808,27.2,50.73808,False
5.3,4.2,9.5,50.604584,27.15,50.604584,False
5.3,4.3,9.6,50.473652,27.1,50.473652,False
5.3,4.4,9.7,50.34521,27.033333,50.34521,False
5.3,4.5,9.8,50.219189,26.983333,50.219189,False
5.3,4.6,9.9,50.09552,26.933333,50.09552,False
5.3,4.7,10.0,49.974138,26.866667,49.974138,False
5.3,4.8,10.1,49.854981,26.816667,49.854981,False
5.3,4.9,10.2,49.737987,26.766667,49.737987,False
5.3,5.0,10.3,49.6231,26.7,49.6231,False
5.3,5.1,10.4,49.510262,26.65,49.510262,False
5.3,5.2,10.5,49.399418,26.583333,49.399418,False
5.3,5.3,10.6,49.290518,26.516667,49.290518,False
5.3,5.4,10.7,49.18351,26.466667,49.18351,False
5.3,5.5,10.8,49.078345,26.4,49.078345,False
5.3,5.6,10.9,48.974976,26.333333,48.974976,False
5.3,5.7,11.0,48.873358,26.283333,48.873358,False
5.3,5.8,11.1,48.773446,26.216667,48.773446,False
5.3,5.9,11.2,48.675198,26.15,48.675198,False
5.3,6.0,11.3,48.578574,26.083333,48.578574,False
5.3,6.1,11.4,48.483532,26.016667,48.483532,False
5.3,6.2,11.5,48.390034,25.95,48.390034,False
5.3,6.3,11.6,48.298044,25.883333,48.298044,False
5.3,6.4,11.7,48.207525,25.816667,48.207525,False
5.4,0.6,6.0,57.890421,28.766667,57.890421,False
5.4,0.7,6.1,57.583822,28.733333,57.583822,False
5.4,0.8,6.2,57.286077,28.683333,57.286077,False
5.4,0.9,6.3,56.996807,28.65,56.996807,False
5.4,1.0,6.4,56.715655,28.616667,56.715655,False
5.4,1.1,6.5,56.442284,28.566667,56.442284,False
5.4,1.2,6.6,56.176374,28.533333,56.176374,False
5.4,1.3,6.7,55.917625,28.483333,55.917625,False
5.4,1.4,6.8,55.66575,28.433333,55.66575,False
5.4,1.5,6.9,55.420479,28.4,55.420479,False
5.4,1.6,7.0,55.181556,28.35,55.181556,False
5.4,1.7,7.1,54.948738,28.316667,54.948738,False
5.4,1.8,7.2,54.721792,28.266667,54.721792,False
5.4,1.9,7.3,54.5005,28.216667,54.5005,False
5.4,2.0,7.4,54.284654,28.183333,54.284654,False
5.4,2.1,7.5,54.074053,28.133333,54.074053,False
5.4,2.2,7.6,53.868511,28.083333,53.868511,False
5.4,2.3,7.7,53.667846,28.05,53.667846,False
5.4,2.4,7.8,53.471887,28.0,53.471887,False
5.4,2.5,7.9,53.280471,27.95,53.280471,False
5.4,2.6,8.0,53.093441,27.9,53.093441,False
5.4,2.7,8.1,52.910649,27.85,52.910649,False
5.4,2.8,8.2,52.731951,27.816667,52.731951,False
5.4,2.9,8.3,52.557213,27.766667,52.557213,False
5.4,3.0,8.4,52.386304,27.716667,52.386304,False
5.4,3.1,8.5,52.2191,27.666667,52.2191,False
5.4,3.2,8.6,52.055482,27.616667,52.055482,False
5.4,3.3,8.7,51.895335,27.566667,51.895335,False
5.4,3.4,8.8,51.73855,27.516667,51.73855,False
5.4,3.5,8.9,51.585024,27.466667,51.585024,False
5.4,3.6,9.0,51.434654,27.416667,51.434654,False
5.4,3.7,9.1,51.287346,27.366667,51.287346,False
5.4,3.8,9.2,51.143006,27.3,51.143006,False
5.4,3.9,9.3,51.001546,27.25,51.001546,False
5.4,4.0,9.4,50.862881,27.2,50.862881,False
5.4,4.1,9.5,50.726929,27.15,50.726929,False
5.4,4.2,9.6,50.59361,27.1,50.59361,False
5.4,4.3,9.7,50.46285,27.033333,50.46285,False
5.4,4.4,9.8,50.334575,26.983333,50.334575,False
5.4,4.5,9.9,50.208716,26.933333,50.208716,False
5.4,4.6,10.0,50.085204,26.866667,50.085204,False
5.4,4.7,10.1,49.963976,26.816667,49.963976,False
5.4,4.8,10.2,49.844967,26.75,49.844967,False
5.4,4.9,10.3,49.728119,26.7,49.728119,False
5.4,5.0,10.4,49.613372,26.633333,49.613372,False
5.4,5.1,10.5,49.50067,26.583333,49.50067,False
5.4,5.2,10.6,49.38996,26.516667,49.38996,False
5.4,5.3,10.7,49.28119,26.466667,49.28119,False
5.4,5.4,10.8,49.174307,26.4,49.174307,False
5.4,5.5,10.9,49.069265,26.333333,49.069265,False
5.4,5.6,11.0,48.966016,26.266667,48.966016,False
5.4,5.7,11.1,48.864515,26.2,48.864515,False
5.4,5.8,11.2,48.764717,26.15,48.764717,False
5.4,5.9,11.3,48.66658,26.083333,48.66658,False
5.4,6.0,11.4,48.570064,26.016667,48.570064,False
5.4,6.1,11.5,48.475128,25.95,48.475128,False
5.4,6.2,11.6,48.381733,25.883333,48.381733,False
5.4,6.3,11.7,48.289843,25.8,48.289843,False
5.4,6.4,11.8,48.199422,25.733333,48.199422,False
5.5,0.6,6.1,57.866707,28.75,57.866707,False
5.5,0.7,6.2,57.56077,28.7,57.56077,False
5.5,0.8,6.3,57.263657,28.666667,57.263657,False
5.5,0.9,6.4,56.974991,28.616667,56.974991,False
5.5,1.0,6.5,56.694416,28.583333,56.694416,False
5.5,1.1,6.6,56.421596,28.533333,56.421596,False
5.5,1.2,6.7,56.156213,28.5,56.156213,False
5.5,1.3,6.8,55.897969,28.45,55.897969,False
5.5,1.4,6.9,55.646577,28.416667,55.646577,False
5.5,1.5,7.0,55.40177,28.366667,55.40177,False
5.5,1.6,7.1,55.163291,28.316667,55.163291,False
5.5,1.7,7.2,54.930898,28.283333,54.930898,False
5.5,1.8,7.3,54.704361,28.233333,54.704361,False
5.5,1.9,7.4,54.483462,28.183333,54.483462,False
5.5,2.0,7.5,54.267992,28.15,54.267992,False
5.5,2.1,7.6,54.057755,28.1,54.057755,False
5.5,2.2,7.7,53.852561,28.05,53.852561,False
5.5,2.3,7.8,53.652232,28.0,53.652232,False
5.5,2.4,7.9,53.456596,27.966667,53.456596,False
5.5,2.5,8.0,53.265491,27.916667,53.265491,False
5.5,2.6,8.1,53.07876,27.866667,53.07876,False
5.5,2.7,8.2,52.896257,27.816667,52.896257,False
5.5,2.8,8.3,52.717839,27.766667,52.717839,False
5.5,2.9,8.4,52.54337,27.716667,52.54337,False
5.5,3.0,8.5,52.37272,27.666667,52.37272,False
5.5,3.1,8.6,52.205767,27.616667,52.205767,False
5.5,3.2,8.7,52.042391,27.566667,52.042391,False
5.5,3.3,8.8,51.882478,27.516667,51.882478,False
5.5,3.4,8.9,51.72592,27.466667,51.72592,False
5.5,3.5,9.0,51.572612,27.416667,51.572612,False
5.5,3.6,9.1,51.422455,27.366667,51.422455,False
5.5,3.7,9.2,51.275352,27.316667,51.275352,False
5.5,3.8,9.3,51.131211,27.25,51.131211,False
5.5,3.9,9.4,50.989944,27.2,50.989944,False
5.5,4.0,9.5,50.851466,27.15,50.851466,False
5.5,4.1,9.6,50.715694,27.1,50.715694,False
5.5,4.2,9.7,50.582552,27.033333,50.582552,False
5.5,4.3,9.8,50.451962,26.983333,50.451962,False
5.5,4.4,9.9,50.323853,26.933333,50.323853,False
5.5,4.5,10.0,50.198154,26.866667,50.198154,False
5.5,4.6,10.1,50.074799,26.816667,50.074799,False
5.5,4.7,10.2,49.953722,26.75,49.953722,False
5.5,4.8,10.3,49.83486,26.7,49.83486,False
5.5,4.9,10.4,49.718155,26.633333,49.718155,False
5.5,5.0,10.5,49.603548,26.583333,49.603548,False
5.5,5.1,10.6,49.490982,26.516667,49.490982,False
5.5,5.2,10.7,49.380404,26.45,49.380404,False
5.5,5.3,10.8,49.271762,26.4,49.271762,False
5.5,5.4,10.9,49.165005,26.333333,49.165005,False
5.5,5.5,11.0,49.060085,26.266667,49.060085,False
5.5,5.6,11.1,48.956955,26.2,48.956955,False
5.5,5.7,11.2,48.855569,26.133333,48.855569,False
5.5,5.8,11.3,48.755884,26.066667,48.755884,False
5.5,5.9,11.4,48.657858,26.0,48.657858,False
5.5,6.0,11.5,48.561448,25.933333,48.561448,False
5.5,6.1,11.6,48.466617,25.866667,48.466617,False
5.5,6.2,11.7,48.373325,25.8,48.373325,False
5.5,6.3,11.8,48.281535,25.733333,48.281535,False
5.5,6.4,11.9,48.191211,25.666667,48.191211,False
5.6,0.6,6.2,57.843015,28.716667,57.843015,False
5.6,0.7,6.3,57.537736,28.683333,57.537736,False
5.6,0.8,6.4,57.24125,28.633333,57.24125,False
5.6,0.9,6.5,56.953183,28.6,56.953183,False
5.6,1.0,6.6,56.67318,28.55,56.67318,False
5.6,1.1,6.7,56.400906,28.516667,56.400906,False
5.6,1.2,6.8,56.136047,28.466667,56.136047,False
5.6,1.3,6.9,55.878303,28.416667,55.878303,False
5.6,1.4,7.0,55.627391,28.383333,55.627391,False
5.6,1.5,7.1,55.383042,28.333333,55.383042,False
5.6,1.6,7.2,55.145004,28.283333,55.145004,False
5.6,1.7,7.3,54.913033,28.25,54.913033,False
5.6,1.8,7.4,54.686901,28.2,54.686901,False
5.6,1.9,7.5,54.466391,28.15,54.466391,False
5.6,2.0,7.6,54.251295,28.116667,54.251295,False
5.6,2.1,7.7,54.041417,28.066667,54.041417,False
5.6,2.2,7.8,53.836568,28.016667,53.836568,False
5.6,2.3,7.9,53.636571,27.966667,53.636571,False
5.6,2.4,8.0,53.441255,27.916667,53.441255,False
5.6,2.5,8.1,53.250458,27.866667,53.250458,False
5.6,2.6,8.2,53.064025,27.816667,53.064025,False
5.6,2.7,8.3,52.881808,27.766667,52.881808,False
5.6,2.8,8.4,52.703666,27.733333,52.703666,False
5.6,2.9,8.5,52.529463,27.683333,52.529463,False
5.6,3.0,8.6,52.359071,27.633333,52.359071,False
5.6,3.1,8.7,52.192366,27.566667,52.192366,False
5.6,3.2,8.8,52.029229,27.516667,52.029229,False
5.6,3.3,8.9,51.869549,27.466667,51.869549,False
5.6,3.4,9.0,51.713215,27.416667,51.713215,False
5.6,3.5,9.1,51.560124,27.366667,51.560124,False
5.6,3.6,9.2,51.410177,27.316667,51.410177,False
5.6,3.7,9.3,51.263277,27.266667,51.263277,False
5.6,3.8,9.4,51.119333,27.2,51.119333,False
5.6,3.9,9.5,50.978257,27.15,50.978257,False
5.6,4.0,9.6,50.839964,27.1,50.839964,False
5.6,4.1,9.7,50.704372,27.033333,50.704372,False
5.6,4.2,9.8,50.571403,26.983333,50.571403,False
5.6,4.3,9.9,50.440982,26.933333,50.440982,False
5.6,4.4,10.0,50.313037,26.866667,50.313037,False
5.6,4.5,10.1,50.187498,26.816667,50.187498,False
5.6,4.6,10.2,50.064297,26.75,50.064297,False
5.6,4.7,10.3,49.94337,26.7,49.94337,False
5.6,4.8,10.4,49.824655,26.633333,49.824655,False
5.6,4.9,10.5,49.708092,26.566667,49.708092,False
5.6,5.0,10.6,49.593623,26.516667,49.593623,False
5.6,5.1,10.7,49.481192,26.45,49.481192,False
5.6,5.2,10.8,49.370745,26.383333,49.370745,False
5.6,5.3,10.9,49.26223,26.333333,49.26223,False
5.6,5.4,11.0,49.155597,26.266667,49.155597,False
5.6,5.5,11.1,49.050798,26.2,49.050798,False
5.6,5.6,11.2,48.947786,26.133333,48.947786,False
5.6,5.7,11.3,48.846515,26.066667,48.846515,False
5.6,5.8,11.4,48.746942,26.0,48.746942,False
5.6,5.9,11.5,48.649025,25.933333,48.649025,False
5.6,6.0,11.6,48.552722,25.866667,48.552722,False
5.6,6.1,11.7,48.457995,25.8,48.457995,False
5.6,6.2,11.8,48.364804,25.716667,48.364804,False
5.6,6.3,11.9,48.273113,25.65,48.273113,False
5.6,6.4,12.0,48.182887,25.583333,48.182887,False
5.7,0.6,6.3,57.819342,28.7,57.819342,False
5.7,0.7,6.4,57.514716,28.65,57.514716,False
5.7,0.8,6.5,57.218852,28.616667,57.218852,False
5.7,0.9,6.6,56.931379,28.566667,56.931379,False
5.7,1.0,6.7,56.651943,28.533333,56.651943,False
5.7,1.1,6.8,56.380212,28.483333,56.380212,False
5.7,1.2,6.9,56.115871,28.433333,56.115871,False
5.7,1.3,7.0,55.858623,28.4,55.858623,False
5.7,1.4,7.1,55.608186,28.35,55.608186,False
5.7,1.5,7.2,55.364293,28.3,55.364293,False
5.7,1.6,7.3,55.12669,28.266667,55.12669,False
5.7,1.7,7.4,54.895138,28.216667,54.895138,False
5.7,1.8,7.5,54.669408,28.166667,54.669408,False
5.7,1.9,7.6,54.449283,28.116667,54.449283,False
5.7,2.0,7.7,54.234557,28.066667,54.234557,False
5.7,2.1,7.8,54.025034,28.033333,54.025034,False
5.7,2.2,7.9,53.820528,27.983333,53.820528,False
5.7,2.3,8.0,53.62086,27.933333,53.62086,False
5.7,2.4,8.1,53.425861,27.883333,53.425861,False
5.7,2.5,8.2,53.235369,27.833333,53.235369,False
5.7,2.6,8.3,53.04923,27.783333,53.04923,False
5.7,2.7,8.4,52.867296,27.733333,52.867296,False
5.7,2.8,8.5,52.689427,27.683333,52.689427,False
5.7,2.9,8.6,52.515488,27.633333,52.515488,False
5.7,3.0,8.7,52.34535,27.583333,52.34535,False
5.7,3.1,8.8,52.178891,27.533333,52.178891,False
5.7,3.2,8.9,52.015992,27.483333,52.015992,False
5.7,3.3,9.0,51.856541,27.433333,51.856541,False
5.7,3.4,9.1,51.70043,27.366667,51.70043,False
5.7,3.5,9.2,51.547554,27.316667,51.547554,False
5.7,3.6,9.3,51.397815,27.266667,51.397815,False
5.7,3.7,9.4,51.251116,27.216667,51.251116,False
5.7,3.8,9.5,51.107367,27.15,51.107367,False
5.7,3.9,9.6,50.96648,27.1,50.96648,False
5.7,4.0,9.7,50.82837,27.05,50.82837,False
5.7,4.1,9.8,50.692956,26.983333,50.692956,False
5.7,4.2,9.9,50.560159,26.933333,50.560159,False
5.7,4.3,10.0,50.429906,26.866667,50.429906,False
5.7,4.4,10.1,50.302123,26.816667,50.302123,False
5.7,4.5,10.2,50.176741,26.75,50.176741,False
5.7,4.6,10.3,50.053694,26.7,50.053694,False
5.7,4.7,10.4,49.932916,26.633333,49.932916,False
5.7,4.8,10.5,49.814346,26.566667,49.814346,False
5.7,4.9,10.6,49.697924,26.516667,49.697924,False
5.7,5.0,10.7,49.583592,26.45,49.583592,False
5.7,5.1,10.8,49.471294,26.383333,49.471294,False
5.7,5.2,10.9,49.360977,26.316667,49.360977,False
5.7,5.3,11.0,49.252588,26.266667,49.252588,False
5.7,5.4,11.1,49.146079,26.2,49.146079,False
5.7,5.5,11.2,49.041399,26.133333,49.041399,False
5.7,5.6,11.3,48.938504,26.066667,48.938504,False
5.7,5.7,11.4,48.837347,26.0,48.837347,False
5.7,5.8,11.5,48.737886,25.933333,48.737886,False
5.7,5.9,11.6,48.640077,25.866667,48.640077,False
5.7,6.0,11.7,48.54388,25.783333,48.54388,False
5.7,6.1,11.8,48.449256,25.716667,48.449256,False
5.7,6.2,11.9,48.356166,25.65,48.356166,False
5.7,6.3,12.0,48.264574,25.566667,48.264574,False
5.7,6.4,12.1,48.174443,25.5,48.174443,False
5.8,0.6,6.4,57.795685,28.666667,57.795685,False
5.8,0.7,6.5,57.491706,28.633333,57.491706,False
5.8,0.8,6.6,57.19646,28.583333,57.19646,False
5.8,0.9,6.7,56.909575,28.55,56.909575,False
5.8,1.0,6.8,56.630702,28.5,56.630702,False
5.8,1.1,6.9,56.359509,28.45,56.359509,False
5.8,1.2,7.0,56.095682,28.416667,56.095682,False
5.8,1.3,7.1,55.838926,28.366667,55.838926,False
5.8,1.4,7.2,55.588959,28.316667,55.588959,False
5.8,1.5,7.3,55.345517,28.266667,55.345517,False
5.8,1.6,7.4,55.108346,28.233333,55.108346,False
5.8,1.7,7.5,54.877208,28.183333,54.877208,False
5.8,1.8,7.6,54.651875,28.133333,54.651875,False
5.8,1.9,7.7,54.432132,28.083333,54.432132,False
5.8,2.0,7.8,54.217773,28.033333,54.217773,False
5.8,2.1,7.9,54.008602,27.983333,54.008602,False
5.8,2.2,8.0,53.804435,27.933333,53.804435,False
5.8,2.3,8.1,53.605093,27.9,53.605093,False
5.8,2.4,8.2,53.410407,27.85,53.410407,False
5.8,2.5,8.3,53.220217,27.8,53.220217,False
5.8,2.6,8.4,53.034369,27.75,53.034369,False
5.8,2.7,8.5,52.852716,27.7,52.852716,False
5.8,2.8,8.6,52.675117,27.633333,52.675117,False
5.8,2.9,8.7,52.501439,27.583333,52.501439,False
5.8,3.0,8.8,52.331554,27.533333,52.331554,False
5.8,3.1,8.9,52.165338,27.483333,52.165338,False
5.8,3.2,9.0,52.002674,27.433333,52.002674,False
5.8,3.3,9.1,51.843451,27.383333,51.843451,False
5.8,3.4,9.2,51.687559,27.333333,51.687559,False
5.8,3.5,9.3,51.534896,27.266667,51.534896,False
5.8,3.6,9.4,51.385362,27.216667,51.385362,False
5.8,3.7,9.5,51.238864,27.166667,51.238864,False
5.8,3.8,9.6,51.095308,27.1,51.095308,False
5.8,3.9,9.7,50.954608,27.05,50.954608,False
5.8,4.0,9.8,50.816679,26.983333,50.816679,False
5.8,4.1,9.9,50.681441,26.933333,50.681441,False
5.8,4.2,10.0,50.548815,26.883333,50.548815,False
5.8,4.3,10.1,50.418728,26.816667,50.418728,False
5.8,4.4,10.2,50.291106,26.75,50.291106,False
5.8,4.5,10.3,50.16588,26.7,50.16588,False
5.8,4.6,10.4,50.042985,26.633333,50.042985,False
5.8,4.7,10.5,49.922355,26.583333,49.922355,False
5.8,4.8,10.6,49.803928,26.516667,49.803928,False
5.8,4.9,10.7,49.687645,26.45,49.687645,False
