time_s,time_min,skin_temperature_c
1181,19.683333,43.111208
1182,19.7,43.114306
1183,19.716667,43.117402
1184,19.733333,43.120496
1185,19.75,43.123587
1186,19.766667,43.126675
1187,19.783333,43.129761
1188,19.8,43.132845
1189,19.816667,43.135926
1190,19.833333,43.139005
1191,19.85,43.142081
1192,19.866667,43.145155
1193,19.883333,43.148226
1194,19.9,43.151295
1195,19.916667,43.154361
1196,19.933333,43.157425
1197,19.95,43.160486
1198,19.966667,43.163545
1199,19.983333,43.166601
1200,20.0,43.169655
1201,20.016667,43.172707
1202,20.033333,43.175756
1203,20.05,43.178803
1204,20.066667,43.181847
1205,20.083333,43.184889
1206,20.1,43.187928
1207,20.116667,43.190965
1208,20.133333,43.193999
1209,20.15,43.197031
1210,20.166667,43.20006
1211,20.183333,43.203088
1212,20.2,43.206112
1213,20.216667,43.209134
1214,20.233333,43.212154
1215,20.25,43.215171
1216,20.266667,43.218186
1217,20.283333,43.221199
1218,20.3,43.224209
1219,20.316667,43.227217
1220,20.333333,43.230222
1221,20.35,43.233225
1222,20.366667,43.236225
1223,20.383333,43.239223
1224,20.4,43.242219
1225,20.416667,43.245212
1226,20.433333,43.248203
1227,20.45,43.251191
1228,20.466667,43.254177
1229,20.483333,43.25716
1230,20.5,43.260142
1231,20.516667,43.26312
1232,20.533333,43.266097
1233,20.55,43.269071
1234,20.566667,43.272042
1235,20.583333,43.275011
1236,20.6,43.277978
1237,20.616667,43.280943
1238,20.633333,43.283905
1239,20.65,43.286864
1240,20.666667,43.289821
1241,20.683333,43.292776
1242,20.7,43.295729
1243,20.716667,43.298679
1244,20.733333,43.301627
1245,20.75,43.304572
1246,20.766667,43.307515
1247,20.783333,43.310456
1248,20.8,43.313394
1249,20.816667,43.31633
1250,20.833333,43.319264
1251,20.85,43.322195
1252,20.866667,43.325124
1253,20.883333,43.32805
1254,20.9,43.330974
1255,20.916667,43.333896
1256,20.933333,43.336815
1257,20.95,43.339733
1258,20.966667,43.342647
1259,20.983333,43.34556
1260,21.0,43.34847
1261,21.016667,43.351377
1262,21.033333,43.354283
1263,21.05,43.357186
1264,21.066667,43.360087
1265,21.083333,43.362985
1266,21.1,43.365881
1267,21.116667,43.368775
1268,21.133333,43.371666
1269,21.15,43.374555
1270,21.166667,43.377442
1271,21.183333,43.380326
1272,21.2,43.383208
1273,21.216667,43.386088
1274,21.233333,43.388966
1275,21.25,43.391841
1276,21.266667,43.394714
1277,21.283333,43.397584
1278,21.3,43.400452
1279,21.316667,43.403318
1280,21.333333,43.406182
1281,21.35,43.409043
1282,21.366667,43.411902
1283,21.383333,43.414759
1284,21.4,43.417613
1285,21.416667,43.420465
1286,21.433333,43.423315
1287,21.45,43.426163
1288,21.466667,43.429008
1289,21.483333,43.431851
1290,21.5,43.434692
1291,21.516667,43.43753
1292,21.533333,43.440366
1293,21.55,43.4432
1294,21.566667,43.446031
1295,21.583333,43.448861
1296,21.6,43.451688
1297,21.616667,43.454512
1298,21.633333,43.457335
1299,21.65,43.460155
1300,21.666667,43.462973
1301,21.683333,43.465788
1302,21.7,43.468602
1303,21.716667,43.471413
1304,21.733333,43.474222
1305,21.75,43.477028
1306,21.766667,43.479833
1307,21.783333,43.482635
1308,21.8,43.485434
1309,21.816667,43.488232
1310,21.833333,43.491027
1311,21.85,43.49382
1312,21.866667,43.496611
1313,21.883333,43.4994
1314,21.9,43.502186
1315,21.916667,43.50497
1316,21.933333,43.507752
1317,21.95,43.510532
1318,21.966667,43.513309
1319,21.983333,43.516084
1320,22.0,43.518857
1321,22.016667,43.521628
1322,22.033333,43.524396
1323,22.05,43.527162
1324,22.066667,43.529926
1325,22.083333,43.532688
1326,22.1,43.535448
1327,22.116667,43.538205
1328,22.133333,43.54096
1329,22.15,43.543713
1330,22.166667,43.546464
1331,22.183333,43.549212
1332,22.2,43.551959
1333,22.216667,43.554703
1334,22.233333,43.557445
1335,22.25,43.560184
1336,22.266667,43.562922
1337,22.283333,43.565657
1338,22.3,43.56839
1339,22.316667,43.571121
1340,22.333333,43.573849
1341,22.35,43.576576
1342,22.366667,43.5793
1343,22.383333,43.582022
1344,22.4,43.584742
1345,22.416667,43.58746
1346,22.433333,43.590175
1347,22.45,43.592889
1348,22.466667,43.5956
1349,22.483333,43.598309
1350,22.5,43.601016
1351,22.516667,43.60372
1352,22.533333,43.606423
1353,22.55,43.609123
1354,22.566667,43.611821
1355,22.583333,43.614517
1356,22.6,43.617211
1357,22.616667,43.619902
1358,22.633333,43.622592
1359,22.65,43.625279
1360,22.666667,43.627964
1361,22.683333,43.630647
1362,22.7,43.633328
1363,22.716667,43.636006
1364,22.733333,43.638683
1365,22.75,43.641357
1366,22.766667,43.644029
1367,22.783333,43.646699
1368,22.8,43.649367
1369,22.816667,43.652033
1370,22.833333,43.654696
1371,22.85,43.657358
1372,22.866667,43.660017
1373,22.883333,43.662674
1374,22.9,43.665329
1375,22.916667,43.667982
1376,22.933333,43.670633
1377,22.95,43.673282
1378,22.966667,43.675928
1379,22.983333,43.678572
1380,23.0,43.681215
1381,23.016667,43.683855
1382,23.033333,43.686493
1383,23.05,43.689129
1384,23.066667,43.691762
1385,23.083333,43.694394
1386,23.1,43.697023
1387,23.116667,43.699651
1388,23.133333,43.702276
1389,23.15,43.704899
1390,23.166667,43.70752
1391,23.183333,43.710139
1392,23.2,43.712756
1393,23.216667,43.715371
1394,23.233333,43.717984
1395,23.25,43.720594
1396,23.266667,43.723202
1397,23.283333,43.725809
1398,23.3,43.728413
1399,23.316667,43.731015
1400,23.333333,43.733615
1401,23.35,43.736213
1402,23.366667,43.738809
1403,23.383333,43.741403
1404,23.4,43.743995
1405,23.416667,43.746584
1406,23.433333,43.749172
1407,23.45,43.751757
1408,23.466667,43.754341
1409,23.483333,43.756922
1410,23.5,43.759501
1411,23.516667,43.762078
1412,23.533333,43.764653
1413,23.55,43.767226
1414,23.566667,43.769797
1415,23.583333,43.772366
1416,23.6,43.774933
1417,23.616667,43.777498
1418,23.633333,43.78006
1419,23.65,43.782621
1420,23.666667,43.78518
1421,23.683333,43.787736
1422,23.7,43.79029
1423,23.716667,43.792843
1424,23.733333,43.795393
1425,23.75,43.797941
1426,23.766667,43.800488
1427,23.783333,43.803032
1428,23.8,43.805574
1429,23.816667,43.808114
1430,23.833333,43.810652
1431,23.85,43.813188
1432,23.866667,43.815722
1433,23.883333,43.818254
1434,23.9,43.820784
1435,23.916667,43.823312
1436,23.933333,43.825838
1437,23.95,43.828361
1438,23.966667,43.830883
1439,23.983333,43.833403
1440,24.0,43.835921
1441,24.016667,43.838436
1442,24.033333,43.84095
1443,24.05,43.843462
1444,24.066667,43.845971
1445,24.083333,43.848479
1446,24.1,43.850984
1447,24.116667,43.853488
1448,24.133333,43.85599
1449,24.15,43.858489
1450,24.166667,43.860987
1451,24.183333,43.863482
1452,24.2,43.865976
1453,24.216667,43.868467
1454,24.233333,43.870957
1455,24.25,43.873444
1456,24.266667,43.87593
1457,24.283333,43.878413
1458,24.3,43.880895
1459,24.316667,43.883374
1460,24.333333,43.885852
1461,24.35,43.888327
1462,24.366667,43.890801
1463,24.383333,43.893272
1464,24.4,43.895742
1465,24.416667,43.89821
1466,24.433333,43.900675
1467,24.45,43.903139
1468,24.466667,43.9056
1469,24.483333,43.90806
1470,24.5,43.910518
1471,24.516667,43.912973
1472,24.533333,43.915427
1473,24.55,43.917879
1474,24.566667,43.920329
1475,24.583333,43.922777
1476,24.6,43.925222
1477,24.616667,43.927666
1478,24.633333,43.930108
1479,24.65,43.932548
1480,24.666667,43.934986
1481,24.683333,43.937422
1482,24.7,43.939856
1483,24.716667,43.942288
1484,24.733333,43.944718
1485,24.75,43.947147
1486,24.766667,43.949573
1487,24.783333,43.951997
1488,24.8,43.954419
1489,24.816667,43.95684
1490,24.833333,43.959258
1491,24.85,43.961675
1492,24.866667,43.964089
1493,24.883333,43.966502
1494,24.9,43.968913
1495,24.916667,43.971321
1496,24.933333,43.973728
1497,24.95,43.976133
1498,24.966667,43.978536
1499,24.983333,43.980937
1500,25.0,43.983336
1501,25.016667,43.985733
1502,25.033333,43.988128
1503,25.05,43.990522
1504,25.066667,43.992913
1505,25.083333,43.995302
1506,25.1,43.99769
1507,25.116667,44.000075
1508,25.133333,44.002459
1509,25.15,44.004841
1510,25.166667,44.007221
1511,25.183333,44.009599
1512,25.2,44.011975
1513,25.216667,44.014349
1514,25.233333,44.016721
1515,25.25,44.019091
1516,25.266667,44.02146
1517,25.283333,44.023826
1518,25.3,44.026191
1519,25.316667,44.028553
1520,25.333333,44.030914
1521,25.35,44.033273
1522,25.366667,44.03563
1523,25.383333,44.037985
1524,25.4,44.040338
1525,25.416667,44.042689
1526,25.433333,44.045039
1527,25.45,44.047386
1528,25.466667,44.049732
1529,25.483333,44.052076
1530,25.5,44.054417
1531,25.516667,44.056757
1532,25.533333,44.059096
1533,25.55,44.061432
1534,25.566667,44.063766
1535,25.583333,44.066099
1536,25.6,44.068429
1537,25.616667,44.070758
1538,25.633333,44.073085
1539,25.65,44.07541
1540,25.666667,44.077733
1541,25.683333,44.080054
1542,25.7,44.082373
1543,25.716667,44.084691
1544,25.733333,44.087006
1545,25.75,44.08932
1546,25.766667,44.091632
1547,25.783333,44.093942
1548,25.8,44.09625
1549,25.816667,44.098556
1550,25.833333,44.100861
1551,25.85,44.103164
1552,25.866667,44.105464
1553,25.883333,44.107763
1554,25.9,44.11006
1555,25.916667,44.112356
1556,25.933333,44.114649
1557,25.95,44.11694
1558,25.966667,44.11923
1559,25.983333,44.121518
1560,26.0,44.123804
1561,26.016667,44.126088
1562,26.033333,44.12837
1563,26.05,44.130651
1564,26.066667,44.13293
1565,26.083333,44.135206
1566,26.1,44.137481
1567,26.116667,44.139755
1568,26.133333,44.142026
1569,26.15,44.144295
1570,26.166667,44.146563
1571,26.183333,44.148829
1572,26.2,44.151093
1573,26.216667,44.153355
1574,26.233333,44.155616
1575,26.25,44.157874
1576,26.266667,44.160131
1577,26.283333,44.162386
1578,26.3,44.164639
1579,26.316667,44.16689
1580,26.333333,44.16914
1581,26.35,44.171388
1582,26.366667,44.173633
1583,26.383333,44.175877
1584,26.4,44.17812
1585,26.416667,44.18036
1586,26.433333,44.182599
1587,26.45,44.184836
1588,26.466667,44.187071
1589,26.483333,44.189304
1590,26.5,44.191536
1591,26.516667,44.193765
1592,26.533333,44.195993
1593,26.55,44.198219
1594,26.566667,44.200444
1595,26.583333,44.202666
1596,26.6,44.204887
1597,26.616667,44.207106
1598,26.633333,44.209323
1599,26.65,44.211538
1600,26.666667,44.213752
1601,26.683333,44.215964
1602,26.7,44.218174
1603,26.716667,44.220382
1604,26.733333,44.222589
1605,26.75,44.224793
1606,26.766667,44.226996
1607,26.783333,44.229197
1608,26.8,44.231397
1609,26.816667,44.233594
1610,26.833333,44.23579
1611,26.85,44.237984
1612,26.866667,44.240177
1613,26.883333,44.242367
1614,26.9,44.244556
1615,26.916667,44.246743
1616,26.933333,44.248928
1617,26.95,44.251112
1618,26.966667,44.253294
1619,26.983333,44.255474
1620,27.0,44.257652
1621,27.016667,44.259829
1622,27.033333,44.262003
1623,27.05,44.264176
1624,27.066667,44.266348
1625,27.083333,44.268517
1626,27.1,44.270685
1627,27.116667,44.272851
1628,27.133333,44.275015
1629,27.15,44.277178
1630,27.166667,44.279339
1631,27.183333,44.281498
1632,27.2,44.283655
1633,27.216667,44.285811
1634,27.233333,44.287965
1635,27.25,44.290117
1636,27.266667,44.292267
1637,27.283333,44.294416
1638,27.3,44.296563
1639,27.316667,44.298708
1640,27.333333,44.300851
1641,27.35,44.302993
1642,27.366667,44.305133
1643,27.383333,44.307272
1644,27.4,44.309408
1645,27.416667,44.311543
1646,27.433333,44.313676
1647,27.45,44.315808
1648,27.466667,44.317937
1649,27.483333,44.320065
1650,27.5,44.322192
1651,27.516667,44.324316
1652,27.533333,44.326439
1653,27.55,44.328561
1654,27.566667,44.33068
1655,27.583333,44.332798
1656,27.6,44.334914
1657,27.616667,44.337028
1658,27.633333,44.339141
1659,27.65,44.341252
1660,27.666667,44.343361
1661,27.683333,44.345469
1662,27.7,44.347575
1663,27.716667,44.349679
1664,27.733333,44.351781
1665,27.75,44.353882
1666,27.766667,44.355981
1667,27.783333,44.358079
1668,27.8,44.360174
1669,27.816667,44.362269
1670,27.833333,44.364361
1671,27.85,44.366452
1672,27.866667,44.368541
1673,27.883333,44.370628
1674,27.9,44.372714
1675,27.916667,44.374798
1676,27.933333,44.37688
1677,27.95,44.378961
1678,27.966667,44.38104
1679,27.983333,44.383117
1680,28.0,44.385192
1681,28.016667,44.387266
1682,28.033333,44.389339
1683,28.05,44.391409
1684,28.066667,44.393478
1685,28.083333,44.395545
1686,28.1,44.397611
1687,28.116667,44.399675
1688,28.133333,44.401737
1689,28.15,44.403798
1690,28.166667,44.405857
1691,28.183333,44.407914
1692,28.2,44.40997
1693,28.216667,44.412024
1694,28.233333,44.414076
1695,28.25,44.416127
1696,28.266667,44.418176
1697,28.283333,44.420224
1698,28.3,44.422269
1699,28.316667,44.424313
1700,28.333333,44.426356
1701,28.35,44.428397
1702,28.366667,44.430436
1703,28.383333,44.432473
1704,28.4,44.434509
1705,28.416667,44.436544
1706,28.433333,44.438576
1707,28.45,44.440607
1708,28.466667,44.442637
1709,28.483333,44.444664
1710,28.5,44.446691
1711,28.516667,44.448715
1712,28.533333,44.450738
1713,28.55,44.452759
1714,28.566667,44.454779
1715,28.583333,44.456797
1716,28.6,44.458813
1717,28.616667,44.460828
1718,28.633333,44.462841
1719,28.65,44.464852
1720,28.666667,44.466862
1721,28.683333,44.468871
1722,28.7,44.470877
1723,28.716667,44.472882
1724,28.733333,44.474886
1725,28.75,44.476887
1726,28.766667,44.478888
1727,28.783333,44.480886
1728,28.8,44.482883
1729,28.816667,44.484879
1730,28.833333,44.486872
1731,28.85,44.488865
1732,28.866667,44.490855
1733,28.883333,44.492844
1734,28.9,44.494831
1735,28.916667,44.496817
1736,28.933333,44.498801
1737,28.95,44.500784
1738,28.966667,44.502765
1739,28.983333,44.504744
1740,29.0,44.506722
1741,29.016667,44.508698
1742,29.033333,44.510673
1743,29.05,44.512646
1744,29.066667,44.514617
1745,29.083333,44.516587
1746,29.1,44.518556
1747,29.116667,44.520522
1748,29.133333,44.522487
1749,29.15,44.524451
1750,29.166667,44.526413
1751,29.183333,44.528373
1752,29.2,44.530332
1753,29.216667,44.532289
1754,29.233333,44.534245
1755,29.25,44.536199
1756,29.266667,44.538151
1757,29.283333,44.540102
1758,29.3,44.542052
1759,29.316667,44.543999
1760,29.333333,44.545946
1761,29.35,44.54789
1762,29.366667,44.549833
1763,29.383333,44.551775
1764,29.4,44.553715
1765,29.416667,44.555653
1766,29.433333,44.55759
1767,29.45,44.559525
1768,29.466667,44.561459
1769,29.483333,44.563391
1770,29.5,44.565322
1771,29.516667,44.567251
1772,29.533333,44.569179
1773,29.55,44.571105
1774,29.566667,44.573029
1775,29.583333,44.574952
1776,29.6,44.576873
1777,29.616667,44.578793
1778,29.633333,44.580711
1779,29.65,44.582628
1780,29.666667,44.584543
1781,29.683333,44.586457
1782,29.7,44.588369
1783,29.716667,44.590279
1784,29.733333,44.592188
1785,29.75,44.594096
1786,29.766667,44.596002
1787,29.783333,44.597906
1788,29.8,44.599809
1789,29.816667,44.60171
1790,29.833333,44.60361
1791,29.85,44.605508
1792,29.866667,44.607405
1793,29.883333,44.6093
1794,29.9,44.611194
1795,29.916667,44.613086
1796,29.933333,44.614977
1797,29.95,44.616866
1798,29.966667,44.618754
1799,29.983333,44.62064
1800,30.0,44.622524
