array_spacing_m,detonation_depth_m,hit_probability
115.0,350.0,0.1116333
115.0,355.0,0.1116333
115.0,360.0,0.1116333
120.0,115.0,0.10809326
120.0,120.0,0.13299561
120.0,125.0,0.15838623
120.0,130.0,0.18267822
120.0,135.0,0.20581055
120.0,140.0,0.22772217
120.0,145.0,0.2487793
120.0,150.0,0.26306152
120.0,155.0,0.26916504
120.0,160.0,0.27026367
120.0,165.0,0.26672363
120.0,170.0,0.26245117
120.0,175.0,0.2545166
120.0,180.0,0.24633789
120.0,185.0,0.23681641
120.0,190.0,0.22528076
120.0,195.0,0.21337891
120.0,200.0,0.20141602
120.0,205.0,0.18945312
120.0,210.0,0.17834473
120.0,215.0,0.16827393
120.0,220.0,0.15783691
120.0,225.0,0.14910889
120.0,230.0,0.14117432
120.0,235.0,0.13391113
120.0,240.0,0.12896729
120.0,245.0,0.12408447
120.0,250.0,0.11999512
120.0,255.0,0.11737061
120.0,260.0,0.11444092
120.0,265.0,0.11242676
120.0,270.0,0.11114502
120.0,275.0,0.10992432
120.0,280.0,0.10900879
120.0,285.0,0.10852051
120.0,290.0,0.10797119
120.0,295.0,0.10772705
120.0,300.0,0.1072998
120.0,305.0,0.10723877
120.0,310.0,0.1071167
120.0,315.0,0.10705566
120.0,320.0,0.10699463
120.0,325.0,0.10699463
120.0,330.0,0.10699463
120.0,335.0,0.10699463
120.0,340.0,0.10699463
120.0,345.0,0.10699463
120.0,350.0,0.10699463
120.0,355.0,0.10699463
120.0,360.0,0.10699463
125.0,115.0,0.1071167
125.0,120.0,0.13092041
125.0,125.0,0.15594482
125.0,130.0,0.17987061
125.0,135.0,0.20336914
125.0,140.0,0.22399902
125.0,145.0,0.24395752
125.0,150.0,0.25769043
125.0,155.0,0.26318359
125.0,160.0,0.26403809
125.0,165.0,0.26098633
125.0,170.0,0.25646973
125.0,175.0,0.24920654
125.0,180.0,0.24060059
125.0,185.0,0.23022461
125.0,190.0,0.21893311
125.0,195.0,0.20837402
125.0,200.0,0.19573975
125.0,205.0,0.18377686
125.0,210.0,0.1730957
125.0,215.0,0.16241455
125.0,220.0,0.15301514
125.0,225.0,0.14422607
125.0,230.0,0.13647461
125.0,235.0,0.12890625
125.0,240.0,0.12402344
125.0,245.0,0.11901855
125.0,250.0,0.11505127
125.0,255.0,0.1116333
125.0,260.0,0.10919189
125.0,265.0,0.10748291
125.0,270.0,0.10620117
125.0,275.0,0.1048584
125.0,280.0,0.1038208
125.0,285.0,0.10333252
125.0,290.0,0.10290527
125.0,295.0,0.10272217
125.0,300.0,0.10241699
125.0,305.0,0.10235596
125.0,310.0,0.10223389
125.0,315.0,0.10211182
125.0,320.0,0.10205078
125.0,325.0,0.10205078
125.0,330.0,0.10205078
125.0,335.0,0.10205078
125.0,340.0,0.10205078
125.0,345.0,0.10205078
125.0,350.0,0.10205078
125.0,355.0,0.10205078
125.0,360.0,0.10205078
130.0,115.0,0.10455322
130.0,120.0,0.128479
130.0,125.0,0.1529541
130.0,130.0,0.17590332
130.0,135.0,0.1987915
130.0,140.0,0.2197876
130.0,145.0,0.23876953
130.0,150.0,0.25170898
130.0,155.0,0.25732422
130.0,160.0,0.25787354
130.0,165.0,0.25482178
130.0,170.0,0.25061035
130.0,175.0,0.24285889
130.0,180.0,0.23413086
130.0,185.0,0.22369385
130.0,190.0,0.21343994
130.0,195.0,0.20227051
130.0,200.0,0.19073486
130.0,205.0,0.17974854
130.0,210.0,0.16876221
130.0,215.0,0.15753174
130.0,220.0,0.14697266
130.0,225.0,0.13916016
130.0,230.0,0.13104248
130.0,235.0,0.12451172
130.0,240.0,0.11907959
130.0,245.0,0.11401367
130.0,250.0,0.1105957
130.0,255.0,0.10766602
130.0,260.0,0.1048584
130.0,265.0,0.10302734
130.0,270.0,0.10186768
130.0,275.0,0.10064697
130.0,280.0,0.09967041
130.0,285.0,0.09906006
130.0,290.0,0.09869385
130.0,295.0,0.09851074
130.0,300.0,0.09820557
130.0,305.0,0.09796143
130.0,310.0,0.09777832
130.0,315.0,0.09777832
130.0,320.0,0.09777832
130.0,325.0,0.09777832
130.0,330.0,0.09771729
130.0,335.0,0.09771729
130.0,340.0,0.09771729
130.0,345.0,0.09771729
130.0,350.0,0.09771729
130.0,355.0,0.09771729
130.0,360.0,0.09771729
135.0,115.0,0.10131836
135.0,120.0,0.12530518
135.0,125.0,0.14819336
135.0,130.0,0.17126465
135.0,135.0,0.19348145
135.0,140.0,0.21447754
135.0,145.0,0.23254395
135.0,150.0,0.24554443
135.0,155.0,0.2512207
135.0,160.0,0.25030518
135.0,165.0,0.24694824
135.0,170.0,0.24304199
135.0,175.0,0.23651123
135.0,180.0,0.22698975
135.0,185.0,0.21704102
135.0,190.0,0.206604
135.0,195.0,0.19555664
135.0,200.0,0.18426514
135.0,205.0,0.17272949
135.0,210.0,0.16229248
135.0,215.0,0.15209961
135.0,220.0,0.14221191
135.0,225.0,0.13360596
135.0,230.0,0.12634277
135.0,235.0,0.11956787
135.0,240.0,0.11419678
135.0,245.0,0.10955811
135.0,250.0,0.10565186
135.0,255.0,0.10290527
135.0,260.0,0.10028076
135.0,265.0,0.09838867
135.0,270.0,0.09710693
135.0,275.0,0.09594727
135.0,280.0,0.09509277
135.0,285.0,0.09448242
135.0,290.0,0.09411621
135.0,295.0,0.09399414
135.0,300.0,0.09362793
135.0,305.0,0.09326172
135.0,310.0,0.09320068
135.0,315.0,0.09320068
135.0,320.0,0.09320068
135.0,325.0,0.09320068
135.0,330.0,0.09313965
135.0,335.0,0.09313965
135.0,340.0,0.09313965
135.0,345.0,0.09313965
135.0,350.0,0.09313965
135.0,355.0,0.09313965
135.0,360.0,0.09313965
140.0,115.0,0.09716797
140.0,120.0,0.12036133
140.0,125.0,0.14318848
140.0,130.0,0.16558838
140.0,135.0,0.18634033
140.0,140.0,0.20703125
140.0,145.0,0.22528076
140.0,150.0,0.23754883
140.0,155.0,0.24139404
140.0,160.0,0.24169922
140.0,165.0,0.2388916
140.0,170.0,0.23498535
140.0,175.0,0.22766113
140.0,180.0,0.21850586
140.0,185.0,0.2097168
140.0,190.0,0.1987915
140.0,195.0,0.18774414
140.0,200.0,0.17755127
140.0,205.0,0.16619873
140.0,210.0,0.15588379
140.0,215.0,0.14508057
140.0,220.0,0.13525391
140.0,225.0,0.12731934
140.0,230.0,0.12011719
140.0,235.0,0.11383057
140.0,240.0,0.10906982
140.0,245.0,0.10461426
140.0,250.0,0.10095215
140.0,255.0,0.09820557
140.0,260.0,0.09564209
140.0,265.0,0.09368896
140.0,270.0,0.09234619
140.0,275.0,0.09143066
140.0,280.0,0.09051514
140.0,285.0,0.08990479
140.0,290.0,0.08959961
140.0,295.0,0.0894165
140.0,300.0,0.08905029
140.0,305.0,0.08880615
140.0,310.0,0.08880615
140.0,315.0,0.08880615
140.0,320.0,0.08874512
140.0,325.0,0.08874512
140.0,330.0,0.08874512
140.0,335.0,0.08868408
140.0,340.0,0.08868408
140.0,345.0,0.08868408
140.0,350.0,0.08868408
140.0,355.0,0.08868408
140.0,360.0,0.08868408
145.0,115.0,0.09350586
145.0,120.0,0.11462402
145.0,125.0,0.13739014
145.0,130.0,0.1585083
145.0,135.0,0.17871094
145.0,140.0,0.19744873
145.0,145.0,0.21459961
145.0,150.0,0.22521973
145.0,155.0,0.23010254
145.0,160.0,0.23095703
145.0,165.0,0.22772217
145.0,170.0,0.22460938
145.0,175.0,0.21746826
145.0,180.0,0.20904541
145.0,185.0,0.20074463
145.0,190.0,0.19018555
145.0,195.0,0.17895508
145.0,200.0,0.16766357
145.0,205.0,0.15771484
145.0,210.0,0.1484375
145.0,215.0,0.13824463
145.0,220.0,0.128479
145.0,225.0,0.12078857
145.0,230.0,0.11419678
145.0,235.0,0.10845947
145.0,240.0,0.10394287
145.0,245.0,0.0994873
145.0,250.0,0.09625244
145.0,255.0,0.09338379
145.0,260.0,0.09100342
145.0,265.0,0.08929443
145.0,270.0,0.08807373
145.0,275.0,0.0871582
145.0,280.0,0.08636475
145.0,285.0,0.08581543
145.0,290.0,0.08544922
145.0,295.0,0.08520508
145.0,300.0,0.08483887
145.0,305.0,0.08459473
145.0,310.0,0.08453369
145.0,315.0,0.08453369
145.0,320.0,0.08453369
145.0,325.0,0.08447266
145.0,330.0,0.08447266
145.0,335.0,0.08447266
145.0,340.0,0.08447266
145.0,345.0,0.08447266
145.0,350.0,0.08447266
145.0,355.0,0.08447266
145.0,360.0,0.08447266
150.0,115.0,0.0894165
150.0,120.0,0.11004639
150.0,125.0,0.13043213
150.0,130.0,0.15124512
150.0,135.0,0.16973877
150.0,140.0,0.18908691
150.0,145.0,0.20574951
150.0,150.0,0.21679688
150.0,155.0,0.22021484
150.0,160.0,0.22058105
150.0,165.0,0.21789551
150.0,170.0,0.21411133
150.0,175.0,0.20654297
150.0,180.0,0.1986084
150.0,185.0,0.19140625
150.0,190.0,0.18096924
150.0,195.0,0.17193604
150.0,200.0,0.16021729
150.0,205.0,0.15161133
150.0,210.0,0.14233398
150.0,215.0,0.13275146
150.0,220.0,0.12304688
150.0,225.0,0.11529541
150.0,230.0,0.10882568
150.0,235.0,0.10321045
150.0,240.0,0.09936523
150.0,245.0,0.09521484
150.0,250.0,0.09216309
150.0,255.0,0.08947754
150.0,260.0,0.08691406
150.0,265.0,0.08532715
150.0,270.0,0.08392334
150.0,275.0,0.08270264
150.0,280.0,0.08215332
150.0,285.0,0.08166504
150.0,290.0,0.08129883
150.0,295.0,0.08123779
150.0,300.0,0.08081055
150.0,305.0,0.08056641
150.0,310.0,0.08056641
150.0,315.0,0.08056641
150.0,320.0,0.08056641
150.0,325.0,0.08056641
150.0,330.0,0.08050537
150.0,335.0,0.08050537
150.0,340.0,0.08050537
150.0,345.0,0.08050537
150.0,350.0,0.08050537
150.0,355.0,0.08050537
150.0,360.0,0.08050537
155.0,115.0,0.08477783
155.0,120.0,0.10400391
155.0,125.0,0.12426758
155.0,130.0,0.14349365
155.0,135.0,0.16192627
155.0,140.0,0.18011475
155.0,145.0,0.19506836
155.0,150.0,0.20532227
155.0,155.0,0.2098999
155.0,160.0,0.21075439
155.0,165.0,0.20812988
155.0,170.0,0.20385742
155.0,175.0,0.19622803
155.0,180.0,0.18981934
155.0,185.0,0.18188477
155.0,190.0,0.17266846
155.0,195.0,0.1618042
155.0,200.0,0.15246582
155.0,205.0,0.14385986
155.0,210.0,0.13439941
155.0,215.0,0.125
155.0,220.0,0.11724854
155.0,225.0,0.11004639
155.0,230.0,0.10430908
155.0,235.0,0.09912109
155.0,240.0,0.09466553
155.0,245.0,0.09069824
155.0,250.0,0.08740234
155.0,255.0,0.0848999
155.0,260.0,0.08258057
155.0,265.0,0.08111572
155.0,270.0,0.08001709
155.0,275.0,0.07910156
155.0,280.0,0.07818604
155.0,285.0,0.07794189
155.0,290.0,0.07757568
155.0,295.0,0.07733154
155.0,300.0,0.07696533
155.0,305.0,0.07678223
155.0,310.0,0.07678223
155.0,315.0,0.07678223
155.0,320.0,0.07678223
155.0,325.0,0.07678223
155.0,330.0,0.07672119
155.0,335.0,0.07672119
155.0,340.0,0.07672119
155.0,345.0,0.07672119
155.0,350.0,0.07672119
155.0,355.0,0.07672119
155.0,360.0,0.07672119
160.0,115.0,0.08117676
160.0,120.0,0.09967041
160.0,125.0,0.11785889
160.0,130.0,0.13653564
160.0,135.0,0.15423584
160.0,140.0,0.17120361
160.0,145.0,0.18640137
160.0,150.0,0.19586182
160.0,155.0,0.19976807
160.0,160.0,0.20080566
160.0,165.0,0.1986084
160.0,170.0,0.19396973
160.0,175.0,0.18817139
160.0,180.0,0.18145752
160.0,185.0,0.17266846
160.0,190.0,0.16339111
160.0,195.0,0.15472412
160.0,200.0,0.14520264
160.0,205.0,0.13702393
160.0,210.0,0.1282959
160.0,215.0,0.12023926
160.0,220.0,0.11193848
160.0,225.0,0.10577393
160.0,230.0,0.10028076
160.0,235.0,0.09490967
160.0,240.0,0.09039307
160.0,245.0,0.08624268
160.0,250.0,0.08337402
160.0,255.0,0.08074951
160.0,260.0,0.07849121
160.0,265.0,0.07720947
160.0,270.0,0.07623291
160.0,275.0,0.07537842
160.0,280.0,0.074646
160.0,285.0,0.07421875
160.0,290.0,0.0737915
160.0,295.0,0.07366943
160.0,300.0,0.07330322
160.0,305.0,0.07312012
160.0,310.0,0.07312012
160.0,315.0,0.07312012
160.0,320.0,0.07312012
160.0,325.0,0.07312012
160.0,330.0,0.07305908
160.0,335.0,0.07305908
160.0,340.0,0.07305908
160.0,345.0,0.07305908
160.0,350.0,0.07305908
160.0,355.0,0.07305908
160.0,360.0,0.07305908
165.0,115.0,0.07702637
165.0,120.0,0.0949707
165.0,125.0,0.11230469
165.0,130.0,0.12957764
165.0,135.0,0.14599609
165.0,140.0,0.16259766
165.0,145.0,0.17736816
165.0,150.0,0.18664551
165.0,155.0,0.19024658
165.0,160.0,0.19085693
165.0,165.0,0.18920898
165.0,170.0,0.1854248
165.0,175.0,0.17907715
165.0,180.0,0.17242432
165.0,185.0,0.16448975
165.0,190.0,0.15661621
165.0,195.0,0.14794922
165.0,200.0,0.13909912
165.0,205.0,0.13018799
165.0,210.0,0.12194824
165.0,215.0,0.11401367
165.0,220.0,0.10754395
165.0,225.0,0.10113525
165.0,230.0,0.09539795
165.0,235.0,0.0904541
165.0,240.0,0.08630371
165.0,245.0,0.08221436
165.0,250.0,0.07965088
165.0,255.0,0.07757568
165.0,260.0,0.07476807
165.0,265.0,0.07385254
165.0,270.0,0.07275391
165.0,275.0,0.07183838
165.0,280.0,0.07122803
165.0,285.0,0.07080078
165.0,290.0,0.07043457
165.0,295.0,0.07025146
165.0,300.0,0.06988525
165.0,305.0,0.06976318
165.0,310.0,0.06976318
165.0,315.0,0.06970215
165.0,320.0,0.06970215
165.0,325.0,0.06964111
165.0,330.0,0.06964111
165.0,335.0,0.06958008
165.0,340.0,0.06958008
165.0,345.0,0.06958008
165.0,350.0,0.06958008
165.0,355.0,0.06958008
165.0,360.0,0.06958008
170.0,115.0,0.07299805
170.0,120.0,0.08978271
170.0,125.0,0.10748291
170.0,130.0,0.12316895
170.0,135.0,0.13928223
170.0,140.0,0.1552124
170.0,145.0,0.16967773
170.0,150.0,0.1776123
170.0,155.0,0.18103027
170.0,160.0,0.18267822
170.0,165.0,0.1807251
170.0,170.0,0.17565918
170.0,175.0,0.17114258
170.0,180.0,0.16455078
170.0,185.0,0.15667725
170.0,190.0,0.14849854
170.0,195.0,0.14111328
170.0,200.0,0.13250732
170.0,205.0,0.12365723
170.0,210.0,0.11584473
170.0,215.0,0.10845947
170.0,220.0,0.10107422
170.0,225.0,0.0947876
170.0,230.0,0.08966064
170.0,235.0,0.08563232
170.0,240.0,0.081604
170.0,245.0,0.07757568
170.0,250.0,0.07531738
170.0,255.0,0.07354736
170.0,260.0,0.07147217
170.0,265.0,0.0703125
170.0,270.0,0.06939697
170.0,275.0,0.06860352
170.0,280.0,0.06793213
170.0,285.0,0.06744385
170.0,290.0,0.06707764
170.0,295.0,0.06695557
170.0,300.0,0.06646729
170.0,305.0,0.06634521
170.0,310.0,0.06634521
170.0,315.0,0.06634521
170.0,320.0,0.06628418
170.0,325.0,0.06622314
170.0,330.0,0.06622314
170.0,335.0,0.06616211
170.0,340.0,0.06616211
170.0,345.0,0.06616211
170.0,350.0,0.06616211
170.0,355.0,0.06616211
170.0,360.0,0.06616211
175.0,115.0,0.06951904
175.0,120.0,0.08636475
175.0,125.0,0.10211182
175.0,130.0,0.11785889
175.0,135.0,0.13287354
175.0,140.0,0.14813232
175.0,145.0,0.16101074
175.0,150.0,0.16943359
175.0,155.0,0.1729126
175.0,160.0,0.17315674
175.0,165.0,0.17132568
175.0,170.0,0.1675415
175.0,175.0,0.16247559
175.0,180.0,0.15740967
175.0,185.0,0.1484375
175.0,190.0,0.14129639
175.0,195.0,0.13397217
175.0,200.0,0.12542725
175.0,205.0,0.11749268
175.0,210.0,0.10974121
175.0,215.0,0.10284424
175.0,220.0,0.09558105
175.0,225.0,0.09057617
175.0,230.0,0.08532715
175.0,235.0,0.08129883
175.0,240.0,0.07781982
175.0,245.0,0.07415771
175.0,250.0,0.07208252
175.0,255.0,0.06976318
175.0,260.0,0.06799316
175.0,265.0,0.0668335
175.0,270.0,0.06567383
175.0,275.0,0.06494141
175.0,280.0,0.06427002
175.0,285.0,0.06390381
175.0,290.0,0.06365967
175.0,295.0,0.06347656
175.0,300.0,0.06317139
175.0,305.0,0.06304932
175.0,310.0,0.06304932
175.0,315.0,0.06304932
175.0,320.0,0.06298828
175.0,325.0,0.06298828
175.0,330.0,0.06292725
175.0,335.0,0.06292725
175.0,340.0,0.06292725
175.0,345.0,0.06292725
175.0,350.0,0.06292725
175.0,355.0,0.06292725
175.0,360.0,0.06292725
180.0,115.0,0.06640625
180.0,120.0,0.08203125
180.0,125.0,0.09747314
180.0,130.0,0.11273193
180.0,135.0,0.12683105
180.0,140.0,0.14080811
180.0,145.0,0.15307617
180.0,150.0,0.1619873
180.0,155.0,0.16546631
180.0,160.0,0.16583252
180.0,165.0,0.16308594
180.0,170.0,0.15936279
180.0,175.0,0.15478516
180.0,180.0,0.14929199
180.0,185.0,0.14227295
180.0,190.0,0.13421631
180.0,195.0,0.12750244
180.0,200.0,0.11975098
180.0,205.0,0.11181641
180.0,210.0,0.10449219
180.0,215.0,0.09838867
180.0,220.0,0.0916748
180.0,225.0,0.08587646
180.0,230.0,0.08166504
180.0,235.0,0.07775879
180.0,240.0,0.07421875
180.0,245.0,0.07073975
180.0,250.0,0.06829834
180.0,255.0,0.06634521
180.0,260.0,0.06469727
180.0,265.0,0.06378174
180.0,270.0,0.06280518
180.0,275.0,0.06207275
180.0,280.0,0.06140137
180.0,285.0,0.06103516
180.0,290.0,0.06079102
180.0,295.0,0.06054688
180.0,300.0,0.06030273
180.0,305.0,0.0602417
180.0,310.0,0.06018066
180.0,315.0,0.06018066
180.0,320.0,0.06011963
180.0,325.0,0.06005859
180.0,330.0,0.06005859
180.0,335.0,0.06005859
180.0,340.0,0.06005859
180.0,345.0,0.06005859
180.0,350.0,0.06005859
180.0,355.0,0.06005859
180.0,360.0,0.06005859
185.0,115.0,0.06390381
185.0,120.0,0.07836914
185.0,125.0,0.09259033
185.0,130.0,0.1071167
185.0,135.0,0.12097168
185.0,140.0,0.13482666
185.0,145.0,0.14544678
185.0,150.0,0.15313721
185.0,155.0,0.15722656
185.0,160.0,0.15667725
185.0,165.0,0.1552124
185.0,170.0,0.15148926
185.0,175.0,0.14746094
185.0,180.0,0.14190674
185.0,185.0,0.1350708
185.0,190.0,0.12774658
185.0,195.0,0.12182617
185.0,200.0,0.1138916
185.0,205.0,0.10675049
185.0,210.0,0.09960938
185.0,215.0,0.09368896
185.0,220.0,0.08837891
185.0,225.0,0.08251953
185.0,230.0,0.07775879
185.0,235.0,0.07366943
185.0,240.0,0.07067871
185.0,245.0,0.06726074
185.0,250.0,0.06518555
185.0,255.0,0.06341553
185.0,260.0,0.06152344
185.0,265.0,0.06079102
185.0,270.0,0.05975342
185.0,275.0,0.05908203
185.0,280.0,0.05822754
185.0,285.0,0.0579834
185.0,290.0,0.05773926
185.0,295.0,0.05761719
185.0,300.0,0.05737305
185.0,305.0,0.05731201
185.0,310.0,0.05725098
185.0,315.0,0.05725098
185.0,320.0,0.05718994
185.0,325.0,0.05718994
185.0,330.0,0.05718994
185.0,335.0,0.05718994
185.0,340.0,0.05718994
185.0,345.0,0.05718994
185.0,350.0,0.05718994
185.0,355.0,0.05718994
185.0,360.0,0.05718994
190.0,115.0,0.06018066
190.0,120.0,0.07427979
190.0,125.0,0.0881958
190.0,130.0,0.1015625
190.0,135.0,0.11456299
190.0,140.0,0.12731934
190.0,145.0,0.13922119
190.0,150.0,0.14672852
190.0,155.0,0.14910889
190.0,160.0,0.14941406
190.0,165.0,0.14807129
190.0,170.0,0.14440918
190.0,175.0,0.14050293
190.0,180.0,0.13494873
190.0,185.0,0.12927246
190.0,190.0,0.12280273
190.0,195.0,0.1159668
190.0,200.0,0.10931396
190.0,205.0,0.10186768
190.0,210.0,0.09515381
190.0,215.0,0.08972168
190.0,220.0,0.08380127
190.0,225.0,0.07843018
190.0,230.0,0.07446289
190.0,235.0,0.07067871
190.0,240.0,0.06744385
190.0,245.0,0.06408691
190.0,250.0,0.06225586
190.0,255.0,0.06072998
190.0,260.0,0.05883789
190.0,265.0,0.05804443
190.0,270.0,0.05737305
190.0,275.0,0.05651855
190.0,280.0,0.05578613
190.0,285.0,0.05529785
190.0,290.0,0.05511475
190.0,295.0,0.05499268
190.0,300.0,0.05474854
190.0,305.0,0.0546875
190.0,310.0,0.0546875
190.0,315.0,0.0546875
190.0,320.0,0.05462646
190.0,325.0,0.05462646
190.0,330.0,0.05462646
190.0,335.0,0.05462646
190.0,340.0,0.05462646
190.0,345.0,0.05462646
190.0,350.0,0.05462646
190.0,355.0,0.05462646
190.0,360.0,0.05462646
195.0,115.0,0.05737305
195.0,120.0,0.07116699
195.0,125.0,0.08435059
195.0,130.0,0.09729004
195.0,135.0,0.10974121
195.0,140.0,0.12237549
195.0,145.0,0.13311768
195.0,150.0,0.13995361
195.0,155.0,0.14245605
195.0,160.0,0.14385986
195.0,165.0,0.14221191
195.0,170.0,0.1383667
195.0,175.0,0.13452148
195.0,180.0,0.12902832
195.0,185.0,0.12371826
195.0,190.0,0.11700439
195.0,195.0,0.11077881
195.0,200.0,0.10437012
195.0,205.0,0.0970459
195.0,210.0,0.090271
195.0,215.0,0.0848999
195.0,220.0,0.07958984
195.0,225.0,0.07446289
195.0,230.0,0.07055664
195.0,235.0,0.06695557
195.0,240.0,0.06384277
195.0,245.0,0.06103516
195.0,250.0,0.05932617
195.0,255.0,0.05755615
195.0,260.0,0.05603027
195.0,265.0,0.05535889
195.0,270.0,0.0546875
195.0,275.0,0.05407715
195.0,280.0,0.05340576
195.0,285.0,0.05297852
195.0,290.0,0.05267334
195.0,295.0,0.05249023
195.0,300.0,0.05230713
195.0,305.0,0.05218506
195.0,310.0,0.05212402
195.0,315.0,0.05212402
195.0,320.0,0.05206299
195.0,325.0,0.05206299
195.0,330.0,0.05206299
195.0,335.0,0.05206299
195.0,340.0,0.05206299
195.0,345.0,0.05206299
195.0,350.0,0.05206299
195.0,355.0,0.05206299
195.0,360.0,0.05206299
200.0,115.0,0.05523682
200.0,120.0,0.06835938
200.0,125.0,0.08007812
200.0,130.0,0.09283447
200.0,135.0,0.10552979
200.0,140.0,0.11627197
200.0,145.0,0.12683105
200.0,150.0,0.13354492
200.0,155.0,0.13696289
200.0,160.0,0.13684082
200.0,165.0,0.13549805
200.0,170.0,0.13226318
200.0,175.0,0.12780762
200.0,180.0,0.1229248
200.0,185.0,0.11798096
200.0,190.0,0.11199951
200.0,195.0,0.10583496
200.0,200.0,0.0993042
200.0,205.0,0.09295654
200.0,210.0,0.08660889
200.0,215.0,0.08123779
200.0,220.0,0.07568359
200.0,225.0,0.07147217
200.0,230.0,0.06719971
200.0,235.0,0.06427002
200.0,240.0,0.06109619
200.0,245.0,0.05883789
200.0,250.0,0.05712891
200.0,255.0,0.05517578
200.0,260.0,0.0536499
200.0,265.0,0.05279541
200.0,270.0,0.05218506
200.0,275.0,0.05145264
200.0,280.0,0.05096436
200.0,285.0,0.05065918
200.0,290.0,0.050354
200.0,295.0,0.0501709
200.0,300.0,0.04992676
200.0,305.0,0.04986572
200.0,310.0,0.04986572
200.0,315.0,0.04980469
200.0,320.0,0.04974365
200.0,325.0,0.04974365
200.0,330.0,0.04974365
200.0,335.0,0.04974365
200.0,340.0,0.04974365
200.0,345.0,0.04974365
200.0,350.0,0.04974365
200.0,355.0,0.04974365
200.0,360.0,0.04974365
