make,variant,length_ft,geographic_region,country_region_state,listing_price_usd,year,hull_type,age_years,make_variant,variant_observation_count,log_price
Beneteau,Oceanis 40,40.0,Europe,Spain,100820,2008,monohull,12,Beneteau Oceanis 40,35.0,11.521092027636621
Beneteau,Oceanis 40,40.0,USA,Washington,159000,2008,monohull,12,Beneteau Oceanis 40,35.0,11.976659481202368
Beneteau,43,43.0,USA,California,189500,2008,monohull,12,Beneteau 43,7.0,12.152144303504619
Beneteau,43,43.0,USA,Florida,159500,2008,monohull,12,Beneteau 43,7.0,11.979799201207037
Beneteau,43,43.0,USA,Florida,154000,2008,monohull,12,Beneteau 43,7.0,11.944707881395766
Beneteau,Oceanis 43,43.0,Europe,Greece,133617,2008,monohull,12,Beneteau Oceanis 43,33.0,11.802732777498642
Beneteau,Oceanis 43,43.0,Europe,Greece,133598,2008,monohull,12,Beneteau Oceanis 43,33.0,11.80259056991275
Beneteau,Oceanis 43,43.0,Europe,Greece,121457,2008,monohull,12,Beneteau Oceanis 43,33.0,11.707315569656984
Beneteau,Cyclades 43.4,43.0,Europe,Greece,109311,2008,monohull,12,Beneteau Cyclades 43.4,10.0,11.601952309539879
Beneteau,Oceanis 43,43.0,Europe,Greece,95961,2008,monohull,12,Beneteau Oceanis 43,33.0,11.471697137908086
Beneteau,Oceanis 43,43.0,Europe,Greece,91090,2008,monohull,12,Beneteau Oceanis 43,33.0,11.419603307738855
Beneteau,Oceanis 43,43.0,Europe,Italy,121470,2008,monohull,12,Beneteau Oceanis 43,33.0,11.707422597694316
Beneteau,Oceanis 43,43.0,Europe,Italy,115396,2008,monohull,12,Beneteau Oceanis 43,33.0,11.656124970410334
Beneteau,43,43.0,USA,Louisiana,159900,2008,monohull,12,Beneteau 43,7.0,11.982303898822046
Beneteau,Oceanis 43,43.0,USA,Mississippi,169000,2008,monohull,12,Beneteau Oceanis 43,33.0,12.037653993905211
Beneteau,43,43.0,USA,North Carolina,165000,2008,monohull,12,Beneteau 43,7.0,12.013700752882718
Beneteau,Oceanis 43,43.0,Europe,Spain,163962,2008,monohull,12,Beneteau Oceanis 43,33.0,12.007389972640974
Beneteau,Oceanis 43,43.0,Europe,Spain,144549,2008,monohull,12,Beneteau Oceanis 43,33.0,11.881373829399116
Beneteau,Oceanis 43,43.0,Europe,Turkey,188278,2008,monohull,12,Beneteau Oceanis 43,33.0,12.145674872981498
Beneteau,Oceanis 43.4,43.0,Europe,Turkey,131187,2008,monohull,12,Beneteau Oceanis 43.4,1.0,11.784379065216992
Beneteau,Oceanis 423,43.0,USA,Washington,174000,2008,monohull,12,Beneteau Oceanis 423,12.0,12.066810578196666
Beneteau,First 45,46.0,Europe,Croatia,206308,2008,monohull,12,Beneteau First 45,8.0,12.237125476785423
Beneteau,First 45,46.0,Europe,France,188278,2008,monohull,12,Beneteau First 45,8.0,12.145674872981498
Beneteau,First 45,46.0,Europe,Italy,212572,2008,monohull,12,Beneteau First 45,8.0,12.26703603348829
Beneteau,Oceanis 46,47.0,USA,Florida,199000,2008,monohull,12,Beneteau Oceanis 46,23.0,12.201060103706629
Beneteau,Oceanis 46,47.0,Europe,France,169493,2008,monohull,12,Beneteau Oceanis 46,23.0,12.040566907014755
Beneteau,Oceanis 46,47.0,USA,Louisiana,185000,2008,monohull,12,Beneteau Oceanis 46,23.0,12.128111104060462
Beneteau,Oceanis 46,47.0,Europe,Monaco,182204,2008,monohull,12,Beneteau Oceanis 46,23.0,12.112882217463829
Beneteau,Oceanis 46,47.0,USA,New Jersey,198900,2008,monohull,12,Beneteau Oceanis 46,23.0,12.200557464842063
Beneteau,Oceanis 46,47.0,Europe,Spain,177346,2008,monohull,12,Beneteau Oceanis 46,23.0,12.085857905676201
Beneteau,Oceanis 46,47.0,Europe,Spain,157904,2008,monohull,12,Beneteau Oceanis 46,23.0,11.969742532411788
Beneteau,Oceanis 46,47.0,Europe,Turkey,166580,2008,monohull,12,Beneteau Oceanis 46,23.0,12.023230953489332
Beneteau,Oceanis 49,49.0,USA,California,249000,2008,monohull,12,Beneteau Oceanis 49,7.0,12.425208175446844
Beneteau,First 50,49.0,Europe,Croatia,302472,2008,monohull,12,Beneteau First 50,11.0,12.619743990185437
Beneteau,Oceanis 49,49.0,USA,Florida,238000,2008,monohull,12,Beneteau Oceanis 49,7.0,12.380025952653611
Beneteau,First 50,49.0,Europe,France,298827,2008,monohull,12,Beneteau First 50,11.0,12.607620089604232
Beneteau,Oceanis 50,49.0,Europe,Gibraltar,193186,2008,monohull,12,Beneteau Oceanis 50,38.0,12.171408734366812
Beneteau,Oceanis 50,49.0,Europe,Greece,200425,2008,monohull,12,Beneteau Oceanis 50,38.0,12.208195390911152
Beneteau,Oceanis 49,49.0,Caribbean,Grenada,240000,2008,monohull,12,Beneteau Oceanis 49,7.0,12.388394202324129
Beneteau,First 50,49.0,Europe,Italy,309760,2008,monohull,12,Beneteau First 50,11.0,12.64355308307035
Beneteau,Oceanis 50,49.0,Europe,Italy,204077,2008,monohull,12,Beneteau Oceanis 50,38.0,12.226252652590045
Beneteau,Oceanis 49,49.0,USA,New York,215000,2008,monohull,12,Beneteau Oceanis 49,7.0,12.2783933071098
Beneteau,First 50 Sport,49.0,Europe,Spain,297613,2008,monohull,12,Beneteau First 50 Sport,1.0,12.603549263782707
Beneteau,Oceanis 50,49.0,Europe,Turkey,224719,2008,monohull,12,Beneteau Oceanis 50,38.0,12.322606011786023
Beneteau,Cyclades 50.5,51.0,Europe,Croatia,200425,2008,monohull,12,Beneteau Cyclades 50.5,21.0,12.208195390911152
Beneteau,Cyclades 50.5,51.0,Europe,Greece,145764,2008,monohull,12,Beneteau Cyclades 50.5,21.0,11.889744154488271
Beneteau,Cyclades 50.5,51.0,Europe,Greece,139690,2008,monohull,12,Beneteau Cyclades 50.5,21.0,11.847180960721596
Beneteau,Cyclades 50.5,51.0,Europe,Italy,145764,2008,monohull,12,Beneteau Cyclades 50.5,21.0,11.889744154488271
Beneteau,Oceanis 523,53.0,Europe,Croatia,425144,2008,monohull,12,Beneteau Oceanis 523,6.0,12.960183214048236
Beneteau,Oceanis Clipper 523,53.0,Europe,United Kingdom,206509,2008,monohull,12,Beneteau Oceanis Clipper 523,7.0,12.238099273968599
Beneteau,56,56.0,Europe,Spain,352276,2008,monohull,12,Beneteau 56,2.0,12.77217023825064
C&C,115,38.0,USA,Texas,134900,2008,monohull,12,C&C 115,5.0,11.812289042195847
Caliber,47 LRC SE,48.0,USA,Florida,309950,2008,monohull,12,Caliber 47 LRC SE,2.0,12.644166273130065
Catalina,42 MK II,42.0,USA,California,188000,2008,monohull,12,Catalina 42 MK II,6.0,12.144197241812087
Catalina,470,47.0,USA,Florida,285000,2008,monohull,12,Catalina 470,4.0,12.560244459250788
Catalina,470,47.0,USA,Texas,249000,2008,monohull,12,Catalina 470,4.0,12.425208175446844
Comar,Comet 450,45.0,Europe,Croatia,120255,2008,monohull,12,Comar Comet 450,1.0,11.697369767145162
Comar,Comet 45s,46.0,Europe,Croatia,120012,2008,monohull,12,Comar Comet 45s,4.0,11.695347016764517
Comar,Comet 45S,46.0,Europe,Spain,241725,2008,monohull,12,Comar Comet 45S,2.0,12.395555995351748
Comar,Comet 52 RS,52.0,Europe,Italy,267244,2008,monohull,12,Comar Comet 52 RS,4.0,12.495917377746586
Dehler,41 CR,41.0,Europe,Greece,176046,2008,monohull,12,Dehler 41 CR,2.0,12.078500603507127
Dehler,47 SQ,47.0,Europe,France,238688,2008,monohull,12,Dehler 47 SQ,2.0,12.38291253875489
Dehler,47,47.0,Europe,Italy,205284,2008,monohull,12,Dehler 47,3.0,12.232149665240293
Dufour,425 GL,42.0,Europe,Italy,139690,2008,monohull,12,Dufour 425 GL,4.0,11.847180960721596
Dufour,455 GL,45.0,Europe,France,97200,2008,monohull,12,Dufour 455 GL,11.0,11.48452599044853
Dufour,455 GL,45.0,Europe,Malta,145801,2008,monohull,12,Dufour 455 GL,11.0,11.889997957243736
Dufour,455 GL,45.0,Europe,Spain,109323,2008,monohull,12,Dufour 455 GL,11.0,11.60206208203649
Dufour,485 GL,48.0,Europe,Italy,230802,2008,monohull,12,Dufour 485 GL,5.0,12.349315479089801
Dufour,485,48.0,Europe,Malta,242939,2008,monohull,12,Dufour 485,2.0,12.400565662003096
Dufour,525 GL,50.0,Europe,France,229587,2008,monohull,12,Dufour 525 GL,8.0,12.344037321615504
Dufour,525 GL,50.0,Europe,France,229578,2008,monohull,12,Dufour 525 GL,8.0,12.343998120021302
Dufour,525 GL,50.0,Europe,Italy,291527,2008,monohull,12,Dufour 525 GL,8.0,12.582887904840089
Elan,410,40.0,Europe,Greece,103235,2008,monohull,12,Elan 410,2.0,11.54476322181898
Elan,450,44.0,Europe,Croatia,200425,2008,monohull,12,Elan 450,9.0,12.208195390911152
Elan,450,44.0,Europe,Croatia,194351,2008,monohull,12,Elan 450,9.0,12.177421081623448
Elan,450,44.0,Europe,Croatia,182015,2008,monohull,12,Elan 450,9.0,12.111844380245207
Elan,450,44.0,Europe,Croatia,168843,2008,monohull,12,Elan 450,9.0,12.036724568039931
Elan,450,44.0,Europe,Croatia,165806,2008,monohull,12,Elan 450,9.0,12.018573709207084
Elan,Impression 434,44.0,Europe,Croatia,101913,2008,monohull,12,Elan Impression 434,16.0,11.53187478712864
Elan,450,44.0,Europe,Italy,157911,2008,monohull,12,Elan 450,9.0,11.969786862161808
Elan,514 IMPRESSION,52.0,Europe,Croatia,133617,2008,monohull,12,Elan 514 IMPRESSION,2.0,11.802732777498642
Grand Soleil,43,43.0,Europe,France,239295,2008,monohull,12,Grand Soleil 43,7.0,12.385452379403208
Grand Soleil,43,43.0,Europe,France,224719,2008,monohull,12,Grand Soleil 43,7.0,12.322606011786023
Grand Soleil,43,43.0,Europe,United Kingdom,126570,2008,monohull,12,Grand Soleil 43,7.0,11.748550793786494
Grand Soleil,45,45.0,Europe,Italy,212572,2008,monohull,12,Grand Soleil 45,9.0,12.26703603348829
Grand Soleil,50,49.0,Caribbean,Grenada,229000,2008,monohull,12,Grand Soleil 50,15.0,12.341477282536376
Grand Soleil,54,53.0,Europe,France,455449,2008,monohull,12,Grand Soleil 54,5.0,13.02903902453985
Grand Soleil,54,53.0,Europe,Italy,376556,2008,monohull,12,Grand Soleil 54,5.0,12.838822053541444
Grand Soleil,56,55.0,Europe,United Kingdom,353064,2008,monohull,12,Grand Soleil 56,4.0,12.774404622598157
Hallberg-Rassy,40,40.0,Europe,Cyprus,363194,2008,monohull,12,Hallberg-Rassy 40,4.0,12.802692405749033
Hallberg-Rassy,40,40.0,USA,Maryland,299500,2008,monohull,12,Hallberg-Rassy 40,4.0,12.609869696537642
Hallberg-Rassy,43,44.0,USA,Maryland,389000,2008,monohull,12,Hallberg-Rassy 43,2.0,12.871334622600584
Hallberg-Rassy,54,55.0,Europe,Netherlands,1001988,2008,monohull,12,Hallberg-Rassy 54,5.0,13.81749658450733
Hanse,400e,40.0,Europe,Croatia,132402,2008,monohull,12,Hanse 400e,3.0,11.793598028111136
Hanse,400 Epoxy,40.0,Europe,Greece,115396,2008,monohull,12,Hanse 400 Epoxy,1.0,11.656124970410334
Hanse,400,40.0,Europe,Spain,106920,2008,monohull,12,Hanse 400,17.0,11.579836170252856
Hanse,400,40.0,Europe,Spain,106893,2008,monohull,12,Hanse 400,17.0,11.57958361311046
Hanse,430e,43.0,Europe,Croatia,133495,2008,monohull,12,Hanse 430e,8.0,11.801819302937533
Hanse,430e,43.0,Europe,Greece,153052,2008,monohull,12,Hanse 430e,8.0,11.938533011913137
Hanse,430e,43.0,Europe,Greece,145764,2008,monohull,12,Hanse 430e,8.0,11.889744154488271
Hanse,470e,47.0,USA,Connecticut,249000,2008,monohull,12,Hanse 470e,9.0,12.425208175446844
Hanse,470e,47.0,Europe,France,224719,2008,monohull,12,Hanse 470e,9.0,12.322606011786023
Hanse,470e,47.0,Europe,France,188326,2008,monohull,12,Hanse 470e,9.0,12.145929782649265
Hanse,540e,52.0,USA,California,397000,2008,monohull,12,Hanse 540e,11.0,12.891691559669328
Hanse,540e,52.0,Europe,Croatia,267244,2008,monohull,12,Hanse 540e,11.0,12.495917377746586
Hanse,540e,52.0,Europe,Germany,241603,2008,monohull,12,Hanse 540e,11.0,12.395051162184247
Hanse,540e,52.0,Europe,Greece,254479,2008,monohull,12,Hanse 540e,11.0,12.446973596833413
Hanse,540e,52.0,Europe,Greece,249023,2008,monohull,12,Hanse 540e,11.0,12.42530054065896
Hanse,540,52.0,Europe,Greece,242949,2008,monohull,12,Hanse 540,3.0,12.400606823752312
Hanse,540e,52.0,Europe,Italy,303674,2008,monohull,12,Hanse 540e,11.0,12.623710036568895
Hanse,540e,52.0,Europe,Italy,267244,2008,monohull,12,Hanse 540e,11.0,12.495917377746586
Hanse,540e,52.0,Caribbean,Mexico,280000,2008,monohull,12,Hanse 540e,11.0,12.542544882151386
Hunter,38,38.0,USA,Massachusetts,105000,2008,monohull,12,Hunter 38,23.0,11.56171562913966
Hunter,38,38.0,USA,New York,104000,2008,monohull,12,Hunter 38,23.0,11.55214617812351
Hunter,38,38.0,USA,Rhode Island,119500,2008,monohull,12,Hunter 38,23.0,11.691071650353702
Hunter,38,38.0,USA,Texas,109900,2008,monohull,12,Hunter 38,23.0,11.607326140391713
Hunter,38,38.0,USA,Virginia,109500,2008,monohull,12,Hunter 38,23.0,11.603679828238693
Hunter,41 DS,40.0,USA,California,120000,2008,monohull,12,Hunter 41 DS,14.0,11.695247021764184
Hunter,41 DS,40.0,USA,Florida,135000,2008,monohull,12,Hunter 41 DS,14.0,11.813030057420567
Hunter,41 DS,40.0,USA,New York,140294,2008,monohull,12,Hunter 41 DS,14.0,11.851495499673588
Hunter,41 DS,40.0,USA,Virginia,125000,2008,monohull,12,Hunter 41 DS,14.0,11.736069016284437
Hunter,45 Center Cockpit,45.0,USA,California,245000,2008,monohull,12,Hunter 45 Center Cockpit,6.0,12.409013489526863
Hunter,45 DS,45.0,USA,Michigan,210000,2008,monohull,12,Hunter 45 DS,2.0,12.254862809699606
Hunter,45cc,45.0,USA,Ohio,210000,2008,monohull,12,Hunter 45cc,2.0,12.254862809699606
Hunter,49,50.0,USA,Michigan,219900,2008,monohull,12,Hunter 49,6.0,12.300928176542852
Hunter,45 Center Cockpit,45.0,Caribbean,Puerto Rico,174900,2008,monohull,12,Hunter 45 Center Cockpit,6.0,12.071969661006694
Hylas,46,46.0,Europe,United Kingdom,425675,2008,monohull,12,Hylas 46,3.0,12.961431423288845
Island Packet,440,45.0,Europe,Netherlands,358287,2008,monohull,12,Island Packet 440,5.0,12.789089620189943
Island Packet,440,45.0,Europe,United Kingdom,366387,2008,monohull,12,Island Packet 440,5.0,12.811445430803325
Island Packet,465,49.0,Caribbean,Grenada,330000,2008,monohull,12,Island Packet 465,3.0,12.706847933442663
J Boats,J 122,40.0,Europe,Malta,212572,2008,monohull,12,J Boats J 122,10.0,12.26703603348829
J Boats,J 122,40.0,Europe,Spain,206498,2008,monohull,12,J Boats J 122,10.0,12.238046006106298
J Boats,J 122,40.0,Europe,Spain,204121,2008,monohull,12,J Boats J 122,10.0,12.22646823424488
Jeanneau,Sun Odyssey 39i,39.0,USA,California,149000,2008,monohull,12,Jeanneau Sun Odyssey 39i,21.0,11.911701584927597
Jeanneau,Sun Odyssey 39i,39.0,USA,Florida,132790,2008,monohull,12,Jeanneau Sun Odyssey 39i,21.0,11.796524211984373
Jeanneau,Sun Odyssey 39i,39.0,USA,Florida,129990,2008,monohull,12,Jeanneau Sun Odyssey 39i,21.0,11.775212803402065
Jeanneau,Sun Odyssey 39i,39.0,Europe,France,96593,2008,monohull,12,Jeanneau Sun Odyssey 39i,21.0,11.478261553806867
Jeanneau,Sun Odyssey 39i,39.0,Europe,Greece,78955,2008,monohull,12,Jeanneau Sun Odyssey 39i,21.0,11.276633348900743
Jeanneau,39i,39.0,Caribbean,Grenada,109000,2008,monohull,12,Jeanneau 39i,1.0,11.59910316121128
Jeanneau,Sun Odyssey 39i,39.0,Europe,Italy,119040,2008,monohull,12,Jeanneau Sun Odyssey 39i,21.0,11.687214850066919
Jeanneau,Sun Odyssey 39i,39.0,USA,New York,89000,2008,monohull,12,Jeanneau Sun Odyssey 39i,21.0,11.396391648714276
Jeanneau,Sun Odyssey 39i,39.0,Europe,Slovenia,87458,2008,monohull,12,Jeanneau Sun Odyssey 39i,21.0,11.378913957108828
Jeanneau,Sun Odyssey 39i,39.0,Europe,Spain,97200,2008,monohull,12,Jeanneau Sun Odyssey 39i,21.0,11.48452599044853
Jeanneau,Sun Odyssey 39i,39.0,USA,Washington,129900,2008,monohull,12,Jeanneau Sun Odyssey 39i,21.0,11.77452020265869
Jeanneau,Sun Odyssey 42 DS,42.0,Caribbean,British Virgin Islands,149000,2008,monohull,12,Jeanneau Sun Odyssey 42 DS,13.0,11.911701584927597
Jeanneau,Sun Odyssey 42i,42.0,Europe,Croatia,99630,2008,monohull,12,Jeanneau Sun Odyssey 42i,23.0,11.509218603038901
Jeanneau,Sun Odyssey 42i,42.0,Europe,Croatia,93519,2008,monohull,12,Jeanneau Sun Odyssey 42i,23.0,11.445919903188866
Jeanneau,Sun Odyssey 42i,42.0,Europe,Italy,178606,2008,monohull,12,Jeanneau Sun Odyssey 42i,23.0,12.092937541485108
Jeanneau,Sun Odyssey 42i Performance,42.0,Europe,Italy,151837,2008,monohull,12,Jeanneau Sun Odyssey 42i Performance,2.0,11.93056285600895
Jeanneau,Sun Odyssey 42i Performance,42.0,Europe,Italy,145744,2008,monohull,12,Jeanneau Sun Odyssey 42i Performance,2.0,11.889606936984592
Jeanneau,Sun Odyssey 42i,42.0,Europe,Italy,138511,2008,monohull,12,Jeanneau Sun Odyssey 42i,23.0,11.838705023838411
Jeanneau,Sun Odyssey 42,42.0,Europe,Italy,127526,2008,monohull,12,Jeanneau Sun Odyssey 42,2.0,11.756075544360069
Jeanneau,Sun Odyssey 42 DS,42.0,Europe,Spain,176131,2008,monohull,12,Jeanneau Sun Odyssey 42 DS,13.0,12.078983315334705
Jeanneau,Sun Odyssey 45 DS,45.0,Europe,Greece,145801,2008,monohull,12,Jeanneau Sun Odyssey 45 DS,18.0,11.889997957243736
Jeanneau,Sun Odyssey 45,45.0,Europe,Italy,121506,2008,monohull,12,Jeanneau Sun Odyssey 45,27.0,11.707718923259504
Jeanneau,Sun Odyssey 45,45.0,Europe,Italy,121470,2008,monohull,12,Jeanneau Sun Odyssey 45,27.0,11.707422597694316
Jeanneau,Sun Odyssey 45,45.0,Europe,Malta,151876,2008,monohull,12,Jeanneau Sun Odyssey 45,27.0,11.930819677417412
Jeanneau,Sun Odyssey 45 DS,45.0,Europe,Spain,212626,2008,monohull,12,Jeanneau Sun Odyssey 45 DS,18.0,12.267290032802917
Jeanneau,Sun Odyssey 45 DS,45.0,Europe,Spain,200425,2008,monohull,12,Jeanneau Sun Odyssey 45 DS,18.0,12.208195390911152
Jeanneau,45 Sun Odyssey Performance,45.0,Europe,Spain,145199,2008,monohull,12,Jeanneau 45 Sun Odyssey Performance,1.0,11.885860494296775
Jeanneau,Sun Odyssey 45 DS,45.0,USA,Virginia,199000,2008,monohull,12,Jeanneau Sun Odyssey 45 DS,18.0,12.201060103706629
Jeanneau,Sun Odyssey 49i,49.0,Europe,Croatia,134710,2008,monohull,12,Jeanneau Sun Odyssey 49i,18.0,11.810879598692614
Jeanneau,Sun Odyssey 49i,49.0,Europe,Croatia,132402,2008,monohull,12,Jeanneau Sun Odyssey 49i,18.0,11.793598028111136
Jeanneau,Sun Odyssey 49i,49.0,Europe,Croatia,122684,2008,monohull,12,Jeanneau Sun Odyssey 49i,18.0,11.717367222848265
Jeanneau,Sun Odyssey 49i,49.0,Europe,Croatia,120255,2008,monohull,12,Jeanneau Sun Odyssey 49i,18.0,11.697369767145162
Jeanneau,Sun Odyssey 49i Performance,49.0,Europe,Croatia,120161,2008,monohull,12,Jeanneau Sun Odyssey 49i Performance,2.0,11.696587789200349
Jeanneau,Sun Odyssey 49i,49.0,Europe,Croatia,113574,2008,monohull,12,Jeanneau Sun Odyssey 49i,18.0,11.640209885834274
Jeanneau,Sun Odyssey 50 DS,49.0,Europe,Greece,249013,2008,monohull,12,Jeanneau Sun Odyssey 50 DS,28.0,12.425260382919353
Jeanneau,Sun Odyssey 49 Owners Version,49.0,Europe,Greece,236866,2008,monohull,12,Jeanneau Sun Odyssey 49 Owners Version,2.0,12.375249859374055
Jeanneau,Sun Odyssey 49i,49.0,Europe,Greece,121409,2008,monohull,12,Jeanneau Sun Odyssey 49i,18.0,11.706920289950274
Jeanneau,Sun Odyssey 49i Performance,49.0,Europe,Italy,176131,2008,monohull,12,Jeanneau Sun Odyssey 49i Performance,2.0,12.078983315334705
Jeanneau,Sun Odyssey 49i,49.0,Europe,Italy,173709,2008,monohull,12,Jeanneau Sun Odyssey 49i,18.0,12.065136764358428
Jeanneau,Sun Odyssey 50 DS,49.0,USA,Michigan,244900,2008,monohull,12,Jeanneau Sun Odyssey 50 DS,28.0,12.40860524294026
Jeanneau,Sun Odyssey 49i,49.0,Caribbean,Sint Maarten (Dutch part),99999,2008,monohull,12,Jeanneau Sun Odyssey 49i,18.0,11.512915464920228
Jeanneau,49i,49.0,USA,Wisconsin,199900,2008,monohull,12,Jeanneau 49i,1.0,12.205572520488492
Jeanneau,Sun Odyssey 54 DS,55.0,Europe,Croatia,169815,2008,monohull,12,Jeanneau Sun Odyssey 54 DS,42.0,12.04246488818032
Jeanneau,Sun Odyssey 54 DS,55.0,Europe,Croatia,169791,2008,monohull,12,Jeanneau Sun Odyssey 54 DS,42.0,12.042323547921079
Jeanneau,Sun Odyssey 54 DS,55.0,Europe,Greece,303674,2008,monohull,12,Jeanneau Sun Odyssey 54 DS,42.0,12.623710036568895
Jeanneau,Sun Odyssey 54 DS,55.0,Europe,Greece,273270,2008,monohull,12,Jeanneau Sun Odyssey 54 DS,42.0,12.518215596406964
Jeanneau,Sun Odyssey 54 DS,55.0,Europe,Greece,261124,2008,monohull,12,Jeanneau Sun Odyssey 54 DS,42.0,12.472750669268
Jeanneau,Sun Odyssey 54 DS,55.0,Europe,Spain,364409,2008,monohull,12,Jeanneau Sun Odyssey 54 DS,42.0,12.806032142196866
Jeanneau,Sun Odyssey 54 DS,55.0,Europe,United Kingdom,278454,2008,monohull,12,Jeanneau Sun Odyssey 54 DS,42.0,12.537008154150763
Malo,40,40.0,Europe,United Kingdom,332413,2008,monohull,12,Malo 40,2.0,12.714133450705292
Maxi,1300,41.0,Europe,Germany,347601,2008,monohull,12,Maxi 1300,4.0,12.758810549239202
Maxi,1300,41.0,Europe,Germany,290312,2008,monohull,12,Maxi 1300,4.0,12.578711485706789
Morris,M42,42.0,USA,New York,495000,2008,monohull,12,Morris M42,2.0,13.112313041550827
Oyster,54,54.0,Europe,Gibraltar,792729,2008,monohull,12,Oyster 54,4.0,13.5832367019835
Passport,470 Center Cockpit,47.0,USA,Michigan,524500,2008,monohull,12,Passport 470 Center Cockpit,2.0,13.17020070681849
Poncin,harmony 52,52.0,Europe,Croatia,91102,2008,monohull,12,Poncin harmony 52,3.0,11.419735036903884
Sabre,426,42.0,USA,California,299000,2008,monohull,12,Sabre 426,4.0,12.608198852372823
Sabre,426,42.0,USA,Connecticut,325000,2008,monohull,12,Sabre 426,4.0,12.691580461311874
Salona,45,44.0,Europe,Italy,170057,2008,monohull,12,Salona 45,5.0,12.043888953951535
ShearWater,39,43.0,Caribbean,Trinidad and Tobago,220000,2008,monohull,12,ShearWater 39,2.0,12.301382825334498
Sly,53,53.0,Europe,France,382629,2008,monohull,12,Sly 53,4.0,12.854821130293038
Sly,53,53.0,Europe,Turkey,364424,2008,monohull,12,Sly 53,4.0,12.806073303889605
Sly,53,53.0,Europe,Turkey,297601,2008,monohull,12,Sly 53,4.0,12.603508942150482
Sweden Yachts,54,54.0,Europe,Netherlands,727025,2008,monohull,12,Sweden Yachts 54,1.0,13.496716143819867
Tartan,4300,43.0,USA,New York,399000,2008,monohull,12,Tartan 4300,6.0,12.896716695872
Wauquiez,Centurion 40s,40.0,Europe,France,212383,2008,monohull,12,Wauquiez Centurion 40s,8.0,12.266146527481952
Wauquiez,Pilot Saloon 47,47.0,Europe,Netherlands,290324,2008,monohull,12,Wauquiez Pilot Saloon 47,3.0,12.578752819692285
X-Yachts,X-41 One Design,41.0,Europe,Italy,218645,2008,monohull,12,X-Yachts X-41 One Design,1.0,12.295204688982984
X-Yachts,X-50 Modern,50.0,Europe,Sweden,419070,2008,monohull,12,X-Yachts X-50 Modern,1.0,12.945793249389705
Zuanelli,40,40.0,Europe,Italy,279380,2008,monohull,12,Zuanelli 40,2.0,12.540328141281542
Zuanelli,40,40.0,Europe,Italy,230761,2008,monohull,12,Zuanelli 40,2.0,12.34913782186811
Alliage,AZZURO 53,55.0,Europe,France,601299,2009,monohull,11,Alliage AZZURO 53,1.0,13.306847593962914
Archambault,40 RC,39.0,Europe,France,132436,2009,monohull,11,Archambault 40 RC,6.0,11.793854788849298
Archambault,40 RC,39.0,Europe,Spain,151876,2009,monohull,11,Archambault 40 RC,6.0,11.930819677417412
Archambault,40 RC,39.0,Europe,Spain,151816,2009,monohull,11,Archambault 40 RC,6.0,11.930424540233815
Bavaria,38 Cruiser,38.0,Europe,Croatia,70452,2009,monohull,11,Bavaria 38 Cruiser,11.0,11.162686905852187
Bavaria,38 Cruiser,38.0,Europe,Netherlands,96568,2009,monohull,11,Bavaria 38 Cruiser,11.0,11.478002702380962
Bavaria,40 Cruiser,40.0,Europe,Croatia,95948,2009,monohull,11,Bavaria 40 Cruiser,28.0,11.471561657028921
Bavaria,47 Cruiser,47.0,Europe,Greece,127543,2009,monohull,11,Bavaria 47 Cruiser,4.0,11.756208841624927
Bavaria,47 Cruiser,47.0,Europe,Italy,120239,2009,monohull,11,Bavaria 47 Cruiser,4.0,11.697236707692339
Bavaria,47 Cruiser,47.0,Europe,Italy,91106,2009,monohull,11,Bavaria 47 Cruiser,4.0,11.419778942769714
Bavaria,47 Cruiser,47.0,Europe,United Kingdom,265131,2009,monohull,11,Bavaria 47 Cruiser,4.0,12.487979322445423
Bavaria,50 Cruiser,49.0,Europe,Croatia,165351,2009,monohull,11,Bavaria 50 Cruiser,40.0,12.015825766169092
Bavaria,50 Cruiser,49.0,Europe,Croatia,95354,2009,monohull,11,Bavaria 50 Cruiser,40.0,11.465351560856577
Bavaria,51 Cruiser,49.0,Europe,Italy,188278,2009,monohull,11,Bavaria 51 Cruiser,30.0,12.145674872981498
Bavaria,51 Cruiser,49.0,Europe,Italy,157911,2009,monohull,11,Bavaria 51 Cruiser,30.0,11.969786862161808
Bavaria,56 Cruiser,54.0,Europe,Turkey,236866,2009,monohull,11,Bavaria 56 Cruiser,29.0,12.375249859374055
Beneteau,Oceanis 40,40.0,Caribbean,Aruba,155000,2009,monohull,11,Beneteau Oceanis 40,35.0,11.951180395901384
Beneteau,Oceanis 40,40.0,Europe,Croatia,99605,2009,monohull,11,Beneteau Oceanis 40,35.0,11.508967643115884
Beneteau,Oceanis 40,40.0,USA,Florida,165000,2009,monohull,11,Beneteau Oceanis 40,35.0,12.013700752882718
Beneteau,First 40,40.0,Europe,France,144549,2009,monohull,11,Beneteau First 40,11.0,11.881373829399116
Beneteau,First 40,40.0,Europe,Greece,120285,2009,monohull,11,Beneteau First 40,11.0,11.69761920590924
Beneteau,First 40,40.0,Europe,Greece,120255,2009,monohull,11,Beneteau First 40,11.0,11.697369767145162
Beneteau,First 40 CR,40.0,Europe,Italy,182204,2009,monohull,11,Beneteau First 40 CR,2.0,12.112882217463829
Beneteau,Oceanis 40,40.0,Europe,Italy,109323,2009,monohull,11,Beneteau Oceanis 40,35.0,11.60206208203649
